,ticker,allocation,companyName,start_price,current_price,initial_investment,shares,cash_now,return,rank
4,LQDA,10.21252317786336,Liquidia Corporation,6.989999771118164,7.360000133514404,255.31,36.53,268.86,5.31,1.0
12,GDEN,1.4976465554129228,"Golden Entertainment, Inc.",51.150001525878906,53.810001373291016,37.44,0.73,39.28,4.91,2.0
1,TRGP,22.03679931536158,Targa Resources Corp.,65.63999938964844,68.31999969482422,550.92,8.39,573.2,4.04,3.0
6,EQT,5.491370703180717,EQT Corporation,25.290000915527344,26.1299991607666,137.28,5.43,141.89,3.36,4.0
9,TECK,2.82413350449294,Teck Resources Limited,38.869998931884766,40.09000015258789,70.6,1.82,72.96,3.34,5.0
13,WFRD,0.6703751248038797,Weatherford International plc,32.7599983215332,33.779998779296875,16.76,0.51,17.23,2.8,6.0
7,BCRX,4.150620453572958,"BioCryst Pharmaceuticals, Inc.",17.989999771118164,18.450000762939453,103.77,5.77,106.46,2.59,7.0
2,CMRE,18.68492369134218,Costamare Inc.,15.210000038146973,15.109999656677246,467.12,30.71,464.03,-0.66,8.0
10,VRTV,2.2821280844387397,Veritiv Corporation,120.12999725341797,119.75,57.05,0.47,56.28,-1.35,9.0
5,VIST,9.057195835116248,"Vista Oil & Gas, S.A.B. de C.V.",8.300000190734863,8.170000076293945,226.43,27.28,222.88,-1.57,10.0
11,DCP,1.5261731564684071,"DCP Midstream, LP",33.45000076293945,32.91999816894531,38.15,1.14,37.53,-1.63,11.0
3,PXD,17.158750534873775,Pioneer Natural Resources Company,233.82000732421875,230.39999389648438,428.97,1.83,421.63,-1.71,12.0
14,GSL,0.37084581372129516,"Global Ship Lease, Inc.",28.59000015258789,27.6200008392334,9.27,0.32,8.84,-4.64,13.0
8,HPK,4.0365140493510205,"HighPeak Energy, Inc.",24.489999771118164,23.25,100.91,4.12,95.79,-5.07,14.0
