date,CROX,GNRC,IIPR,portfolio
2021-07-22,857.2459844793359,857.2459844793359,785.5080310413283,2500.0
2021-07-23,853.0874350207838,866.9832530225344,790.178741497314,2510.2494295406323
2021-07-26,856.5312337911472,857.361674798661,791.1204169924724,2505.0133255822807
2021-07-27,836.193327845416,846.3132493031111,784.6416895857826,2467.14826673431
2021-07-28,852.8275256796243,831.1192540317438,795.7157934088453,2479.6625731202134
2021-07-29,884.016646618765,808.4825148837931,797.7498124783875,2490.2489739809457
2021-07-30,882.4571905718078,808.5982052031183,800.0098336667676,2491.0652294416936
2021-08-02,887.8503094008674,771.2687955008759,796.6198018841975,2455.738906785941
2021-08-03,890.774289488912,775.2986749573679,794.6234498344617,2460.6964142807415
2021-08-04,912.4767194757306,771.7315567781764,795.9041285078771,2480.112404761784
2021-08-05,922.0933650986323,778.441595299034,807.2795684893905,2507.814528887057
2021-08-06,914.9458582167459,800.2685022117088,850.1069700091944,2565.321330437649
2021-08-09,914.1661301932673,805.70594721999,847.8846158406205,2567.756693253878
2021-08-10,918.1947249812397,808.0775987661551,848.3742870981029,2574.6466108454974
2021-08-11,923.9777078220386,804.4719171471886,854.212675168085,2582.6623001373123
2021-08-12,936.1934468565355,816.2337662785768,864.3451034959893,2616.7723166311016
2021-08-13,952.5027580142944,798.4560205422817,868.1494724964292,2619.1082510530055
2021-08-16,951.593075320236,790.9168680662606,855.0413496038244,2597.551292990321
2021-08-17,901.5605271470314,751.9677938934664,850.069302989388,2503.597624029886
2021-08-18,910.9822407640634,752.0834842127915,861.4070759510951,2524.4728009279497
2021-08-19,904.2895752292061,755.5541937925456,852.4423252371872,2512.2860942589386
2021-08-20,922.2233197692121,771.8858105372765,870.2964926253904,2564.405622931879
2021-08-23,928.3311892864605,800.2492204918211,882.4629400228368,2611.0433498011184
2021-08-24,942.5612257149432,807.7112460882921,892.5953683507412,2642.8678401539764
2021-08-25,934.4390588037088,821.150604849895,884.4592920725727,2640.0489557261762
2021-08-26,929.8256679981275,824.2356800318985,881.2575953890341,2635.31894341906
2021-08-27,949.2538912498005,842.8232580034696,894.9683905985404,2687.0455398518106
2021-08-30,951.2681886437867,853.6017394205943,908.5285177288213,2713.398445793202
2021-08-31,928.006302610011,842.5725956449318,915.0825791751238,2685.6614774300665
2021-09-01,931.5150787156645,845.908333185473,921.2976374431692,2698.7210493443067
2021-09-02,900.3909351118136,873.4811926246293,927.3620276319892,2701.2341553684323
2021-09-03,907.6683966642797,874.908039896306,938.0217942371823,2720.5982307977683
2021-09-07,885.511125330432,859.097029588538,929.9610519986263,2674.5692069175966
2021-09-08,902.9250511881189,854.5851071348579,924.4616671069014,2681.971825429878
2021-09-09,919.624226357617,877.7810161595468,907.2101720355995,2704.6154145527635
2021-09-10,936.3883788624051,870.2033002437506,874.4398648040874,2681.0315439102433
2021-09-13,894.8678616121741,845.869769745698,849.504297692293,2590.241929050165
2021-09-14,970.6314345601697,835.9396840036243,850.0316359695817,2656.6027545333754
2021-09-15,998.5716887348166,851.3650599136419,887.2466515382416,2737.1834001867
2021-09-16,1025.472305544825,849.7453954430899,876.2478817547915,2751.465582742707
2021-09-17,1008.318289028298,839.4489570231533,866.0401193872744,2713.807365438726
2021-09-20,985.8361310180007,812.0881965027597,869.8444883877144,2667.7688159084746
2021-09-21,990.7094311647414,819.8972930572061,867.5468001795278,2678.1535244014754
2021-09-22,1011.892042469241,852.7726254654308,891.8420279546145,2756.506695889286
2021-09-23,1059.130565224981,875.4286463332691,914.2915717591907,2848.850783317441
2021-09-24,1015.5957505807642,857.284547919111,911.2405431548774,2784.1208416547524
2021-09-27,997.9868927172076,855.7227286082217,898.7727595989803,2752.48238092441
2021-09-28,978.7536014714043,820.1286736958563,870.371826665003,2669.2541018322636
2021-09-29,973.4254599776344,783.8597585874276,865.8517842882428,2623.1370028533047
2021-09-30,932.2948067391428,787.9860466433573,865.7764502486301,2586.0573036311303
2021-10-01,917.0251329460219,780.8132468451992,877.0388891707246,2574.8772689619454
2021-10-04,884.1466012893446,775.2986749573679,855.681688940532,2515.1269651872444
2021-10-05,889.669674788984,777.0533114671324,856.8493665545285,2523.572352810645
2021-10-06,898.7015243942769,781.2374446827247,864.533438595021,2544.4724076720227
2021-10-07,906.6937366349316,805.1660590631393,887.0959834590161,2598.955779157087
2021-10-08,847.3044521799849,784.3418015846156,870.8614979224853,2502.507751687086
2021-10-11,816.245285911424,789.7214014332343,865.3997800505667,2471.3664673952253
2021-10-12,845.2901547859988,812.5895212198352,877.3778923489816,2535.2575683548157
2021-10-13,860.7547605849892,807.7305278081798,897.379079866146,2565.8643682593147
2021-10-14,887.7203547302878,836.3446001212623,909.4701932239797,2633.53514807553
2021-10-15,891.4240628418107,871.4180485966646,895.2697267569911,2658.1118381954666
2021-10-18,930.1505546745769,906.2793981533041,901.8991222429062,2738.3290750707874
2021-10-19,925.2772545278362,892.4351232740634,922.4653150571656,2740.1776928590652
2021-10-20,883.2369185952864,883.5269686860283,946.3085385945761,2713.072425875891
2021-10-21,965.5632024075594,909.5380088142953,961.3376794973042,2836.4388907191587
2021-10-22,973.100573301185,906.8578497499298,972.6377854392051,2852.59620849032
2021-10-25,1011.3072464516322,906.4722153521793,992.9779761346264,2910.7574379384378
2021-10-26,1002.2104195110496,911.4661808030475,991.6219634215983,2905.298563735695
2021-10-27,986.8757683826387,942.6447218611704,953.7289414964243,2883.2494317402334
2021-10-28,1017.0902292924312,970.8731597765025,979.3425149647328,2967.3059040336666
2021-10-29,1049.0590782550503,961.3094267122916,985.3315711139401,2995.7000760812816
2021-11-01,1089.8648448170925,975.2693919108575,1005.370425650911,3070.5046623788608
2021-11-02,1087.7205927525265,932.4254103207838,997.5733525509992,3017.7193556243096
2021-11-03,1126.0572205735536,874.2331797002427,973.993798152233,2974.2841984260294
2021-11-04,1152.8278827129823,871.5915840756522,1002.5077321456292,3026.9271989342637
