date,AAP,BAC,EPAM,FTNT,MPWR,NDAQ,TGT,portfolio
2021-11-17,283.31237362028,16.446624901855063,199.1446061818588,552.1916036290295,298.0203638312888,592.8167002700643,558.0677275656236,2500.0
2021-11-18,282.5448540956441,16.37944025440249,198.60915715629656,555.6857763687336,296.64542693685627,589.3152429192698,554.2197466377245,2493.3996443689275
2021-11-19,280.2057443061401,16.0541137928194,198.57925073886994,554.0681065466872,301.7433254997105,586.6891822213529,551.2512955426444,2488.5910186482242
2021-11-22,282.43521911648355,16.365295329539435,183.71809828725273,535.1251573860203,295.01133777411536,586.4632775774076,537.7723601690096,2436.8907456398288
2021-11-23,287.23526363572677,16.796703960408422,180.36178760184157,529.7545310960237,288.65486100748143,587.0845045765309,547.9090417413285,2437.796693619341
2021-11-24,284.3113717319398,16.842675987753417,185.54584049074975,539.0722757012029,292.2191487998284,589.0328944295171,546.9855034045571,2454.0097105455484
2021-11-26,276.22194182057575,16.181415392480023,182.1745583387392,529.6089467361232,282.9329506370291,575.1400388917644,542.1700767274442,2404.429928544156
2021-11-29,276.8798263660511,16.121301164378835,189.70383669678736,555.346030161601,298.42757083302973,590.3882792062838,547.865066934546,2474.7319113626777
2021-11-30,268.9000501014756,15.725252802587336,182.03994294454716,537.244300903512,292.68451900838113,573.8693629706141,536.1671954785253,2406.6306242096425
2021-12-01,265.866523218528,15.502475343694602,177.98963175070875,493.8099056754569,293.60467255987373,562.0096492283692,528.5811537910984,2337.36401156773
2021-12-02,278.6950665113897,15.950174133577756,185.41721368319747,506.5085742846294,293.213345856552,568.2218761326969,539.8172729273184,2387.823523529362
2021-12-03,276.3803366440352,15.587750784794848,178.49218006552448,489.8627873602743,288.00967546865775,565.0875192141767,544.3689181580766,2357.78916769554
2021-12-06,280.2301242282896,15.687239253429613,171.3457878368133,472.4243086533082,269.8180351192827,559.0447100210816,534.2542071405638,2302.8044122527685
2021-12-07,286.236265524067,15.886216190699141,177.98663745738887,513.1895585484597,284.92134475047624,580.4204683843125,540.1031597171592,2398.7436505725627
2021-12-08,285.11544247217194,15.690792850826599,209.4379276582225,521.6014613700473,285.0429645969062,585.616145934339,526.8440983774367,2429.34883325995
2021-12-09,285.834220820137,15.808047944392868,209.39903836083622,511.8631068135791,272.6578488503126,576.4389798227236,522.3584322054372,2394.3596748174186
2021-12-10,292.4373341912721,15.81870601247697,208.53452745415052,538.0855208060898,266.2167255743202,581.0699173063394,523.7216849128631,2425.8844162575124
2021-12-13,285.2250774513325,15.484708718763097,204.90898598035525,536.4193228640767,253.84218055482475,580.2227856632709,514.9043149383575,2391.0073761709805
2021-12-14,286.7723064616791,15.680133420689069,198.3668567499053,510.86011005532356,252.73693437876938,563.9862610042592,517.3450346548783,2345.747636725504
2021-12-15,291.3408723938985,15.612621880413467,194.14603515780848,544.7988406941096,259.3366831152925,570.4808794852448,520.3574605567409,2396.0733932835083
2021-12-16,292.5887473218649,15.989258256730892,190.17049000753667,522.377960656881,251.45716630524942,575.0553300361481,494.257149087484,2341.896101671895
2021-12-17,284.8323852290233,15.591304382191835,190.34998328575477,540.0266949721265,255.41807423372455,567.7701099317115,491.0248491517092,2345.0134011862415
