date,CROX,XPEL,YETI,portfolio
2021-07-26,764.5781637717121,753.2051282051282,982.2167080231595,2500.0
2021-07-27,746.423637504033,676.1781720482161,966.7122622425561,2389.3140717948054
2021-07-28,761.272067933828,692.1365773238019,971.3434603328664,2424.7521055904963
2021-07-29,789.1128749896939,726.6604540833615,974.2631286941487,2490.036457767204
2021-07-30,787.7208346369005,731.5585784748779,969.8332870425478,2489.1127001543264
2021-08-02,792.5349741903105,734.3236486958954,982.7200991199323,2509.5787220061384
2021-08-03,795.145049851798,680.8392904207882,1007.4869410811559,2483.471281353742
2021-08-04,814.5176114281712,665.1968931704614,1003.9632034037461,2483.6777080023785
2021-08-05,823.1018602703965,679.3382523008073,1053.1948526681297,2555.6349652393337
2021-08-06,816.7216753200939,662.7478309747032,1020.0717185004768,2499.541224795274
2021-08-09,816.0256551436972,647.5004437559503,1020.4744313778951,2484.0005302775426
2021-08-10,819.6217593884132,675.467153991383,1026.4144463198147,2521.503359699611
2021-08-11,824.7839090300216,685.0263967554715,1029.4347929004516,2539.245098685945
2021-08-12,835.6882251269025,654.1366122863919,1026.9178374165874,2516.742674829882
2021-08-13,850.2466471498656,596.8601577081753,1026.9178374165874,2474.0246422746286
2021-08-16,849.434623610736,585.9578808367354,1028.7300453649698,2464.1225498124413
2021-08-17,804.7733289586182,577.5046661610537,984.0289159715417,2366.306911091214
2021-08-18,813.1835727567443,577.5836681673685,972.9543118425394,2363.721552766652
2021-08-19,807.2093995760064,566.0493752454105,970.235999919966,2343.494774741383
2021-08-20,823.2178636331294,551.038994045602,993.0899557134528,2367.3468133921842
2021-08-23,828.6700216815697,557.2011505381549,978.9950050038134,2364.8661772235378
2021-08-24,841.3723899008083,560.2032267781166,1002.5537083327821,2404.129325011707
2021-08-25,834.12217973001,589.354967108271,1024.702916590787,2448.180063429068
2021-08-26,830.0040603529965,586.9059049125128,1018.7629016488675,2435.6728669143768
2021-08-27,847.3465630815463,614.7936131416307,1024.702916590787,2486.843092813964
2021-08-30,849.1446152039042,594.1740894934727,1022.4879957649865,2465.8067004623636
2021-08-31,828.3800132747376,600.2572439797109,1000.1374310682726,2428.774688322721
2021-09-01,831.5121040685227,608.3154486238186,1007.8896539585743,2447.7172066509156
