date,AMN,CARR,IDXX,INTU,JYNT,LSI,NAVI,NET,TGT,portfolio
2021-07-26,288.674372478152,778.4776947161648,32.475556448056125,179.8054132311987,45.918120103238266,350.41989581120896,92.33095038357276,546.968659612667,184.92933721574158,2500.0000000000005
2021-07-27,290.5212786898026,785.1612105342158,32.53618140212078,177.63134766531167,45.54750041321092,352.08445196654014,92.28595479371722,541.0646031480738,183.15861515448063,2499.9911437674737
2021-07-28,288.674372478152,779.3890832368081,32.94492620960357,177.69589023679896,45.32070328946285,356.184192126893,89.40623704296252,561.119652091295,182.49190603829734,2513.2269627502733
2021-07-29,293.1010841917908,815.0851336286712,33.35130285481821,178.51456180145328,44.468831166116416,356.3999679248063,91.07107386761757,564.1185379145804,185.50285043396377,2561.613343783818
2021-07-30,294.80141054537387,834.9837829960503,32.13738287616422,180.02961374268085,43.694401963074206,356.61574372271957,91.92599007487287,555.8716019005456,185.06554660506936,2575.1254744265507
2021-08-02,296.4137889841165,825.2623054425217,32.1463818927832,179.193957290793,44.09267983892449,357.94122362418705,93.18586659082807,555.6841715365903,182.36286556419736,2566.2832407649416
2021-08-03,302.86330273908686,864.1482156566365,32.949188901686234,180.10095026906149,47.5001683323102,361.7635377586513,93.32085336039468,560.276215453496,185.882802941036,2628.8052354123593
2021-08-04,296.5896848137975,862.021642441802,33.0822796211563,182.0983730077202,48.639685588215166,360.37640762920864,91.74600771545072,562.2910918660159,184.69993192845274,2621.545104611819
2021-08-05,312.1271497689534,851.0849801940823,33.42708404739903,182.76078360982643,50.199607268628746,367.7127847582611,93.59082689952794,569.1323001503857,185.31645863804158,2645.351975335106
2021-08-06,312.50825739992894,851.9963687147256,32.45329572273551,181.4971079996546,57.816671644265305,365.46255143716513,96.92050054883806,556.7618961293334,184.38449965843054,2639.8011492550772
2021-08-09,306.029427673345,849.8697954998912,32.51060524962475,181.81642387964425,56.98139443241264,365.4933765511527,96.7405181894159,578.3632455751862,186.0333501608193,2653.8381372114923
2021-08-10,307.81770194176863,855.490024710525,31.80584015862314,180.083965381828,57.31329266228787,363.70551993987107,97.59543439667121,587.9221941369085,187.20905225817475,2668.943025586658
2021-08-11,310.13366369923534,859.7431711401938,31.51171440491884,180.7973306456347,54.807461026729875,362.10261401251506,98.67532855320422,557.6521903581213,186.45631615925814,2641.8797899998112
2021-08-12,309.19555260760325,845.9204452437701,32.00192399442601,182.39051306813627,53.21434952332877,365.6166770071032,98.18037706479325,572.7403346565261,185.65339765374713,2644.913570819434
