date,BK,EXR,GOOG,IT,MPWR,MSI,SEE,TGT,portfolio
2021-11-15,45.29014911919853,1030.5184758314067,176.5998480961335,431.2148164464198,117.40455427230779,179.02795187269547,267.2673389526039,252.67686540923424,2499.9999999999995
2021-11-16,44.71561481641713,1024.5909038968305,176.2310161538389,429.87073238216567,120.11776155557817,181.02308700279127,265.0799450897727,255.51604659532188,2497.1451074927163
2021-11-17,43.884044376359306,1037.425405688386,176.2144642450079,432.9724314656227,117.52759084944692,179.59086460920972,266.3761773415752,243.439964621436,2497.430943197044
2021-11-18,43.672375065099715,1047.9403505749465,178.16147090873778,433.08874074422494,116.98536944318036,183.30324455300286,261.96086394785624,241.76140072196458,2506.8738159590125
2021-11-19,43.143195985566344,1042.0127786403702,177.26717719114785,432.36501227275977,118.99578151296191,180.35329085873357,261.2722376572144,240.4665047911086,2495.875978909862
2021-11-22,44.00500034043065,1030.3638070586223,173.86966340618147,415.92596374616943,116.34094850475466,182.14179127745984,263.419136858621,234.58673180225318,2460.6530429944924
2021-11-23,44.609777260095136,1032.889536251022,173.4895900192667,418.73044115327974,113.83420235134118,183.2034823438194,266.45719767105635,239.00854887113914,2472.22277592102
2021-11-24,44.54173862383869,1053.1463195036065,173.44290699828295,421.4573396010783,115.23981823591804,186.18195354760059,262.48748058616775,238.6056835397019,2495.1032406361946
2021-11-26,42.90128695811587,1024.6424074114507,168.81890687036488,415.13763215556196,111.57770439848173,180.6881943834411,255.8037685034524,236.50510104404836,2436.075001724917
2021-11-29,43.09783786162611,1046.6002307068163,172.72947210665563,420.0228190580738,117.68817738546879,184.90648476079681,260.05702573489305,238.9893662076763,2484.091413822007
2021-11-30,41.41958437514553,1030.8793168915959,168.40041920157725,403.5450007719494,115.42334206885741,180.40317196332532,251.6315005948609,233.88652783746267,2425.5888637047747
2021-12-01,40.92820421567771,1028.5082564719805,167.41450554574138,396.15259757891755,115.78621468846039,175.25143752223332,246.28453092868864,230.5773493474974,2400.903096299197
2021-12-02,42.4477057187136,1058.7646330070759,169.96618359904159,411.6352990768383,115.63189072185219,179.9328893322772,256.76991965403346,235.4787624016719,2470.627283511504
2021-12-03,41.48762301140197,1038.5077706400295,168.48138935018304,399.86171585523755,113.57976637571174,176.7121665199694,250.34863220146116,237.46427831526645,2426.44334226926
2021-12-06,41.90340533073868,1057.6306063118884,169.98982093702344,397.30283284550126,106.40569398557136,178.5719225437246,257.50145912339775,233.0520452284324,2442.357786306278
2021-12-07,42.43258441027206,1075.7225014322623,175.00216319096717,408.4043543148531,112.36184937035003,181.67864075012906,261.8093965504144,235.60347176321872,2493.014961782467
2021-12-08,42.57621798596741,1079.124423288901,175.81075352011123,412.32025778876937,112.40981148732295,180.76657118683,262.09388239924317,229.8196120916774,2494.921529748822
2021-12-09,43.15075809013321,1059.3315672402077,175.08433108014225,402.1363135885531,107.52560559824916,184.67845373827535,260.06184726617295,227.8628775229566,2459.83175412469
2021-12-10,42.886165649674325,1075.7741631758063,175.7569706393674,416.1327489437657,104.98547816782892,188.76850801836517,264.57298665616497,228.4575547896631,2497.3345760406355
2021-12-13,42.43258441027206,1097.1133113800342,173.42753839941196,414.12957896743234,100.10544096063109,187.6070438374648,264.8981221995785,224.6112470233798,2504.324867178205
2021-12-14,42.92396456973988,1087.5731357770933,171.37767035281595,405.7937257054131,99.66957503959998,185.4844032690466,260.7121028496839,225.6759362933229,2479.210513856716
2021-12-15,43.01468081762033,1111.6827142040136,174.21249139057417,423.2408274201331,102.27225815575892,187.69995748222246,264.73555442787176,226.9900148876417,2533.848498785836
2021-12-16,44.163752323875336,1111.6827142040136,171.22163217479525,422.0906315937931,99.1648844990167,187.07817762664695,267.98684784874257,215.6045528964944,2518.993193167378
2021-12-17,43.4682620570226,1115.5194491426075,168.81535694048483,413.65140545309754,100.72691187333963,185.19137631662423,262.6628540969008,214.19456098486148,2504.2301768649386
2021-12-20,42.697173950038746,1118.8896461000713,168.3407197710333,398.96997194571014,99.57781312313028,182.89006237312273,260.50888538339245,210.24274121985317,2482.117013866352
2021-12-21,43.76309131298017,1118.5266689494142,170.4910537193569,408.7015759911998,101.23994614207466,186.97095615302518,264.69490473328705,211.08682251029433,2505.475019511632
2021-12-22,43.778209720729514,1135.7403935440047,173.71656907245153,419.5834153032731,102.77277365006643,189.10075063587541,264.2478511127515,208.8519319716831,2537.791895010835
2021-12-23,43.92940540099173,1130.29629008538,173.94532309057644,420.70777777000495,103.35671369709168,187.89291687545514,265.75157974606486,211.98843709176498,2537.8684437573297
2021-12-27,44.23935306469865,1149.7394602129955,175.0346753536492,433.6961599370879,106.58713029537284,192.1953857063184,272.70118920171006,214.95231294004046,2589.1456667118728
2021-12-28,44.19399204006622,1153.887352329779,173.12430800685215,430.1550570988301,103.87391028330285,192.8314515800433,274.0423500633167,215.72924755868223,2587.8376689608726
2021-12-29,44.12595630450198,1168.7678332174864,173.1911072971562,434.6266736061494,103.92396628781347,194.91836619773073,274.5300533784369,218.61637805374744,2612.7003343430224
2021-12-30,43.82357074536194,1169.5456074912681,172.5976629215968,430.10335093937016,102.50166294693314,193.7462583880412,272.8637569734168,222.4435031565679,2607.625373562556
2021-12-31,43.90672778936772,1175.5599679904196,171.0336734890725,432.0677905964131,102.88330418157766,194.18223276481612,274.2049178350234,221.9926885161531,2615.831303162843
