date,ARES,DHR,INTU,KZR,NAVI,NOTV,SWAV,portfolio
2021-09-20,641.0926544755366,611.9883036560524,76.84352080980425,50.86966418086165,13.42341671863207,617.6726617684511,488.1097783906617,2499.9999999999995
2021-09-21,640.0810684329717,613.103828554585,76.96133645318149,53.283618152407165,13.280740898770613,837.8265689241717,491.6926123336854,2726.229773749773
2021-09-22,641.3455509861778,612.0261180593924,78.00781657964977,54.69666437965331,13.16778920804696,572.3665985580512,511.04447974568603,2482.6550175166576
2021-09-23,650.787020716784,613.7088590080265,80.02731531377468,55.04992593646485,13.256961595460371,565.6545891935475,519.579383533526,2498.0640552975838
2021-09-24,647.4993660784479,612.7256845211841,80.1035489653717,52.518218112648825,13.369913286184024,575.8904034744156,507.8952371715633,2490.0023716098153
2021-09-27,633.0842649718974,596.673470303315,78.5913505309652,52.81260274332511,13.76227179080303,547.8677643776127,507.57574879447833,2430.367473512397
2021-09-28,613.18973946812,573.9091994925795,75.54200446708408,52.223833481972534,13.286685724598176,528.4029372205521,477.292814766501,2333.8472146214076
2021-09-29,617.7418766596624,579.3355663718828,75.80812921447735,49.9865102888328,11.437844892226796,480.2442700302382,468.57534619175544,2283.1295436490755
2021-09-30,618.5848650284664,575.2327036094828,74.77966795111381,50.86966418086165,11.729141357777271,490.6478845452189,469.8304791017319,2291.6744057746528
2021-10-01,623.6427952412912,571.224376855433,75.39785356224607,50.81078725472639,11.366506982296068,512.7975154480811,455.43068153454743,2300.670516878621
2021-10-04,613.779831326283,564.1530834308356,72.81699793908851,49.692125658156506,11.22383116243461,517.4959220032337,442.14909328716027,2271.310884807192
2021-10-05,625.8345650001819,565.9492675894901,73.92585105322709,51.16404881153792,11.104934645883397,512.6297152139684,463.4635321583968,2304.0719144726854
2021-10-06,634.7702417095056,567.9723381681849,74.10049541870393,50.22201799337382,11.045486387607788,530.5843402640159,467.52559866704786,2336.2205186084398
2021-10-07,647.0778718940459,571.7726857038643,74.53294813321797,51.04629495926741,11.550796582950449,556.7611767855801,473.02536287258107,2385.767136931507
2021-10-08,651.2928137380666,566.4219476312412,73.61675824766097,48.92672561839818,11.532962105467766,563.808786618309,455.52196392800033,2371.121957887144
2021-10-11,640.9240568017758,564.4745058592265,72.82531433744454,49.9865102888328,11.81236891936312,570.3529957487001,449.9765585257407,2360.3523104810834
2021-10-12,642.0199416812211,560.9010447435878,73.05262922584295,50.39864877177959,11.925320610086773,581.4278112001311,459.8578776170098,2379.5832738496592
2021-10-13,648.0051590997305,559.0292317782532,74.14623560966214,51.57618729448472,11.711306880294588,584.9516161164956,453.8560602474861,2383.275797026407
2021-10-14,660.2284904473902,567.6509157397943,75.37151830078527,51.635064220619974,11.943155087569455,584.6160156482705,449.29194057484443,2400.7371000192743
2021-10-15,642.9472288869056,569.4470998984486,76.53304193784545,51.45843344221421,11.877762003466287,575.8904034744156,441.7611431149857,2369.915112758282
2021-10-18,641.4298498230582,574.7411163660615,78.25176426476025,48.92672561839818,11.990713694189942,575.2192025379653,453.3768276818587,2383.936199986292
2021-10-19,658.2053183622603,582.8712130841812,79.39388297232301,51.81169499902575,11.842093048500924,578.4074069861045,453.97016323930217,2416.5017726916976
2021-10-20,667.5624892559861,594.8583789429906,79.07924590118618,51.28180266380844,12.014492997500184,557.0967772538054,463.23532617476474,2425.1285131900418
2021-10-21,678.8585333979614,587.1442406616118,80.16314982025666,51.04629495926741,11.836148222673364,558.9425798290439,484.3443796607324,2452.335326551547
2021-10-22,684.3379577951882,592.1357419025039,81.88880247913484,50.57527955018536,11.877762003466287,565.9901896617727,485.1659212018078,2471.971654594059
2021-10-25,700.3547368024665,578.3712990867103,83.51881655691855,52.10607962970202,11.81236891936312,631.9356816680213,485.41694778380315,2543.515930446985
2021-10-26,708.025930958584,579.9405968253242,84.35738672448588,49.574371805885995,11.651858622018983,774.3980804296119,484.39002085745875,2692.3382462233694
2021-10-27,693.9480251995551,576.7452797430865,84.98388873397418,46.80715627752894,11.414065588916552,763.9944659146313,479.66615699627465,2657.559038453968
2021-10-28,722.525330902015,575.4784972311933,85.29991187150367,46.748279351393684,11.568631060433132,744.8652392257958,489.04542292355325,2675.5313125658877
2021-10-29,710.049103043714,589.0916824336265,86.76637011495195,47.10154090820522,11.711306880294588,811.9853328708326,487.6761870217607,2744.3815232733855
