rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,76.83333333333333,NOTV,"Inotiv, Inc.",25.0,1.0,99,4.79,30.84,38.0,23.22,$4.85,$50.33,33.01,29.57,22.75,106.5,True
2,76.16666666666667,OPCH,"Option Care Health, Inc.",57.0,1.6,80,1.47,24.86,27.81,11.87,$13.12,$28.21,25.36,23.91,20.22,91.5,True
3,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.65,80.01,86.25,7.8,$38.05,$83.72,75.12,74.77,70.55,89.0,True
4,73.83333333333333,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,97,3.06,10.23,11.5,12.41,$2.10,$11.40,10.36,8.96,7.8,81.5,True
5,73.66666666666667,UEC,Uranium Energy Corp.,32.0,1.5,95,2.38,3.0,3.91,30.33,$0.82,$3.77,3.13,2.61,2.54,94.0,True
6,73.16666666666667,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,79,1.44,235.18,254.4,8.17,$115.00,$264.40,240.24,218.3,205.94,81.5,True
7,72.5,RWT,"Redwood Trust, Inc.",48.0,1.6,78,1.43,13.22,14.04,6.2,$7.64,$13.39,12.58,12.24,10.62,91.5,True
10,71.5,FANG,"Diamondback Energy, Inc.",32.0,1.8,96,2.73,103.38,112.32,8.65,$23.63,$104.93,85.08,79.51,75.31,86.5,True
12,71.16666666666667,PDCE,"PDC Energy, Inc.",30.0,1.8,97,2.97,46.28,60.06,29.78,$10.61,$51.81,44.6,41.6,36.66,86.5,True
13,70.83333333333333,AJX,Great Ajax Corp.,55.0,2.0,76,1.39,13.87,16.9,21.85,$7.57,$14.27,13.56,13.49,11.9,81.5,True
15,70.33333333333333,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.5,99,6.09,20.28,23.0,13.41,$2.40,$24.25,20.6,18.49,11.98,94.0,True
19,69.5,CARE,"Carter Bankshares, Inc.",42.0,2.0,85,1.62,14.52,16.17,11.36,$6.72,$16.28,14.05,12.75,12.74,81.5,True
20,69.0,EVC,Entravision Communications Corporation,14.0,1.5,99,3.87,7.35,10.5,42.86,$1.52,$8.11,7.19,6.92,4.82,94.0,True
21,69.0,ASIX,AdvanSix Inc.,18.0,1.5,95,2.39,42.07,44.5,5.78,$13.86,$42.70,38.1,36.33,29.65,94.0,True
23,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,3.01,10.78,14.63,35.71,$2.41,$13.15,8.77,8.7,8.23,79.0,True
24,68.66666666666667,EVRI,Everi Holdings Inc.,17.0,1.5,95,2.37,25.82,30.75,19.09,$8.15,$26.35,22.97,22.8,18.54,94.0,True
26,68.5,OLN,Olin Corporation,22.0,1.8,97,2.93,48.72,62.25,27.77,$13.09,$52.01,48.36,47.58,39.86,86.5,True
27,68.5,KE,"Kimball Electronics, Inc.",10.0,1.0,89,1.75,26.59,33.0,24.11,$11.60,$29.99,25.65,23.72,22.4,106.5,True
29,68.33333333333333,TH,Target Hospitality Corp.,10.0,1.3,96,2.48,3.95,5.5,39.24,$0.82,$4.70,3.83,3.73,2.91,99.0,True
30,68.0,CMRE,Costamare Inc.,15.0,1.3,90,1.86,14.25,16.0,12.28,$5.50,$16.72,15.61,13.56,10.78,99.0,True
31,68.0,CLH,"Clean Harbors, Inc.",41.0,1.9,79,1.45,106.88,114.5,7.13,$52.22,$108.43,102.05,100.74,90.58,84.0,True
33,67.66666666666667,IHRT,"iHeartMedia, Inc.",18.0,1.7,96,2.5,25.9,32.38,25.02,$7.71,$28.24,24.71,24.4,20.35,89.0,True
