"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46011.65,38.39,28.45,2.74,7.28,8.45,29.21,43.37,0.52%,19.10%,3.94,71.00%,9.79%,22.90%,14.00%,8.50%,102.30%,11.90%,304.70,302.06,0.20%,-19.58%,90.50%,-0.02%,1.33%,2.67,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-5.02%,1.25%,-1.20%,1.14%,26.40%,-5.30%,1.00,3.88,2.28%,2.27%,-2.82%,-3.38%,0.58%,-8.75%,2.35%,-15.80%,34.43%,41.02,-2.77%,-0.63%,2.00,1508.73,1.48,151.19,-3.38%,2229616,11/22/2021 4:30:00 PM,177.31,11/18/1999,149.46,-1.14%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10697.13,13.39,9.29,,0.95,2.77,7.37,237.71,0.70%,0.00%,4.29,85.00%,1.76%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-49.71%,77.50%,-1.61%,6.03%,1.30,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,-2.80%,30.54%,17.29%,58.79%,143.05%,-3.44%,2.46,2.72,4.00%,4.75%,6.37%,14.27%,35.24%,-8.11%,32.99%,-8.11%,232.54%,59.63,-5.19%,0.53%,2.20,8546.65,0.93,57.53,-4.69%,7970599,1/19/2022 4:30:00 PM,59.02,10/18/2016,57.58,0.09%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61%,1.86%,3.14%,0.56%,-7.01%,-0.72%,,0.15,0.65%,0.61%,1.16%,0.62%,0.99%,-2.83%,3.44%,-7.15%,8.15%,55.29,0.45%,0.34%,,205.51,0.39,18.05,0.78%,79174,,,8/15/2018,18.00,-0.28%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1222.50,59.63,,,,1.31,1358.33,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.76%,0.10%,0.36,,,,1.70,1.70,0.00,0.00,,,,0.41%,-0.10%,0.10%,0.31%,,0.41%,,0.03,0.24%,0.23%,0.12%,-0.20%,-0.03%,-0.81%,0.51%,-2.20%,2.95%,53.66,0.10%,0.10%,,271.06,5.62,9.78,0.20%,1523384,,,3/25/2021,9.78,-0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",77.62,,,,2.60,2.66,6.58,,,,-0.41,40.00%,-6.30%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,5.42%,0.10%,0.61,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,117.95%,93.18%,12.64%,-7.27%,107.32%,138.21%,1.60,0.23,29.90%,16.88%,98.13%,46.10%,-4.72%,3.24%,155.00%,-87.09%,155.00%,76.89,104.00%,5.04%,1.00,49.15,290.44,2.55,114.29%,14274387,11/10/2021 4:30:00 PM,32.50,1/29/2008,2.46,-3.53%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",216.71,,,,,,309.59,,,,,0.00%,,0.00%,,,,,21.89,16.29,25.41%,0.00%,42.00%,240.03%,0.01%,0.02,,,,4.40,4.40,,,,,,1.02%,1.23%,,,,1.12%,,0.06,0.34%,0.32%,1.12%,1.29%,1.29%,-0.10%,6.00%,-0.10%,6.00%,61.63,0.30%,-0.40%,,79.81,0.02,9.90,-0.10%,1799,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,1.20%,1.60%,3.68%,,,1.20%,,0.08,0.34%,0.58%,1.38%,1.91%,2.18%,-3.61%,3.57%,-3.61%,4.00%,64.74,0.00%,0.00%,,67.72,0.02,10.15,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,110.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43%,5.77%,,,,-1.70%,,0.05,3.94%,9.43%,7.57%,7.60%,7.60%,-17.87%,22.20%,-17.87%,22.20%,54.83,-0.02%,0.02%,,70.15,0.02,0.55,0.00%,1075,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",527.02,,,,5270.25,1.54,3.27,,,,-11.63,82.30%,-30.90%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,347.87%,,1.31,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,1.66%,26.76%,-11.49%,-4.52%,52.59%,1.41%,1.48,1.46,4.66%,6.44%,1.79%,0.11%,-5.79%,-24.65%,30.61%,-50.82%,71.12%,51.13,-1.92%,0.00%,2.00,179.61,0.59,24.49,-1.92%,105337,,50.00,8/8/2017,24.49,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,4.71%,1.72%,-3.70%,6.85%,0.22%,,0.70,0.35%,0.61%,2.15%,0.76%,-1.09%,-2.97%,5.87%,-7.17%,10.11%,57.92,0.03%,-0.07%,,2.48,0.67,64.39,-0.04%,1658,,,7/21/2010,64.26,-0.20%
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",112.41,,13.51,,5.56,0.61,5.30,22.94,,,-0.15,-743.40%,19.91%,7.90%,-14.49%,,-126.40%,-46.80%,31.93,30.52,2.60%,4.48%,34.80%,-22.78%,0.81%,1.56,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,1.42%,-1.92%,-4.02%,-6.28%,-5.04%,2.29%,1.75,0.09,2.00%,2.51%,0.62%,-3.07%,-7.44%,-8.78%,6.87%,-19.00%,6.87%,49.44,0.85%,-0.28%,2.70,159.53,0.43,3.58,0.56%,68084,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.59,0.28%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",12391.15,,,,0.51,,0.85,,,,-5.50,-583.80%,113.60%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.50%,0.00%,56.40%,4.19%,15.98%,2.99,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,2.59%,14.44%,-11.41%,-6.35%,23.27%,5.90%,1.66,0.89,3.16%,4.55%,6.80%,0.90%,-8.41%,-14.90%,17.77%,-27.10%,29.30%,58.08,-0.94%,2.40%,3.10,34322.57,0.84,19.02,1.44%,28974112,10/21/2021 8:30:00 AM,18.89,12/9/2013,19.05,0.13%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",64.79,4.44,,,0.31,0.41,4.53,323.96,0.71%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.80%,-9.63%,2.43%,5.08,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-10.40%,-25.53%,-33.01%,-37.08%,7.69%,14.29%,0.13,0.25,13.72%,8.27%,-15.29%,-26.25%,-30.49%,-38.46%,17.65%,-82.47%,35.92%,34.48,3.90%,0.19%,,19.21,4.55,2.80,4.09%,87341,,,3/17/1980,2.80,0.00%
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",791.74,9.02,9.06,,0.43,1.14,53.50,70.07,1.58%,10.50%,2.81,9.60%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-14.02%,95.60%,-2.09%,2.44%,3.15,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,2.42%,11.18%,-9.17%,-17.47%,29.59%,2.88%,,0.83,2.38%,3.16%,4.61%,2.17%,-10.17%,-19.97%,16.06%,-32.36%,52.40%,58.29,0.60%,0.24%,2.70,238.72,0.60,25.36,0.83%,144419,10/26/2021 8:30:00 AM,33.50,11/4/1982,25.36,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",150.24,,,,0.72,0.54,3.45,,,,-2.05,19.10%,48.20%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.35,6.50%,0.00%,49.80%,2.20%,13.68%,5.14,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-3.47%,-2.04%,-23.00%,-32.18%,-40.63%,2.92%,1.70,0.25,4.77%,4.61%,-4.68%,-13.88%,-27.68%,-40.29%,4.13%,-62.08%,4.13%,40.19,-0.19%,0.57%,2.70,674.15,0.82,5.29,0.38%,549445,11/4/2021 4:30:00 PM,15.36,9/26/2013,5.35,1.13%
