"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",37521.52,33.09,24.53,2.21,5.82,7.28,23.82,36.22,0.64%,23.10%,3.94,71.00%,10.13%,22.90%,15.00%,8.50%,102.30%,11.90%,301.00,300.03,0.20%,-18.43%,91.10%,0.23%,1.63%,2.56,9.60%,19.90%,14.70%,2.20,1.70,0.51,0.51,54.00%,19.40%,15.40%,-1.28%,-1.31%,-14.28%,-25.00%,4.72%,-18.35%,1.06,4.57,4.26%,3.05%,-4.71%,-9.33%,-14.18%,-19.84%,5.93%,-27.40%,15.91%,40.51,-1.26%,-1.27%,,1909.49,1.62,130.36,-2.52%,3096423,2/22/2022 4:30:00 PM,164.94,11/18/1999,130.90,0.41%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13272.65,34.17,10.20,,1.09,3.63,9.14,294.95,0.53%,0.00%,2.21,347.00%,-6.86%,24.80%,,5.50%,769.80%,31.50%,187.00,186.96,0.70%,-31.24%,83.50%,7.94%,5.27%,1.21,5.60%,23.00%,5.00%,1.50,0.90,0.44,0.44,24.70%,11.60%,6.70%,-3.66%,29.83%,57.12%,70.72%,189.88%,26.45%,2.22,4.43,8.11%,5.92%,8.42%,19.47%,56.29%,-5.92%,56.81%,-5.92%,218.70%,61.02,-3.21%,-0.01%,2.00,8180.52,1.14,75.34,-3.22%,9351698,1/19/2022 4:30:00 PM,71.36,10/18/2016,75.27,-0.09%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69%,6.45%,6.99%,4.95%,10.66%,4.46%,,0.21,1.44%,0.87%,3.38%,4.59%,5.49%,-2.31%,8.83%,-2.31%,13.78%,67.70,-0.13%,1.20%,,503.09,2.25,18.99,1.06%,1131718,,,8/15/2018,18.96,-0.16%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1217.58,43.53,,,,1.30,1352.87,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.14%,0.07%,0.25,,,,1.70,1.70,0.00,0.00,,,,0.05%,0.36%,-0.51%,0.52%,,0.10%,,0.03,0.23%,0.29%,0.03%,0.01%,-0.16%,-0.41%,0.52%,-2.50%,2.63%,50.82,0.00%,-0.10%,,269.55,0.32,9.75,-0.10%,87021,,,3/25/2021,9.75,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",40.14,,,,1.33,1.35,3.37,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.55%,0.08%,0.04,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-6.47%,-15.58%,-24.42%,-51.13%,-74.76%,21.44%,1.44,0.14,10.93%,9.60%,-13.94%,-17.89%,-44.60%,-55.78%,30.00%,-78.55%,30.00%,37.53,-1.52%,-2.94%,1.50,662.53,0.04,1.30,-4.41%,27889,,32.50,1/29/2008,1.30,0.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",202.92,,,,,1.36,507.31,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,61.60%,,1.24%,4.77,,,,0.40,0.40,0.00,0.00,,,,-0.23%,-0.53%,,,,0.18%,,0.04,0.18%,0.29%,-0.30%,-0.00%,0.04%,-1.43%,5.01%,-1.43%,5.01%,46.96,-0.02%,0.00%,,39.24,0.54,9.81,-0.02%,21259,,,11/10/2021,9.80,-0.08%
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,7.66%,,0.00%,0.09,,,,,,,,,,,0.51%,-1.60%,0.30%,,,-1.60%,,0.10,0.16%,0.38%,-1.45%,-1.10%,-0.73%,-6.27%,0.71%,-6.27%,1.13%,43.01,-0.30%,-1.20%,,5.15,0.13,9.87,-1.50%,651,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,46.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.78%,-52.08%,-54.00%,,,-58.89%,,0.05,12.29%,17.30%,-27.15%,-47.30%,-49.20%,-65.66%,9.37%,-65.66%,9.37%,30.29,-3.77%,3.87%,,34.44,0.08,0.23,-0.04%,2646,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",350.49,,,,3504.90,1.10,2.17,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,0.10%,0.00%,59.60%,10.03%,4.60%,3.64,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-1.02%,-6.14%,-22.58%,-33.00%,-34.02%,-27.87%,1.55,1.29,6.36%,6.67%,-5.83%,-17.82%,-33.55%,-34.51%,10.96%,-65.02%,21.72%,41.04,-0.57%,0.92%,1.60,172.65,0.38,17.42,0.35%,65126,,48.75,8/8/2017,17.25,-0.98%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.99%,-2.93%,-7.07%,-12.72%,-12.75%,-8.69%,,1.37,2.33%,1.38%,-5.37%,-6.17%,-9.52%,-9.69%,3.33%,-15.42%,3.33%,38.01,-0.92%,-1.61%,,3.95,0.51,58.67,-2.51%,2004,,,7/21/2010,58.95,0.48%
