no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2639.44,5.22,6.88,0.52,0.69,0.99,,3.58,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-33.73%,,1.14%,13.77%,6.62,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,1.98%,-0.58%,20.46%,29.56%,60.93%,63.44%,1.12,2.82,3.45%,3.13%,0.57%,4.34%,20.49%,-6.17%,16.23%,-6.17%,77.50%,55.82,0.03%,1.28%,2.0,565.43,0.81,89.14,1.32%,458852,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.14,0.00%,69.0,87,1.26,89.14,88.47,85.61,74.14,50.22,95.0,27.0,18.43,61.0,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2131.07,28.86,17.84,1.44,3.68,4.28,7.86,21.64,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-6.56%,89.40%,0.84%,2.23%,1.96,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,2.87%,4.36%,34.70%,69.06%,119.91%,124.21%,1.48,3.29,6.02%,5.35%,1.74%,10.78%,40.65%,-6.44%,39.36%,-6.44%,132.93%,55.44,0.85%,3.06%,1.8,373.21,0.79,65.29,3.93%,296344,11/3/2021 4:30:00 PM,79.33,7/11/2000,65.29,0.00%,75.0,96,1.79,65.29,64.26,59.27,46.56,28.03,69.79,20.0,21.5,63.666666666666664,True
335,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,175322.89,44.66,43.24,1.26,11.8,24.53,48.59,59.15,,0.00%,3.23,604.70%,26.65%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.25%,70.50%,1.00%,5.96%,1.34,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,6.38%,-7.18%,38.20%,72.09%,54.72%,57.29%,1.91,7.61,6.48%,5.55%,-0.96%,6.00%,41.41%,-12.29%,38.67%,-12.29%,98.97%,52.46,4.46%,1.69%,2.3,53660.2,1.07,144.25,6.22%,57426088,10/26/2021 4:30:00 PM,142.5,10/15/1979,144.41,0.11%,59.0,86,1.23,144.25,145.24,136.87,102.33,72.5,164.46,18.0,-1.21,54.333333333333336,True
346,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5634.57,26.1,19.55,1.35,1.73,5.49,41.13,25.83,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-15.32%,96.60%,-0.10%,2.06%,1.91,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,8.71%,1.11%,4.73%,26.69%,75.15%,75.69%,0.26,4.56,4.89%,3.94%,5.56%,10.58%,21.95%,-3.78%,28.47%,-3.78%,79.78%,63.42,-0.02%,0.06%,1.7,506.08,0.93,119.91,0.04%,469654,11/4/2021 4:30:00 PM,133.33,11/13/2001,119.91,0.00%,78.0,91,1.38,119.91,113.58,108.44,98.54,67.04,124.62,16.0,11.19,61.666666666666664,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40843.43,56.02,40.06,3.07,14.73,10.97,12.06,44.67,,0.00%,2.46,-24.90%,24.12%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.51%,65.90%,1.01%,1.71%,1.77,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,5.18%,6.94%,57.54%,51.30%,92.04%,89.85%,1.17,4.55,5.17%,3.40%,7.82%,15.68%,46.33%,-1.86%,48.36%,-1.86%,110.49%,63.9,2.05%,0.60%,2.3,2177.34,1.25,137.91,2.67%,2718335,11/1/2021 4:30:00 PM,127.43,6/6/2014,137.9,-0.01%,59.0,93,1.5,137.91,128.4,120.09,94.59,65.52,140.53,15.0,-7.6,55.666666666666664,True
457,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2685.87,16.63,11.92,0.71,0.74,2.84,5.73,12.3,0.30%,4.80%,6.41,78.10%,14.81%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.16,0.80%,-6.39%,92.50%,-0.48%,5.35%,3.19,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,2.21%,-3.18%,41.86%,86.29%,147.48%,149.68%,1.53,5.28,5.53%,4.83%,0.94%,5.18%,37.37%,-8.78%,30.21%,-8.78%,153.18%,53.04,3.65%,1.20%,1.9,421.17,0.68,106.54,4.89%,288141,11/2/2021 8:30:00 AM,128.56,5/13/1992,106.54,0.00%,72.0,97,1.98,106.54,105.4,101.65,77.72,42.41,116.79,26.0,20.67,65.0,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42036.61,19.28,17.07,1.38,2.78,,35.89,13.61,,0.00%,103.26,32.30%,10.13%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.20%,-68.37%,93.50%,0.01%,2.10%,2.49,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,-0.46%,7.03%,18.21%,37.93%,66.85%,67.90%,0.86,48.16,2.67%,2.60%,3.38%,7.30%,24.66%,-3.65%,20.66%,-3.65%,79.04%,59.84,-1.08%,0.89%,2.2,176.18,0.71,1990.37,-0.20%,124439,12/7/2021 8:30:00 AM,2170.29,4/2/1991,1990.37,0.00%,63.0,90,1.33,1990.37,1931.55,1861.21,1600.49,1111.71,2065.72,16.0,9.04,56.333333333333336,True
820,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1251.88,35.39,,4.66,5.24,4.74,105.2,27.45,4.27%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-10.42%,46.40%,-0.10%,0.96%,3.72,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.60%,-2.05%,16.20%,13.17%,60.72%,62.75%,1.07,1.58,3.44%,3.01%,0.39%,3.68%,13.64%,-5.33%,14.00%,-5.33%,73.90%,53.41,1.02%,1.31%,2.3,33.5,1.45,51.56,2.34%,48693,11/4/2021 4:30:00 PM,54.33,8/19/1993,51.56,0.00%,59.0,88,1.27,51.56,51.27,49.84,45.42,29.65,54.46,14.0,5.37,53.666666666666664,True
887,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9260.86,21.29,19.04,4.09,0.57,15.25,109.34,18.1,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.80%,-15.37%,98.60%,-3.41%,5.51%,5.7,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,-2.93%,-8.22%,8.32%,39.50%,67.12%,71.38%,0.44,2.69,3.74%,3.68%,-3.90%,1.57%,21.61%,-13.77%,15.66%,-13.77%,74.04%,46.5,-2.46%,1.06%,2.2,1309.19,1.02,63.89,-1.42%,1330220,11/18/2021 8:30:00 AM,78.21,6/28/2018,63.89,0.00%,63.0,89,1.31,63.89,66.16,63.06,52.64,36.71,74.09,18.0,22.41,56.666666666666664,True
925,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15151.76,10.67,12.13,0.57,0.85,2.91,67.43,18.49,,0.00%,7.38,40.30%,-28.26%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.52,0.90%,-2.70%,,-1.01%,4.29%,3.48,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,2.67%,12.03%,45.83%,78.23%,93.20%,92.82%,2.26,2.88,3.30%,3.72%,5.56%,17.50%,50.00%,-2.79%,42.84%,-2.79%,110.06%,63.79,2.66%,2.02%,1.5,2323.93,1.19,78.69,4.74%,2766605,11/4/2021 8:30:00 AM,92.64,6/22/2005,78.69,0.00%,84.0,94,1.52,78.69,74.89,67.44,52.63,37.46,80.95,15.0,17.73,64.33333333333333,True
