date,CARR,CRL,EXR,INTU,TGT,portfolio
2021-07-16,1099.9538623777923,72.67046466322972,795.3019273796446,402.0052451513427,130.06850042799056,2500.0
2021-07-19,1081.352335925136,71.50052431339302,779.297802168048,399.81688698492377,130.0529737327584,2462.020523124259
2021-07-20,1118.331359987491,72.85758336566153,789.3350458328114,407.65645205996816,131.9122055870052,2520.092646832937
2021-07-21,1130.6575867635026,72.91239061298765,774.5335600992702,412.3778029252001,132.60617614492958,2523.08751654589
2021-07-22,1138.7257187188716,74.32614880661755,780.6392462262996,417.8767517000818,133.10335802720425,2544.671223479075
2021-07-23,1163.1542293615169,74.9063950144174,792.8504755302245,423.58399175987563,135.18528568316492,2589.6803773491993
2021-07-26,1154.4136671429537,74.32992682671845,789.8438768350862,424.28944545476065,135.09720784742177,2577.974124106941
2021-07-27,1164.498832087165,74.23164639236883,794.6543632722404,419.15921198008374,133.80250681390393,2586.3465605457623
2021-07-28,1155.758355802182,75.5301086412711,798.2159658629629,419.311543680328,133.31569737136746,2582.131671358112
2021-07-29,1208.873471908115,76.64523597581206,803.6277720391448,421.24339998187975,135.5115620425727,2645.9014419475247
2021-07-30,1238.2325076345971,76.90984735008416,805.4779756246043,424.81843763725715,135.19562615852797,2680.634394405071
2021-08-02,1223.889247869743,76.66035959215485,810.7971501138992,422.8466102037997,133.22245728903658,2667.4158250686332
2021-08-03,1281.486573572857,77.72634382553619,816.6253700306701,424.98680683459725,135.79121836081507,2736.6163126244755
2021-08-04,1278.3490526349044,78.68459969033091,812.8324026479313,429.7001634734481,134.92632629783625,2734.4925447444507
2021-08-05,1262.2127887241663,77.4863097698135,813.3874780185826,431.26325543046147,135.37689613003928,2719.726728073063
2021-08-06,1263.5574773833944,77.19146269879508,811.8148121184488,428.28131090163055,134.69846824953467,2715.5435313518033
2021-08-09,1260.419870511862,77.38046752729251,811.0284434308484,429.0348280434696,135.89997714728435,2713.763586660757
2021-08-10,1268.712031310189,76.97977821375308,803.2114297736229,424.94673761402436,136.75967499930024,2710.6096519108896
2021-08-11,1274.9872450532541,75.46206967163744,802.1475948757638,426.63003723275654,136.2107028381786,2715.437649671591
2021-08-12,1254.5928003882932,77.07238873396655,807.8831831056478,430.3895306269036,135.6254990578173,2705.5634019126287
2021-08-13,1258.4028375230198,77.72256580543531,812.6011093309821,433.45156455254676,135.44940731508132,2717.6274845270655
2021-08-16,1268.487916533651,78.63167856907042,810.8434659573427,435.215100701092,136.28321402322064,2729.461375784377
2021-08-17,1235.9914458027968,78.9000679634434,815.8390013430696,429.5398375468227,132.33371980219115,2692.6040724583236
2021-08-18,1236.439503488713,78.64112650330743,807.0043971563616,427.23127171868504,128.6596626018834,2677.975961468951
2021-08-19,1238.2325076345971,79.44439702442155,816.3940767137209,435.6158909954886,127.53198341965097,2697.2188557878794
2021-08-20,1240.9218849530534,80.27980090428686,821.296980412561,437.10683873773723,131.6841317791713,2711.2896367868098
2021-08-23,1252.351738556493,80.48014556105657,820.556927568404,442.87028360386716,131.232019665867,2727.491114955688
2021-08-24,1268.712031310189,80.80145607669007,822.4072026289305,444.09673525486755,130.25504452140265,2746.2724697920803
2021-08-25,1294.0370869925666,81.81830297688143,833.6470142966821,445.371250352822,130.51488292704812,2785.3885375460004
2021-08-26,1285.9688691036174,82.71796203830989,839.5213356316954,442.990491265586,129.37681532288988,2780.575473362099
2021-08-27,1307.0355721646124,82.54785884625612,848.5409887669762,453.6516994650027,129.49113591063633,2821.267255153484
2021-08-30,1300.5363295785894,84.04666575192809,858.7169655368688,453.35507933522905,129.58467965453121,2826.2397198571466
2021-08-31,1290.8993941874542,83.89168040824748,864.5451139785727,453.7878955794838,128.3478661044214,2821.4719502581797
2021-09-01,1297.398722707057,83.87845445390957,877.8201781803565,451.39919131020025,128.03085941380894,2838.527406065333
2021-09-02,1298.0709811030913,84.87072980352113,886.284755944986,448.72191018185777,127.7398477512923,2845.6882247847484
2021-09-03,1286.6412134332315,84.96711834383548,895.9982175560474,451.49541629277564,126.9603485165435,2846.0623141424335
2021-09-07,1259.9716409587859,84.89530135410094,883.0006910395891,449.26693986145017,126.13406941875348,2803.2686426326795
2021-09-08,1269.8326911264594,84.2016510956087,889.9388472724614,454.97427800991125,127.89575399111709,2826.843221495558
2021-09-09,1271.4014945622255,83.72913902436511,865.6089488764317,455.1025289423448,127.54757404363345,2803.3896854490004
2021-09-10,1264.6780512660846,83.35112936737023,865.1926066109097,454.8059578569048,127.07987130634665,2795.1076164076158
2021-09-13,1249.2141316849606,81.50266237538406,862.4173727077876,446.82212887449776,126.33155331956281,2766.2878489621926
2021-09-14,1232.1814086680702,82.45146453797214,854.780404744442,455.5193567338373,125.88463541722139,2750.8172701015433
2021-09-15,1249.6622753044567,83.12243513991982,857.4813045778399,458.59742815657637,126.87200697470531,2775.7354501534983
2021-09-16,1234.1984416569126,82.63102143223256,851.8933123613984,459.2147001396008,128.33226748934513,2756.269743079489
2021-09-17,1232.6296382211463,83.24717901888448,838.714882450256,450.3731348063981,128.18675766253992,2733.151592159225
2021-09-20,1206.1841805232386,81.84853867362774,838.9942784873247,444.4013496110224,125.83266933431106,2697.2610166295244
2021-09-21,1158.4476471870585,83.15267660463577,836.9919044841321,445.08267349376314,125.40133406485833,2649.076235834448
2021-09-22,1178.618063009061,84.3604144593902,834.3841366630903,451.13464617461835,125.64038763555841,2674.1376479417186
2021-09-23,1198.7883928974838,86.00475877450576,825.1639244896885,462.81386760712246,126.10809037284521,2698.8790341416457
2021-09-24,1190.4961461655766,86.62091059318806,803.7897345410629,463.25467807775834,125.46889077175115,2669.6303601493373
2021-09-27,1173.6874519916444,81.73891841100587,789.2143244445767,454.5093377271311,123.98264322010925,2623.1326757944676
2021-09-28,1164.498832087165,78.9492052966334,797.8757445438412,436.87436859634715,121.31154820126791,2599.509698725255
2021-09-29,1184.4449612654698,79.96605219682476,800.9957026953086,438.4134288298835,122.56394438426639,2626.3840893717534
