date,CRL,INTU,WELL,portfolio
2021-07-16,902.0060614807334,721.6048491845867,876.3890893346804,2500.0000000000005
2021-07-19,887.4844418792724,717.6815942928597,825.0600109483968,2430.2260471205286
2021-07-20,904.3285822247474,731.7447322319545,860.2114420611824,2496.2847565178845
2021-07-21,905.0089165841049,740.2258861890701,859.9118560005621,2505.1466587737373
2021-07-22,922.5568510944325,750.0917183432658,853.6205487275352,2526.2691181652335
2021-07-23,929.7590113814254,760.3469912403903,857.6150295358061,2547.7210321576217
2021-07-26,922.6037707054228,761.6018558564941,856.1170992327046,2540.3227257946214
2021-07-27,921.383860819678,752.3995153383993,862.608130546145,2536.3915067042226
2021-07-28,937.5007471948053,752.6735662315715,854.0199968083622,2544.194310234739
2021-07-29,951.3420324369085,756.1352617242717,857.3154434751858,2564.792737636366
2021-07-30,954.6264052062213,762.5538221169867,848.8271717576098,2566.007399080818
2021-08-02,951.5297108808694,759.0200079681886,843.1350366058235,2553.6847554548817
2021-08-03,964.7610411801004,762.856720472598,851.3237222627793,2578.941483915478
2021-08-04,976.6551625661112,771.323450698494,831.650904282044,2579.6295175466494
2021-08-05,961.7816458822239,774.1216545550934,846.1308972120269,2582.034197649344
2021-08-06,958.1219162249898,768.7704502726276,832.4498004436982,2559.3421669413156
2021-08-09,960.4678967744989,770.1262810072684,836.1446951913491,2566.7388729731165
2021-08-10,955.4944180095397,762.7846018165001,831.0517321608033,2549.330751986843
2021-08-11,936.6561941969819,765.8135853726129,826.3582172110848,2528.8279967806793
2021-08-12,956.643948478799,772.5638915833783,824.2611147867426,2553.4689548489196
2021-08-13,964.7141215691103,778.0593331780399,837.7424875146575,2580.5159422618076
2021-08-16,975.9982880122486,781.2181303151289,839.2404178177592,2596.4568361451365
2021-08-17,979.3295803925515,771.0349760741022,842.436002464376,2592.8005589310296
2021-08-18,976.1155870397241,766.880941482862,829.7535258981153,2572.7500544207014
2021-08-19,986.0860043751376,781.9393168761081,827.6564234737729,2595.6817447250187
2021-08-20,996.4552384039675,784.6077071517312,828.9546297364611,2610.0175752921596
2021-08-23,998.9419777864472,794.9639461673928,828.6550436758407,2622.560967629681
2021-08-24,1002.9301447206125,797.1563533127696,831.5510422618372,2631.6375402952194
2021-08-25,1015.5515200769712,799.4497265766836,835.5455230701084,2650.546769723763
2021-08-26,1026.7183874926343,795.1803021356865,833.448420645766,2655.347110274087
2021-08-27,1024.607004998076,814.3061697328554,842.9353125654098,2681.8484872963413
2021-08-30,1043.2106307556828,813.7869154089504,844.1336568078913,2701.1312029725245
2021-08-31,1041.2869267050855,814.5513731635884,861.6095103440773,2717.4478102127514
2021-09-01,1041.12270806662,810.2675249913718,868.0006796373111,2719.390912695303
2021-09-02,1053.4391059515424,805.4644224952501,863.7066127684196,2722.610141215212
2021-09-03,1054.635556031792,810.4406097660068,853.9201347881555,2718.996300585954
2021-09-07,1053.7440834229785,806.445236218182,837.542763474244,2697.7320831154047
2021-09-08,1045.1343348062803,816.6860853840869,846.5303452928539,2708.350765483221
2021-09-09,1039.2693834325078,816.9168650836002,847.6288275151284,2703.8150760312365
2021-09-10,1034.5774223334895,816.3831870284756,853.221100646708,2704.181710008673
2021-09-13,1011.6337325592912,802.0604219274284,868.4001277181382,2682.094282204858
2021-09-14,1023.4105549178265,817.6668991070186,861.7093723642841,2702.786826389129
2021-09-15,1031.7387858685836,823.1911881641195,855.2183410508436,2710.1483150835465
2021-09-16,1025.63923643986,824.3018154680275,864.3057848896603,2714.246836797548
2021-09-17,1033.2871330312596,808.421287395265,844.8326909493386,2686.5411113758632
2021-09-20,1015.9268769648927,797.7044550991138,844.0337947876844,2657.6651268516907
2021-09-21,1032.114142756505,798.9304722527785,845.9311731716132,2676.9757881808964
2021-09-22,1047.1049584678678,809.7915418611254,841.0379341814811,2697.934434510474
2021-09-23,1067.5149892485967,830.7636470544013,843.9339327674777,2742.212569070476
2021-09-24,1075.162885839996,831.5569522714784,819.967047917851,2726.6868860293253
2021-09-27,1014.5662082461774,815.849508973351,814.8740848873053,2645.289802106834
2021-09-28,979.9395353354238,784.203842677583,817.9698075137155,2582.113185526722
2021-09-29,992.5609106917825,786.9587753405235,824.7604248877764,2604.2801109200823
2021-09-30,968.1157933658983,776.2852142380311,811.0793281194478,2555.4803357233773
2021-10-01,977.5466351749246,782.703774630746,825.3595970090171,2585.610006814688
2021-10-04,934.7794097573747,755.9044820247584,824.1612527665358,2514.845144548669
2021-10-05,941.582753350951,767.4146195379866,804.5882968060072,2513.585669694945
2021-10-06,956.7377877007794,769.2320096716542,818.9684277157834,2544.938225088217
2021-10-07,977.2651175089835,774.7130275350963,816.2721531702002,2568.25029821428
2021-10-08,959.8814016371216,765.1789411989511,813.9753267054444,2539.035669541517
2021-10-11,956.5970288678088,756.9574144037879,815.3733949883393,2528.927838259936
2021-10-12,957.2304436161762,759.3229063237999,819.8671858976442,2536.4205358376203
2021-10-13,945.0313447587292,770.6888065248323,819.8671858976442,2535.587337181206
2021-10-14,952.0927462127514,783.4249611917253,826.3582172110848,2561.8759246155614
2021-10-15,946.6969909488807,795.4976242225174,827.9560095343933,2570.1506247057914
2021-10-18,971.2594073022403,813.3686272035824,820.5662200390917,2605.194254544914
2021-10-19,967.7638962834719,825.2393579973004,827.5565614535662,2620.5598157343384
2021-10-20,988.6665829795976,821.9651710104548,832.5496624639051,2643.1814164539574
2021-10-21,978.7665450606693,833.2301050929501,818.4691176147493,2630.4657677683686
2021-10-22,986.7428789290002,851.1588029988935,797.6978174117396,2635.5994993396334
2021-10-25,994.2734764929241,868.1066871819052,797.0986452904989,2659.4788089653284
2021-10-26,1008.3728195954735,876.8186208385341,791.706096199333,2676.8975366333407
2021-10-27,1008.9358549273556,883.3381473497863,810.0807079173801,2702.354710194522
2021-10-28,1029.3693455135794,886.6267580678516,814.3747747862715,2730.3708783677025
2021-10-29,1052.5945529537191,901.8582182357326,791.4065101387126,2745.8592813281643
2021-11-01,1032.8648565323479,877.1070954629258,811.5786382204817,2721.5505902157556
2021-11-02,1013.3462983604327,890.910606240068,806.0862271091089,2710.343131709609
2021-11-03,909.7947169051034,897.3724378264418,815.1736709479256,2622.340825679471
2021-11-04,889.6896635958109,901.4110825679255,792.1055442801601,2583.2062904438963
2021-11-05,880.2822815922797,886.020961356629,832.7493865043186,2599.0526294532274
2021-11-08,877.0682882394523,886.3959783683381,834.347178827627,2597.811445435417
2021-11-09,899.566241709244,882.8333167571009,840.5386240804472,2622.938182546792
2021-11-10,909.3020609897065,870.1548570150861,856.4166852933249,2635.873603298118
2021-11-11,915.0731731414987,874.323315337546,838.9408317571389,2628.3373202361836
2021-11-12,905.3373538610363,903.300591357691,842.1364164037557,2650.774361622483
2021-11-15,902.1233605082089,902.0745742040264,835.0462129690745,2639.2441476813096
2021-11-16,925.9819826967157,930.3450873944117,832.7493865043186,2689.076456595446
2021-11-17,922.2049540120063,914.9261187206762,854.8188929700163,2691.949965702699
2021-11-18,909.0909227402507,906.1132189455101,854.119858828569,2669.32400051433
2021-11-19,891.1910911474966,997.4587087591378,834.6467648882474,2723.296564794882
2021-11-22,879.3908089834662,953.206701377453,832.8492485245255,2665.4467588854445
2021-11-23,867.9658837073571,966.1736357438593,850.4249640809182,2684.5644835321345
2021-11-24,885.6311172451602,985.4437406532242,863.2073026673858,2734.28216056577
2021-11-26,880.3995806197549,960.8224314613935,812.1778103417224,2653.399822422871
2021-11-29,880.4699600362403,1000.7905906708619,813.3761545842037,2694.6367052913056
2021-11-30,858.3239036488749,939.7637838808002,789.3094077143704,2587.3970952440454
2021-12-01,847.2508754551922,956.4664646330791,786.812857209201,2590.530197297472
2021-12-02,858.5350418983306,968.3227716955774,813.7756026650308,2640.6334162589387
2021-12-03,838.4065287835431,933.5183082627203,797.0986452904989,2569.0234823367623
2021-12-06,824.3306454864888,929.7392906831892,823.2624945846746,2577.3324307543526
2021-12-07,860.3883665324429,970.0247719794884,840.5386240804472,2670.9517625923786
2021-12-08,858.5350418983306,969.6786024302183,849.626067919264,2677.8397122478127
2021-12-09,837.6323552022052,958.8031090906518,834.2473168074204,2630.682781100277
2021-12-10,839.2510817813663,976.7173832653755,819.967047917851,2635.935512964593
2021-12-13,846.969357789251,963.4475505433579,827.2569753929458,2637.673883725555
2021-12-14,829.4448830844185,921.3014079197324,814.8740848873053,2565.620375891456
2021-12-15,851.4032610278233,932.8403928953999,822.3637364028136,2606.6073903260367
2021-12-16,846.6174607068248,913.3395082865218,823.8616667059154,2583.818635699262
2021-12-17,851.4736404443084,893.6222677093499,824.8602869079831,2569.9561950616417
2021-12-20,840.2363936121602,871.0923995443591,796.3996111490516,2507.7284043055706
2021-12-21,846.969357789251,894.7761662069167,819.2680137764037,2561.0135377725715
2021-12-22,866.9805718765633,910.0364738372369,822.4635984230205,2599.4806441368205
2021-12-23,866.13601887874,915.8636612499491,820.7659440795053,2602.7656242081944
2021-12-27,880.5403394527256,940.4416992481208,833.1488345851458,2654.130873285992
2021-12-28,872.610925195385,936.1434273446846,840.0393139794134,2648.793666519483
2021-12-29,876.0360567976683,933.6192743812574,843.7342087270641,2653.3895399059897
2021-12-30,881.8071689494604,926.8833919017115,851.6233083233996,2660.3138691745717
2021-12-31,883.9185514440186,926.6814596646374,850.3251020607115,2660.9251131693673
2022-01-03,849.5030167827209,909.7624229440648,848.2279996363691,2607.4934393631547
2022-01-04,815.8616557027611,890.8096401215311,873.7926768093042,2580.4639726335963
2022-01-05,786.6541978613735,855.341685052573,862.3085444855247,2504.304427399471
2022-01-06,783.416744703051,844.8123612622765,868.7995757989653,2497.0286817642927
2022-01-07,771.0768870126335,818.6332890987306,870.696954182894,2460.407130294258
2022-01-10,783.8155613964676,822.4267304094816,867.9008176171043,2474.1431094230534
2022-01-11,839.7437376967632,834.730173139787,855.9173751922909,2530.391286028841
2022-01-12,844.2245605463256,832.6243083817276,855.7176511518775,2532.566520079931
2022-01-13,825.4332563447581,797.5169465932591,869.5984719606195,2492.548674898637
2022-01-14,832.8465548812067,794.4446918434877,867.601231556484,2494.8924782811782
2022-01-18,798.172962359463,775.7371124516869,864.3057848896603,2438.21585970081
2022-01-19,789.8447314087058,786.5981820600339,847.9284135757488,2424.3713270444887
2022-01-20,779.1001404919544,785.5452496810042,852.4222044850537,2417.0675946580122
2022-01-21,761.6460452036072,762.3663136111321,867.601231556484,2391.6135903712234
2022-01-24,774.3847195874412,771.2080608487373,852.821652565881,2398.4144330020595
2022-01-25,745.6699176614505,744.2501071993341,847.9284135757488,2337.8484384365333
2022-01-26,729.3184332313724,731.9755119314678,831.2514562012169,2292.5454013640574
2022-01-27,732.5089667787048,746.0242261393431,827.0572513525321,2305.59044427058
2022-01-28,754.7723221935456,771.4099930858116,833.3485586255592,2359.5308739049165
2022-01-31,773.6105460061032,800.8488285049833,858.8133737782875,2433.2727482893742
2022-02-01,787.0530145547901,808.9261179879505,839.3402798379659,2435.3194123807066
2022-02-02,804.8590069255637,811.0464064772293,841.2376582218947,2457.1430716246878
2022-02-03,790.7127442120242,772.5206203897196,820.4663580188849,2383.6997226206286
2022-02-04,787.4283714427114,784.6798258078292,797.3982313511193,2369.50642860166
