rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,76.83333333333333,NOTV,"Inotiv, Inc.",25.0,1.0,99,4.91,33.73,38.0,12.66,$4.85,$50.33,32.7,31.32,24.35,106.5,True
3,75.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,84,1.47,49.86,69.0,38.39,$24.37,$58.39,47.52,47.14,46.76,89.0,True
4,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.17,9.98,11.5,15.23,$2.10,$12.01,10.7,9.75,8.23,81.5,True
6,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.8,48.73,61.5,26.21,$12.30,$54.86,49.86,48.01,37.38,89.0,True
7,72.66666666666667,CDMO,"Avid Bioservices, Inc.",33.0,1.7,96,2.42,26.0,28.25,8.65,$6.99,$28.36,23.21,22.99,21.17,89.0,True
9,71.83333333333333,PDCE,"PDC Energy, Inc.",31.0,1.8,98,3.05,52.6,60.06,14.18,$10.61,$53.30,48.91,44.48,38.82,86.5,True
11,71.5,AJX,Great Ajax Corp.,55.0,2.0,78,1.34,14.35,16.9,17.77,$7.57,$14.40,13.93,13.77,12.44,81.5,True
15,69.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,86,1.54,14.88,16.17,8.67,$6.73,$16.28,14.62,13.64,13.0,81.5,True
16,69.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,84,1.47,54.72,58.0,5.99,$24.02,$55.68,50.29,49.11,45.71,89.0,True
17,69.66666666666667,SB,"Safe Bulkers, Inc.",41.0,2.5,99,3.63,4.67,5.0,7.07,$0.82,$5.44,4.89,4.46,3.42,69.0,True
19,69.33333333333333,AKR,Acadia Realty Trust,46.0,2.3,88,1.63,22.54,24.14,7.1,$9.10,$23.00,21.75,21.17,20.22,74.0,True
20,68.83333333333333,KE,"Kimball Electronics, Inc.",10.0,1.0,90,1.76,29.12,33.0,13.32,$11.60,$29.99,27.64,25.66,23.25,106.5,True
22,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,2.76,9.85,14.63,48.53,$2.41,$13.15,10.35,9.07,8.6,79.0,True
23,68.5,AVID,"Avid Technology, Inc.",38.0,2.4,96,2.36,28.93,42.5,46.91,$8.21,$40.48,29.34,27.66,26.94,71.5,True
24,68.5,LOVE,The Lovesac Company,18.0,1.4,91,1.84,77.2,100.71,30.45,$22.89,$95.51,71.61,65.36,65.27,96.5,True
25,68.33333333333333,LPLA,LPL Financial Holdings Inc.,29.0,1.7,87,1.6,174.9,188.88,7.99,$75.25,$175.37,166.05,154.23,141.98,89.0,True
28,68.16666666666667,OLN,Olin Corporation,22.0,1.8,96,2.5,56.4,62.25,10.37,$16.03,$56.41,50.13,48.75,41.85,86.5,True
29,68.0,EVC,Entravision Communications Corporation,13.0,1.5,97,2.95,7.7,10.5,36.36,$1.71,$8.11,7.49,7.23,5.18,94.0,True
30,67.83333333333333,TRTX,"TPG RE Finance Trust, Inc.",50.0,2.0,72,1.22,13.07,14.42,10.33,$7.57,$14.55,12.78,12.61,12.29,81.5,True
31,67.66666666666667,EVRI,Everi Holdings Inc.,16.0,1.5,93,1.96,24.66,30.75,24.7,$8.15,$26.61,24.53,23.27,19.3,94.0,True
34,67.5,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,86,1.54,18.87,24.0,27.19,$8.62,$22.16,18.85,17.18,16.78,106.5,True
35,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.71,191.62,207.44,8.26,$76.99,$196.64,183.96,163.57,153.78,84.0,True
36,67.16666666666667,KFY,Korn Ferry,15.0,1.4,90,1.72,73.06,97.75,33.79,$29.95,$77.93,74.84,72.63,65.32,96.5,True
40,66.83333333333333,RMNI,"Rimini Street, Inc.",28.0,2.2,96,2.38,9.96,11.9,19.48,$3.04,$11.04,10.03,9.61,8.15,76.5,True
41,66.66666666666667,KRG,Kite Realty Group Trust,41.0,2.1,80,1.37,21.13,23.15,9.56,$10.00,$23.14,21.52,20.71,20.07,79.0,True
42,66.66666666666667,SI,Silvergate Capital Corporation,17.0,1.9,99,5.38,145.92,154.57,5.93,$19.80,$187.86,143.91,122.75,116.88,84.0,True
43,66.5,DOMO,"Domo, Inc.",20.0,1.8,93,1.94,91.87,106.25,15.65,$31.01,$98.35,85.88,85.34,73.56,86.5,True
45,66.33333333333333,CBNK,"Capital Bancorp, Inc.",19.0,1.7,91,1.77,24.47,26.25,7.27,$9.75,$25.24,24.4,23.61,20.55,89.0,True
46,66.33333333333333,TPX,"Tempur Sealy International, Inc.",32.0,2.1,88,1.65,47.92,53.33,11.29,$21.19,$50.51,46.22,46.02,39.04,79.0,True
47,66.16666666666667,GTN,"Gray Television, Inc.",24.0,1.4,78,1.34,23.3,29.14,25.06,$11.96,$24.43,23.3,22.5,21.07,96.5,True
48,66.16666666666667,BBCP,"Concrete Pumping Holdings, Inc.",11.0,1.4,91,1.8,8.88,10.75,21.06,$3.14,$9.41,8.6,8.43,7.64,96.5,True
49,66.16666666666667,AMTX,"Aemetis, Inc.",13.0,1.8,99,3.79,19.96,28.67,43.64,$1.96,$27.44,18.75,14.52,13.39,86.5,True
51,65.83333333333333,CHX,ChampionX Corporation,11.0,1.6,95,2.26,25.19,28.44,12.9,$6.87,$30.48,24.7,23.34,22.58,91.5,True
52,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.56,112.05,126.91,13.26,$43.07,$119.81,114.61,106.05,96.3,84.0,True
53,65.5,AX,"Axos Financial, Inc.",21.0,1.6,84,1.46,53.17,56.0,5.32,$25.50,$55.71,52.78,49.52,47.14,91.5,True
57,65.16666666666667,DVAX,Dynavax Technologies Corporation,11.0,1.8,98,3.32,18.12,21.0,15.89,$3.58,$20.96,17.86,16.7,10.94,86.5,True
59,65.0,DEN,Denbury Inc.,12.0,1.9,99,3.61,80.15,87.82,9.57,$15.96,$81.37,73.85,71.37,57.85,84.0,True
61,65.0,CNTY,"Century Casinos, Inc.",12.0,1.7,94,2.05,14.55,20.67,42.06,$4.39,$15.84,14.29,13.52,11.75,89.0,True
62,64.83333333333333,OAS,Oasis Petroleum Inc.,13.0,2.0,100,705.61,111.05,123.71,11.4,$0.08,$111.71,104.17,95.5,78.47,81.5,True
63,64.83333333333333,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,88,1.63,49.29,57.17,15.99,$21.69,$52.80,48.09,47.83,41.6,86.5,True
64,64.83333333333333,MCB,Metropolitan Bank Holding Corp.,17.0,2.0,96,2.44,95.2,107.5,12.92,$25.74,$97.29,87.12,81.45,62.86,81.5,True
65,64.83333333333333,TGH,Textainer Group Holdings Limited,23.0,2.0,90,1.71,36.93,41.5,12.37,$14.07,$38.84,36.34,34.39,29.37,81.5,True
66,64.83333333333333,GTYH,GTY Technology Holdings Inc.,22.0,2.0,91,1.81,7.78,9.5,22.11,$2.40,$8.28,7.52,7.35,6.85,81.5,True
67,64.66666666666667,STXB,"Spirit of Texas Bancshares, Inc.",27.0,1.7,78,1.33,24.44,27.83,13.87,$12.49,$24.94,24.21,23.52,22.44,89.0,True
68,64.66666666666667,UPWK,Upwork Inc.,10.0,1.7,95,2.27,58.7,66.71,13.65,$18.20,$64.49,52.75,48.19,48.14,89.0,True
69,64.5,TALO,Talos Energy Inc.,27.0,1.6,75,1.28,12.63,17.44,38.08,$5.71,$18.93,13.22,12.43,12.4,91.5,True
70,64.5,WCC,"WESCO International, Inc.",18.0,2.0,94,2.1,125.49,137.5,9.57,$39.45,$129.05,121.04,117.0,100.39,81.5,True
71,64.5,CURO,CURO Group Holdings Corp.,13.0,1.6,89,1.69,18.58,22.5,21.1,$7.32,$20.81,18.23,17.08,15.94,91.5,True
72,64.33333333333333,SLB,Schlumberger Limited,20.0,1.9,89,1.68,33.91,35.94,5.99,$13.70,$36.87,32.14,29.55,29.01,84.0,True
74,64.16666666666667,OII,"Oceaneering International, Inc.",19.0,2.2,97,2.86,15.4,16.83,9.29,$3.35,$18.20,14.57,13.26,12.94,76.5,True
75,64.16666666666667,BVH,Bluegreen Vacations Holding Corporation,18.0,2.0,93,1.99,24.84,42.5,71.1,$7.70,$27.52,25.22,23.94,19.32,81.5,True
76,64.0,EBC,"Eastern Bankshares, Inc.",21.0,1.5,77,1.32,21.16,24.25,14.6,$11.82,$23.03,20.8,19.81,19.45,94.0,True
77,63.833333333333336,FC,Franklin Covey Co.,20.0,2.0,90,1.74,41.76,45.0,7.76,$16.50,$43.64,41.53,40.74,32.87,81.5,True
78,63.5,EWBC,"East West Bancorp, Inc.",15.0,1.8,89,1.68,84.64,90.55,6.98,$34.13,$87.77,81.05,76.04,72.91,86.5,True
79,63.5,FLL,"Full House Resorts, Inc.",11.0,2.0,98,3.03,11.14,13.5,21.18,$2.00,$12.18,11.2,9.51,8.67,81.5,True
80,63.5,NMRK,"Newmark Group, Inc.",14.0,2.0,95,2.28,15.0,17.17,14.47,$4.28,$15.10,14.63,13.88,11.67,81.5,True
81,63.333333333333336,VSTO,Vista Outdoor Inc.,14.0,1.7,87,1.59,43.78,54.78,25.13,$18.07,$47.62,41.56,41.25,37.36,89.0,True
82,63.333333333333336,SCSC,"ScanSource, Inc.",12.0,1.3,79,1.35,36.86,39.33,6.7,$19.44,$38.49,36.42,34.91,30.41,99.0,True
83,63.333333333333336,BLDR,"Builders FirstSource, Inc.",16.0,1.5,80,1.37,58.89,67.71,14.98,$29.73,$59.56,55.39,53.67,46.87,94.0,True
85,63.166666666666664,CNOB,"ConnectOne Bancorp, Inc.",13.0,1.6,85,1.5,32.54,35.0,7.56,$14.60,$32.77,31.61,29.92,26.67,91.5,True
86,63.166666666666664,ENVA,"Enova International, Inc.",22.0,2.0,86,1.53,34.85,43.25,24.1,$15.13,$41.06,35.56,33.62,33.03,81.5,True
87,63.166666666666664,AA,Alcoa Corporation,11.0,2.0,97,2.79,49.25,55.21,12.1,$12.15,$57.57,50.05,47.24,36.2,81.5,True
88,63.0,MMSI,"Merit Medical Systems, Inc.",40.0,1.9,65,1.13,72.3,76.22,5.42,$47.61,$73.85,71.49,71.05,63.24,84.0,True
90,62.833333333333336,JLL,Jones Lang LaSalle Incorporated,16.0,2.0,91,1.79,263.19,310.0,17.79,$101.39,$264.27,253.65,246.23,201.76,81.5,True
92,62.833333333333336,ATKR,Atkore Inc.,15.0,2.2,97,2.89,90.17,103.75,15.06,$20.42,$102.49,89.91,89.83,75.3,76.5,True
93,62.666666666666664,CLAR,Clarus Corporation,17.0,1.7,82,1.43,30.44,34.67,13.9,$14.08,$32.36,27.6,27.37,22.65,89.0,True
95,62.333333333333336,ROIC,Retail Opportunity Investments Corp.,39.0,2.3,74,1.26,18.23,19.35,6.14,$9.69,$18.86,18.06,17.79,17.03,74.0,True
96,62.333333333333336,LKQ,LKQ Corporation,16.0,1.5,77,1.31,56.35,62.11,10.22,$29.60,$56.99,53.05,51.93,46.88,94.0,True
99,62.166666666666664,RJF,"Raymond James Financial, Inc.",17.0,1.8,83,1.45,102.53,159.0,55.08,$48.87,$102.94,96.89,93.48,85.34,86.5,True
100,62.166666666666664,RCKY,"Rocky Brands, Inc.",17.0,2.0,88,1.62,53.76,71.67,33.31,$24.00,$69.00,50.36,49.35,49.06,81.5,True
101,62.166666666666664,WSC,WillScot Mobile Mini Holdings Corp.,15.0,1.6,80,1.37,33.43,36.33,8.67,$17.77,$34.47,32.3,30.55,28.41,91.5,True
102,62.0,FLMN,Falcon Minerals Corporation,10.0,1.9,92,1.9,5.94,6.43,8.25,$1.82,$6.58,5.66,4.94,4.62,84.0,True
103,62.0,CBRE,"CBRE Group, Inc.",18.0,2.1,89,1.7,103.92,116.43,12.04,$43.17,$104.26,99.57,97.18,84.99,79.0,True
104,62.0,NEX,NexTier Oilfield Solutions Inc.,11.0,1.9,91,1.79,4.81,5.61,16.63,$1.70,$5.84,4.81,4.25,4.21,84.0,True
105,62.0,SCHN,"Schnitzer Steel Industries, Inc.",19.0,2.3,93,1.96,55.04,72.0,30.81,$19.35,$59.34,48.4,47.19,45.48,74.0,True
106,61.833333333333336,ANF,Abercrombie & Fitch Co.,18.0,2.2,91,1.83,38.23,52.78,38.06,$14.04,$47.29,38.83,37.65,36.12,76.5,True
107,61.833333333333336,NXST,"Nexstar Media Group, Inc.",19.0,1.6,75,1.28,151.61,182.0,20.04,$80.42,$163.62,152.5,149.26,143.84,91.5,True
108,61.833333333333336,JBL,Jabil Inc.,22.0,1.8,77,1.31,61.62,74.0,20.09,$31.41,$64.32,61.31,61.18,54.32,86.5,True
109,61.666666666666664,ESI,Element Solutions Inc,25.0,2.1,81,1.39,22.86,27.38,19.77,$11.15,$24.70,22.54,22.43,21.28,79.0,True
