rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
88,63.166666666666664,ALGN,"Align Technology, Inc.",17.0,1.8,86,1.61,662.06,745.36,12.58,$297.44,$735.17,706.7,675.12,591.86,86.5,True
123,61.666666666666664,ULTA,"Ulta Beauty, Inc.",45.0,2.3,66,1.21,368.03,436.65,18.65,$200.50,$414.98,376.98,358.04,324.0,74.0,True
124,61.5,ETSY,"Etsy, Inc.",14.0,1.8,84,1.55,204.37,221.37,8.32,$104.30,$251.86,201.29,197.07,192.31,86.5,True
125,61.5,MS,Morgan Stanley,14.0,2.0,89,1.71,99.05,104.51,5.51,$45.86,$105.81,103.2,96.94,81.59,81.5,True
132,61.0,AMP,"Ameriprise Financial, Inc.",24.0,1.9,75,1.35,268.53,292.5,8.93,$141.82,$277.95,269.64,257.49,231.38,84.0,True
134,60.833333333333336,GOOG,Alphabet Inc.,11.0,1.6,80,1.46,2729.25,3103.33,13.71,$1406.55,$2936.41,2817.61,2713.66,2249.28,91.5,True
136,60.833333333333336,TECH,Bio-Techne Corporation,11.0,1.8,85,1.59,493.82,540.67,9.49,$228.67,$522.49,497.73,480.13,405.21,86.5,True
137,60.833333333333336,ZBRA,Zebra Technologies Corporation,16.0,2.2,90,1.78,510.98,580.0,13.51,$246.83,$594.77,575.46,552.83,475.96,76.5,True
138,60.833333333333336,CRL,"Charles River Laboratories International, Inc.",15.0,1.8,81,1.48,416.69,448.0,7.51,$205.97,$450.84,435.81,411.94,325.81,86.5,True
142,60.666666666666664,CBRE,"CBRE Group, Inc.",21.0,2.1,82,1.49,100.45,116.43,15.91,$43.17,$99.73,95.53,92.33,80.07,79.0,True
145,60.5,RJF,"Raymond James Financial, Inc.",15.0,1.8,80,1.45,94.68,159.0,67.93,$67.66,$143.14,138.18,133.37,119.25,86.5,True
147,60.166666666666664,EPAM,"EPAM Systems, Inc.",21.0,2.0,78,1.42,575.44,653.4,13.55,$305.83,$648.72,627.55,587.24,451.51,81.5,True
154,60.0,INTU,Intuit Inc.,20.0,1.9,76,1.38,543.97,596.52,9.66,$295.37,$582.96,548.72,525.49,429.16,84.0,True
156,60.0,JCI,Johnson Controls International plc,25.0,2.1,76,1.37,69.02,81.25,17.72,$39.80,$76.83,74.37,72.26,61.08,79.0,True
159,60.0,GOOGL,Alphabet Inc.,11.0,1.7,80,1.46,2730.86,3141.61,15.04,$1402.15,$2925.08,2798.81,2666.23,2220.07,89.0,True
