"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",40108.22,33.11,24.32,2.21,6.22,7.61,34.64,38.57,0.64%,19.40%,3.94,71.00%,10.04%,22.90%,15.00%,8.50%,0.20%,8.10%,301.00,300.03,0.20%,-17.45%,91.10%,0.22%,1.63%,2.43,11.50%,23.70%,14.70%,2.20,1.60,0.53,0.00,54.00%,21.60%,18.70%,-0.02%,-8.08%,-12.72%,-27.30%,12.28%,-18.36%,1.05,4.38,3.00%,3.13%,-3.79%,-8.51%,-14.91%,-20.48%,5.09%,-27.98%,12.19%,41.08,0.53%,-1.30%,,2007.99,1.18,129.32,-0.78%,2375482,2/22/2022 4:30:00 PM,164.94,11/18/1999,130.07,0.58%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",14476.15,39.26,11.48,,1.19,3.35,7.98,27.31,0.47%,4.40%,2.17,347.00%,-11.67%,24.80%,,5.50%,,39.60%,185.40,184.47,0.70%,-32.07%,84.30%,8.19%,5.35%,1.14,2.90%,11.00%,5.00%,1.60,1.00,0.37,0.37,24.70%,7.80%,3.50%,13.35%,36.12%,93.78%,80.89%,199.96%,43.34%,2.27,5.32,8.94%,6.88%,7.82%,23.94%,66.29%,-10.78%,54.66%,-10.78%,203.84%,60.72,0.88%,-4.39%,2.00,8650.83,1.48,82.37,-3.55%,12833480,1/19/2022 4:30:00 PM,73.27,10/18/2016,82.25,-0.15%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53%,10.65%,12.02%,9.13%,18.72%,9.19%,,0.23,1.24%,1.03%,8.43%,11.18%,13.11%,2.62%,15.13%,2.62%,22.17%,81.35,1.65%,1.06%,,621.80,4.09,20.39,2.72%,2542602,,,8/15/2018,20.45,0.29%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.73,43.57,,,,1.30,1354.15,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.13%,0.07%,0.25,,,,1.70,1.70,0.00,0.00,,,,0.10%,0.00%,-0.31%,0.41%,,0.21%,,0.02,0.13%,0.25%,-0.02%,0.02%,-0.15%,-0.41%,0.52%,-2.50%,2.63%,49.41,0.00%,-0.10%,,276.73,0.36,9.75,-0.10%,100215,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",38.58,,,,1.28,1.25,3.24,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.45%,0.08%,0.03,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-7.69%,-22.08%,-9.09%,-56.68%,-70.07%,12.10%,1.44,0.12,7.11%,9.02%,-12.31%,-21.73%,-46.07%,-57.82%,24.00%,-79.54%,24.00%,37.24,5.08%,-1.67%,1.50,683.36,0.04,1.24,3.33%,29453,,32.50,1/29/2008,1.24,0.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",203.37,,,,,1.37,508.43,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,61.60%,,1.24%,4.93,,,,0.40,0.40,0.00,0.00,,,,0.10%,-0.20%,0.41%,,,0.31%,,0.03,0.06%,0.27%,0.01%,0.11%,0.27%,-1.21%,0.92%,-1.21%,5.25%,51.13,0.10%,0.00%,,38.01,0.09,9.83,0.10%,3277,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,7.66%,,0.00%,0.08,,,,,,,,,,,-1.60%,-1.70%,-0.40%,,,-1.89%,,0.09,0.12%,0.31%,-1.45%,-1.35%,-1.00%,-6.55%,0.20%,-6.55%,0.82%,41.88,0.00%,0.00%,,5.27,0.00,9.84,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,69.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.59%,24.57%,-30.24%,,,-37.66%,,0.05,7.54%,15.75%,14.67%,-15.01%,-20.25%,-47.75%,66.38%,-47.75%,66.38%,53.00,0.00%,0.32%,,34.00,0.01,0.35,0.32%,200,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",357.58,,,,3575.78,1.07,2.22,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,1.45%,0.00%,59.60%,9.59%,4.60%,3.76,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-2.07%,-8.08%,-11.70%,-38.17%,-24.18%,-29.36%,1.55,1.10,4.73%,6.21%,-1.39%,-11.60%,-31.23%,-31.31%,13.76%,-64.14%,24.79%,46.74,3.78%,0.88%,1.60,167.01,0.35,17.86,4.69%,58066,,48.75,8/8/2017,17.85,-0.06%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.51%,-14.92%,-14.86%,-22.45%,-17.81%,-17.37%,,1.54,2.80%,1.80%,-10.27%,-12.71%,-16.35%,-16.85%,2.26%,-22.12%,2.26%,32.09,0.46%,1.28%,,3.94,1.71,54.02,1.75%,6747,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",111.71,,14.34,,8.87,0.60,5.27,12.14,,,-0.37,-743.40%,-11.70%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,31.70,3.50%,2.82%,34.50%,-1.26%,0.71%,2.00,0.00%,0.10%,,,,0.49,3.43,34.80%,,1.70%,11.56%,4.39%,-2.19%,-7.27%,-18.12%,2.00%,1.68,0.11,4.01%,3.10%,3.00%,0.81%,-7.14%,-4.67%,10.86%,-21.49%,10.86%,55.11,0.00%,-2.80%,2.70,111.93,1.15,3.47,-2.80%,128291,3/2/2022 4:30:00 PM,4.62,12/23/1997,3.54,2.02%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",8975.03,,6.00,,0.30,,0.72,,,,-3.12,83.10%,207.50%,-21.70%,16.09%,-5.70%,62.30%,134.00%,648.76,642.13,1.00%,0.00%,54.20%,-3.31%,13.39%,2.13,-2.90%,26.20%,-1.60%,0.90,0.80,,,57.10%,-3.50%,-6.70%,-25.57%,-22.51%,-22.74%,-33.71%,-40.20%,-28.51%,1.60,1.02,7.83%,5.74%,-21.30%,-22.62%,-31.37%,-31.63%,5.79%,-48.22%,5.79%,31.29,3.92%,1.25%,3.00,40342.01,2.18,13.51,5.22%,87832624,1/20/2022 8:30:00 AM,18.10,12/9/2013,13.42,-0.67%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",49.70,3.71,,,0.24,0.34,3.48,248.51,0.85%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.50%,-3.87%,0.83%,1.85,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-11.36%,-9.30%,-39.22%,-43.20%,-36.24%,-4.49%,0.11,0.19,5.10%,7.30%,-14.75%,-16.61%,-40.50%,-31.48%,4.72%,-67.06%,4.72%,33.75,-7.50%,2.56%,,18.12,0.68,2.22,-5.13%,12257,,,3/17/1980,2.22,0.00%
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",676.23,6.70,8.01,,0.37,0.95,29.66,20.31,1.85%,12.10%,3.23,141.50%,4.68%,10.00%,-12.10%,-1.00%,500.50%,3.50%,31.43,30.31,1.10%,-7.06%,97.50%,-0.74%,4.51%,5.36,7.90%,15.10%,15.10%,,,0.01,0.01,62.90%,7.90%,5.90%,3.19%,1.64%,-5.04%,-19.33%,-12.52%,-12.13%,,1.07,4.25%,4.74%,2.83%,-1.75%,-18.83%,-15.87%,19.62%,-41.74%,19.62%,52.25,1.49%,-0.65%,2.70,255.17,0.81,21.84,0.83%,206704,2/23/2022 4:30:00 PM,29.67,11/4/1982,21.84,0.00%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",103.35,,,,0.49,0.38,2.98,,,,-2.01,24.70%,56.30%,-25.70%,13.00%,-4.10%,6.20%,4.00%,27.27,25.60,6.30%,0.00%,39.90%,-18.62%,14.94%,7.88,-11.60%,-20.20%,-14.30%,1.80,0.90,0.33,0.56,17.80%,-26.80%,-25.60%,-1.93%,-7.53%,-34.07%,-53.89%,-54.12%,-30.74%,1.66,0.28,5.37%,7.45%,-2.93%,-11.75%,-42.45%,-34.39%,11.68%,-59.68%,11.68%,46.26,4.78%,0.00%,2.80,485.19,0.79,3.73,4.78%,382751,2/24/2022 4:30:00 PM,14.37,9/26/2013,3.73,0.00%
16,"AAON","AAON, Inc.","Industrials","Building Products & Equipment","USA",2835.57,49.58,27.21,4.13,5.31,6.11,977.78,,0.70%,33.90%,1.09,-26.60%,24.45%,1.80%,12.00%,6.80%,-67.60%,16.80%,52.44,41.66,16.50%,-0.45%,72.70%,2.35%,2.95%,4.96,10.90%,14.50%,11.50%,2.50,1.00,0.10,0.10,25.80%,13.00%,11.00%,-7.29%,-11.19%,-31.73%,-19.22%,-25.78%,-31.65%,0.70,2.16,4.20%,3.38%,-7.23%,-18.33%,-20.98%,-33.34%,1.94%,-36.07%,1.94%,25.02,-1.27%,-0.06%,3.00,247.22,0.65,53.57,-1.33%,161484,2/28/2022 4:30:00 PM,71.00,1/3/1991,53.57,0.00%
17,"AAP","Advance Auto Parts, Inc.","Consumer Cyclical","Specialty Retail","USA",12398.68,21.12,12.95,1.39,1.13,4.02,20.62,18.73,1.99%,33.90%,9.53,33.70%,13.85%,9.00%,15.25%,2.80%,-21.30%,1.30%,62.45,60.83,0.10%,-5.38%,,-1.96%,4.93%,3.73,5.20%,18.80%,15.60%,1.20,0.30,0.33,0.00,44.80%,7.60%,5.60%,-1.55%,-13.41%,-11.26%,0.94%,14.06%,-16.08%,1.29,7.28,3.75%,3.50%,-6.34%,-11.36%,-7.44%,-17.98%,5.13%,-17.98%,17.36%,34.93,-1.18%,0.83%,2.20,804.97,1.20,200.58,-0.36%,963175,2/14/2022 4:30:00 PM,257.59,11/29/2001,200.58,0.00%
18,"AAPL","Apple Inc.","Technology","Consumer Electronics","USA",2648440.61,26.45,24.25,1.78,7.00,36.29,41.44,30.35,0.55%,14.20%,6.02,71.40%,6.60%,22.00%,14.85%,11.10%,24.80%,11.20%,16391.72,16308.00,0.07%,-4.12%,59.60%,0.73%,0.67%,1.11,28.70%,149.80%,50.00%,1.00,1.00,1.48,1.71,43.00%,30.90%,26.60%,-3.52%,-7.87%,-1.57%,3.24%,36.90%,-10.29%,1.19,4.73,2.70%,2.58%,-5.99%,-7.54%,2.92%,-13.94%,3.58%,-13.94%,35.48%,35.60,-0.88%,-0.30%,1.80,97855.98,1.34,157.44,-1.17%,130908111,1/27/2022 4:30:00 PM,193.05,12/12/1980,156.54,-0.57%
19,"AAQC","Accelerate Acquisition Corp.","Financial","Shell Companies","USA",388.60,,,,,,,,,,,,,,,,,,40.00,,,,,,,0.17,,,,,,,,,,,0.15%,0.36%,-0.05%,1.09%,,-0.05%,,0.01,0.09%,0.14%,0.07%,0.06%,0.07%,-0.87%,0.36%,-2.46%,1.21%,53.51,0.05%,-0.05%,,54.23,2.03,9.72,0.00%,109828,,,5/10/2021,,
20,"AAT","American Assets Trust, Inc.","Real Estate","REIT - Diversified","USA",2216.93,78.35,53.71,26.12,5.90,1.79,15.89,,3.24%,245.20%,0.47,2.30%,23.21%,-8.00%,3.00%,5.00%,181.70%,25.10%,60.00,59.55,0.90%,124.03%,97.30%,-1.14%,1.26%,2.76,0.90%,2.30%,3.30%,,,1.33,1.33,65.50%,25.40%,7.60%,1.37%,5.43%,5.86%,-6.86%,2.15%,-1.25%,1.19,0.92,2.14%,2.43%,2.26%,1.03%,-1.31%,-5.69%,8.48%,-9.45%,17.48%,54.73,-0.51%,0.27%,2.80,270.82,0.72,36.97,-0.24%,196280,2/8/2022 4:30:00 PM,38.60,1/13/2011,36.97,0.00%
21,"AATC","Autoscope Technologies Corporation","Technology","Scientific & Technical Instruments","USA",37.27,12.24,,0.61,2.89,1.69,4.44,20.71,7.33%,0.00%,0.54,-84.90%,,21.20%,20.00%,-2.80%,396.50%,11.80%,5.34,3.12,9.50%,0.37%,27.20%,-6.07%,0.83%,1.31,10.80%,11.60%,5.30%,13.20,12.40,0.00,0.00,78.40%,18.10%,17.80%,-1.80%,-4.10%,0.61%,-19.24%,51.97%,4.13%,1.02,0.29,3.53%,4.13%,-4.51%,1.62%,-3.36%,-12.16%,32.81%,-41.97%,57.75%,47.79,2.60%,0.00%,,19.62,0.69,6.72,2.60%,13547,,,5/5/1995,6.52,-2.98%
22,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",48.84,,,,,0.72,5.49,,,,-0.03,20.80%,,-11.30%,,,-396.70%,,137.22,131.63,7.20%,0.00%,5.60%,11.98%,0.60%,1.46,-5.00%,-5.30%,,24.30,24.30,0.04,0.04,,,,13.19%,12.89%,7.28%,-19.63%,-47.71%,13.19%,0.89,0.02,6.74%,7.73%,21.36%,27.31%,-0.59%,0.31%,45.74%,-48.43%,45.74%,67.24,-3.45%,17.99%,,539.84,27.82,0.39,13.92%,15016379,,1.00,10/17/2003,0.40,2.28%
23,"AAWW","Atlas Air Worldwide Holdings, Inc.","Industrials","Airports & Air Services","USA",2273.92,4.95,5.83,0.50,0.56,0.82,2.50,2.73,,0.00%,16.05,19.70%,-9.14%,56.90%,10.00%,17.00%,-15.50%,24.70%,29.11,28.79,1.10%,-19.73%,,4.75%,14.29%,6.22,7.90%,19.10%,10.80%,0.90,0.90,0.59,0.82,57.70%,17.50%,12.20%,1.43%,-0.50%,-8.58%,8.03%,38.56%,-15.55%,1.15,3.02,3.47%,3.75%,3.01%,-1.97%,2.80%,-16.95%,10.24%,-16.95%,51.18%,52.86,1.50%,0.00%,2.00,661.12,0.67,80.67,1.50%,442795,2/17/2022 8:30:00 AM,106.43,7/21/2004,80.71,0.05%
24,"AAXJ","iShares MSCI All Country Asia ex Japan ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,1.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.09%,-10.87%,-12.95%,-19.72%,-21.12%,-12.62%,,1.54,1.73%,1.46%,-9.26%,-11.01%,-16.41%,-15.56%,0.25%,-24.91%,0.25%,24.19,-0.04%,0.21%,,1337.26,2.10,72.38,0.17%,2807716,,,8/15/2008,71.22,-1.60%
25,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",4174.23,10.56,10.10,,10.03,2.49,,,8.74%,92.30%,3.88,34.40%,9.18%,11.80%,-3.88%,11.70%,38.10%,32.20%,98.47,94.42,5.02%,0.00%,14.10%,2.37%,0.92%,2.05,24.10%,24.10%,23.80%,,,0.00,0.00,,100.00%,92.70%,-8.65%,-10.55%,-19.35%,-20.40%,8.59%,-16.13%,1.41,2.01,4.41%,4.19%,-6.08%,-9.30%,-12.92%,-18.49%,7.73%,-25.60%,14.24%,42.15,2.47%,2.00%,2.30,425.06,1.31,42.81,4.52%,556009,2/11/2022 8:30:00 AM,52.30,4/14/1988,42.70,-0.26%
26,"ABB","ABB Ltd","Industrials","Specialty Industrial Machinery","Switzerland",65409.39,13.23,18.26,0.91,2.26,3.86,11.96,83.43,2.85%,39.30%,2.31,43.90%,10.96%,35.00%,14.60%,3.00%,-85.60%,5.40%,1971.00,1801.56,,,6.20%,0.28%,0.12%,1.07,11.40%,31.80%,22.00%,1.20,0.90,0.27,0.36,33.00%,19.80%,15.70%,-9.44%,-11.05%,-13.89%,-19.03%,1.67%,-20.09%,1.11,0.95,2.61%,2.06%,-5.66%,-10.42%,-9.82%,-18.36%,4.96%,-18.36%,6.90%,39.09,0.69%,3.97%,2.20,2023.85,1.94,31.93,4.69%,3925657,2/3/2022 8:30:00 AM,40.79,4/6/2001,32.04,0.34%
27,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - General","USA",264076.65,23.17,12.16,5.65,4.70,17.20,26.86,20.75,3.77%,80.30%,6.45,137.00%,-12.97%,12.20%,4.10%,17.00%,11133.30%,7.40%,1773.00,1766.59,0.10%,-25.52%,69.10%,1.06%,0.87%,1.94,7.70%,83.00%,17.90%,0.80,0.70,4.17,4.98,69.20%,31.90%,20.40%,1.14%,6.20%,25.75%,33.89%,40.84%,10.38%,0.77,3.10,1.95%,1.94%,0.82%,5.28%,21.40%,-2.71%,14.73%,-2.71%,44.19%,57.88,-1.24%,-0.30%,2.00,7951.63,1.11,147.15,-1.54%,8816439,2/2/2022 8:30:00 AM,151.19,12/10/2012,147.49,0.23%
28,"ABC","AmerisourceBergen Corporation","Healthcare","Medical Distribution","USA",29915.25,18.81,12.52,1.82,0.14,124.86,8.45,16.64,1.27%,22.80%,7.70,144.40%,7.22%,3.20%,10.34%,7.80%,17.30%,13.50%,208.56,149.77,0.20%,-43.57%,65.90%,1.40%,1.30%,1.81,3.00%,,24.30%,0.90,0.60,26.55,27.67,3.30%,1.10%,0.70%,1.62%,5.05%,24.05%,15.74%,34.72%,8.99%,0.45,3.41,2.13%,2.19%,1.72%,5.40%,16.06%,-2.70%,13.04%,-2.70%,36.80%,60.03,-0.01%,-0.28%,2.20,1072.92,1.20,144.41,-0.30%,1282625,2/2/2022 8:30:00 AM,153.92,4/4/1995,144.41,0.00%
29,"ABCB","Ameris Bancorp","Financial","Banks - Regional","USA",3211.22,8.21,9.08,1.03,4.57,1.04,0.78,,1.35%,11.10%,5.40,43.20%,6.31%,21.10%,8.00%,24.10%,-12.80%,-0.20%,69.39,65.97,1.30%,-0.18%,91.80%,-0.88%,2.61%,3.76,1.70%,13.20%,15.10%,,,0.28,0.28,,98.30%,53.60%,-10.38%,-8.57%,-9.04%,-7.64%,-14.11%,-10.71%,1.22,2.06,5.33%,3.60%,-9.85%,-12.15%,-12.73%,-20.24%,0.29%,-25.88%,0.29%,33.60,-0.69%,0.70%,2.10,458.58,1.12,44.36,0.00%,514821,1/27/2022 4:30:00 PM,58.93,5/19/1994,44.36,0.00%
30,"ABCL","AbCellera Biologics Inc.","Healthcare","Biotechnology","Canada",2491.45,11.58,32.60,1.16,5.61,2.27,5.23,13.39,,0.00%,0.71,6.70%,-49.50%,,10.00%,,-54.50%,-33.00%,282.13,146.12,19.60%,1.06%,40.30%,-10.01%,8.13%,5.43,12.90%,15.70%,13.50%,7.70,7.70,0.00,0.00,,46.10%,34.60%,-4.94%,-11.35%,-40.94%,-55.82%,-69.06%,-42.10%,,0.60,7.26%,6.27%,-10.41%,-20.15%,-49.27%,-47.67%,10.38%,-79.10%,10.38%,37.18,-0.36%,-0.72%,1.70,2186.67,0.91,8.19,-1.09%,1984320,2/24/2022 4:30:00 PM,34.25,12/11/2020,8.18,-0.12%
31,"ABCM","Abcam plc","Healthcare","Biotechnology","United Kingdom",3640.48,183.91,,,9.16,4.28,,67.42,,0.00%,0.09,-72.70%,,,,,-85.00%,11.10%,226.30,195.15,,,11.50%,12.54%,0.13%,1.29,1.90%,2.70%,2.00%,4.80,4.10,0.16,0.17,71.10%,8.70%,4.90%,-4.08%,-9.25%,-27.47%,-25.06%,-18.78%,-32.06%,,0.51,2.57%,2.48%,-7.58%,-16.18%,-23.12%,-35.42%,0.32%,-35.42%,0.32%,32.95,-1.02%,-2.13%,2.00,189.36,1.09,15.50,-3.12%,207057,,22.67,10/22/2020,15.50,0.00%
32,"ABEO","Abeona Therapeutics Inc.","Healthcare","Biotechnology","USA",29.57,,,,9.86,0.34,0.44,,,,-0.57,40.00%,16.40%,-11.50%,,57.30%,6.90%,,97.99,86.02,1.50%,-9.55%,40.20%,51.43%,5.43%,1.25,-39.90%,-60.00%,-78.10%,2.60,2.60,0.00,0.00,,,,7.87%,13.59%,-51.60%,-79.39%,-86.75%,-17.42%,1.28,0.03,10.95%,10.13%,12.33%,6.18%,-69.16%,-24.68%,40.91%,-87.97%,40.91%,56.12,0.00%,4.20%,2.30,3726.92,0.59,0.29,4.20%,2188924,,3.00,9/19/1980,0.27,-6.86%
33,"ABEQ","Absolute Core Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23%,1.07%,5.58%,2.51%,10.26%,0.61%,,0.30,0.72%,0.72%,-0.57%,-0.24%,2.03%,-2.20%,3.12%,-2.20%,9.76%,47.70,-0.56%,-0.08%,,6.53,2.28,28.44,-0.64%,14856,,,1/22/2020,28.44,0.00%
