Company,Recommendations
LFC,1.0
BCS,1.0
QFIN,1.4
FBP,1.5
BLDR,1.5
ASX,1.5
LKQ,1.6
SBSW,1.6
RIO,1.6
ALLY,1.6
ARCC,1.7
LH,1.7
SLM,1.7
ASO,1.7
FLEX,1.8
ET,1.8
GM,1.8
OSK,1.8
KMX,1.8
NAVI,1.8
ACGL,1.9
FHN,1.9
FITB,1.9
SYF,1.9
CI,1.9
ORAN,2.0
FNF,2.0
STLD,2.0
VALE,2.0
QCOM,2.0
ISBC,2.0
BMRN,2.0
AMKR,2.0
AGCO,2.0
FL,2.1
CFG,2.1
LOGI,2.1
TPX,2.1
HOG,2.1
MKSI,2.1
KGC,2.1
C,2.1
PKI,2.1
AMX,2.1
TD,2.2
PHM,2.2
LPX,2.2
BAC,2.2
RF,2.2
LEN,2.2
NYCB,2.2
CB,2.2
KSS,2.2
TPH,2.2
WFC,2.2
DFS,2.2
GS,2.2
TROX,2.2
KBH,2.3
ORI,2.3
DKS,2.3
TMHC,2.3
ENB,2.3
CIG,2.3
SSRM,2.3
KNX,2.3
STX,2.4
FE,2.4
SC,2.4
IRWD,2.4
BXMT,2.4
IPG,2.4
VIRT,2.4
AXP,2.5
NUE,2.5
GGB,2.5
CBD,2.5
FSLR,2.6
GFI,2.6
HPQ,2.6
AN,2.6
UMC,2.7
VIAC,2.7
ZION,2.7
PFG,2.7
KEY,2.7
AU,2.8
IVZ,2.8
HMLP,2.8
SHLX,2.9
CMA,2.9
HSBC,3.0
GNW,3.0
FSM,3.0
SPWR,3.1
LYG,4.0
HUT,6.0
FOX,6.0
SMFG,6.0
MUFG,6.0
