date,DVN,INTU,WST,portfolio
2021-12-02,1.020005374041475,953.3262028912764,1545.6537917346825,2500.0000000000005
2021-12-03,1.0244199269505248,919.0580132418739,1534.1334642511777,2454.215897420002
2021-12-06,1.038889834524252,915.3418464639067,1496.85170616098,2413.232442459411
2021-12-07,1.1065794555917832,954.9998890562682,1519.4328384468852,2475.5393069587453
2021-12-08,1.1014291914157002,954.6594900493501,1539.0101878161554,2494.771107056921
2021-12-09,1.0550584590901906,943.9506861946285,1516.6764576217677,2461.6822022754864
2021-12-10,1.0824819634256526,961.5954228154402,1525.0869418938441,2487.76484667271
2021-12-13,1.023646079667711,948.5320482104238,1558.092733002391,2507.6484272924827
2021-12-14,1.0056960942249888,907.0300333781446,1514.9095772682183,2422.945306740588
2021-12-15,0.9967211015036278,918.3913263771037,1567.31598655288,2486.7040340314875
2021-12-16,1.0061947154986515,899.2005965046278,1571.9099186299088,2472.1167098500355
2021-12-17,0.9772753473422015,879.782876246562,1589.5436564524744,2470.3038080463784
2021-12-20,0.9538406229914735,857.5992842000863,1551.449129083864,2410.002253906942
2021-12-21,1.029878702935069,880.9175684601113,1570.8497472599788,2452.7971944230253
2021-12-22,1.0543105747308386,895.9382373549068,1602.972098191751,2499.964646121389
2021-12-23,1.04832721454917,901.6827735967835,1624.9877553962594,2527.718856207592
2021-12-27,1.1121493110437386,925.8804508151692,1646.3673745155106,2573.3599746417235
2021-12-28,1.1094069415897356,921.639487806292,1642.762835015549,2565.5117297634306
2021-12-29,1.1019278126893628,919.1573107141362,1653.788358316019,2574.0475968428445
2021-12-30,1.0887145866930108,912.5333815138988,1665.6266508949018,2579.2487469954935
2021-12-31,1.0981882006880344,912.3347865693743,1657.3928978159809,2570.8258725860433
2022-01-03,1.1360825615658456,895.6687403791856,1575.7971417233184,2472.60196466407
2022-01-04,1.1881872958850503,877.0170044581522,1516.0050301400788,2394.2102218941163
2022-01-05,1.1620102971826032,842.0963256645123,1427.553765328305,2270.81210129
2022-01-06,1.2058879231397992,831.7279208167088,1440.876146772788,2273.8099555126364
2022-01-07,1.218851790948178,805.019671065102,1379.8473484154654,2186.0858712715153
2022-01-10,1.2091289138674648,808.7500355636021,1387.2683322159737,2197.2274966934433
2022-01-11,1.24153853583727,820.8488308870615,1411.722189361219,2233.8125587841178
2022-01-12,1.2440316422055835,818.7780414044873,1418.0124387879364,2238.0345118346295
2022-01-13,1.237549660750252,784.2544659284297,1345.604654743833,2131.0966703330128
2022-01-14,1.2562475305523264,781.2332948848314,1342.0708940367342,2124.5604364521178
2022-01-18,1.2554996461929742,762.8368582189865,1315.7668619829237,2079.8592198481033
2022-01-19,1.2198490334955034,773.5172666326428,1327.3986444862878,2102.135760152426
2022-01-20,1.2123699045951304,772.4818718913557,1320.8225825255845,2094.5168243215353
2022-01-21,1.1497943137335764,749.6883838622406,1300.3520824744212,2051.1902606503954
2022-01-24,1.2048907756947576,758.3831025450522,1355.9299427307628,2115.51793605151
2022-01-25,1.2779370328940929,731.8734477379699,1337.686816764765,2070.8382015356287
2022-01-26,1.291150258890445,719.8030045698424,1338.429346722821,2059.5235015515536
2022-01-27,1.2899037532574302,733.6180359341586,1357.1319953699233,2092.0399350573393
2022-01-28,1.2851668987087765,758.5816974895766,1389.5524588088315,2149.4193231971167
2022-01-31,1.2607350269130069,787.5309362272167,1390.2242099740242,2179.015881228154
2022-02-01,1.3103467499661818,795.4739548649951,1404.436828948865,2201.221130563826
2022-02-02,1.3272994928615787,797.5589420681019,1445.059648166811,2243.9458897277746
2022-02-03,1.3215653957655995,759.6738831129945,1421.7960831600828,2182.791531668843
2022-02-04,1.3180751419522443,771.6308743740603,1416.8464229122155,2189.795372428228
2022-02-07,1.311094634325534,773.4180557318472,1416.7403626174219,2191.4695129835945
2022-02-08,1.2761919059874154,786.1125493174134,1416.6343023226284,2204.023043546029
2022-02-09,1.2993772721501702,821.8134101686184,1445.2363793599666,2268.349166800735
2022-02-10,1.3018703785184835,790.8641974081344,1412.6037953314712,2204.7698631181242
2022-02-11,1.3489889952033451,759.9858866788472,1383.082565037423,2144.4174407114733
2022-02-14,1.3028675259635252,750.3975773171422,1356.4956336011621,2108.196078444268
2022-02-15,1.2819259079811107,748.5962848102894,1362.4706152950343,2112.348826013305
2022-02-16,1.342507013748014,749.1210810411993,1341.080961987161,2091.5445500421083
2022-02-17,1.3774097420861326,703.7752065176252,1369.294079347255,2074.4466956069664
2022-02-18,1.3656923799107685,682.527798311641,1306.3270641682936,1990.2205548598454
2022-02-22,1.3130890243179012,685.4354741624445,1305.054340630771,1991.8029038175337
2022-02-23,1.335027884847641,662.3866868781408,1263.9012199388574,1927.6229347018457
2022-02-24,1.315083509412552,705.1226913962316,1337.7575955576283,2044.1953704632724
2022-02-25,1.3761632364531178,691.0097243293955,1366.3596725949662,2058.745560160815
2022-02-28,1.4846108432642346,672.8401914776739,1368.5162678872687,2042.841070208207
2022-03-01,1.4771317143638616,664.6277191499074,1349.0710892821105,2015.175940146382
2022-03-02,1.4621734565631157,689.3360381644036,1360.0311206202816,2050.8293322412483
2022-03-03,1.4671594790951752,670.471509578313,1383.2239068341469,2055.162575891555
2022-03-04,1.4851094645378973,659.4790110273375,1368.9052275645126,2029.869348056388
2022-03-07,1.493087214711933,620.3882712560172,1318.31241695247,1940.193775423199
2022-03-08,1.482865716357557,627.2248632641117,1268.0023978283762,1896.7101268088454
2022-03-09,1.4694032272755155,659.1811186105507,1316.615344341272,1977.2658661790983
2022-03-10,1.5100399576073296,641.6356794620012,1313.327367308171,1956.4730867277794
2022-03-11,1.4619240983751425,623.1257476033616,1284.124210004002,1908.7118817057385
