"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",42549.84,34.84,25.93,2.49,6.73,7.66,27.02,40.10,0.61%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.32%,91.10%,0.20%,1.75%,3.07,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-2.78%,-8.23%,-13.60%,-13.84%,7.20%,-14.06%,1.04,4.14,2.66%,2.85%,-1.93%,-7.22%,-9.68%,-15.63%,4.56%,-23.60%,21.99%,40.55,-2.78%,-0.38%,,1710.70,0.77,137.20,-3.15%,1321919,2/22/2022 4:30:00 PM,175.32,11/18/1999,137.20,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13315.94,33.34,10.49,,1.10,3.54,9.17,,0.54%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.50%,77.70%,0.20%,5.18%,1.20,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,14.48%,18.81%,43.57%,62.48%,239.43%,23.40%,2.39,3.86,6.51%,6.05%,19.32%,28.12%,58.43%,-0.27%,69.95%,-0.27%,250.76%,73.50,6.61%,-3.11%,2.00,8094.84,1.23,73.52,3.30%,9940561,1/19/2022 4:30:00 PM,67.91,10/18/2016,73.50,-0.03%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89%,1.76%,-0.19%,4.52%,2.04%,1.71%,,0.16,0.90%,0.75%,2.26%,3.03%,2.94%,0.38%,5.96%,-2.68%,10.78%,65.16,1.65%,0.17%,,452.60,2.50,18.49,1.82%,1133500,,,8/15/2018,18.44,-0.27%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.79,43.55,,,,1.30,1354.21,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.06%,0.14%,0.51,,,,1.70,1.70,0.00,0.00,,,,0.05%,-0.05%,-0.86%,0.46%,,0.15%,,0.03,0.27%,0.28%,0.17%,-0.03%,-0.15%,-0.66%,0.57%,-2.45%,2.68%,52.39,0.05%,0.00%,,272.55,0.47,9.76,0.05%,129164,,,3/25/2021,9.75,-0.05%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",51.50,,,,1.72,1.64,4.36,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,0.64%,-21.89%,-28.96%,-42.07%,-72.55%,46.66%,1.36,0.25,8.39%,9.78%,-6.04%,-1.18%,-35.21%,-46.60%,57.00%,-75.31%,57.00%,46.11,-2.48%,-1.83%,1.50,660.34,0.07,1.57,-4.27%,45564,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.70,8.28%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.87,,,,,1.37,537.17,,,,-0.02,,,,,,,,20.71,17.41,25.41%,0.00%,16.50%,,1.07%,3.15,,,,0.40,0.40,0.00,0.00,,,,0.20%,-0.40%,,,,0.82%,,0.04,0.16%,0.28%,0.27%,0.69%,0.72%,-0.80%,5.67%,-0.80%,5.67%,55.30,-0.40%,0.76%,,59.19,0.06,9.87,0.36%,3600,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,83.96%,,0.00%,0.01,,,,,,,,,,,-1.39%,-0.64%,0.02%,,,-1.08%,,0.10,0.44%,0.63%,-0.95%,-0.54%,-0.19%,-5.78%,1.24%,-5.78%,1.66%,45.27,0.00%,0.00%,,51.08,0.00,9.92,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74%,-36.36%,,,,-37.44%,,0.06,32.27%,14.84%,-14.60%,-25.87%,-26.43%,-47.74%,66.43%,-47.74%,66.43%,43.06,20.65%,-29.24%,,52.87,0.01,0.35,-14.63%,735,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",401.59,,,,4015.93,1.19,2.49,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.40%,-1.78%,4.99%,2.87,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,3.64%,-21.63%,-13.60%,-43.77%,-38.23%,-22.11%,1.53,1.51,7.65%,7.90%,-4.16%,-14.08%,-28.03%,-29.29%,9.68%,-62.23%,31.43%,43.37,-2.08%,-0.05%,1.60,214.97,0.23,18.81,-2.13%,48831,,48.75,8/8/2017,18.81,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77%,-3.96%,-4.11%,-9.00%,0.58%,-3.13%,,1.05,1.32%,1.43%,-0.37%,-0.91%,-4.33%,-4.19%,7.75%,-10.27%,7.75%,46.77,-0.07%,-2.42%,,3.78,0.35,62.24,-2.48%,1318,,,7/21/2010,,
