rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
17,69.83333333333333,FANG,"Diamondback Energy, Inc.",30.0,1.8,93,2.14,98.86,112.32,13.62,$23.63,$102.53,77.3,76.81,73.39,86.5,True
58,65.0,GE,General Electric Company,16.0,2.1,100,11.92,105.82,121.78,15.08,$6.00,$107.36,103.58,60.01,24.26,79.0,True
76,64.16666666666667,GNRC,Generac Holdings Inc.,11.0,1.6,90,1.85,404.95,497.0,22.73,$173.80,$466.92,439.47,427.68,339.67,91.5,True
79,64.0,CZR,"Caesars Entertainment, Inc.",28.0,1.9,80,1.48,119.49,126.91,6.21,$43.07,$113.46,104.37,95.68,91.89,84.0,True
81,63.833333333333336,ALGN,"Align Technology, Inc.",17.0,1.8,88,1.71,662.06,745.36,12.58,$297.44,$735.17,714.97,686.07,598.35,86.5,True
101,63.0,ULTA,"Ulta Beauty, Inc.",45.0,2.3,70,1.28,368.03,436.65,18.65,$200.50,$414.98,379.92,362.02,326.83,74.0,True
119,62.5,HCA,"HCA Healthcare, Inc.",20.0,2.0,86,1.65,247.79,266.62,7.6,$114.38,$263.92,254.67,247.62,202.43,81.5,True
131,61.666666666666664,PXD,Pioneer Natural Resources Company,29.0,1.9,72,1.31,174.68,207.44,18.75,$76.58,$175.37,150.42,147.08,144.51,84.0,True
141,61.333333333333336,CBRE,"CBRE Group, Inc.",21.0,2.1,84,1.57,100.45,116.43,15.91,$43.17,$99.73,96.5,93.64,81.06,79.0,True
144,61.166666666666664,TECH,Bio-Techne Corporation,12.0,1.8,85,1.62,493.82,540.67,9.49,$228.67,$540.00,513.38,488.87,412.11,86.5,True
145,61.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,83,1.55,416.69,448.0,7.51,$205.97,$450.84,441.06,418.83,331.94,86.5,True
151,60.833333333333336,AMAT,"Applied Materials, Inc.",12.0,2.0,89,1.79,129.13,162.47,25.82,$56.65,$146.00,136.66,135.56,122.74,81.5,True
154,60.5,COP,ConocoPhillips,16.0,1.8,79,1.44,70.1,74.95,6.92,$27.53,$63.57,57.02,56.15,52.18,86.5,True
156,60.5,EPAM,"EPAM Systems, Inc.",21.0,2.0,79,1.45,575.44,653.4,13.55,$305.83,$648.72,625.22,598.13,460.31,81.5,True
160,60.333333333333336,MRO,Marathon Oil Corporation,14.0,2.3,93,2.14,14.24,15.96,12.08,$3.73,$14.33,11.73,11.66,10.75,74.0,True
164,60.166666666666664,MS,Morgan Stanley,13.0,2.0,86,1.64,99.05,104.51,5.51,$45.86,$105.81,103.09,99.9,84.26,81.5,True
175,59.333333333333336,INTU,Intuit Inc.,19.0,1.9,75,1.37,543.97,596.52,9.66,$301.94,$582.96,563.01,542.42,442.67,84.0,True
176,59.333333333333336,KIM,Kimco Realty Corporation,21.0,2.3,83,1.54,21.74,24.15,11.09,$10.04,$22.45,21.69,21.31,19.17,74.0,True
177,59.333333333333336,JCI,Johnson Controls International plc,24.0,2.1,75,1.36,69.02,81.25,17.72,$39.80,$76.83,74.51,72.79,61.94,79.0,True
190,58.833333333333336,TRMB,Trimble Inc.,18.0,2.0,77,1.4,84.14,95.25,13.2,$46.78,$96.49,92.97,88.87,78.47,81.5,True
194,58.666666666666664,ETSY,"Etsy, Inc.",15.0,1.9,77,1.4,204.37,221.37,8.32,$109.52,$251.86,216.39,202.36,196.58,84.0,True
197,58.5,SPG,"Simon Property Group, Inc.",12.0,2.2,87,1.67,133.14,149.76,12.48,$59.35,$137.38,131.71,128.93,113.84,76.5,True
201,58.333333333333336,IQV,IQVIA Holdings Inc.,16.0,1.7,70,1.28,241.55,278.16,15.16,$146.00,$265.34,259.6,253.17,218.95,89.0,True
203,58.333333333333336,KEYS,"Keysight Technologies, Inc.",22.0,2.1,74,1.35,165.42,179.67,8.61,$95.48,$182.49,178.4,169.36,148.98,79.0,True
225,56.833333333333336,GRMN,Garmin Ltd.,24.0,2.4,75,1.36,155.11,163.29,5.27,$91.84,$178.81,171.71,164.39,138.97,71.5,True
228,56.666666666666664,CTLT,"Catalent, Inc.",16.0,1.7,65,1.2,131.93,150.25,13.89,$79.65,$142.64,136.13,125.4,112.69,89.0,True
231,56.5,KLAC,KLA Corporation,11.0,2.2,82,1.51,335.02,387.53,15.67,$178.08,$374.60,349.15,334.81,310.86,76.5,True
243,55.833333333333336,MOS,The Mosaic Company,17.0,2.2,74,1.35,37.8,40.42,6.93,$16.01,$38.23,32.34,31.56,30.73,76.5,True
248,54.833333333333336,MCHP,Microchip Technology Incorporated,16.0,2.0,67,1.23,152.71,180.26,18.04,$95.53,$166.67,157.93,149.27,148.46,81.5,True
249,54.833333333333336,NXPI,NXP Semiconductors N.V.,11.0,2.0,72,1.32,192.89,234.26,21.45,$117.25,$228.72,213.24,208.15,192.29,81.5,True
258,54.0,EXR,Extra Space Storage Inc.,12.0,2.1,71,1.3,168.94,192.86,14.16,$102.74,$194.67,184.51,177.38,143.94,79.0,True
261,53.5,USB,U.S. Bancorp,14.0,2.2,70,1.28,60.76,63.86,5.1,$34.17,$62.47,56.7,56.61,53.8,76.5,True
268,51.666666666666664,EFX,Equifax Inc.,11.0,2.3,70,1.28,256.31,277.94,8.44,$135.98,$279.59,270.43,261.95,216.17,74.0,True
