rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
38,65.0,GE,General Electric Company,16.0,2.1,100,11.84,105.82,121.78,15.08,$6.00,$107.36,103.5,59.97,24.25,79.0,True
56,64.0,ULTA,"Ulta Beauty, Inc.",45.0,2.3,73,1.34,368.03,436.65,18.65,$200.50,$414.98,373.78,354.52,321.06,74.0,True
63,63.5,ALGN,"Align Technology, Inc.",17.0,1.8,87,1.67,662.06,745.36,12.58,$297.44,$731.73,699.71,663.16,584.14,86.5,True
81,62.666666666666664,CZR,"Caesars Entertainment, Inc.",28.0,1.9,76,1.38,119.49,126.91,6.21,$43.07,$113.46,94.79,94.14,89.83,84.0,True
98,61.833333333333336,TECH,Bio-Techne Corporation,12.0,1.8,87,1.66,493.82,540.67,9.49,$228.67,$536.01,488.01,473.67,399.45,86.5,True
100,61.666666666666664,PG,The Procter & Gamble Company,21.0,2.5,95,2.32,139.58,153.0,9.61,$121.54,$147.23,143.73,142.3,134.67,69.0,True
104,61.333333333333336,CBRE,"CBRE Group, Inc.",21.0,2.1,84,1.55,100.45,116.43,15.91,$43.17,$98.93,94.83,90.96,78.92,79.0,True
109,61.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,83,1.54,416.69,448.0,7.51,$205.97,$450.67,427.58,404.15,319.67,86.5,True
114,60.833333333333336,MS,Morgan Stanley,13.0,2.0,88,1.72,99.05,104.51,5.51,$45.86,$105.81,103.08,97.15,81.81,81.5,True
121,60.5,EPAM,"EPAM Systems, Inc.",21.0,2.0,79,1.45,575.44,653.4,13.55,$305.83,$648.72,625.84,596.44,458.83,81.5,True
136,59.333333333333336,JCI,Johnson Controls International plc,24.0,2.1,75,1.36,69.02,81.25,17.72,$39.80,$75.68,73.82,71.53,60.21,79.0,True
145,58.666666666666664,INTU,Intuit Inc.,19.0,1.9,73,1.34,543.97,596.52,9.66,$301.94,$582.96,549.72,526.95,430.15,84.0,True
147,58.666666666666664,KEYS,"Keysight Technologies, Inc.",22.0,2.1,75,1.36,165.42,179.67,8.61,$95.44,$182.14,171.95,163.9,145.48,79.0,True
152,58.5,TRMB,Trimble Inc.,17.0,2.0,77,1.4,84.14,95.25,13.2,$46.78,$96.49,91.67,86.77,76.7,81.5,True
156,58.333333333333336,ETSY,"Etsy, Inc.",14.0,1.9,77,1.41,204.37,221.37,8.32,$109.52,$251.86,203.16,197.79,192.78,84.0,True
158,58.166666666666664,GRMN,Garmin Ltd.,23.0,2.4,80,1.46,155.11,163.29,5.27,$91.84,$178.81,170.79,159.32,136.2,71.5,True
162,58.166666666666664,SPG,"Simon Property Group, Inc.",12.0,2.2,86,1.63,133.14,149.76,12.48,$59.35,$137.38,131.58,128.76,113.62,76.5,True
163,58.0,IQV,IQVIA Holdings Inc.,16.0,1.7,69,1.27,241.55,278.16,15.16,$146.00,$265.34,259.45,252.97,218.5,89.0,True
176,57.333333333333336,CTLT,"Catalent, Inc.",16.0,1.7,67,1.22,131.93,150.25,13.89,$79.65,$142.64,135.58,124.92,112.48,89.0,True
180,57.0,CDW,CDW Corporation,20.0,2.1,72,1.31,185.71,201.6,8.56,$105.87,$203.82,197.49,186.69,162.63,79.0,True
183,56.833333333333336,MOS,The Mosaic Company,18.0,2.2,76,1.38,37.8,40.42,6.93,$16.01,$38.23,32.29,31.53,30.68,76.5,True
190,56.5,KLAC,KLA Corporation,11.0,2.2,82,1.5,335.02,387.53,15.67,$177.54,$374.60,347.28,333.71,310.34,76.5,True
198,55.666666666666664,DHR,Danaher Corporation,18.0,1.9,65,1.2,302.32,322.74,6.75,$201.44,$333.96,325.36,310.25,256.88,84.0,True
203,54.833333333333336,MCHP,Microchip Technology Incorporated,16.0,2.0,67,1.22,152.71,180.26,18.04,$95.53,$166.67,157.26,148.91,148.37,81.5,True
211,54.0,DOV,Dover Corporation,19.0,2.3,69,1.26,156.88,181.18,15.49,$105.40,$176.40,172.93,163.65,140.84,74.0,True
212,54.0,EFX,Equifax Inc.,11.0,2.3,77,1.4,256.31,277.94,8.44,$135.98,$279.59,263.19,254.92,209.52,74.0,True
214,53.833333333333336,IDXX,"IDEXX Laboratories, Inc.",11.0,2.4,79,1.44,623.98,717.5,14.99,$361.17,$706.95,676.93,672.12,552.57,71.5,True
217,53.166666666666664,USB,U.S. Bancorp,14.0,2.2,69,1.27,60.76,63.86,5.1,$34.17,$62.47,56.64,56.59,53.73,76.5,True
220,52.333333333333336,FFIV,"F5 Networks, Inc.",12.0,2.3,71,1.3,201.39,232.75,15.57,$117.65,$216.15,204.12,198.12,191.8,74.0,True
227,51.0,POOL,Pool Corporation,11.0,2.3,68,1.24,437.4,511.38,16.91,$304.43,$498.95,485.53,474.44,399.05,74.0,True
