date,AFG,BBCP,CDMO,CLAR,DHR,LH,LSI,NAVI,PBH,SSTI,TGT,TRNS,portfolio
2021-08-11,251.8775630362933,63.27531340516554,33.74892520108268,56.5633526808126,404.4449348613923,200.14323382059797,299.80480669719304,32.65646016247467,106.56722897448047,209.34831448385333,458.61681278001146,382.9530538966431,2500.0000000000005
2021-08-12,252.1200444447518,63.20283309198666,35.925339122046736,54.69541946534717,408.6178311746487,200.4968319869532,302.71429405255867,32.49265666872765,104.5605120760512,208.3608224344012,456.6419162814395,390.1926765209457,2510.021177319858
2021-08-13,250.24081352919825,63.20283309198666,36.404150184658825,53.489045930359076,410.5608360205086,201.51092484140608,301.84655220973036,32.56711280224902,105.28222604829331,212.7057874519906,456.0600271345387,390.42250581060614,2514.292815055526
2021-08-16,253.4334854072355,61.31834494933568,35.89632026976721,53.11935081479821,415.16406226606955,204.36639682631275,302.7653376903721,32.58200402895329,105.33503438772567,209.0520668690177,458.86367484233307,377.4946082672086,2509.3906866191296
2021-08-17,253.59513967954118,59.28889618032693,36.2300370709817,52.535621684965264,417.96772697653864,203.79263376392495,304.3221686436818,32.82026365622169,104.57811485586198,205.44772088851738,445.56838948587455,370.14007099807577,2486.286783884512
2021-08-18,251.95839017244612,59.071455240790286,35.069282979800875,51.874062004487925,410.1826672921198,200.44345867882413,303.09712133615943,32.730916295996046,103.48674250759343,208.70644465170946,433.1900203608959,367.03737558766034,2456.8479371084836
2021-08-19,250.18019317708362,59.28889618032693,34.6920379001671,52.24375712004879,416.45505206298327,201.99795627808408,302.867424965999,32.447982988614825,102.06091734292,198.68340034977024,429.3989244038156,368.24397935837743,2448.560522128191
2021-08-20,254.58527209741348,58.709053674895856,35.98337682660578,52.029723105776704,418.7371047342953,204.32636684521592,305.2664759432303,32.90961101644734,102.4833840583788,200.80650825609234,443.381896933884,373.3002237309062,2482.518997223142
2021-08-23,255.3733366749037,58.9989749276114,37.202168622345646,51.562739801910354,414.9293368484489,202.62509264860094,304.6794741083758,32.79048120281315,101.8672867650014,202.48524474016097,441.84782554660035,378.873584005171,2483.2355458919433
2021-08-24,254.0801024964582,59.65129774622135,34.967716996822546,52.1464689317433,417.5765179471709,201.55762648601905,304.934692297443,32.939393469855894,100.84632553597598,198.28840352998935,438.56808671861455,381.4591635138505,2477.0157956701646
2021-08-25,255.9593334120118,58.78153398807474,36.04141453116482,53.46958829269798,416.05080273263655,202.9920341419885,303.9393413600811,33.60949867154826,100.3006393618417,194.7828067544343,439.43210393673985,383.5850844432092,2478.9441816264284
2021-08-26,251.71590876398758,58.9989749276114,34.75007560472614,53.041520264153824,414.564208421039,201.23738663724444,306.8998723532601,33.505260084618335,98.75159473849281,196.5109178409755,435.6057419707564,382.89559657422797,2468.4770581810935
2021-08-27,254.68630601760455,60.44858119118907,35.05477355366111,54.131147973175324,415.55527129543736,200.4968319869532,307.6400051015549,34.36895123346627,99.96618654543683,195.02967976679733,435.9936680686902,382.9530538966431,2476.3244566306093
2021-08-30,254.01948214434358,60.593541817546836,35.11281125822015,53.37230010439249,425.85710906878893,202.2714944822457,312.66780342617795,33.996670565859404,100.65269495805737,191.2772099788792,436.3110621488179,382.49339531732227,2488.6255752706516
2021-08-31,256.84843190969303,60.23114025165243,35.17084896277919,52.71074042391515,422.15366359077393,202.40492775256843,313.0761525286854,34.56253718062185,101.02235333408382,196.65904164839333,432.14967309825533,389.33081668471925,2496.320327366141
2021-09-01,254.26196355280211,59.65129774622135,35.76573543450937,54.033859784869826,426.6264868265456,203.46572225163428,316.24085807311815,34.48808104710047,101.0399561138946,192.56094964316696,431.07405982671156,391.22690832441754,2500.4358786249913
2021-09-02,258.0810457360239,62.478029960197816,34.996735849102066,54.05331742253093,431.62092210147426,205.71407285657244,321.39626549227484,34.086017926085056,101.7616700861367,179.3779307829809,430.104244581877,390.0777618761155,2503.748014671371
2021-09-03,256.58574371719635,62.84043152609224,33.54579323512603,54.539758364058386,432.911911898388,204.58656172234527,324.76514558796134,34.309386326649175,101.21598391200243,186.14225132172808,427.47692691859817,387.43472504502097,2506.3546195751665
2021-09-07,254.32258390491674,63.78267559741773,34.213226837555005,52.80802861222064,429.75615906148784,202.45830106069752,321.54939640571513,34.354060006762,98.06508632587227,185.6978798994746,424.69091221525537,379.7354438413975,2481.4337537687725
2021-09-08,254.2417567687639,64.07259685013327,34.31479282053333,52.34104530835428,430.4212144114131,204.86677159002303,324.61201467452105,34.48808104710047,97.64261961041348,179.1310577706179,430.61560171097165,379.2757852620767,2486.0233378249222
2021-09-09,250.82681026630632,61.89818745476674,30.179606370701617,53.74199521995336,427.6436303029018,202.25815115521343,316.8533817268794,34.5327547272133,96.00556108801065,180.16792442254265,429.45182341717026,373.8173396326422,2457.3771657843017
2021-09-10,245.10829038349277,60.666022130725715,30.556851450335387,53.39175774205359,429.74311876050893,200.7837135181471,316.3684671676518,34.324277553353454,94.17487198768922,177.50169588902187,427.8824860209835,369.22075383943417,2439.7223064433974
2021-09-13,246.46214491405289,59.79625837257912,28.69964490444606,52.82748624988174,418.6197420254849,198.45530295101526,317.28725264829353,34.96460030163727,93.94603585014903,173.65047689615852,425.36096638441376,368.35889400320764,2418.42880550132
2021-09-14,240.78403859931575,59.50633711986359,27.72751335308211,53.255554278425905,422.06238148392146,198.0149731589502,308.17596329859595,34.26471264653635,94.12206364825687,166.68865794752094,423.84452800158164,362.5557044392825,2391.0024279753334
2021-09-15,246.1186295854033,58.20169148264367,27.640456796243548,53.37230010439249,423.5750563974769,199.94975557862998,310.0390560787862,34.800796807890244,94.66774982239114,167.7748992019183,427.177165842922,382.37848067249206,2425.69603837119
2021-09-16,247.75537909249834,59.578817433042474,29.221984245477433,53.21663900310371,421.9450187751111,198.03498814949862,311.1109724728683,34.96460030163727,93.75240527223042,169.8486325057678,432.0967740849007,371.2892174463778,2422.8154287825137
2021-09-17,245.79532104079195,57.984250543107024,30.440776041217305,53.2360966407648,422.6361547269942,197.43453843304627,305.98108687261833,34.97949152834154,93.11870519904224,187.5741147934337,431.6030499602577,369.6229550963398,2430.4065408759548
2021-09-20,242.6026491627547,58.0567308562859,29.134927688638868,51.91297727981012,422.0884620858793,196.08686240278658,306.31287051840565,33.62438989825253,92.48500512585404,182.6860291486456,423.6681979570663,356.52268558569693,2395.181787710076
2021-09-21,242.01665242564658,57.69432929039149,30.266662927540178,51.48490925126596,422.85783984363593,196.25365399069003,306.49152325075266,33.26700045734994,93.66439137317651,183.17977517337167,422.2222915920403,354.798965913244,2394.1979954891053
