"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",42820.04,35.84,26.67,2.56,6.78,7.88,27.19,40.36,0.60%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,,0.20%,-19.62%,90.60%,0.26%,,2.87,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,2.96%,-5.03%,-10.49%,-9.36%,14.56%,-11.61%,1.04,3.97,2.11%,2.85%,-0.34%,-5.61%,-7.52%,-13.68%,6.98%,-21.83%,24.81%,44.34,-0.80%,0.27%,,1712.55,0.84,140.37,-0.53%,1444112,2/22/2022 4:30:00 PM,175.32,11/18/1999,140.37,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",11738.77,29.12,9.16,,0.97,3.10,8.08,,0.62%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-28.33%,77.70%,0.31%,6.06%,1.43,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,11.88%,9.68%,38.49%,57.75%,206.54%,7.79%,2.40,3.28,5.07%,5.65%,5.94%,14.39%,39.36%,-2.82%,47.36%,-2.82%,215.28%,61.50,-1.85%,1.14%,1.90,7921.13,0.63,63.75,-0.73%,5019441,1/19/2022 4:30:00 PM,66.30,10/18/2016,63.96,0.33%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13%,-0.17%,0.79%,2.69%,-0.39%,-1.16%,,0.15,0.59%,0.69%,0.26%,1.05%,0.81%,-1.74%,3.72%,-4.74%,8.45%,53.64,0.34%,0.38%,,455.21,0.31,18.10,0.72%,139647,,,8/15/2018,,
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1220.02,43.53,,,,1.30,1355.57,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.15%,0.08%,0.29,,,,1.70,1.70,0.00,0.00,,,,0.31%,-0.41%,-0.61%,-0.20%,,0.10%,,0.03,0.37%,0.29%,0.19%,-0.01%,-0.11%,-0.81%,0.62%,-2.40%,2.74%,54.19,0.10%,0.00%,,291.97,0.14,9.76,0.10%,41363,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",48.30,,,,1.62,1.62,4.09,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,1.14%,0.51,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,0.65%,-32.17%,-33.05%,-45.45%,-75.36%,45.73%,1.37,0.26,10.64%,14.48%,-12.03%,-0.44%,-35.19%,-45.92%,59.00%,-84.29%,59.00%,46.73,0.63%,1.28%,1.50,658.18,0.10,1.59,1.92%,67832,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.61,1.26%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.03,,,,,222.73,305.76,,,,-0.02,,,,,,,,21.84,17.41,25.41%,0.00%,6.80%,,0.02%,0.06,,,,4.40,4.40,0.00,0.00,,,,0.00%,0.00%,,,,0.10%,,0.04,0.33%,0.30%,-0.08%,0.37%,0.38%,-1.16%,5.30%,-1.16%,5.30%,51.15,0.00%,0.36%,,67.50,0.00,9.84,0.36%,1,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,227.73,,,,,-0.09,,,,,,,,,13.68,,,87.84%,,0.01%,0.01,,,,,,,,,,,-0.69%,-0.20%,1.01%,,,-0.10%,,0.10,0.48%,0.63%,-0.01%,0.45%,0.79%,-4.84%,2.24%,-4.84%,2.66%,51.15,0.00%,0.00%,,62.87,0.05,10.02,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,69.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.93%,-36.38%,,,,-37.46%,,0.04,9.47%,8.00%,-16.06%,-26.23%,-26.63%,-47.75%,52.00%,-47.75%,52.00%,41.16,0.00%,0.00%,,53.50,0.00,0.35,0.00%,0,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",387.87,,,,3878.65,1.14,2.40,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.44%,4.98%,2.81,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,2.02%,-20.01%,-35.71%,-41.26%,-25.77%,-24.84%,1.54,1.46,6.46%,7.83%,-3.85%,-11.73%,-25.24%,-26.65%,13.76%,-60.82%,36.32%,45.23,7.14%,0.33%,1.60,219.04,0.47,19.51,7.49%,102230,,48.75,8/8/2017,20.00,2.51%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89%,-2.59%,-4.59%,-6.84%,-0.59%,-2.38%,,1.00,0.93%,1.41%,1.23%,0.88%,-2.73%,-2.60%,9.54%,-8.78%,9.54%,53.80,0.43%,0.45%,,3.58,0.82,63.27,0.88%,2940,,,7/21/2010,,
