Company,Recommendations
ABCL,1.6
ONEM,1.6
PGNY,1.6
PANW,1.7
COLD,1.7
FND,1.7
CDNA,1.7
SPB,1.7
ARNA,1.7
ARVN,1.7
IMAB,1.7
EXAS,1.7
MTZ,1.7
ADPT,1.7
JCOM,1.8
AL,1.8
XPEV,1.8
RUN,1.8
ASAN,1.8
USM,1.8
IDXX,1.9
STAA,1.9
XLRN,1.9
NET,1.9
DOCN,1.9
ZNGA,1.9
BLI,1.9
SEM,2.0
BRKS,2.0
NVAX,2.0
EAF,2.0
RLX,2.0
SAVA,2.0
MRTX,2.1
KYMR,2.1
OKTA,2.1
ZG,2.1
BEAM,2.1
PODD,2.2
OLED,2.2
Z,2.2
ZM,2.2
BGNE,2.3
CVET,2.3
POSH,2.3
SRCL,2.3
TWST,2.3
W,2.3
GMAB,2.3
FSR,2.3
PACB,2.4
QRTEA,2.4
SAVE,2.4
TRUP,2.4
NVTA,2.4
FEYE,2.4
EXPE,2.4
FLGT,2.5
MRNA,2.5
FROG,2.5
QDEL,2.5
BNTX,2.5
GKOS,2.6
BIGC,2.6
RDFN,2.6
GFI,2.6
TDC,2.6
CVAC,2.7
AU,2.8
ILMN,2.8
FLS,2.8
CGNX,2.9
AIN,2.9
APPN,2.9
NVO,3.0
AMC,3.6
HMY,4.0
WXXWY,6.0
VMEO,6.0
AMEH,6.0
DUOL,6.0
DOCS,6.0
TSP,6.0
ENVX,6.0
VERV,6.0
NCMGY,6.0
APP,6.0
EXPGY,6.0
SKREF,6.0
RXRX,6.0
BFLY,6.0
IMPUY,6.0
LAW,6.0
DLO,6.0
NTDOY,6.0
NOKPF,6.0
BHG,6.0
NEGG,6.0
SWIM,6.0
KNBE,6.0
