Company,Recommendations
KT,1.0
TEF,1.0
BCS,1.0
QFIN,1.4
ASX,1.5
FBP,1.5
BLDR,1.5
SBSW,1.6
LKQ,1.6
ALLY,1.6
RIO,1.6
TDS,1.7
ARCC,1.7
SLM,1.7
FLEX,1.8
NAVI,1.8
GM,1.8
KMX,1.8
ET,1.8
FHN,1.9
KKR,1.9
SYF,1.9
FITB,1.9
ACGL,1.9
CI,1.9
ISBC,2.0
COE,2.0
PFSI,2.0
AMKR,2.0
VALE,2.0
STLD,2.0
QCOM,2.0
FNF,2.0
TPX,2.1
HOG,2.1
KGC,2.1
C,2.1
CRI,2.1
TGNA,2.1
CFG,2.1
DGX,2.1
DAN,2.1
FL,2.1
AMX,2.1
KLIC,2.2
KSS,2.2
LEN,2.2
PHM,2.2
NYCB,2.2
WFC,2.2
RF,2.2
TROX,2.2
GS,2.2
BAC,2.2
TPH,2.2
DFS,2.2
CB,2.2
ATUS,2.2
LPX,2.2
DKS,2.3
ENB,2.3
KNX,2.3
CIG,2.3
SSRM,2.3
ORI,2.3
STX,2.4
SC,2.4
IRWD,2.4
FE,2.4
BWA,2.4
IPG,2.4
JELD,2.4
GGB,2.5
AXP,2.5
CBD,2.5
VSH,2.5
LYB,2.5
NUE,2.5
HPQ,2.6
AN,2.6
GFI,2.6
FSLR,2.6
KEY,2.7
PFG,2.7
VIAC,2.7
SBH,2.7
AU,2.8
HMLP,2.8
IVZ,2.8
SHLX,2.9
FSM,3.0
ABEV,3.1
SPWR,3.1
TCS,3.3
MUFG,6.0
HUT,6.0
LEE,6.0
LITB,6.0
CEF,6.0
GILT,6.0
