Company,Recommendations
IDCC,1.2
GNRC,1.5
ING,1.5
OUT,1.5
VNET,1.6
NCR,1.7
CHX,1.7
AVIR,1.7
PSFE,1.7
SBNY,1.7
ONTO,1.8
SWCH,1.9
HWC,1.9
ITRI,1.9
PACW,1.9
VNT,1.9
POST,1.9
MGNI,1.9
WBS,1.9
PPBI,2.0
CRC,2.0
SYNA,2.0
ABCM,2.0
FCX,2.0
PFSI,2.0
FOUR,2.0
UCBI,2.0
STL,2.0
GT,2.1
MNST,2.1
MP,2.1
ALRM,2.1
UTHR,2.1
PCTY,2.2
LOB,2.2
RAMP,2.2
FRME,2.2
BLDP,2.2
KLIC,2.2
CARG,2.2
TX,2.2
NRG,2.2
HIMX,2.2
TROX,2.2
VCTR,2.3
SPR,2.3
IOSP,2.3
PBH,2.3
BLL,2.4
BKU,2.4
AIG,2.4
SSB,2.5
MDRX,2.5
CTVA,2.5
BE,2.5
OZK,2.5
SPCE,2.6
TSE,2.6
AEL,2.6
PINC,2.6
ZION,2.7
GBCI,2.7
CSOD,2.7
LTHM,2.7
SIG,2.8
CIT,2.8
UNIT,2.8
CMA,2.9
YELP,2.9
ONB,2.9
UNM,3.0
MD,3.0
FMBI,3.0
MVIS,3.0
WSFS,3.0
SFBS,3.0
PBCT,3.0
BHF,3.2
AMCX,3.3
AAON,3.3
M,3.4
HBCYF,6.0
NLLSF,6.0
MVST,6.0
WEBR,6.0
ACH,6.0
PILBF,6.0
ASTR,6.0
BDRAF,6.0
BDRBF,6.0
YMM,6.0
PWSC,6.0
LNSTY,6.0
RLLCF,6.0
CMCLF,6.0
TGOPY,6.0
LCID,6.0
HOOD,6.0
GCPEF,6.0
PAY,6.0
