no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
1363,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14288.0,49.59,6.51,0.79,2.8,5.0,18.87,15.23,1.75%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.33%,95.30%,1.01%,2.03%,1.43,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,6.35%,-7.99%,20.51%,43.56%,62.04%,-3.39%,1.07,3.27,7.25%,4.48%,3.82%,7.59%,28.16%,-4.91%,24.19%,-4.91%,73.44%,57.28,3.60%,0.37%,2.1,3033.86,1.12,71.1,3.98%,3400523,11/3/2021 4:30:00 PM,72.58,8/11/2005,71.12,0.03%,66.0,95,1.44,71.1,68.62,66.14,55.49,41.0,74.77,11.0,2.08,57.333333333333336,True
1636,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,122417.29,26.68,11.22,,3.38,2.71,11.65,21.25,1.70%,51.00%,3.36,-139.20%,35.33%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-9.77%,80.40%,0.03%,1.13%,1.88,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,4.71%,22.96%,20.80%,57.51%,118.70%,24.22%,1.44,2.82,4.46%,3.24%,8.86%,17.80%,38.72%,-0.58%,35.43%,-0.58%,125.36%,70.22,1.39%,-1.85%,1.8,7933.29,1.44,89.22,-0.49%,11440358,2/3/2022 8:30:00 AM,93.63,1/13/1978,89.15,-0.08%,75.0,98,1.87,89.22,81.95,75.85,64.47,39.7,89.71,16.0,4.94,63.0,True
2177,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,36934.08,29.92,9.83,1.2,4.14,3.89,15.91,13.42,0.85%,19.80%,1.73,3855.60%,55.91%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.26%,90.20%,-1.98%,2.61%,1.44,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,6.40%,16.27%,35.01%,103.54%,220.08%,17.46%,2.88,2.71,8.19%,5.01%,6.27%,16.29%,56.87%,-4.99%,45.01%,-4.99%,239.22%,64.53,-1.45%,1.10%,1.8,11635.52,0.82,51.55,-0.37%,9587821,2/15/2022 4:30:00 PM,53.64,3/17/1992,51.26,-0.56%,75.0,99,2.62,51.55,48.5,44.77,33.93,16.17,53.22,30.0,4.05,68.0,True
2429,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,66045.35,21.22,10.89,0.29,4.25,2.93,15.38,13.09,2.73%,31.00%,5.17,-122.20%,16.60%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.78%,87.80%,-0.47%,0.87%,1.14,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,6.04%,21.65%,20.70%,52.36%,111.71%,23.55%,1.83,3.95,5.16%,3.78%,9.49%,19.10%,35.45%,-1.42%,35.99%,-1.42%,126.99%,72.98,-0.05%,0.00%,2.0,4440.98,0.85,109.7,-0.05%,3781662,11/4/2021 4:30:00 PM,114.47,10/4/1989,109.71,0.01%,69.0,98,1.8,109.7,100.19,92.87,82.85,50.08,110.95,14.0,4.35,60.333333333333336,True
2659,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,24080.12,66.76,7.46,1.09,4.34,2.03,52.69,8.37,1.55%,82.70%,1.93,269.40%,53.65%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.35%,89.40%,0.64%,2.82%,1.77,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,5.52%,16.78%,19.58%,61.73%,113.30%,19.28%,2.34,6.28,7.48%,4.85%,6.07%,13.90%,37.00%,-3.98%,35.47%,-3.98%,128.41%,63.61,-0.11%,0.17%,1.9,2868.55,0.81,128.72,0.06%,2309441,11/1/2021 4:30:00 PM,138.97,10/12/2012,128.26,-0.36%,72.0,98,1.9,128.72,121.36,113.02,93.96,56.35,131.75,22.0,7.96,64.0,True
3473,HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,USA,28197.73,69.28,17.95,1.1,1.98,4.86,10.71,28.06,0.58%,40.40%,0.45,-158.60%,60.71%,-33.80%,62.70%,-9.40%,,29.70%,894.0,892.11,0.40%,-3.92%,78.00%,-0.33%,1.59%,1.4,1.90%,7.50%,-15.60%,2.4,1.8,1.61,1.61,12.60%,8.10%,2.80%,9.56%,33.75%,22.73%,45.08%,68.75%,34.81%,2.5,1.19,6.80%,4.05%,15.61%,28.37%,38.41%,-2.40%,50.99%,-2.40%,79.20%,79.75,1.95%,-0.23%,2.2,10104.15,1.41,31.36,1.72%,14267792,1/24/2022 8:30:00 AM,30.29,9/15/1948,31.41,0.16%,63.0,96,1.49,31.36,27.56,24.58,22.71,17.51,32.13,5.0,-3.41,54.666666666666664,True
3547,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,28181.94,141.45,18.61,,4.3,4.92,11.65,14.15,1.12%,155.80%,0.63,-641.90%,132.80%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.00%,-0.03%,1.92%,2.37,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,0.80%,19.13%,5.90%,15.48%,60.43%,21.14%,1.81,3.97,6.59%,4.33%,5.47%,12.98%,14.37%,-3.79%,33.20%,-3.79%,70.32%,61.28,1.21%,0.26%,2.2,2252.57,2.55,91.0,1.47%,5748775,1/26/2022 8:30:00 AM,108.12,5/24/1962,91.0,0.00%,63.0,95,1.41,91.0,87.13,80.74,79.67,53.43,94.59,12.0,18.81,56.666666666666664,True
5081,MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,USA,45068.36,95.61,16.31,2.18,0.44,1.61,3.41,,3.23%,16.30%,0.75,-716.80%,151.83%,-39.20%,43.80%,-0.60%,156.30%,85.90%,633.0,590.89,0.10%,0.16%,79.50%,-0.11%,2.82%,2.46,10.40%,36.60%,-18.20%,2.0,1.5,0.96,0.97,8.10%,2.80%,8.90%,-0.13%,11.70%,8.69%,28.55%,60.60%,12.36%,1.93,2.16,3.94%,2.82%,1.87%,8.98%,16.88%,-5.38%,20.57%,-5.38%,69.66%,59.9,0.00%,-0.14%,1.8,6776.81,1.15,71.8,-0.14%,7760517,2/2/2022 8:30:00 AM,79.47,6/23/2011,71.8,0.00%,75.0,94,1.39,71.8,70.9,66.02,61.52,42.32,75.88,16.0,10.68,61.666666666666664,True
5106,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,15949.28,,9.95,,3.55,1.45,,11.66,1.21%,,-0.05,-409.20%,50.72%,6.10%,-2.40%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.30%,75.40%,0.42%,2.83%,1.25,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,6.26%,20.45%,22.53%,68.08%,162.57%,20.89%,2.82,0.88,6.60%,4.47%,8.28%,17.87%,41.93%,-3.60%,38.80%,-3.60%,175.56%,67.22,-0.55%,0.50%,2.2,17412.59,1.05,19.84,-0.05%,18203529,2/16/2022 4:30:00 PM,20.9,11/26/1965,19.84,0.00%,63.0,99,2.3,19.84,18.5,16.89,14.02,7.2,20.58,20.0,5.34,60.666666666666664,True
5754,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,36037.5,,12.09,,1.61,3.83,17.5,5.82,0.11%,,-0.79,155.00%,42.84%,-8.00%,37.40%,7.30%,115.80%,64.90%,935.4,932.02,0.10%,2.11%,70.90%,0.37%,3.61%,2.13,-1.40%,-12.90%,-23.10%,1.1,0.9,3.39,3.48,59.40%,7.40%,-5.00%,6.61%,26.39%,11.89%,39.13%,77.85%,28.53%,2.14,1.81,7.54%,5.18%,10.94%,19.79%,29.56%,-3.49%,44.22%,-3.49%,90.42%,67.94,0.29%,0.54%,2.5,15785.26,1.05,37.57,0.83%,16590516,11/4/2021 4:30:00 PM,42.04,7/2/1962,37.58,0.03%,53.0,97,1.57,37.57,34.3,31.48,29.06,19.73,38.93,8.0,11.9,52.666666666666664,True
