rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,79.16666666666667,OPCH,"Option Care Health, Inc.",57.0,1.6,89,1.78,24.82,27.81,12.05,$10.52,$28.21,24.77,22.59,19.42,91.5,True
3,75.5,NOTV,"Inotiv, Inc.",21.0,1.0,99,4.81,30.56,38.0,24.35,$4.61,$32.37,28.01,27.71,20.52,106.5,True
4,72.83333333333333,ONTO,Onto Innovation Inc.,40.0,1.8,92,1.98,73.06,90.2,23.46,$28.08,$79.50,72.68,70.89,63.42,86.5,True
5,71.66666666666667,GLDD,Great Lakes Dredge & Dock Corporation,57.0,1.7,69,1.25,15.1,17.68,17.09,$8.77,$16.28,14.92,14.71,14.26,89.0,True
6,71.5,LQDT,"Liquidity Services, Inc.",13.0,1.0,95,2.42,21.68,32.5,49.91,$6.63,$30.00,23.97,22.54,19.86,106.5,True
7,71.16666666666667,RWT,"Redwood Trust, Inc.",46.0,1.6,76,1.36,13.16,14.04,6.69,$7.01,$12.71,12.38,12.1,10.43,91.5,True
9,70.5,ORGO,Organogenesis Holdings Inc.,13.0,1.2,97,2.99,13.5,26.75,98.15,$3.36,$24.34,15.57,15.54,14.58,101.5,True
10,70.33333333333333,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.5,99,4.66,20.93,23.0,9.89,$2.40,$23.57,17.73,15.8,10.55,94.0,True
14,69.0,EVC,Entravision Communications Corporation,14.0,1.5,99,4.15,7.45,10.5,40.94,$1.25,$8.11,7.07,6.64,4.48,94.0,True
17,68.83333333333333,OLN,Olin Corporation,22.0,1.8,98,3.21,49.31,62.25,26.24,$11.12,$52.01,47.74,45.98,37.66,86.5,True
18,68.66666666666667,ASIX,AdvanSix Inc.,18.0,1.5,94,2.25,42.13,44.5,5.63,$11.62,$38.15,36.0,33.27,28.04,94.0,True
19,68.66666666666667,UTHR,United Therapeutics Corporation,39.0,1.9,83,1.53,185.9,231.89,24.74,$98.37,$216.90,207.19,196.0,177.97,84.0,True
20,68.33333333333333,AMRC,"Ameresco, Inc.",27.0,1.7,89,1.75,61.44,73.82,20.15,$28.57,$72.72,67.96,65.9,55.94,89.0,True
22,67.66666666666667,TH,Target Hospitality Corp.,10.0,1.3,94,2.29,3.95,5.5,39.24,$0.82,$4.70,3.74,3.65,2.73,99.0,True
25,67.16666666666667,KFY,Korn Ferry,13.0,1.4,92,1.98,74.85,97.75,30.59,$27.93,$76.50,69.97,68.68,60.27,96.5,True
26,67.0,SSTK,"Shutterstock, Inc.",23.0,1.7,89,1.73,116.29,126.0,8.35,$47.97,$118.38,108.7,104.82,87.67,89.0,True
27,67.0,IIPR,"Innovative Industrial Properties, Inc.",34.0,1.9,83,1.52,234.18,257.0,9.74,$112.25,$253.61,239.57,221.92,191.96,84.0,True
30,66.66666666666667,CLH,"Clean Harbors, Inc.",42.0,1.9,74,1.33,107.41,114.5,6.6,$52.22,$105.51,101.8,97.32,88.16,84.0,True
31,66.66666666666667,SKY,Skyline Champion Corporation,42.0,2.5,89,1.76,60.81,70.17,15.39,$23.69,$66.82,62.23,57.61,45.11,69.0,True
32,66.33333333333333,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,74,1.33,28.39,32.36,13.98,$16.18,$32.92,31.45,29.8,24.86,84.0,True
33,66.16666666666667,ASO,"Academy Sports and Outdoors, Inc.",16.0,1.8,96,2.52,40.19,47.88,19.13,$12.05,$45.92,40.71,38.84,30.26,86.5,True
34,66.0,SONO,"Sonos, Inc.",25.0,2.1,94,2.2,32.26,46.29,43.49,$12.63,$44.72,38.83,35.95,33.81,79.0,True
35,65.83333333333333,CROX,"Crocs, Inc.",20.0,2.0,96,2.7,141.13,157.7,11.74,$38.95,$147.76,142.29,132.58,95.31,81.5,True
36,65.83333333333333,KE,"Kimball Electronics, Inc.",11.0,1.0,80,1.46,26.31,33.0,25.43,$11.00,$29.99,23.58,21.96,21.54,106.5,True
38,65.66666666666667,SI,Silvergate Capital Corporation,14.0,1.9,99,5.94,128.05,154.57,20.71,$13.50,$187.86,110.12,106.93,104.56,84.0,True
39,65.66666666666667,FCNCA,"First Citizens BancShares, Inc.",18.0,1.7,90,1.79,862.47,1031.67,19.62,$310.27,$915.40,870.16,827.81,765.32,89.0,True
40,65.66666666666667,STLD,"Steel Dynamics, Inc.",29.0,2.1,89,1.73,58.29,80.09,37.4,$28.31,$74.37,68.9,64.66,51.99,79.0,True
41,65.5,NET,"Cloudflare, Inc.",18.0,2.0,97,2.83,114.98,125.13,8.83,$33.36,$131.59,122.88,116.25,88.29,81.5,True
42,65.5,ATLC,Atlanticus Holdings Corporation,17.0,2.0,98,3.58,54.49,63.0,15.62,$11.20,$65.61,52.7,47.19,33.4,81.5,True
43,65.33333333333333,RCII,"Rent-A-Center, Inc.",16.0,1.5,86,1.59,56.53,75.25,33.12,$27.83,$67.76,63.28,58.33,53.09,94.0,True
45,65.33333333333333,CSV,"Carriage Services, Inc.",15.0,1.5,87,1.64,45.16,52.5,16.25,$20.22,$48.61,43.39,39.05,35.76,94.0,True
46,65.33333333333333,TPX,"Tempur Sealy International, Inc.",29.0,2.1,88,1.67,46.53,53.33,14.61,$20.68,$47.90,44.28,41.85,35.45,79.0,True
47,65.16666666666667,TGH,Textainer Group Holdings Limited,21.0,2.0,93,2.04,35.66,41.5,16.38,$12.10,$37.88,33.4,32.48,26.9,81.5,True
48,65.16666666666667,DEN,Denbury Inc.,12.0,1.8,97,2.95,73.93,87.82,18.79,$15.43,$81.37,68.75,68.39,50.39,86.5,True
49,65.16666666666667,CDXS,"Codexis, Inc.",15.0,1.6,89,1.72,26.14,29.5,12.85,$11.29,$29.56,25.38,23.27,22.29,91.5,True
50,65.16666666666667,GTYH,GTY Technology Holdings Inc.,22.0,2.0,92,1.99,7.4,9.5,28.38,$2.16,$8.28,7.18,7.12,6.32,81.5,True
51,65.0,NVEE,"NV5 Global, Inc.",26.0,1.9,85,1.58,101.11,124.57,23.2,$47.78,$109.39,102.69,97.85,91.8,84.0,True
52,65.0,ELF,"e.l.f. Beauty, Inc.",45.0,1.9,66,1.2,29.58,34.17,15.52,$17.32,$31.67,29.98,28.29,26.59,84.0,True
53,64.83333333333333,ACLS,"Axcelis Technologies, Inc.",19.0,1.8,89,1.74,47.81,57.17,19.58,$20.40,$52.80,46.76,41.9,38.54,86.5,True
54,64.83333333333333,DVAX,Dynavax Technologies Corporation,11.0,1.8,97,2.82,16.84,21.0,24.7,$3.58,$20.40,15.01,11.79,8.86,86.5,True
55,64.83333333333333,SCU,"Sculptor Capital Management, Inc.",21.0,2.0,92,1.96,28.45,40.0,40.6,$10.28,$28.90,27.68,25.13,20.89,81.5,True
57,64.66666666666667,STXB,"Spirit of Texas Bancshares, Inc.",25.0,1.7,80,1.45,24.69,27.83,12.72,$10.45,$24.94,22.94,22.84,21.11,89.0,True
58,64.66666666666667,GE,General Electric Company,15.0,2.1,100,12.85,105.82,121.78,15.08,$5.93,$107.36,103.82,60.1,24.28,79.0,True
59,64.66666666666667,CZR,"Caesars Entertainment, Inc.",25.0,1.9,85,1.56,119.49,126.91,6.21,$43.07,$113.46,96.34,94.4,90.26,84.0,True
60,64.66666666666667,LPLA,LPL Financial Holdings Inc.,28.0,1.7,77,1.38,160.18,188.88,17.92,$73.14,$159.74,146.34,141.22,132.1,89.0,True
62,64.33333333333333,AMN,"AMN Healthcare Services, Inc.",20.0,1.7,84,1.55,114.94,121.56,5.76,$52.61,$117.17,109.29,102.85,83.82,89.0,True
63,64.33333333333333,SCSC,"ScanSource, Inc.",12.0,1.3,82,1.49,36.04,39.33,9.13,$18.25,$38.49,33.13,29.32,28.96,99.0,True
64,64.33333333333333,CBNK,"Capital Bancorp, Inc.",18.0,1.7,86,1.59,24.46,26.25,7.32,$9.02,$24.98,23.58,22.06,18.71,89.0,True
65,64.16666666666667,AVNW,"Aviat Networks, Inc.",15.0,2.0,96,2.62,33.6,50.75,51.04,$9.25,$43.76,36.88,34.71,29.73,81.5,True
66,64.16666666666667,SHYF,"The Shyft Group, Inc.",20.0,1.8,86,1.62,39.65,49.5,24.84,$17.29,$45.08,42.71,40.46,35.66,86.5,True
67,64.16666666666667,VRNT,Verint Systems Inc.,32.0,1.6,69,1.25,45.14,63.13,39.85,$23.27,$52.70,43.82,43.23,43.0,91.5,True
68,64.16666666666667,RMNI,"Rimini Street, Inc.",27.0,2.2,89,1.73,9.81,11.9,21.3,$3.04,$10.72,9.07,8.33,7.33,76.5,True
70,64.16666666666667,JLL,Jones Lang LaSalle Incorporated,22.0,2.0,89,1.78,258.02,310.0,20.15,$90.86,$253.93,243.15,221.38,184.22,81.5,True
73,64.0,BLFS,"BioLife Solutions, Inc.",25.0,2.1,88,1.67,42.58,62.14,45.94,$23.20,$60.67,51.26,48.48,40.39,79.0,True
75,63.833333333333336,NSA,National Storage Affiliates Trust,42.0,2.2,73,1.31,52.84,58.3,10.33,$31.82,$59.34,56.55,54.67,43.75,76.5,True
