date,COST,EXR,PLD,portfolio
2021-12-22,1334.9477490710087,1158.967477515563,6.084773413428224,2499.9999999999995
2021-12-23,1336.6478232048576,1153.4120364230018,6.0656485451843825,2496.125508173044
2021-12-27,1368.4628821766894,1173.2528398018378,6.220899124936378,2547.9366211034635
2021-12-28,1371.3044918327953,1177.4855606691433,6.217148881497126,2555.0072013834356
2021-12-29,1378.9061311851387,1192.6703630206998,6.2880241337272365,2577.8645183395656
2021-12-30,1369.53148749807,1193.4640435953145,6.298899496376983,2569.2944305897618
2021-12-31,1378.7361089485423,1199.6014040838502,6.31352453025917,2584.6510375626517
2022-01-03,1376.3317840334646,1159.919797326178,6.1837737748322965,2542.4353551344752
2022-01-04,1370.3086684801756,1172.4062794818897,6.037523436010421,2548.7524713980756
2022-01-05,1335.554907816518,1152.0364364524125,5.911897719484002,2493.5032419884146
2022-01-06,1335.2634834772427,1151.5601958146694,5.871398065815491,2492.6950773577278
2022-01-07,1302.1854868804749,1102.8841076717456,5.764897217532913,2410.834491769753
2022-01-10,1259.9757990341113,1103.2015476086171,5.738272434617377,2368.915619077346
2022-01-11,1267.820390823928,1111.4024291516898,5.737147476026963,2384.959967451645
2022-01-12,1276.9762439083668,1120.132431077839,5.7465225124182835,2402.8551974986244
2022-01-13,1255.3128613735937,1093.148906189648,5.743147064440232,2354.204914627682
2022-01-14,1221.579085897399,1077.276263486579,5.727772439635642,2304.583121823614
2022-01-18,1185.3438934704068,1059.2873007160752,5.753647059421966,2250.3848412459038
2022-01-19,1190.4197316889363,1049.763698947747,5.759647220042046,2245.9430778567253
2022-01-20,1172.5935598147153,1033.7323362762422,5.780272414544314,2212.106168505502
2022-01-21,1169.6548581228894,1034.2613759268831,5.82864735055253,2209.744881400325
2022-01-24,1187.3596278944317,1031.721775699474,5.7491472250603115,2224.830550818966
2022-01-25,1159.2360674135145,1034.2084961815497,5.773522663001832,2199.2180862580663
2022-01-26,1174.1721577298274,1021.4045740889665,5.689522130941148,2201.2662539497346
2022-01-27,1171.8649248504696,1007.0662513249226,5.572896655344848,2184.504072830737
2022-01-28,1195.9327064163783,1041.8273775962125,5.815147847467568,2243.575231860058
2022-01-31,1226.776400334665,1048.599698690927,5.8807731022068115,2281.2568721277985
2022-02-01,1234.7423201111023,1045.266417888903,5.757022507400018,2285.7657605074055
2022-02-02,1267.796080756969,1094.2070662233652,5.899897970450653,2367.903044950785
2022-02-03,1267.18892201146,1082.1967439729613,5.866522863785824,2355.2521888482074
2022-02-04,1262.3316520473868,1065.900901842354,5.755897548809604,2333.9884514385503
2022-02-07,1252.908536458516,1056.8534599793331,5.701897247642508,2315.4638936854917
2022-02-08,1265.6831801811666,1053.731859623514,5.669647099568094,2325.0846869042484
2022-02-09,1284.335079055353,1086.3765850949333,5.826397433371703,2376.538061583658
2022-02-10,1259.198618052006,1052.14457920672,5.566146331595555,2316.9093435903214
2022-02-11,1237.8024239056067,1041.8802573415458,5.486646206103337,2285.169327453256
2022-02-14,1230.2493305711232,1027.5420153099376,5.4502710191284685,2263.2416169001895
2022-02-15,1248.124048463204,1016.8014528070203,5.460771014110202,2270.3862722843346
2022-02-16,1244.4326240883472,1009.28841161546,5.414271199821612,2259.1353069036286
2022-02-17,1250.7713258157546,998.5479298449782,5.373020810817077,2254.69227647155
2022-02-18,1245.0882547356584,991.9343287186996,5.345645864772328,2242.3682293191305
2022-02-22,1219.611897491234,980.2944068829362,5.338895541023036,2205.2451999151936
2022-02-23,1202.8057849205338,987.331288169189,5.278520283774659,2195.4155933734974
2022-02-24,1227.8692416069466,1003.8917712237702,5.374895932536703,2237.1359087632536
2022-02-25,1256.7942931369282,1027.383214609066,5.5668964947247686,2289.744404240719
2022-02-28,1261.068714422451,995.4792092344926,5.469396459579121,2262.0173201165226
2022-03-01,1270.0060733684913,1012.5688126721504,5.46602101160107,2288.0409070522433
2022-03-02,1282.3192705152703,1024.9494546047595,5.53652146836998,2312.8052465883993
2022-03-03,1294.5838475281314,1032.9916161793965,5.609271842319717,2333.1847355498476
2022-03-04,1276.247683060179,1062.8850609772019,5.65652181973752,2344.789265857118
2022-03-07,1283.5822081402061,1059.4989004298445,5.584146813455795,2348.6652553835065
2022-03-08,1271.050368622913,1040.134256956316,5.51214660263527,2316.696772181864
2022-03-09,1281.4693075644038,1047.435698434107,5.643021744445746,2334.548027742957
2022-03-10,1293.782356479067,1038.4940967941886,5.66552206066764,2337.941975333923
2022-03-11,1280.9106207206967,1039.7109767963418,5.543646587580473,2326.165244104619
