date,EVC,MCB,OAS,STKS,TBI,TH,WIRE,portfolio
2021-10-11,219.29319143494857,947.0441104835123,149.8785913848295,245.1100791914579,146.9670006811737,32.418261712656154,759.2887651114218,2500.0
2021-10-12,216.651104791154,952.0262223576948,150.95809722885735,250.38126369019892,149.83419830302162,32.67554950402644,764.8923722340152,2517.4188081089683
2021-10-13,219.88032180023626,956.8976206346736,149.93616502984432,250.38126369019892,145.8571177307809,32.24673651840929,762.1643003453842,2517.363525749527
2021-10-14,221.93527807874312,969.518970715936,153.18907597318164,275.5207589918869,146.18083359131214,31.989448727039008,794.3113096276312,2592.64567570573
2021-10-15,221.64171289609928,970.4046794935686,153.36179690822607,278.56182697192986,143.5911067070624,31.81792353279215,816.1358847366796,2615.5149312463577
2021-10-18,226.04519063575688,978.708199283873,156.0245779901615,287.2795551813862,143.03616523186602,31.560635741421866,828.0804157085238,2650.7347397729895
2021-10-19,223.69666917460617,971.5118154656091,154.829924856104,270.65505022381825,142.66620424840178,31.474873144298435,814.5137879380342,2609.348325050872
2021-10-20,228.98084246219528,974.5010825901186,157.30559159174123,260.5181569570086,145.2096860097185,31.474873144298435,815.8409580460169,2613.831190801098
2021-10-21,223.99023435725,1023.3257789571084,158.3275237907543,252.81411807423328,146.92075555824064,30.96029756155786,806.6244989628038,2642.963207261948
2021-10-22,225.16449508782537,1053.9934453826324,159.8388319723933,246.1237685181389,148.3081092462316,31.560635741421866,832.3568527231346,2697.346138671778
2021-10-25,229.2744076448391,1078.6825775591374,164.67501815363815,261.53184628368956,151.17530686807953,33.961988460877876,861.6283267714191,2780.9294717416806
2021-10-26,233.97145056714055,1029.3043132061273,172.63457457693698,267.41124437843916,133.23219917006335,35.67724040334646,850.3473808535664,2722.5784031556204
2021-10-27,226.92588618368842,973.9475146040984,167.9711093307366,265.99207932108584,129.48634421248784,35.50571520909959,906.4571837521672,2706.285832613364
2021-10-28,229.56797282748298,990.8866949763193,172.63457457693698,270.65505022381825,131.9373357279385,34.81961443211216,970.3825439533329,2800.883786717941
2021-10-29,233.09075501920907,1005.9437441960712,173.58453971968152,268.0194579744478,128.79266736849237,35.50571520909959,988.4468037564303,2833.3836832434317
2021-11-01,247.76901415140105,1031.2971579558005,177.0389584205707,281.1974192213003,130.6424722858136,35.848765597593314,1033.865514118504,2937.6593017509836
2021-11-02,248.35614451668877,1035.7257018439627,178.24800496588193,280.38646775995556,126.71163683650593,34.733851834988734,1032.39088066519,2936.552688423174
2021-11-03,255.10814371749703,1086.5432429606253,176.80866384051143,297.01097271752343,127.03535269703715,35.162664820605876,1024.8702500532881,3002.539290807088
2021-11-04,258.33736072657933,1091.3039276403997,172.72093504445922,281.60289495197276,129.53258933542085,35.50571520909959,1013.1469140994412,2982.150337007373
