date,AFG,BBCP,CDMO,CLAR,DHR,EVC,LH,LSI,NAVI,TGT,UTHR,portfolio
2021-08-10,242.39473957779228,15.556278623072552,96.90880531369045,240.3675916032087,558.8184193968733,88.46501148559871,54.931658629353436,591.6327054011457,57.414043427289116,205.59213422797683,347.918612313999,2499.9999999999995
2021-08-11,245.38702418883952,15.259136222407122,79.59388459026978,243.55126831318495,561.861875631148,91.89578755429228,54.62936606073177,589.0252894607389,58.04933021486631,204.7654828496381,344.2919770774872,2488.310422163604
2021-08-12,245.6232571844485,15.241657257662096,84.72676622764745,235.50829557219225,567.6589351250049,89.07765006929398,54.7258811579423,594.7415474839383,57.758157103893424,203.88372137941016,345.72219942428063,2494.6680679857136
2021-08-13,243.79245146847882,15.241657257662096,85.85600018787054,230.3138756769678,570.3581909518318,88.46501148559871,55.00267917258383,593.0366985998263,57.89050851797201,203.62391666050365,344.99006179437447,2488.5710517736698
2021-08-16,246.90285257733055,14.787204174291437,84.65832780581573,228.72203732197968,576.7530722059926,87.72984518516436,55.78208410854813,594.8418327124156,57.916978800787724,204.8757030334166,339.6267279938993,2492.5966659196415
2021-08-17,247.06034124106986,14.297793161430727,85.44536965688032,226.20860834041946,580.6479715534275,84.05401368299268,55.62547470552727,597.9005321809697,58.34050332583919,198.93955884991755,346.8970249234323,2495.417191621906
2021-08-18,245.46576852070916,14.245356267195652,82.70783278361223,223.36005549465122,569.8328324352011,81.84851478168966,54.711312841382224,595.4936866975173,58.181681628944894,193.4128039204529,346.26704603258287,2465.5268914039393
2021-08-19,243.73339321957658,14.297793161430727,81.8181332998001,224.95189384963936,578.5465374869045,77.92762784603987,55.135615061194564,595.04240316937,57.67874625544627,191.72013681242598,342.3169081223916,2463.1691882842197
2021-08-20,248.02495930647322,14.157961443470523,84.86364307131085,224.03030322306725,581.7168043976075,78.29521099625703,55.771157871128075,599.7558089077976,58.499325022733494,197.96332293645085,347.71429483588565,2490.792792012182
2021-08-23,248.79271654220247,14.227877302450626,87.73805678824235,222.0195600378191,576.4269876094631,83.31884738255833,55.30679278077551,598.60252878031,58.287562760207756,197.2783832229702,352.3114380934358,2494.310751300435
2021-08-24,247.53280723228784,14.385187985155854,82.46829830720127,224.53298901937933,580.1044972258786,82.21609793190683,55.0154264495739,599.103954922696,58.552265588364925,195.81402935277015,349.97881355164185,2489.7043675668565
2021-08-25,249.36361294825753,14.175440408215549,85.00051991497425,230.2300947109158,577.9849473484371,83.93148596625362,55.40694995712606,597.1483929673908,59.743428315072165,196.1997999959949,349.82557544305683,2499.0102479756947
2021-08-26,245.22953552510018,14.227877302450626,81.9550101434635,228.38691345777167,575.9197449037507,80.99082076451627,54.928016550213414,602.9649362190675,59.55813633536215,194.49138714742818,350.31934268183073,2488.971721030955
2021-08-27,248.12338972131033,14.577456597351132,82.67361357269637,233.07864755668405,577.2965465335417,84.5441245499489,54.7258811579423,604.4190720319866,61.0934127386737,194.66459029336582,359.39444400136495,2514.5911787548657
2021-08-30,247.47374898338558,14.612414526841182,82.81049041635977,229.81118988065577,591.6080371590006,85.15676313364419,55.21027768356498,614.2971670369892,60.43165566828079,194.80630195822388,359.9563170661766,2536.174363513123
2021-08-31,250.22980059882383,14.525019703116056,82.94736726002317,226.96263703488754,586.4631468582027,84.78917998342702,55.24669847496518,615.0994488648067,61.43752641527802,192.94830457452923,365.864497474954,2536.5136272430136
2021-09-01,247.7099819789946,14.385187985155854,84.35035490757308,232.659742726424,592.6768700031804,94.22381417233436,55.53624376659678,621.317133030392,61.30517500119944,192.4680594880658,362.25488869495166,2558.887451754868
2021-09-02,251.4306516598362,15.06686761021184,82.53673672903297,232.74352369247603,599.6152255848901,91.65073212081418,56.149934101690164,631.4459411065877,60.5904773651751,192.03505162322168,361.48869815202664,2574.7538397459625
2021-09-03,249.97388152024743,15.154262433936967,79.11481563744786,234.83804784377622,601.4086908658021,89.69028865298927,55.842178414358465,638.0647661860818,60.98753160741084,190.86199395300767,358.9177032191005,2574.854160334159
2021-09-07,247.76904022789682,15.381488975622299,80.688899339577,227.38154186514757,597.0246646235729,91.28314897059701,55.26126679152526,631.7467967920192,61.06694245585799,189.61808045036463,354.11624248343696,2551.3381129756176
2021-09-08,247.69029589602715,15.451404834602398,80.92843381598796,225.37079867989937,597.9485709804063,89.93534408646738,55.91866207629889,637.7639105006502,61.30517500119944,192.2633648610486,358.440962436836,2563.016923169424
2021-09-09,244.36334787453387,14.927035892251638,71.17595870497038,231.40302823564392,594.089903254808,90.30292723668455,55.20663560442496,622.5205557721183,61.38458584964659,191.74375542323565,359.07094132768543,2536.188675176003
2021-09-10,238.79218639475516,14.629893491586207,72.0656581887825,229.8949708467078,597.0065488126546,88.71006691907682,54.80418585945273,621.567846101585,61.01400189022656,191.0430699692152,357.99827456759044,2527.5267030416335
