rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,77.0,OPCH,"Option Care Health, Inc.",56.0,1.7,86,1.56,24.82,27.81,12.05,$10.52,$23.80,21.35,21.27,18.73,89.0,True
2,72.66666666666667,RWT,"Redwood Trust, Inc.",47.0,1.7,82,1.45,13.16,14.04,6.69,$6.79,$12.71,12.09,12.01,10.17,89.0,True
3,72.33333333333333,DAR,Darling Ingredients Inc.,40.0,1.7,88,1.65,73.71,96.21,30.53,$31.45,$79.65,72.13,68.84,65.88,89.0,True
4,72.0,AGO,Assured Guaranty Ltd.,36.0,1.7,91,1.78,47.53,58.0,22.03,$18.45,$52.28,48.43,47.29,41.37,89.0,True
9,69.0,WOW,"WideOpenWest, Inc.",41.0,2.5,97,2.7,19.89,25.4,27.7,$4.72,$23.92,21.54,20.41,14.48,69.0,True
10,69.0,AMRC,"Ameresco, Inc.",26.0,1.5,87,1.6,61.44,73.82,20.15,$28.50,$70.26,65.75,64.19,54.48,94.0,True
11,69.0,EVC,Entravision Communications Corporation,14.0,1.5,99,3.21,7.45,10.5,40.94,$1.25,$7.67,6.61,6.26,4.15,94.0,True
12,68.66666666666667,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,81,1.42,28.39,32.36,13.98,$16.18,$31.24,29.99,28.63,23.91,84.0,True
13,68.5,ORMP,Oramed Pharmaceuticals Inc.,16.0,1.6,98,3.16,20.93,23.0,9.89,$2.40,$23.57,16.49,14.6,9.52,91.5,True
15,68.16666666666667,GLDD,Great Lakes Dredge & Dock Corporation,58.0,2.0,65,1.16,15.1,17.68,17.09,$8.77,$16.28,14.82,14.57,14.05,81.5,True
16,67.83333333333333,STLD,"Steel Dynamics, Inc.",31.0,2.0,91,1.78,58.29,80.09,37.4,$28.31,$74.37,66.08,62.62,49.74,81.5,True
18,67.66666666666667,ASIX,AdvanSix Inc.,16.0,1.5,93,1.9,42.13,44.5,5.63,$11.62,$38.12,34.51,31.42,26.68,94.0,True
21,67.33333333333333,SNX,TD SYNNEX,26.0,1.9,92,1.86,106.32,139.86,31.55,$49.94,$130.55,122.07,120.48,102.66,84.0,True
22,67.33333333333333,UTHR,United Therapeutics Corporation,40.0,2.1,83,1.47,185.9,231.89,24.74,$98.37,$216.90,197.15,188.03,173.14,79.0,True
23,67.33333333333333,COF,Capital One Financial Corporation,24.0,1.9,94,2.05,166.54,183.18,9.99,$63.39,$177.95,166.9,160.76,129.71,84.0,True
24,67.16666666666667,ALLY,Ally Financial Inc.,19.0,1.6,91,1.75,51.92,65.3,25.77,$21.57,$56.61,52.1,51.24,44.24,91.5,True
25,67.16666666666667,SSTK,"Shutterstock, Inc.",22.0,1.6,88,1.61,116.29,126.0,8.35,$45.70,$108.96,104.16,100.82,85.33,91.5,True
26,66.83333333333333,IIPR,"Innovative Industrial Properties, Inc.",34.0,2.0,85,1.53,234.18,257.0,9.74,$108.50,$236.92,222.86,207.78,185.69,81.5,True
27,66.66666666666667,NET,"Cloudflare, Inc.",20.0,1.9,96,2.41,114.98,125.13,8.83,$32.69,$127.70,119.83,110.71,84.88,84.0,True
28,66.0,DECK,Deckers Outdoor Corporation,17.0,1.5,87,1.59,365.47,486.5,33.12,$192.58,$444.48,424.16,390.3,332.08,94.0,True
29,66.0,ULTA,"Ulta Beauty, Inc.",49.0,2.3,75,1.31,368.03,436.65,18.65,$200.50,$374.47,353.08,345.08,314.28,74.0,True
31,66.0,CBNK,"Capital Bancorp, Inc.",18.0,1.7,91,1.8,24.46,26.25,7.32,$9.02,$24.98,23.19,21.49,18.06,89.0,True
32,65.83333333333333,ATLC,Atlanticus Holdings Corporation,17.0,2.0,99,3.98,54.49,63.0,15.62,$8.47,$51.74,46.33,43.23,31.07,81.5,True
33,65.83333333333333,CROX,"Crocs, Inc.",18.0,2.0,98,2.85,141.13,157.7,11.74,$36.84,$147.31,139.09,124.47,89.78,81.5,True
35,65.66666666666667,PACK,Ranpak Holdings Corp.,10.0,1.7,98,2.76,27.52,31.83,15.66,$8.41,$32.80,28.27,25.79,19.43,89.0,True
36,65.66666666666667,HLIT,Harmonic Inc.,44.0,2.1,74,1.3,8.81,11.5,30.53,$5.20,$10.75,9.42,8.64,7.77,79.0,True
37,65.5,DOMO,"Domo, Inc.",18.0,1.8,92,1.87,84.96,106.25,25.06,$31.01,$93.52,89.57,84.11,65.12,86.5,True
38,65.5,AXON,"Axon Enterprise, Inc.",20.0,1.8,90,1.72,178.77,213.0,19.15,$79.72,$212.37,186.42,177.12,151.31,86.5,True
39,65.5,CLH,"Clean Harbors, Inc.",43.0,2.0,72,1.27,107.41,114.5,6.6,$52.22,$103.87,98.53,94.42,86.08,81.5,True
40,65.33333333333333,AMN,"AMN Healthcare Services, Inc.",21.0,1.7,86,1.55,114.94,121.56,5.76,$51.56,$110.46,103.78,99.24,81.19,89.0,True
41,65.33333333333333,SHYF,"The Shyft Group, Inc.",20.0,1.7,87,1.58,39.65,49.5,24.84,$17.29,$44.90,40.66,38.83,34.3,89.0,True
42,65.16666666666667,AX,"Axos Financial, Inc.",21.0,1.6,83,1.48,52.65,56.0,6.36,$21.27,$54.36,48.49,47.43,43.85,91.5,True
43,65.16666666666667,NAVI,Navient Corporation,15.0,1.8,94,2.08,19.12,21.35,11.66,$7.42,$22.24,21.22,20.2,14.66,86.5,True
44,65.0,SKY,Skyline Champion Corporation,42.0,2.5,84,1.49,60.81,70.17,15.39,$23.69,$64.23,59.03,54.99,43.37,69.0,True
45,64.66666666666667,MODV,ModivCare Inc.,15.0,1.5,85,1.52,187.05,211.88,13.27,$84.32,$187.50,176.12,171.28,152.25,94.0,True
46,64.5,JLL,Jones Lang LaSalle Incorporated,21.0,2.0,91,1.78,258.02,310.0,20.15,$90.86,$253.93,234.97,213.18,177.93,81.5,True
47,64.5,NSA,National Storage Affiliates Trust,43.0,2.2,74,1.3,52.84,58.3,10.33,$31.82,$56.03,54.87,52.87,42.28,76.5,True
48,64.5,AVNW,"Aviat Networks, Inc.",15.0,2.0,97,2.73,33.6,50.75,51.04,$9.25,$43.76,36.91,34.98,28.42,81.5,True
49,64.33333333333333,BLFS,"BioLife Solutions, Inc.",24.0,2.1,90,1.71,42.58,62.14,45.94,$19.42,$50.45,46.91,45.33,38.97,79.0,True
50,64.33333333333333,WAL,Western Alliance Bancorporation,10.0,1.7,94,2.08,110.44,120.42,9.04,$30.34,$109.84,96.24,95.07,84.24,89.0,True
52,64.16666666666667,DCOM,"Dime Community Bancshares, Inc.",31.0,1.8,75,1.32,33.62,39.2,16.6,$16.51,$35.87,33.15,32.85,29.4,86.5,True
54,64.16666666666667,WFC,Wells Fargo & Company,30.0,2.2,86,1.56,47.02,50.35,7.08,$20.76,$51.41,47.61,45.59,38.44,76.5,True
55,64.0,NVEE,"NV5 Global, Inc.",26.0,1.9,82,1.45,101.11,124.57,23.2,$47.78,$109.39,96.69,94.35,89.26,84.0,True
56,64.0,TPX,"Tempur Sealy International, Inc.",28.0,2.1,85,1.53,46.53,53.33,14.61,$19.88,$44.79,42.28,40.35,34.34,79.0,True
57,63.833333333333336,MCB,Metropolitan Bank Holding Corp.,16.0,2.0,94,1.98,86.47,107.5,24.32,$25.51,$77.64,73.96,66.53,52.32,81.5,True
59,63.5,KE,"Kimball Electronics, Inc.",10.0,1.0,74,1.3,26.31,33.0,25.43,$11.00,$29.99,21.65,21.32,20.91,106.5,True
60,63.5,OMCL,"Omnicell, Inc.",19.0,2.0,90,1.72,153.26,166.8,8.83,$66.20,$160.78,150.68,149.54,131.39,81.5,True
61,63.5,ALGN,"Align Technology, Inc.",18.0,2.0,91,1.77,662.06,745.36,12.58,$289.52,$714.15,681.17,642.29,571.94,81.5,True
62,63.5,DFS,Discover Financial Services,21.0,2.2,93,1.89,127.19,135.94,6.88,$49.83,$135.69,128.01,123.27,102.32,76.5,True
63,63.333333333333336,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,96,2.36,90.64,100.0,10.33,$25.47,$93.25,85.64,82.33,63.97,79.0,True
65,63.333333333333336,HBIO,"Harvard Bioscience, Inc.",11.0,1.7,90,1.74,7.06,10.0,41.64,$2.74,$8.75,8.07,7.9,5.96,89.0,True
66,63.166666666666664,PLCE,"The Children's Place, Inc.",14.0,2.2,99,3.27,81.31,124.67,53.33,$17.78,$107.33,92.5,91.86,72.58,76.5,True
67,63.166666666666664,JYNT,The Joint Corp.,14.0,2.2,99,3.72,95.92,124.6,29.9,$16.03,$107.89,89.8,84.93,51.77,76.5,True
