date,AZO,DRE,EPAM,HD,INTU,LOW,PLD,ZTS,portfolio
2021-12-10,496.1937824435531,112.46448543312336,232.3198818906891,794.6819547695063,298.1830967936814,11.008664438453462,114.2029758079139,440.9451584230794,2500.0
2021-12-13,492.002301318816,114.63744654808833,228.2808127865711,775.2453353922745,294.13224817078054,10.834297644562596,116.09854297906043,442.6788337506419,2473.909818590795
2021-12-14,495.33171184276955,113.46879466260447,220.99249123768072,769.4296981348798,281.26280327509545,10.632977077079426,114.40477415916547,434.5057929207045,2440.0290433099794
2021-12-15,507.4825286193108,114.82004949920253,216.29024463262772,780.1618940687077,284.7858499219805,10.846934059529513,117.16525110936412,442.14538398952755,2473.6981359002507
2021-12-16,498.2250975318453,114.27224764750687,211.86125059006892,764.321822542225,278.8349571376206,10.66582866104536,117.66257093298368,443.53615020532516,2439.379925248621
2021-12-17,494.54641959386583,113.37749318704738,212.06121679089372,742.2260906892111,272.81367643905935,10.448923095798882,116.17061146212498,446.39385230970436,2408.0382835677055
2021-12-20,494.03364664671113,113.77921967949858,207.6289072676377,744.942592401687,265.9347208851129,10.34489286497981,116.32197397279451,446.2985819850296,2399.284535703451
2021-12-21,493.0600826298658,113.68791120229459,216.2802371694189,746.9895724799769,273.16553547469533,10.402172615974859,115.88951908326844,452.73797660425197,2422.213007259747
2021-12-22,501.43064664213216,114.61918625297692,220.1226962341541,756.8800790695374,277.8233254981222,10.516732117964954,116.94902366460109,460.22519921065964,2458.5668886901485
2021-12-23,499.0376356630033,114.2905009409714,220.9758324727051,759.6157299881531,279.60466052281595,10.53315790994792,116.5814447069532,462.0160309096575,2462.654993114207
2021-12-27,507.1035054359861,117.41299740173014,232.2798927185986,773.045336810043,287.10816787840054,10.685201746263033,119.56535265088594,469.6365795602846,2516.8370342021917
2021-12-28,510.2941464220206,117.59560035284431,227.34769820383914,777.1201477604828,285.79307896120093,10.69867960023045,119.4932731700367,465.33098398551977,2513.673608456175
2021-12-29,521.218747299103,118.94684818779548,225.8947040435585,785.9584405016884,285.02337557600566,10.848196540420686,120.85549177492372,470.62728029288195,2539.3730842163777
2021-12-30,516.3831928712199,118.9651084829069,224.32839366877326,784.2367050191475,282.96934778530976,10.798498767361956,121.06451567071569,467.06465931308225,2525.8104215785174
2021-12-31,519.3236313824796,119.8598629433664,222.7654191150576,793.9358946924865,282.9077650716644,10.88652360330789,121.34560804957223,464.9118469672761,2535.9365518252107
2022-01-03,506.62042777892435,117.88775107133321,214.0174317637474,781.749760253447,277.73975662821033,10.761434830146769,118.85180538250334,445.8604316654374,2473.4887993737493
2022-01-04,515.3254115601701,116.37216058037929,206.1892360512631,789.7845452992129,271.95600158367415,10.942539583850078,116.04088159393797,428.88560080292604,2455.4963770554136
2022-01-05,503.87566973832804,113.32271230171312,195.8882612690737,779.071440189799,261.12737667785086,10.72942532996218,113.62636195668937,412.5775748625958,2390.2188223260123
2022-01-06,510.92585172756185,112.39144425267769,192.9722654853036,776.2401600039354,257.9122167540686,10.857463330700536,112.84796075199795,414.2160089823309,2388.3633712885767
2022-01-07,499.1045256647198,109.94457871104142,185.5173156059121,752.9965266535929,249.63020081273262,10.575275639412864,110.80102007239721,402.15645136217745,2320.7258945219864
2022-01-10,498.5818341277988,109.83501694037291,181.908140271953,741.2312660775501,250.78695719066457,10.432076261925243,110.28929315083553,405.0332250016001,2308.0978090227
2022-01-11,495.6884181991202,110.05414048170994,186.42378430083198,739.7199967173706,254.53869744589505,10.508308701028135,110.2676715061377,405.41424806660433,2312.615265418698
2022-01-12,508.5452087460379,109.92631841593,190.32620678333052,744.942592401687,253.8965620882684,10.55969193121124,110.44785921047612,405.4332904848003,2334.0777300617415
2022-01-13,507.435415317921,109.94457871104142,180.16521444383017,740.3130382904488,243.19107576461204,10.558849847429896,110.38298327859792,394.3644335972443,2296.3555892511254
2022-01-14,503.73941008745356,109.21417390823159,180.97836151029065,711.6554923395685,242.25423463959302,10.251391905331763,110.0874838017993,392.80219826714057,2260.982746459409
2022-01-18,487.409540662986,107.84465877652211,168.6112117021849,701.5545780093727,236.54964586469066,10.074338309666883,110.58479262763417,386.17232123226347,2208.801087185321
2022-01-19,482.04137610841553,106.20123921814135,164.62212906318,688.105821981343,239.86155561409527,9.917566940208724,110.70011539787909,382.7471026553183,2184.196906978581
2022-01-20,478.7763759387369,105.52561530066578,161.98606765422952,668.7648318713588,239.54048793528193,9.462465791050976,111.09653054698053,385.38043033367563,2160.53280537198
2022-01-21,481.11985444824023,105.23345057888308,154.86770008672372,667.8466040842575,232.47240848524518,9.50852571059183,112.02629426234148,382.2700522276071,2145.34488988389
2022-01-24,488.54162067847403,104.13783987384488,156.10075380050668,695.9875885231673,235.16857163356772,9.818264887313543,110.49830604884284,381.7739302648524,2182.0268757105696
2022-01-25,478.3379016960204,103.99175751295353,148.60247892795508,686.747571125105,226.94813840587705,9.719384521089877,110.96680067879352,372.57638404249263,2137.890416910287
2022-01-26,466.14003209729526,103.09701005414092,145.14993463147448,683.4953586945187,223.20518992864083,9.638675368591981,109.35231488871885,362.2530057987776,2102.331521462159
2022-01-27,472.5882645502867,100.9788228228633,144.4367706654264,681.8692524792256,227.4891213376033,9.546978505743475,107.11077940683761,358.0931400452222,2102.1131298132086
2022-01-28,483.3468802467987,104.42999759398067,150.33208181217185,701.2102425892098,235.23015434721302,9.929821644916409,111.76683452596747,372.67179995140435,2168.9178127116625
2022-01-31,492.06423202564935,105.50734800390745,158.67683145132142,702.0519903152033,244.20708315926487,10.029546674044793,113.02814845633635,381.2396069983162,2206.8047870840437
2022-02-01,498.3117944734913,104.46651818420351,161.41619144138153,705.3424427763434,246.670150098964,10.071803031391044,110.64966855951236,379.4840649183605,2216.412633483648
2022-02-02,511.34448879074574,107.47945287429374,158.2802552111138,714.9650940068486,247.31668805686868,10.10391763085309,113.39572741398423,385.7811363875186,2248.6667603722267
2022-02-03,502.9194632535737,107.36989110362524,147.80599062647022,697.9006409219296,235.56883242713852,9.89263584412184,112.75425962645086,383.39588424896226,2197.6075980522724
2022-02-04,500.0780594419621,105.32475205444017,151.19187952267586,688.0675819507891,239.27660036983588,9.67966408680031,110.62804691481453,380.76255657060494,2185.009140911923
2022-02-07,494.57862477100326,104.64912813696459,149.32897600809537,683.6292863740463,239.83079110239626,9.593038425284329,109.59016397817972,382.2509806925637,2173.4509894885337
2022-02-08,499.65942237877823,104.24740164451339,151.9783705311381,691.4536636791769,243.767252653439,9.793333146445814,108.97031783534419,384.12101021647453,2193.9907720853103
2022-02-09,496.7610773948194,106.89513043237525,159.46664811066708,697.0588931959361,254.83780581356547,9.873620612272196,111.9830509729458,386.0101112754288,2222.88633780801
2022-02-10,480.46834220276946,102.16574200510549,156.77060294358085,679.3057692706913,245.2407009550299,9.60909540262493,106.98103854086591,380.438165773783,2160.979457094451
2022-02-11,482.8390363549242,100.81448016686053,142.01399840120675,670.1231411093227,235.66558225276086,9.546133842838758,105.45305032736727,379.4840649183605,2125.9394873736414
2022-02-14,476.7673474378159,99.60931469280072,142.617192144006,672.5526966383294,232.6923237381581,9.547823813429037,104.75392115471145,374.828048085203,2113.368667704454
2022-02-15,479.0711818278571,99.11374512696825,154.144538827653,675.8049090689157,232.13375725044332,9.638675368591981,104.9557305037477,377.3659598546486,2132.2284978288258
2022-02-16,477.47831074267845,98.87513600231257,150.09547243051236,669.7405072768798,232.29649238998903,9.592615449051127,104.06200652881138,372.271064780714,2114.411605600949
2022-02-17,468.96655802425744,97.29665671891587,146.96285168094187,665.6274562958861,218.23509715927128,9.456549926813734,103.26917623060848,368.4165182889372,2078.2308643256324
2022-02-18,475.6303081274447,97.13146686363838,147.70935351731362,663.5804762175962,211.64644477243914,9.410068320601365,102.74303121332002,365.0771652949584,2072.928314327312
2022-02-22,458.5101871591903,96.83779678777249,142.54720092266146,604.8498026046299,212.54809194035747,9.067791568184402,102.61329034734834,362.74915687837967,1989.723318208524
2022-02-23,444.484121885161,95.79159670489736,139.37793699225625,590.0810357509159,205.40084622068687,9.088919746857528,101.45288109149756,356.94820737197625,1942.625545764249
2022-02-24,444.6055036513861,96.21374700135163,127.39735596114933,599.2445147061445,218.6529415088306,9.017929376010631,103.3052159710331,364.3711108624895,1962.8083190383952
2022-02-25,461.9114167401405,98.93020395516966,127.44734242626244,605.768030391731,214.27662260683834,9.261748093656287,106.9954566365927,371.5459679300492,1996.1367887804404
2022-02-28,461.6042428534154,97.27830540239476,69.23407132322649,604.1993134131318,208.64239490101374,9.341190251797107,105.12151111014401,369.5232496584016,1924.944278913525
2022-03-01,450.12725514931907,97.03969627773908,70.38714160773539,612.6550307036205,206.09577251396456,9.359783152194392,105.05663517826582,367.4051445946897,1918.1264591775287
2022-03-02,465.41422114738623,97.81058460291634,81.70453496772114,626.2759544417318,213.75762583137862,9.662338825540946,106.41165023418179,374.1411234214723,1975.178033472329
2022-03-03,467.0442264649825,99.38906388631304,70.97700223644242,620.517648039305,207.90788547291913,9.561768488727001,107.80990857949342,373.75945978582536,1956.9669629540078
2022-03-04,468.53304307642406,100.78399499626425,66.15811376600138,620.3263895048095,204.49919905276855,9.46838230006906,108.71805065015654,375.61041777469285,1954.0975911211863
2022-03-07,460.83878778404426,100.06817462394409,58.25326536021954,617.4759017310801,192.3774713860122,9.391897751656439,107.32700685160064,358.9136528047988,1904.646158293356
2022-03-08,458.0692332690323,98.4713440240263,62.235681442178326,605.9401981018125,194.49744422294594,9.434154109002689,105.9431666020158,346.12870716550657,1880.7199289365203
2022-03-09,466.8485459943192,99.7928558645993,66.12145532988741,606.8202442400859,204.4068249823006,9.544866203700838,108.45857991599783,361.75688383602295,1923.7502563669143
2022-03-10,462.721475223857,100.04981630577609,62.90552550015942,608.2358843330177,198.96612377284433,9.472607548935178,108.8910348055239,361.06993005544484,1912.3123975455587
2022-03-11,461.90149815037427,98.43463438933719,66.69798792959531,606.0358857507863,193.2263410408413,9.3897854496138,106.54859464912454,353.57068219106327,1895.8054095507362
