rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
6,68.66666666666667,GNRC,Generac Holdings Inc.,18.0,1.5,94,1.98,404.95,497.0,22.73,$151.50,$457.00,434.96,388.02,300.84,94.0,True
11,66.33333333333333,COF,Capital One Financial Corporation,22.0,1.9,93,1.9,166.54,183.18,9.99,$62.26,$168.00,159.68,159.5,123.57,84.0,True
17,64.83333333333333,ENPH,"Enphase Energy, Inc.",22.0,2.2,96,2.34,155.36,197.73,27.27,$58.59,$229.04,178.34,163.41,155.74,76.5,True
19,64.66666666666667,TGT,Target Corporation,25.0,1.9,85,1.57,228.42,279.74,22.47,$123.79,$263.46,253.89,241.02,197.97,84.0,True
28,63.833333333333336,DFS,Discover Financial Services,22.0,2.2,93,1.92,127.19,135.94,6.88,$48.36,$127.65,122.28,120.57,97.78,76.5,True
34,63.166666666666664,ALGN,"Align Technology, Inc.",18.0,2.0,90,1.76,662.06,745.36,12.58,$279.83,$697.87,629.8,611.97,550.41,81.5,True
45,60.833333333333336,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,82,1.52,416.69,448.0,7.51,$195.48,$410.15,387.61,364.18,296.14,86.5,True
46,60.5,JCI,Johnson Controls International plc,27.0,2.2,78,1.41,69.02,81.25,17.72,$37.82,$71.78,70.01,67.82,56.38,76.5,True
49,60.0,TRMB,Trimble Inc.,17.0,1.9,79,1.43,84.14,95.25,13.2,$44.35,$86.14,82.53,80.4,71.83,84.0,True
50,59.833333333333336,CARR,Carrier Global Corporation,15.0,2.0,83,1.53,52.46,59.82,14.03,$26.63,$55.51,50.17,47.71,41.15,81.5,True
54,59.5,LKQ,LKQ Corporation,13.0,1.6,74,1.34,51.25,62.11,21.19,$26.73,$52.99,50.33,49.83,41.93,91.5,True
56,59.333333333333336,APTV,Aptiv PLC,13.0,2.1,86,1.6,152.7,171.0,11.98,$76.18,$168.68,156.86,154.36,138.2,79.0,True
58,58.833333333333336,INTU,Intuit Inc.,19.0,1.8,71,1.3,543.97,596.52,9.66,$295.37,$532.33,511.84,482.82,404.03,86.5,True
59,58.333333333333336,DXC,DXC Technology Company,18.0,2.5,88,1.66,34.73,44.92,29.34,$15.64,$41.75,39.38,39.13,29.71,69.0,True
60,58.166666666666664,HCA,"HCA Healthcare, Inc.",12.0,2.0,81,1.47,247.79,266.62,7.6,$114.38,$254.45,231.19,217.81,182.5,81.5,True
61,58.166666666666664,ZBRA,Zebra Technologies Corporation,13.0,2.0,80,1.46,510.98,580.0,13.51,$246.83,$554.22,537.42,519.57,444.77,81.5,True
62,58.166666666666664,DE,Deere & Company,15.0,2.2,83,1.54,342.2,411.48,20.25,$173.36,$400.34,350.6,349.74,319.75,76.5,True
72,56.5,PH,Parker-Hannifin Corporation,16.0,2.0,72,1.32,291.69,358.36,22.86,$175.65,$324.68,306.27,303.76,286.36,81.5,True
73,56.166666666666664,ETN,Eaton Corporation plc,17.0,2.0,70,1.29,150.65,177.68,17.94,$91.72,$158.69,154.08,148.9,131.41,81.5,True
74,56.166666666666664,TECH,Bio-Techne Corporation,10.0,1.8,72,1.31,493.82,540.67,9.49,$228.67,$488.23,463.5,443.7,373.23,86.5,True
80,55.0,NKE,"NIKE, Inc.",11.0,1.9,70,1.29,147.06,184.13,25.21,$96.30,$167.87,162.32,146.83,138.04,84.0,True
82,53.666666666666664,AXP,American Express Company,16.0,2.5,76,1.38,173.94,183.52,5.51,$89.11,$179.67,170.82,166.03,137.68,69.0,True
84,53.333333333333336,EXR,Extra Space Storage Inc.,11.0,2.1,70,1.29,168.94,192.86,14.16,$97.40,$177.00,171.25,162.55,132.14,79.0,True
85,53.0,TT,Trane Technologies plc,14.0,2.5,76,1.37,174.74,205.69,17.71,$109.11,$203.76,194.44,187.18,161.42,69.0,True
86,52.333333333333336,FRC,First Republic Bank,17.0,2.5,71,1.3,197.8,209.43,5.88,$100.38,$202.07,194.23,190.81,163.56,69.0,True
