date,ANET,DRE,INTU,LOW,ORLY,PLD,WST,portfolio
2021-11-29,54.12406438408363,38.942472377469024,273.83748960323504,196.14330474272853,936.4444158445078,64.50643353903352,936.0018195089419,2499.9999999999995
2021-11-30,53.038162529860976,38.20882171236558,257.1390292100259,192.99497728502243,927.7362735649554,63.44170348261584,926.1266834747693,2458.685651259615
2021-12-01,51.89668421593413,38.35948314839496,261.7078599779321,193.5867631651548,925.6719484599148,63.84150429998569,910.9583666990338,2446.0226099663505
2021-12-02,52.70469724819432,39.12588629959175,264.95214823142743,197.5714909972305,955.6340767865631,64.98619065164824,915.1009004123961,2490.0753906270515
2021-12-03,51.815454322602754,39.093133813498405,255.42819888851125,196.23010966893045,958.294496284712,65.08719656017925,908.280316068363,2474.228905606797
2021-12-06,52.00784039706326,39.82023398138318,254.39538727793916,198.19484120691558,961.5654733176892,65.88258182521324,886.2077338512237,2458.0740918574274
2021-12-07,54.00008311700128,40.219811800028246,265.4173056387607,202.71612640220255,978.0802516198755,67.03989149779899,899.5768431547839,2507.050313230451
2021-12-08,53.64524377931951,40.49493017151861,265.3227006149344,202.5819931012638,980.8860123826731,67.0988110738547,911.1675694424612,2521.1972605660253
2021-12-09,55.0047583396133,39.983996411849894,262.34646794904063,203.69456021969515,976.931807182543,66.30762928442947,897.9449339986502,2502.214153385821
2021-12-10,55.872623947469016,40.34427124718295,267.2503621863786,206.24321373481274,992.0073697871682,66.94731188163091,902.924342564422,2531.5894953490642
2021-12-13,56.509624961283826,41.12377539281708,263.6197380052181,202.97651702135204,976.582917162641,68.05851871053855,922.4653480106399,2531.3364392644903
2021-12-14,56.05645452842614,40.704546082516,252.08533566486935,199.204851433689,970.1863043613354,67.0656087741844,896.8988564028133,2482.2019572478334
2021-12-15,59.279960949125766,41.18928036500376,255.2429106666174,203.2132555328612,999.0436438686044,68.68383728372729,927.9259548256447,2554.5788434915844
2021-12-16,55.637486499257534,40.99276796013743,249.90934793602136,199.82031358091788,999.4215489028777,68.975372815978,930.6457821263007,2545.4026198214906
2021-12-17,57.72806031437147,40.67179359642266,244.51269914935395,195.75666888509642,982.8486518410181,68.10076621922583,941.0857975070774,2530.7044375125656
2021-12-20,57.42879743639389,40.81590453523337,238.34734845367646,193.80770139229546,977.7895690905777,68.18949694745154,918.532017040705,2494.910834896333
2021-12-21,58.95932075341233,40.78314953744631,244.82805724886867,194.880816118718,980.8860123826731,67.93598610713391,930.0181100173185,2518.2914521655707
