date,BAC,EPAM,FTNT,MPWR,NDAQ,TXT,portfolio
2021-11-16,24.641654749898294,314.92338375474463,892.0145104246609,394.47114094622674,839.2292579654955,34.720052158974354,2500.0000000000005
2021-11-17,24.343314514073846,312.445321329004,892.9038733706287,385.9649252087621,831.1921095038774,34.57792073289086,2481.427464659237
2021-11-18,24.243871800859736,311.6052355940466,898.5540142873023,384.18425019446397,826.2826936247045,34.49998164302955,2479.3700471444067
2021-11-19,23.76234295093901,311.5583143121609,895.9382127422457,390.78651727527244,822.600677024645,34.54124289669872,2479.187307201962
2021-11-22,24.222935325639195,288.24210383531477,865.3071191735256,382.06794816270485,822.2839346699475,35.155595778219066,2417.279636945351
2021-11-23,24.86148068360776,282.9762641488228,856.6227187131633,373.8357017205994,823.1549610422592,34.88509717365103,2396.3362234821034
2021-11-24,24.92952574009729,291.1097160244027,871.6896813296978,378.4517959146676,825.8868109906527,34.52748914547566,2426.595019144994
2021-11-26,23.950767195863193,285.82038705149665,856.3873061534596,366.4252795608805,806.4075488575235,33.34463505116509,2372.3359238703883
2021-11-29,23.861789696213826,297.63334970742505,898.0046384867321,386.49229729149806,827.7872047064116,33.372142553611205,2467.151422441892
2021-11-30,23.27558250225109,285.6091839920688,868.7338128113155,379.0544949229814,804.6259259732229,32.459787063868674,2393.758787265708
2021-12-01,22.94584057764136,279.2545012984002,798.4996051888903,380.2461819342874,787.9973450323724,31.703306255056795,2300.646780286648
2021-12-02,23.608497658637145,290.90790867954047,819.0335834552416,379.7393763595339,796.707548343063,33.34005163368806,2343.336966129704
2021-12-03,23.072060206009947,280.0429678941892,792.1170430327181,373.00012463104576,792.3128463418271,33.124568034012256,2293.6696101398024
2021-12-06,23.219317111116748,268.8307294155647,763.918705570126,349.44020739382614,783.840184694053,33.83520067288597,2223.084344857573
2021-12-07,23.513830921330353,279.2498034411174,829.8368566087935,369.0004404506129,813.8112730221734,34.49081480807549,2349.9030192521027
2021-12-08,23.22457693430889,328.59489322997854,843.4390565742586,369.15794980442945,821.0961659429381,34.43121288691427,2419.943855372828
2021-12-09,23.39813093934605,328.53387837624445,827.6919600110724,353.1180382648879,808.2288022939282,34.15605739023789,2375.126867275717
2021-12-10,23.41390637686177,327.1775153131888,870.0940807046188,344.7761664829778,814.7218695341622,34.58254963466346,2414.7660880464728
2021-12-13,22.919543477711002,321.4892695078411,867.3998083063277,328.7499450478351,813.5341008071529,33.536953149226086,2387.629620296094
2021-12-14,23.208799480762817,311.2250815452649,826.0700959976779,327.31854535355126,790.768765120443,33.54154006549508,2312.1328275631954
2021-12-15,23.10887292026388,304.60287879571723,880.9496411510178,335.8658523051352,799.8749114776124,34.46331430321331,2378.86547095296
2021-12-16,23.666347649629298,298.3654993067628,844.6946700539398,325.6611230806883,806.2887780260653,34.229430556582,2332.9058486736676
2021-12-17,23.077320029202088,298.64711293449034,873.2329946619298,330.79087835217086,796.0741240460947,33.97261922618965,2355.795049250077
2021-12-20,22.698657112035622,292.4050642337243,864.6008814944145,327.01719584939434,785.8989797933742,33.13339198735353,2325.7541704702967
2021-12-21,23.24035237182461,304.5887852238688,887.4106741604245,332.47570173475424,800.706367710247,34.403694888092254,2382.825576089211
2021-12-22,23.287686748493183,310.00014390424303,910.7174755062294,337.50956357267654,808.4663439568446,34.394524554346226,2424.375738242833
2021-12-23,23.361314193031408,311.2016209043221,912.9670265175725,339.42724413557704,813.2965591442363,34.811846465025766,2435.065611359765
2021-12-27,23.47701619104606,327.12119831673755,961.7517891952191,350.03605089947916,827.3912616599328,35.30712495952646,2525.084441221941
2021-12-28,23.508573114168563,320.17515851485945,957.3833654906864,341.12573672163654,830.3606532712428,35.39884579094657,2507.9523329035405
2021-12-29,23.471758383884275,318.12889792254015,959.3190330890912,341.2901224790366,831.3108803353356,35.53642178988877,2509.0571139997764
2021-12-30,23.419166200053912,315.9230534099615,941.1130766873177,336.61922606552747,827.9059755378697,35.38967195840857,2480.370169859139
2021-12-31,23.39813093934605,313.72190675466555,940.1190593277278,337.87254989801244,831.4692213064709,35.403429208423596,2481.984297434646
2022-01-03,24.286932193179005,301.4020624852045,871.3757979167596,338.9135830581627,801.5773940825587,35.00903838029706,2372.5648081161617
2022-01-04,25.23884729325696,290.377566425065,842.6543480419128,336.4480057063893,781.5042777921384,35.628142621308875,2311.8511878800714
2022-01-05,24.812852015452272,275.87064042668527,793.8695853642663,315.40844713946126,772.1210196323755,34.999868046551036,2217.0824126247917
2022-01-06,25.31247473779518,271.76402567019824,821.3616851477474,318.8876356407417,773.863072376999,35.21082071062933,2246.399714284111
2022-01-07,25.864689643968454,261.2651740072514,823.088123746836,304.55992769258125,766.1426058576515,35.88495395170123,2216.8054748999903
2022-01-10,25.73321019240773,256.1823502364904,849.3768973434828,307.73776668970476,748.7617693759474,35.1970634606143,2222.9890572986474
2022-01-11,25.880465081484175,262.541759432913,846.3687415322535,309.91570554264285,762.3813885658109,35.08241504543315,2242.1704752005376
2022-01-12,25.696395462123437,268.0375649624929,839.122999990501,307.45012819086946,765.0736683745273,35.256679376943396,2240.6374363574573
2022-01-13,25.643801262262723,253.7277770971638,805.3529924644699,296.9714296710634,741.2393347922663,35.36215745837852,2158.297492745605
2022-01-14,25.196772739780528,254.8729371007916,817.5426372437846,300.10134285232954,736.9634036224887,35.15579171056923,2169.832885269744
2022-01-18,24.329004730625083,237.45620413419232,806.8963057967019,285.1503902887956,727.6197156024028,34.49082880324336,2115.942449355961
2022-01-19,24.423671467931875,231.83835457440864,803.4696121589121,283.5203691256532,717.0486887156305,34.30739063919512,2094.6080866817315
2022-01-20,24.060788020341835,228.12597311581612,797.7932876818511,276.8016839051475,712.5352158829365,33.58739873180915,2072.904347337902
2022-01-21,23.624273096152866,218.10113238815785,755.0511000149789,272.19242431281737,700.4596779144572,32.83989232439313,2002.2685000509573
2022-01-24,23.429683830407843,219.83764949999517,759.5502818655933,275.33602759848236,698.1237710125425,32.96829798958931,2009.2457117966105
2022-01-25,23.89249383849682,209.27778298331427,713.9830636543484,256.74150077626797,692.7788419472138,32.66562799288289,1929.339311192524
2022-01-26,24.1396752880722,204.41554366381112,709.2745729764898,259.0290022662424,671.082504156055,32.90409515699122,1900.845393507662
2022-01-27,23.913531115235035,203.4111904740471,705.5339959257617,247.32438102367183,682.2078150604415,30.565268187054073,1892.9561817862111
2022-01-28,24.12389783452613,211.71359333898084,738.0745735324991,254.0156860353798,691.5119329408502,30.574438520800097,1950.0141222030363
2022-01-31,24.26589491644079,223.46555546391082,777.5208257076631,275.9592722138558,709.5262541319495,31.211883429303956,2041.949685863124
2022-02-01,24.686630371053333,227.3234129481787,790.4428917264765,278.29472042061036,713.1687005923318,31.583346673669435,2065.49970273232
2022-02-02,24.660335287153327,222.90705471120972,810.584595554583,283.8833554509891,722.0768754262617,31.996078169288015,2096.108294599485
2022-02-03,24.418411644739734,208.1560836206293,776.8930588817865,269.2679881030706,704.854379915693,31.234814511856975,2014.824736677776
2022-02-04,25.39136200552555,212.92445173088993,822.2248645333277,274.03475704921726,707.1902868176078,30.83583676746145,2072.60155890403
2022-02-07,25.512321810701994,210.30091327947392,803.6265538653812,271.86369459986275,707.0715159861495,30.941314848896578,2049.316314390466
2022-02-08,25.96987401162918,214.03207184446208,823.6112361590905,277.78791484585685,704.1813250666207,31.661306756282546,2077.2437286839418
