date,BSY,DHR,EFX,INTU,KZR,LH,LSI,NAVI,NOTV,RPD,SWAV,TRNS,portfolio
2021-09-16,22.53824612897711,13.586221568988945,91.9633198625146,430.2001438194137,18.83562105621481,315.71561094897316,478.9718858417224,19.4923215133228,114.55245409702196,144.78248703143905,481.751582306204,367.61010582520765,2500.0000000000005
2021-09-17,22.197700204610758,13.608475478286978,90.11139301994052,421.91724410860496,20.68516849627202,314.7583490487135,471.0741541719778,19.500623183473277,123.6814035158308,142.77804365400698,473.4113688059884,365.9603544991582,2479.6842781868645
2021-09-20,20.92392746827891,13.59084030488099,88.34364467021072,416.32271982523906,18.36791940470609,312.6098278947974,471.58495273768267,18.74517119977976,129.74387185573474,140.66685477126788,445.972066390279,352.98989579780454,2429.861692320662
2021-09-21,21.212081711973518,13.61561352466559,87.05403015983642,416.9610212535426,19.239545209790524,312.87573397820285,471.8599981192161,18.545931116168287,175.98781640197865,140.9159276169843,449.24560018911365,351.2832564949949,2478.7965557764674
2021-09-22,21.280845792855185,13.591680075043179,88.16181912566708,422.63063982259115,19.74976519325458,310.00394827742383,468.99166771179637,18.3881993833092,120.22720643844366,141.2361641329054,466.92685280957073,364.7088190104311,2455.8976077732914
2021-09-23,21.349609873736856,13.629049847260628,88.98340121582721,433.5718772465698,19.877320189120596,315.6198847589472,463.6086366732143,18.512724435566373,118.81733008032647,142.58827386679448,474.7249524322723,364.9932588942327,2476.276319513869
2021-09-24,21.00578946932852,13.607215823043692,89.10798538523674,433.98489581782496,18.963176052080826,315.2263437555071,454.9643532535934,18.670456168425456,120.96739152645519,144.27248072830545,464.0494791519963,366.92745010408373,2461.7470172358812
2021-09-27,20.5539112235347,13.250733389194089,88.09447633139166,425.7921092498355,19.06947188196917,309.2275025138799,442.3122657030573,19.21836639835702,115.0811577313159,140.89220639358274,463.75757167948876,369.8856248956205,2427.135397391227
2021-09-28,19.984151696229453,12.745191751555783,86.08766106198412,409.27136639962765,18.856880222192476,301.0163226583192,447.10591378121075,18.554232786318764,110.99251629277605,134.86701564958574,436.0889133925235,360.7266606372085,2356.2968263295325
2021-09-29,19.682899532366907,12.865698769830031,86.10449676055298,410.71317668473665,18.049031915041056,305.16445755944443,452.25319163562136,15.972413369520044,100.87665342328519,133.84700304331855,428.12400949981765,373.1851275477192,2356.838159741254
2021-09-30,19.856446974592068,12.774583707232429,85.05394916985642,405.14118068707563,18.36791940470609,299.34643245453293,444.43404436060064,16.379195206893478,103.06196177836684,134.04863344223185,429.2707888560972,366.8136741505631,2334.5488101927485
2021-10-01,20.105307457782867,12.685568070040302,86.02368540742248,408.49038582852694,18.346660238728422,297.2617287606341,447.6167123469156,15.872793327714309,107.71455376015356,134.83143381448343,416.1141020595071,371.8198161054715,2336.8827471773807
2021-10-04,19.280138487202855,12.528531049710795,85.04721489042888,394.50782983439643,17.942736085152706,292.5392367193531,445.3770570972865,15.67355324410283,108.7014672108356,131.35627458615446,403.97909141669345,369.0323052442157,2295.9654358655334
2021-10-05,19.22447232648912,12.568420132414813,86.76108900473834,400.51537268901745,18.474215234594435,293.6666785129923,444.1197067817053,15.507519841093266,107.67930685120065,133.59793019760215,423.45348993969685,380.6943404800819,2336.262541991626
2021-10-06,19.178629605901342,12.613347836091972,86.26275232710022,401.4615606886203,18.13406857895173,292.9327777227932,454.217801503717,15.424503139588483,111.45072610916414,136.480058840892,427.1648849472928,385.81425838851095,2361.1353696886245
2021-10-07,19.22119784644714,12.697744737392055,87.04729588040887,403.8045024019225,18.431696902639096,297.0702763805822,458.73640420033706,16.13014510237913,116.94924390582119,139.00636913315847,432.1898635811727,392.18571178566714,2393.4704518579274
2021-10-08,18.795515440989195,12.578917259442186,86.82169751958622,398.8407701182918,17.66636692744301,296.04919702030514,455.5537362140221,16.105240091927694,118.42961408184425,137.77286551627722,416.1975041945093,393.209695367353,2368.021119751991
2021-10-11,18.50736119729459,12.535669096089409,86.4614135702127,394.552886405806,18.049031915041056,291.6670647657832,458.42206662144173,16.495418589000174,119.80424353100851,137.04936820252954,411.13082449312833,397.2487417173359,2361.924090104671
2021-10-12,18.52700807754649,12.456310815762466,85.79808704659982,395.7844326910033,18.197846076884737,291.41179492571393,471.03486197461586,16.653150321859258,122.13053952190187,140.18056969153585,420.15910560711166,399.1829329271869,2391.516639677722
2021-10-13,18.730025840149512,12.414742192734067,85.56575440634961,401.7093718313734,18.623029396438117,290.8693465155668,481.4865864728848,16.354290196442044,122.8707246099134,142.05454634025932,414.6754152307199,397.8176214849392,2403.17145451777
2021-10-14,18.779143040779275,12.60620978971336,87.61634249203617,408.34770668572963,18.644288562415788,293.2518650228797,490.0915776951438,16.67805533231069,122.80023079200755,145.0078386537539,410.50530848061214,399.80870067155047,2424.1372672189323
2021-10-15,18.808613361157132,12.646098872417378,88.58944586931601,414.64060782594515,18.58051106448278,288.880369011694,487.4982926692575,16.586736960655433,120.96739152645519,142.8254861008101,403.62463234293426,402.70998748632695,2416.358173091452
2021-10-18,18.50736119729459,12.76366669512396,90.25618002763268,423.9522992506078,17.66636692744301,291.74151846913674,492.84203151047774,16.74446869351452,120.82640389064348,147.2969367120047,414.2375540219586,401.2877880673189,2448.122575463157
2021-10-19,18.95596496304642,12.944217279994783,91.68721440598537,430.1400683908675,18.7080660603488,293.61349729631115,487.2232472877241,16.536926939752565,121.49609516074914,147.90182790874456,414.77966789947266,402.65309950956663,2456.6398931025637
2021-10-20,18.923220162626578,13.210424421408975,90.5322854841619,428.43542810586877,18.516733566549775,296.36828432039175,494.060089628697,16.77767537411643,117.01973772372706,148.5778827756891,423.2449846021915,401.4015640208395,2467.0683101862683
2021-10-21,19.10659104497769,13.03911130832224,85.74421281117948,434.3078012462609,18.431696902639096,297.6127247907293,494.7673491812115,16.528625269602085,117.40745372220928,148.15090075446096,442.5317283214401,410.7311922095325,2498.359387562565
2021-10-22,19.342353608000554,13.149960969731305,90.0440502256651,443.65703981376487,18.261623574817744,300.1016057314044,499.521705062003,16.586736960655433,118.88782389823231,149.23021641923208,443.28234753645944,410.5036403024912,2522.569104102457
2021-10-25,19.126237925229596,12.844284630694187,92.22258962047495,452.4881278100578,18.81436189023714,298.9528914510928,507.1443913502141,16.495418589000174,132.73985911673375,150.8788414456407,443.5117034077154,415.2822303503583,2560.500937587449
