date,AZO,COST,DRE,IT,LOW,PKI,ZTS,portfolio
2021-12-16,253.75945808681482,898.8833928162471,88.69330380774797,269.6235702967654,280.2676558695247,177.73582630476596,531.0367928181339,2500.0
2021-12-17,251.88580835571528,890.7180522658173,87.99883309566687,264.2327510928322,274.56799424466533,177.56542806396433,534.4582613041562,2481.427128422817
2021-12-20,251.62463928607954,892.2632998787373,88.31063627251962,254.85452702661826,271.8343755210013,178.16177133491868,534.3441960861518,2471.3934454060263
2021-12-21,251.12877691673816,887.1721731144738,88.23976647976068,261.07089297047196,273.33952453945534,178.9379481092239,542.0539520208127,2481.9430341509365
2021-12-22,255.39213056583435,894.0687526952205,88.96258293519203,268.02200760582474,276.3498225763636,181.27594259288955,551.0182510484829,2515.0894900198073
2021-12-23,254.17330563656486,895.2073614245863,88.70747124503978,268.74022923856563,276.7814456936259,183.4151897008047,553.1623773422982,2520.1873802814853
2021-12-27,258.2814703049658,916.5151992119944,91.13102143271945,277.03696389729157,280.77672547428483,187.40020823878183,562.2863049253604,2573.4278934853983
2021-12-28,259.90654967486637,918.418340666519,91.2727501494707,274.7749738918893,281.1308851610418,184.920222445665,557.1313030971291,2567.5550250865817
2021-12-29,265.4707430728234,923.5094674307825,92.32153178466329,277.63135855778177,285.0597652951236,186.92692795577858,563.4724507207765,2594.3922448177295
2021-12-30,263.0078649937228,917.2308876181326,92.33570465633841,274.7419449680601,283.7538491024158,188.8957768228921,559.2069972323435,2579.1730253939054
2021-12-31,264.5055095059147,923.3955966301387,93.03017536841952,275.996792136699,286.0668915497383,190.31561767190178,556.629478887724,2589.940061750536
2022-01-03,258.0354258461918,921.7853225355958,91.49950522750606,265.7930213305646,282.7799141995859,181.92908527744444,533.8196076385567,2535.6418820554454
2022-01-04,262.469108488689,917.7513973023304,90.32316774723735,266.9900741809241,287.5388322734001,173.64667310033778,513.4959886152024,2512.2152417081215
2022-01-05,256.63744666687796,894.4753915787746,87.9563144806415,250.31401995705565,281.9387955329177,171.3843919026723,493.9707215348552,2436.6770816537955
2022-01-06,260.22829419716925,894.2802128568344,87.23350345959346,252.80718723557524,285.3032701995905,171.89554327777603,495.932385313073,2447.680396539612
2022-01-07,254.20737451561388,872.126534422971,85.3343495238934,247.16045055776164,277.88817988961,171.94284963242578,481.49372276336396,2390.1534613056397
2022-01-10,253.94115364112824,843.8569912961219,85.24931229384265,242.45482406274004,274.12530734347473,173.9306412701397,484.9380252095919,2358.4962551170393
2022-01-11,252.4674589964414,849.1108331800497,85.41938675394414,245.74874749304288,276.1284791257683,168.9233344310555,485.3942163595938,2363.1924563398957
2022-01-12,259.0157686221182,855.2428800356377,85.32017665221827,249.05919798210388,277.4786843402042,173.04086566863342,485.4170154587915,2384.574588759707
2022-01-13,258.4505209453103,840.7340324680061,85.3343495238934,240.42398613676806,277.45655677234765,169.93614412231216,472.1644987044986,2344.500088673137
2022-01-14,256.5680459575674,818.1411522712414,84.76744009127172,236.1146311466357,269.3774361105813,168.93279859180555,470.2940661840796,2304.195570353183
2022-01-18,248.2508037385191,793.8729714983107,83.7044801500207,229.54326095741396,264.72497095318556,164.49342809232525,462.35624953542566,2246.946164925201
2022-01-19,245.5166529800829,797.272466608199,82.4289271336428,231.19435443725493,260.60546504119134,167.35203811184465,458.25530514349725,2242.625209455713
2022-01-20,243.8537004756518,785.3335549436739,81.90453631604652,230.10465188776212,248.64670062527506,165.8464129538687,461.40813470227556,2217.097691904554
2022-01-21,245.04729718435965,783.3653870075264,81.67777036924451,227.09138613210266,249.8570243694021,165.60021473246456,457.68414238928426,2210.323222184384
