no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14773.66,23.78,17.96,1.42,1.35,4.62,24.44,22.44,1.70%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.71,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,6.45%,2.27%,17.37%,19.25%,52.88%,49.17%,1.26,6.29,3.22%,2.48%,1.07%,3.98%,14.47%,-3.71%,14.02%,-3.71%,63.49%,55.91,-0.28%,-0.11%,2.2,609.07,1.09,234.03,-0.39%,665561,11/15/2021 4:30:00 PM,254.38,11/29/2001,234.03,0.00%,63.0,79,1.16,234.03,231.64,225.46,204.78,143.15,243.05,17.0,8.7,53.0,True
24,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2528.68,5.14,6.77,0.51,0.67,0.97,,3.43,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.60%,-17.20%,,,13.42%,6.61,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,0.11%,2.04%,20.53%,18.58%,57.98%,60.82%,1.12,2.96,2.88%,2.99%,-1.35%,2.93%,20.16%,-8.18%,13.74%,-8.18%,73.70%,50.34,-1.54%,1.00%,2.0,551.72,0.98,87.23,-0.55%,540707,11/3/2021 8:30:00 AM,105.57,7/21/2004,87.23,0.00%,69.0,83,1.22,87.23,88.58,84.82,72.74,50.22,95.0,27.0,21.02,59.666666666666664,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2364.31,30.38,19.73,1.52,4.08,4.5,8.72,24.0,,0.00%,2.26,190.80%,30.19%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-5.94%,89.40%,0.81%,2.20%,2.14,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,11.18%,12.56%,40.84%,69.66%,132.90%,136.02%,1.49,3.25,6.16%,4.45%,9.36%,23.71%,52.50%,-0.08%,52.66%,-0.08%,148.23%,71.82,-0.39%,0.65%,1.8,335.88,1.38,68.91,0.26%,463942,11/3/2021 4:30:00 PM,68.5,7/11/2000,69.0,0.13%,75.0,96,1.91,68.91,63.35,56.13,45.34,27.76,69.76,20.0,-0.59,63.666666666666664,True
80,ACM,AECOM,Industrials,Engineering & Construction,USA,10429.13,37.01,18.87,2.02,0.78,3.86,8.48,18.35,,0.00%,1.97,83.70%,15.42%,26.20%,18.29%,-5.20%,,-6.00%,143.81,140.52,0.20%,-17.23%,88.60%,-0.84%,1.46%,2.3,1.40%,6.20%,11.00%,1.1,1.1,0.8,0.82,6.00%,4.70%,1.30%,5.72%,4.20%,11.08%,13.08%,42.59%,46.40%,1.48,2.11,3.36%,2.63%,3.22%,8.53%,14.06%,-2.40%,19.74%,-2.40%,59.02%,60.65,1.65%,0.05%,1.6,895.16,0.75,74.12,1.70%,671601,11/15/2021 8:30:00 AM,84.44,5/10/2007,74.12,0.00%,81.0,81,1.18,74.12,71.95,68.48,65.05,46.61,75.94,19.0,13.92,60.333333333333336,True
171,AFG,"American Financial Group, Inc.",Financial,Insurance - Property & Casualty,USA,11917.1,8.36,13.99,3.19,1.62,2.22,4.21,83.34,1.63%,7.30%,16.4,-16.70%,-6.04%,15.80%,2.62%,4.30%,158.50%,10.60%,84.8,66.68,0.20%,-33.16%,65.30%,-2.18%,1.03%,2.06,4.50%,38.40%,9.20%,,,0.37,0.37,,25.40%,31.70%,2.63%,1.52%,9.60%,22.59%,97.70%,92.74%,0.95,3.75,2.99%,2.28%,-0.31%,4.59%,20.66%,-5.14%,16.87%,-5.14%,114.74%,53.88,0.90%,-0.18%,2.3,335.49,0.51,138.11,0.72%,171816,11/2/2021 4:30:00 PM,160.33,11/14/1978,138.11,0.00%,59.0,83,1.22,138.11,139.4,137.22,128.47,79.21,146.63,19.0,16.09,53.666666666666664,True
255,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,35391.85,36.64,28.72,2.71,4.46,4.17,12.94,35.26,1.13%,39.30%,4.63,19.40%,7.91%,15.30%,13.50%,5.40%,18.30%,15.60%,207.0,205.46,0.30%,-5.85%,85.10%,-0.37%,0.86%,1.81,3.70%,12.70%,9.80%,1.3,1.3,0.6,0.65,36.50%,15.20%,11.80%,4.16%,5.88%,17.43%,17.52%,46.28%,37.16%,0.69,3.62,2.51%,1.94%,2.79%,4.99%,17.12%,-1.13%,13.90%,-1.13%,49.88%,62.03,-0.45%,0.19%,2.3,972.09,0.86,169.24,-0.26%,835248,10/28/2021 4:30:00 PM,178.58,6/20/1984,169.24,0.00%,59.0,77,1.13,169.24,165.02,161.58,144.73,112.92,171.18,13.0,5.52,49.666666666666664,True
273,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,31556.25,137.32,44.24,4.6,9.53,5.33,53.04,,0.60%,80.70%,1.89,-29.90%,46.14%,5.40%,29.83%,2.10%,-465.10%,11.20%,116.97,116.5,0.10%,-39.26%,83.00%,-2.37%,1.80%,1.73,2.00%,3.90%,5.60%,1.3,0.8,0.36,0.36,31.00%,27.80%,6.40%,-2.61%,-4.76%,8.46%,48.84%,85.38%,75.93%,1.59,11.8,5.59%,3.99%,-1.73%,6.28%,33.81%,-9.21%,25.73%,-9.21%,97.75%,52.02,1.39%,0.57%,2.4,1211.03,0.68,264.64,1.97%,829417,11/3/2021 4:30:00 PM,262.9,2/22/1994,264.64,0.00%,56.0,91,1.45,264.64,268.79,249.97,198.3,133.82,291.48,20.0,-0.66,55.666666666666664,True
341,AMG,"Affiliated Managers Group, Inc.",Financial,Asset Management,USA,7191.8,15.31,8.35,0.84,3.16,2.67,6.38,5.67,0.02%,0.30%,11.21,28.40%,13.73%,-13.90%,18.14%,-4.00%,89.00%,16.20%,41.1,40.33,0.70%,4.15%,,-2.58%,1.56%,3.19,6.30%,18.90%,10.40%,,,0.94,0.0,,36.70%,22.10%,0.84%,-7.78%,5.30%,6.65%,79.64%,68.69%,1.38,6.17,4.02%,2.77%,-2.30%,1.92%,6.39%,-10.49%,16.59%,-10.49%,81.56%,48.77,-0.34%,0.32%,2.1,197.33,0.59,171.52,-0.02%,117379,11/1/2021 8:30:00 AM,216.17,11/21/1997,171.52,0.00%,66.0,89,1.36,171.52,174.86,168.65,161.34,95.75,191.62,15.0,26.03,56.666666666666664,True
348,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5410.61,24.44,18.3,1.26,1.66,5.14,39.49,24.81,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-17.62%,96.60%,-0.08%,1.86%,1.77,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-1.50%,14.90%,-1.60%,18.20%,71.82%,64.54%,0.26,5.02,3.75%,3.89%,0.42%,3.90%,17.35%,-9.08%,21.39%,-9.08%,73.28%,53.76,0.76%,0.13%,1.7,492.81,0.58,113.31,0.90%,283569,11/4/2021 4:30:00 PM,133.33,11/13/2001,113.31,0.00%,78.0,87,1.3,113.31,113.25,109.09,96.74,66.7,124.62,20.0,17.67,61.666666666666664,True
351,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,34392.18,16.27,12.24,0.65,2.67,6.15,4.41,272.95,1.50%,22.90%,18.54,-12.30%,10.68%,7.60%,25.18%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-18.73%,85.10%,-1.95%,2.07%,4.49,1.30%,39.30%,6.00%,,,0.88,4.19,42.30%,22.20%,17.40%,4.14%,-1.20%,12.07%,15.67%,55.10%,55.19%,1.61,7.84,3.30%,2.30%,0.28%,2.52%,14.82%,-3.71%,14.34%,-3.71%,64.40%,53.53,-0.16%,-0.18%,1.9,515.42,1.06,300.58,-0.33%,543987,10/26/2021 4:30:00 PM,338.22,9/15/2005,300.58,0.00%,72.0,83,1.22,300.58,299.52,293.79,262.12,182.83,312.15,26.0,12.52,60.333333333333336,True
