no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,11074.42,13.98,9.2,,0.99,2.9,7.63,246.1,0.67%,0.00%,4.29,85.00%,3.85%,28.00%,,-3.70%,769.80%,31.50%,187.0,184.17,0.10%,-49.91%,77.60%,0.28%,8.01%,1.73,5.60%,23.00%,5.60%,1.5,0.9,0.44,0.44,22.00%,12.60%,7.30%,-2.42%,14.19%,4.91%,71.82%,160.07%,0.79%,2.42,2.86,4.82%,4.56%,1.39%,14.07%,36.89%,-6.71%,38.81%,-6.71%,247.11%,58.06,-0.74%,-1.45%,1.8,8543.83,0.7,60.05,-2.18%,5945347,1/19/2022 4:30:00 PM,62.85,10/18/2016,60.2,0.25%,75.0,99,2.16,60.05,59.54,52.92,44.01,17.3,64.37,12.0,4.66,62.0,True
419,APA,APA Corporation,Energy,Oil & Gas E&P,USA,11545.44,20.79,6.15,,1.67,,30.62,4.03,1.52%,6.30%,1.59,-36.40%,30.13%,14.80%,,-7.40%,,83.80%,379.0,362.15,0.30%,-1.87%,88.90%,0.12%,3.22%,1.22,4.60%,-48.50%,-60.50%,1.2,0.9,,,64.30%,27.50%,8.70%,12.07%,33.00%,22.43%,87.76%,85.02%,22.61%,4.63,1.4,5.67%,4.64%,16.10%,18.82%,46.45%,-1.20%,43.72%,-1.20%,135.00%,69.26,-3.03%,2.13%,2.4,9553.35,1.01,32.97,-0.96%,9680604,11/3/2021 4:30:00 PM,35.95,8/2/1963,33.1,0.39%,56.0,96,1.54,32.97,28.83,27.82,22.59,14.03,34.4,17.0,9.04,56.333333333333336,True
699,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,40905.57,19.05,16.76,1.36,2.7,,42.56,14.15,,0.00%,103.26,32.30%,10.63%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.40%,-46.05%,95.30%,0.31%,1.90%,2.47,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-2.24%,-2.17%,11.89%,22.84%,58.89%,-6.15%,0.89,50.51,2.35%,2.25%,-3.54%,0.66%,18.49%,-6.75%,9.63%,-6.75%,76.99%,44.48,-2.04%,-1.23%,2.3,158.1,1.13,1967.56,-3.24%,178902,12/7/2021 8:30:00 AM,2204.61,4/2/1991,1967.56,0.00%,59.0,92,1.32,1967.56,2038.39,1957.83,1663.3,1111.71,2110.0,17.0,12.05,56.0,True
840,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1243.73,35.81,,4.71,5.2,4.8,104.52,27.27,4.37%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.80%,-22.08%,46.80%,0.69%,0.73%,2.54,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,-3.28%,1.70%,12.34%,17.13%,64.94%,-1.60%,1.07,1.17,1.94%,2.13%,-1.33%,0.30%,12.21%,-5.89%,9.27%,-5.89%,75.95%,46.85,-1.44%,-0.15%,2.3,37.61,0.74,52.17,-1.58%,27953,11/4/2021 4:30:00 PM,54.33,8/19/1993,52.17,0.00%,59.0,94,1.37,52.17,52.98,52.08,46.55,29.65,55.44,13.0,4.14,55.333333333333336,True
945,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,14896.07,10.3,11.32,0.55,0.84,2.81,66.29,18.18,,0.00%,7.38,40.30%,-25.96%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.65%,,0.06%,3.11%,2.29,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-3.87%,-1.68%,31.36%,80.88%,88.00%,-11.39%,2.3,2.91,3.61%,3.37%,-6.80%,0.33%,36.26%,-12.18%,17.59%,-12.18%,102.75%,42.33,-1.66%,-1.84%,1.5,2561.55,0.95,75.95,-3.47%,2434177,11/4/2021 8:30:00 AM,96.43,6/22/2005,76.1,0.20%,84.0,96,1.56,75.95,81.44,75.91,55.88,37.46,86.48,17.0,26.97,65.66666666666667,True
1335,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA,849.38,,5.01,,0.69,1.83,5.24,4.32,,,-1.93,-113.30%,1153.66%,-15.30%,,-6.50%,,25.70%,34.48,33.81,1.96%,0.00%,79.90%,-2.65%,4.71%,3.05,-2.80%,-12.70%,2.50%,0.7,0.6,1.34,1.46,92.50%,7.10%,-5.70%,8.23%,17.83%,-27.82%,41.44%,167.32%,13.47%,2.54,1.35,6.28%,5.56%,7.70%,10.51%,24.26%,-1.34%,29.24%,-28.87%,222.53%,61.04,-1.19%,2.11%,2.0,522.7,0.89,25.77,0.90%,464552,2/8/2022 8:30:00 AM,29.33,11/14/2017,25.77,0.00%,69.0,99,2.22,25.77,24.1,23.36,20.82,7.99,36.23,32.0,13.81,66.66666666666667,True
1362,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA,14448.52,49.49,6.49,0.79,2.83,4.99,19.09,15.4,1.76%,86.40%,1.38,-33.80%,139.65%,-13.10%,62.70%,-0.90%,-557.70%,60.80%,214.9,213.64,0.40%,-36.02%,95.30%,0.97%,2.03%,1.57,2.50%,9.90%,8.60%,1.8,1.4,1.18,1.18,27.70%,14.50%,5.90%,1.16%,6.13%,11.94%,45.37%,51.70%,-3.57%,1.06,2.51,4.20%,3.60%,-1.92%,4.57%,24.99%,-8.72%,19.21%,-8.72%,71.18%,52.36,2.66%,0.06%,2.1,2759.17,1.12,68.25,2.72%,3083103,11/3/2021 4:30:00 PM,72.42,8/11/2005,68.5,0.37%,66.0,91,1.26,68.25,69.76,65.46,54.72,39.87,74.77,6.0,6.11,54.333333333333336,True
1635,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,111268.97,26.04,11.22,,3.07,2.64,10.59,19.31,1.74%,51.00%,3.36,-139.20%,32.70%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-10.42%,80.40%,0.11%,1.13%,1.95,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,8.00%,22.05%,17.46%,60.66%,90.24%,21.24%,1.55,2.32,3.01%,2.78%,15.24%,18.45%,38.70%,0.74%,32.47%,0.74%,120.43%,77.75,-0.89%,1.80%,1.8,7651.01,1.4,87.51,0.89%,10721208,2/3/2022 8:30:00 AM,92.73,1/13/1978,87.54,0.03%,75.0,96,1.58,87.51,76.88,74.16,63.27,39.7,89.11,12.0,5.97,61.0,True
1793,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,2255.36,8.22,11.29,0.82,3.13,2.05,2.03,7.27,,0.00%,8.8,82.30%,-29.20%,13.80%,10.00%,16.80%,116.90%,73.90%,32.45,29.57,6.70%,-25.45%,86.50%,3.00%,4.27%,2.74,1.30%,25.10%,5.30%,,,0.35,0.35,,83.90%,35.30%,1.23%,11.08%,55.59%,96.52%,217.32%,10.72%,1.57,3.52,5.92%,5.25%,8.18%,17.20%,61.68%,-4.93%,34.84%,-4.93%,245.16%,61.18,-3.12%,0.00%,2.1,461.08,1.09,72.38,-3.12%,500471,1/24/2022 4:30:00 PM,73.25,2/21/2012,72.38,0.00%,66.0,99,2.63,72.38,67.67,62.05,44.97,20.97,76.13,21.0,1.2,62.0,True
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,33586.09,29.13,9.6,1.17,3.76,3.79,14.47,12.2,0.87%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,3.84%,24.78%,28.46%,108.28%,167.93%,14.32%,3.0,1.98,4.04%,4.33%,10.75%,16.96%,58.77%,-2.12%,41.66%,-2.12%,232.73%,70.05,-1.41%,1.37%,1.8,10860.22,1.06,50.36,-0.06%,11491341,11/2/2021 4:30:00 PM,52.55,3/17/1992,50.52,0.32%,75.0,99,2.09,50.36,46.03,43.89,32.97,16.11,51.99,29.0,4.35,67.66666666666667,True
