no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,11738.77,29.12,9.16,,0.97,3.1,8.08,,0.62%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.0,186.96,0.70%,-28.33%,77.70%,0.31%,6.06%,1.43,3.00%,12.10%,5.00%,1.5,0.9,0.44,0.44,24.70%,8.10%,3.50%,11.88%,9.68%,38.49%,57.75%,206.54%,7.79%,2.4,3.28,5.07%,5.65%,5.94%,14.39%,39.36%,-2.82%,47.36%,-2.82%,215.28%,61.5,-1.85%,1.14%,1.9,7921.13,0.63,63.75,-0.73%,5019441,1/19/2022 4:30:00 PM,66.3,10/18/2016,63.96,0.33%,72.0,99,2.55,63.75,60.24,56.0,45.89,20.96,65.77,15.0,4.0,62.0,True
27,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,248794.37,33.48,11.61,8.22,4.51,18.36,20.31,23.17,4.01%,133.00%,4.2,-48.50%,-13.93%,-2.80%,4.08%,14.90%,37.60%,11.20%,1770.0,1765.83,0.10%,-22.60%,68.20%,-0.14%,0.81%,2.07,4.40%,49.90%,12.70%,1.0,0.9,5.46,5.96,67.90%,28.20%,12.00%,1.98%,3.52%,20.15%,22.89%,29.36%,3.88%,0.8,2.95,2.35%,2.09%,4.83%,8.95%,20.71%,-0.19%,23.83%,-0.19%,39.67%,72.28,0.96%,0.37%,2.0,6936.15,1.38,142.53,1.34%,9595789,2/2/2022 8:30:00 AM,146.71,12/10/2012,142.97,0.31%,69.0,87,1.16,142.53,136.34,131.3,118.23,102.05,143.01,13.0,2.93,56.333333333333336,True
28,ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,28835.64,17.74,11.83,1.72,0.13,117.77,8.14,16.04,1.35%,22.80%,7.7,144.40%,7.22%,3.20%,10.34%,7.80%,17.30%,13.50%,208.56,149.71,0.20%,-45.81%,65.00%,0.03%,1.25%,1.88,3.00%,,24.30%,0.9,0.6,26.55,27.67,3.30%,1.10%,0.70%,-0.14%,3.10%,7.75%,13.24%,24.54%,2.80%,0.47,3.27,2.64%,2.53%,3.62%,8.20%,14.04%,0.07%,22.63%,0.07%,38.43%,64.91,1.74%,0.30%,2.2,995.13,1.75,139.41,2.05%,1737637,2/2/2022 8:30:00 AM,153.5,4/4/1995,139.41,0.00%,63.0,84,1.12,139.41,134.85,129.16,122.33,100.71,140.24,10.0,10.11,52.333333333333336,True
119,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,42333.25,15.83,14.56,2.4,0.5,1.94,39.09,,1.95%,35.50%,4.78,24.80%,0.19%,1.00%,6.60%,-1.00%,130.80%,34.50%,564.0,556.9,0.20%,-24.75%,81.00%,-0.11%,0.84%,1.72,4.50%,11.00%,3.60%,1.6,1.0,0.37,0.41,7.00%,2.30%,2.70%,-0.28%,10.35%,17.87%,25.58%,42.05%,12.01%,0.8,1.68,2.04%,2.27%,5.44%,11.79%,18.64%,-1.12%,22.94%,-1.12%,44.23%,69.71,0.09%,0.26%,1.9,2718.7,0.78,75.98,0.36%,2111458,1/25/2022 8:30:00 AM,73.23,12/24/1924,76.2,0.29%,72.0,91,1.24,75.98,72.37,68.16,64.12,53.14,76.84,23.0,-3.62,62.0,True
153,AEL,American Equity Investment Life Holding Company,Financial,Insurance - Life,USA,3773.58,11.73,8.59,,1.05,0.61,0.3,2.4,0.81%,8.90%,3.59,157.50%,49.53%,20.50%,,9.80%,-78.70%,-32.10%,92.48,90.83,0.30%,-13.27%,97.40%,-0.89%,0.63%,1.28,0.50%,5.50%,-8.40%,,,0.09,0.09,,15.30%,9.50%,6.15%,3.92%,25.05%,28.48%,41.42%,8.25%,1.11,1.41,3.43%,3.58%,1.46%,8.29%,25.02%,-3.88%,27.92%,-3.88%,60.63%,60.67,0.24%,-0.31%,2.4,445.54,1.03,42.1,-0.07%,456815,2/17/2022 4:30:00 PM,44.11,12/4/2003,42.1,0.00%,56.0,90,1.21,42.1,41.54,38.99,33.73,26.21,43.8,9.0,4.77,51.666666666666664,True
212,AGO,Assured Guaranty Ltd.,Financial,Insurance - Specialty,Bermuda,3791.94,15.87,15.46,5.29,4.48,0.64,37.54,,1.59%,24.40%,3.48,4.40%,0.99%,-10.00%,3.00%,-15.80%,-77.50%,-32.90%,72.7,66.34,0.10%,-22.57%,96.50%,0.24%,2.69%,3.97,1.60%,4.20%,4.30%,,,0.27,0.27,,34.50%,32.30%,5.60%,6.56%,-2.02%,13.38%,46.85%,10.08%,1.16,1.53,2.43%,3.03%,4.66%,10.01%,13.18%,-0.07%,24.92%,-1.42%,50.67%,66.66,1.45%,0.14%,1.7,449.76,0.88,56.14,1.59%,397670,11/4/2021 4:30:00 PM,61.0,4/23/2004,56.14,0.00%,78.0,93,1.3,56.14,53.74,51.09,49.64,37.27,56.95,37.0,8.66,69.33333333333333,True
237,AIG,"American International Group, Inc.",Financial,Insurance - Diversified,USA,49394.58,9.57,11.37,0.31,1.04,0.81,18.3,16.25,2.10%,19.90%,6.37,-286.60%,13.25%,-43.90%,30.69%,-5.80%,507.80%,25.60%,852.76,829.46,0.10%,-5.64%,93.30%,-0.34%,0.97%,1.63,0.90%,8.60%,-4.20%,,,0.49,0.49,,16.50%,11.70%,7.08%,4.81%,0.99%,19.71%,46.33%,7.26%,1.33,1.84,3.10%,3.38%,3.92%,8.26%,14.63%,-0.74%,19.54%,-1.20%,50.09%,63.27,1.10%,0.21%,2.2,4971.01,0.8,61.79,1.31%,3968105,2/16/2022 4:30:00 PM,65.0,4/3/1972,61.79,0.00%,63.0,93,1.28,61.79,59.51,57.15,53.97,41.17,62.54,14.0,5.2,56.666666666666664,True
360,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,34041.97,13.36,10.4,0.51,2.53,6.28,4.36,162.88,1.47%,47.40%,23.06,-12.30%,15.31%,7.60%,26.39%,-0.40%,859.90%,-3.60%,116.4,111.62,0.30%,-23.80%,85.00%,-0.11%,0.82%,1.47,0.60%,18.70%,5.50%,,,0.88,4.19,47.50%,10.30%,7.90%,3.36%,-2.17%,0.46%,16.01%,45.98%,2.13%,1.53,9.73,2.68%,3.22%,0.20%,2.59%,12.61%,-6.16%,11.92%,-6.16%,48.61%,53.63,1.29%,-0.05%,1.8,626.34,1.31,311.91,1.24%,821066,1/26/2022 4:30:00 PM,359.0,9/15/2005,311.91,0.00%,75.0,93,1.28,311.91,310.93,304.22,277.3,210.94,332.37,22.0,15.1,63.333333333333336,True
363,AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,1217.19,34.63,16.88,1.39,2.95,2.79,10.62,27.35,,0.00%,0.72,-97.10%,12.95%,19.70%,25.00%,6.80%,651.50%,34.50%,48.02,36.61,0.60%,-30.07%,60.70%,1.78%,5.38%,7.69,5.60%,8.70%,1.70%,3.1,2.1,0.18,0.18,43.70%,15.00%,8.70%,-3.91%,8.49%,26.72%,23.29%,31.31%,7.51%,0.7,1.13,8.29%,4.81%,4.91%,13.91%,28.79%,-0.83%,36.75%,-0.83%,55.35%,60.92,4.54%,0.36%,2.5,256.06,3.55,26.27,4.91%,909121,,28.25,6/25/2014,26.5,0.88%,53.0,90,1.22,26.27,25.1,23.17,20.44,16.91,26.74,11.0,7.54,51.333333333333336,True
379,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,1280.27,11.56,14.42,,5.17,1.6,5.98,22.15,0.17%,0.00%,3.03,-103.50%,17.04%,-16.20%,,4.60%,900.60%,-0.80%,37.13,27.37,0.90%,-9.35%,32.30%,1.09%,1.24%,2.47,0.50%,5.10%,20.10%,,,0.15,0.15,,88.40%,16.40%,3.40%,2.85%,28.70%,49.74%,124.52%,1.24%,1.38,1.46,3.93%,4.27%,2.21%,5.92%,33.51%,-4.41%,25.67%,-4.41%,128.81%,56.9,0.31%,0.03%,1.8,137.63,0.48,35.1,0.34%,66452,1/20/2022 8:30:00 AM,37.04,8/29/2018,35.1,0.00%,75.0,98,1.87,35.1,34.36,33.23,26.37,15.56,36.72,15.0,5.53,62.666666666666664,True
