date,BSY,EFX,EPAM,INTU,LSI,NAVI,NOTV,NVDA,RPD,TRNS,portfolio
2021-09-14,88.61015090256342,536.6188305385729,242.7189313646064,209.0249341150392,467.1429580434165,26.457721563497653,84.67494579627305,425.1269080576482,89.63295455056029,329.9916650678224,2500.0
2021-09-15,91.19861807281906,535.1444949722166,243.15158543120995,210.43738901676156,469.9670935247556,26.871662448454593,86.83332676755059,427.01916432496716,90.21089705324225,348.03399857786974,2528.868230189847
2021-09-16,88.20009669737439,536.8940398442927,244.53529888746462,210.72061565070067,471.591938596211,26.998144385524768,89.93254046989784,425.1269080576482,90.44800166972715,337.9407511360172,2522.388335394858
2021-09-17,86.8674205305101,526.0822456910134,239.30447224438356,206.6634860762222,463.8158943256746,27.009642743440235,97.09947215657586,418.59002277054657,89.19579291391622,336.4241491887958,2491.0525986410785
2021-09-20,81.88269909868116,515.7618967265197,235.92899096799889,203.92317643616192,464.3188225620774,25.96329217313242,101.85897891375198,403.5475411303447,87.87689848471892,324.5005200865036,2445.5628165798908
2021-09-21,83.01034816295095,508.23295643432715,239.32785895068645,204.23582921388692,464.58963007398665,25.68733158316113,138.1640537126769,406.08966318643985,88.03249838928716,322.9316215204126,2480.3017912278156
2021-09-22,83.27944623510622,514.7003751187432,242.06410358812528,207.01292153367953,461.76549459264754,25.468862782767186,94.387660167022,419.37368445701196,88.23255540944629,335.27362357366235,2471.5587274582117
2021-09-23,83.54854430726152,519.4968801612888,245.37722031436886,212.3721579706833,456.4654047167098,25.641338151499248,93.28079813046942,429.71419597842134,89.07724060567378,335.5351066680108,2490.5088870043874
2021-09-24,82.20305394648508,520.2242190406913,245.353833608066,212.57446270921122,447.954311485277,25.859806951893184,94.96876273621211,422.0496024107963,90.12939234132556,337.31319170958074,2478.6306369395384
2021-09-27,80.43469518660746,514.3072189677149,232.94328812999584,208.56147235041158,435.4971659374525,26.618698574314237,90.34761373360506,414.00273484977345,88.01767935075685,340.03261589080523,2430.763182971437
2021-09-28,78.20502544589219,502.5911656670705,221.60853114185886,200.46928280929404,440.2169540021562,25.6988299410766,87.13771382760255,395.6344694670111,84.25364356405893,331.61286025278315,2367.428476118804
2021-09-29,77.02611960597378,502.6894547048276,222.27115448710762,201.1755102601552,445.2849231536003,22.122840629365268,79.19597871533773,392.1557761270915,83.61642490725575,343.065819785248,2368.604002375963
2021-09-30,77.70527188331808,496.55621874878557,222.3608035279354,198.44623542401465,437.58625245789517,22.686260167223324,80.91161487199423,395.9594023613992,83.74238673476336,337.20859847184136,2353.1630446491704
2021-10-01,78.67915062064198,502.2176673235936,224.29410458230814,200.08674294007758,440.7198822385591,21.984860334379626,84.56425959261777,396.45635855281625,84.23141500626348,341.81070093237514,2375.0451421236326
2021-10-04,75.44997375477851,496.5169031336828,219.86232373790935,193.23780797391356,438.5147353558696,21.708899744408328,85.3390630182046,377.15152188622943,82.06042586157353,339.24816660775974,2329.0898210743294
2021-10-05,75.23213245827183,506.5227271773539,225.15551493113145,196.18042235250175,437.2767581585703,21.47893258609892,84.53658804170396,390.8942719488789,83.46082500268753,349.96897347604875,2370.707146133247
2021-10-06,75.05273374350165,503.6133716597442,226.91731347261626,196.6438841171294,447.2192625243805,21.363949006944214,87.49744398948215,395.653583166681,85.2613381841198,354.6756691743219,2393.8985490389214
2021-10-07,75.21931826435969,508.19364081922424,231.87529520883024,197.79150372477878,451.66824307717496,22.341309429759207,91.81420593203724,402.821220542889,86.83956578759746,360.5328904877286,2429.0971932743796
2021-10-08,73.5534730557793,506.8765677132794,228.69080536725258,195.36016859447028,448.53461329651105,22.306814356012797,92.97641107041746,398.15747782343635,86.0689757840215,361.4742296273833,2413.999536688564
2021-10-11,72.42582399150953,504.7731823052777,224.7033719426088,193.25987758175296,451.35874877785017,22.84723717803991,94.05560155605623,395.55801466833157,85.61699510884715,365.18728956713215,2409.786142677406
2021-10-12,72.50270915498247,500.9005942176487,227.0693270635851,193.86311352936352,463.77720753825895,23.06570597843385,95.881923916368,395.09928587625427,87.57310819484765,366.965374608702,2426.6983500784445
2021-10-13,73.29718917753618,499.54420549660097,232.53012298531135,196.76526696024618,474.06789299080964,22.65176509347691,96.46302648555812,400.2217573877842,88.74381223874187,365.7102557558292,2449.995294571895
2021-10-14,73.48940208621853,511.51581029541364,238.09226130101678,200.0168558485861,482.54029943482686,23.100201052180264,96.40768338373049,415.64651302138384,90.58878253576506,367.54063741626874,2498.9384463753904
2021-10-15,73.60472983142793,517.1969166777732,241.26895557382682,203.09924441015724,479.98697146539695,22.973719115110086,94.96876273621211,417.8637021830908,89.22543099097685,370.20776497862363,2510.3961979625956
2021-10-18,72.42582399150953,526.9275314157244,246.64789802349287,207.6602966969689,485.2483745539191,23.19218791550403,94.85807653255686,424.7446340642505,92.01881975393967,368.90034950688107,2542.6239924547467
2021-10-19,74.181368557475,535.2820996250765,247.18189448407568,210.69118950691475,479.71616395348775,22.904728967617267,95.38383599991934,426.04436564180287,92.3967052364625,370.15546835975385,2553.9378203325855
2021-10-20,74.05322661835342,528.5394716349406,244.74188145980685,209.85622267699037,486.4476649638028,23.23818134716591,91.86954903386487,422.47010380353385,92.81904783457622,369.00494274462045,2543.0402921176556
2021-10-21,74.7708214774342,500.58606929682605,250.4989089947031,212.73262823206036,487.14402713728373,22.893230609701792,92.17393609391684,433.7280729090978,92.5523051410307,377.58158823925163,2544.661588131306
2021-10-22,75.69344343910949,525.6890895399852,252.7362372310135,217.3120718587382,491.82512841457174,22.973719115110086,93.33614123229704,434.377938697874,93.22657139415966,377.3724017637728,2584.5427426866313
2021-10-25,74.84770664090713,538.4076910257517,254.23688421878265,221.63771499526285,499.3303651731989,22.84723717803991,104.21106074142622,442.7879665526247,94.25649457201598,381.76531774882784,2634.328438846838
2021-10-26,75.39871697912989,530.9573819637649,254.71631169799204,223.8630671190702,496.08067503028815,22.536781514322207,127.70420746725493,472.433314740621,93.82674245463708,378.5229273789062,2676.0401263459867
2021-10-27,74.05322661835342,523.841255630152,254.27586206262083,225.52564424297253,489.7360418941292,22.076847197703387,125.98857131059842,467.34907062843075,94.21203745642507,384.38014869231296,2661.4387057336985
2021-10-28,75.7190718269338,539.9016843996594,261.35813628801446,226.36428934087016,509.6210506257495,22.37580450350562,122.83401450642354,476.7147834666759,95.21973207648591,385.58297092631614,2715.691537960634
2021-10-29,75.79595699040674,543.6170100268772,262.41443585602866,230.25589685655305,514.0313443911284,22.65176509347691,133.90263487194943,488.6799594600257,95.3975605388496,391.59708209633186,2758.3436461816273
2021-11-01,74.96303438611655,543.8529037174942,257.11734687842267,223.93663247853488,511.6714503587765,23.318669852574203,140.84819415131693,493.6495213741966,93.86379005096286,396.7221507455627,2759.9436939939583
2021-11-02,74.75800728352205,537.8769302218635,262.8392943538646,227.46041319689425,519.4088078418973,22.398801219336562,151.47406970222178,504.6207849847123,91.16672503844703,413.1432890706493,2805.1471229134086
2021-11-03,75.43715956086635,544.2657176760739,265.0298491775692,229.10827724890365,507.64802446755374,22.36430614559015,143.33863373356024,508.3861838196803,95.43460813517538,442.06331930559475,2833.076079270568
2021-11-04,76.83390669729143,557.6133690034859,279.1827042752051,230.14187054938273,511.7101371461922,22.237824208519974,145.74605866306214,569.6073638623315,100.9917475840404,447.65905752465284,2941.724039514164
2021-11-05,75.12961890697459,557.5740533883829,274.81718576533115,226.20980208599428,500.2201612837578,22.663263451392385,151.41872660039414,568.6707925785068,102.55515614898775,471.29712925375844,2950.5558894634805
2021-11-08,77.52587316854789,562.1543225478631,279.6621317544145,226.3054370532984,500.87783666982307,23.364663284236084,145.02659833930295,588.7784046312291,103.82959346259413,491.58821737520293,2999.1130782865116
2021-11-09,77.21833251465613,564.9850468352671,279.502322594678,225.39690486390927,502.8121760406033,23.111699410095735,145.60770090849306,585.9686907797555,102.62925134163928,487.9797506731935,2995.211875962291
2021-11-10,73.27156078971187,543.3418007211573,262.9640234541467,222.16002904746227,502.3092478042004,23.01971254677197,141.06956655862743,563.0704785752297,98.31691112932002,484.1620974957052,2913.685428122333
2021-11-11,72.73336464540128,540.0786046676221,260.4304636046663,223.22304849172727,504.7078286239679,23.52564029505267,141.23559586411034,580.8653329678954,98.6873870925777,492.8956328469455,2938.3828990999664
2021-11-12,72.98964852364442,548.8263290280025,261.68165239187124,230.62372365387657,505.4041907974487,23.548637010883613,153.71546532624075,580.8653329678954,98.84298699714591,516.6905944326601,2993.1885611296693
2021-11-15,74.48890921136676,553.2886513421741,257.5188186699557,230.31107087615158,512.0583182329326,23.33016821048967,145.96743107037264,573.8888325883863,98.17613026328212,492.5818531337273,2961.6101835988393
2021-11-16,75.33464600956908,570.7644422553836,261.54522993843767,237.52783263963912,505.44287758486433,22.939224041363676,151.97215761867045,577.2910711296263,98.82816795861561,506.17897403984995,3007.8246232160204
2021-11-17,75.74470021475811,569.4473691494387,259.48719978378284,233.5920859082774,509.8918581376588,23.123197768011202,146.93593535235615,559.2859660405919,98.10203507063058,504.24399914167094,2979.854346567177
2021-11-18,72.464266573246,566.6559604771375,258.78949637907976,231.34098590865747,514.6890197771936,22.916227325532734,146.60387674139037,605.4264370437015,97.85011141561537,512.663754779693,3029.400136421247
2021-11-19,70.69590781336838,566.0072528279408,258.7505185352416,254.66120485896892,517.087600596961,22.83573882012444,160.1629366891596,630.4653836112548,98.0353493972442,502.88428705105866,3081.5861802013223
2021-11-22,66.03154122934335,550.9297144360041,239.38632571644368,243.36524391316345,510.162665649568,23.180689557588558,145.16495609387204,610.79738665094,93.65632351153856,512.5591615419537,2995.2340083004156
