"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46386.97,37.97,27.99,2.71,7.34,8.35,29.45,43.72,0.56%,19.10%,3.94,71.00%,10.37%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.27%,90.70%,0.22%,1.42%,2.68,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,0.61%,-4.34%,-0.47%,0.37%,17.74%,-6.35%,1.01,3.86,2.69%,2.47%,-2.56%,-3.75%,-1.02%,-9.76%,6.14%,-16.74%,32.93%,43.52,1.16%,0.79%,,1596.90,1.31,149.51,1.96%,2093913,11/22/2021 4:30:00 PM,175.32,11/18/1999,149.51,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10850.04,14.41,9.62,,0.97,2.98,7.47,241.11,0.65%,0.00%,4.29,85.00%,3.26%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.17,0.10%,-51.17%,77.40%,0.04%,8.01%,1.71,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,5.69%,29.51%,27.85%,79.15%,153.19%,3.86%,2.44,2.88,4.83%,4.70%,7.17%,19.48%,42.46%,-1.61%,43.04%,-1.61%,257.69%,66.38,-3.13%,2.70%,1.80,8638.81,0.74,61.88,-0.51%,6387180,1/19/2022 4:30:00 PM,59.66,10/18/2016,62.08,0.32%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94%,2.25%,1.96%,-0.16%,-1.25%,-0.06%,,0.15,0.66%,0.70%,1.43%,1.23%,1.53%,-2.18%,4.13%,-4.37%,8.87%,58.47,0.28%,-0.06%,,201.31,0.61,18.17,0.22%,121847,,,8/15/2018,18.15,-0.11%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1218.73,43.57,,,,1.30,1354.15,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,,0.08%,0.29,,,,1.70,1.70,0.00,0.00,,,,-0.31%,-0.41%,0.00%,-0.10%,,0.21%,,0.03,0.29%,0.25%,-0.02%,-0.33%,-0.22%,-1.01%,0.31%,-2.40%,2.74%,45.71,0.00%,-0.10%,,269.45,0.03,9.76,-0.10%,8311,,,3/25/2021,9.77,0.10%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",47.28,,,,1.59,2.09,4.01,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.01%,0.01,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-12.61%,41.55%,-11.84%,-47.52%,66.12%,87.76%,1.44,0.37,28.12%,21.70%,30.56%,15.05%,-23.05%,-31.63%,101.00%,-89.82%,101.00%,54.67,-12.23%,0.00%,1.50,637.21,0.81,2.01,-12.23%,516511,11/10/2021 4:30:00 PM,32.50,1/29/2008,2.03,1.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",213.76,,,,,224.09,305.38,,,,-0.02,,,,,,,,21.68,17.41,25.41%,0.00%,42.00%,248.13%,0.02%,0.03,,,,4.40,4.40,0.00,0.00,,,,-0.40%,1.02%,,,,0.72%,,0.05,0.26%,0.32%,0.48%,0.77%,0.77%,-0.50%,5.57%,-0.50%,5.57%,54.83,0.00%,0.10%,,81.37,0.00,9.86,0.10%,31,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,229.32,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,1.82%,0.75%,2.64%,,,0.60%,,0.08,0.32%,0.57%,0.67%,1.23%,1.53%,-4.18%,2.96%,-4.18%,3.38%,57.94,0.00%,0.00%,,71.16,0.01,10.09,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,102.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.20%,1.88%,,,,-8.78%,,0.05,9.05%,10.53%,-2.91%,-1.47%,-1.47%,-23.79%,13.40%,-23.79%,13.40%,47.61,-11.98%,5.44%,,61.95,0.18,0.51,-7.20%,11383,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",520.56,,,,5205.60,1.51,3.23,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,52.70%,-2.94%,5.11%,3.47,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,5.77%,1.27%,-11.31%,-20.40%,35.59%,-0.62%,1.48,1.57,7.35%,6.42%,-1.31%,0.15%,-7.66%,-26.15%,28.00%,-51.81%,67.70%,51.11,-0.21%,0.08%,1.70,182.24,1.08,24.00,-0.12%,196287,,50.00,8/8/2017,24.00,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65%,3.15%,1.49%,-2.73%,5.45%,0.87%,,0.72,1.23%,0.77%,2.48%,1.71%,-0.43%,-2.24%,6.56%,-6.56%,10.82%,58.99,0.98%,0.15%,,2.53,0.30,64.81,1.13%,749,,,7/21/2010,64.82,0.02%
