date,DVN,SBNY,portfolio
2022-01-12,1.9149493284056254,2498.085050671594,2500.0
2022-01-13,1.90497155483982,2492.2834453705777,2494.1884169254176
2022-01-14,1.9337533574928596,2493.9216755681323,2495.8554289256253
2022-01-18,1.9326021322321199,2427.783833382755,2429.716435514987
2022-01-19,1.8777248167956457,2398.639374483598,2400.517099300394
2022-01-20,1.8662121250127937,2320.6254569080384,2322.491669033051
2022-01-21,1.7698889434878695,2227.3225711531113,2229.092460096599
2022-01-24,1.8546994332299416,2144.326267522178,2146.180966955408
2022-01-25,1.9671402075806763,2117.980234904541,2119.9473751121213
2022-01-26,1.9874794476685942,2085.4232998036623,2087.410779251331
2022-01-27,1.985560690103422,2023.5854734095526,2025.5710340996561
2022-01-28,1.9782692064072214,2054.9138920825635,2056.892161288971
2022-01-31,1.9406610018409345,2079.2121890266903,2081.1528500285312
2022-02-01,2.0170287826260664,2174.767354899374,2176.7843836819998
2022-02-02,2.043124295409501,2159.8197801457914,2161.862904441201
2022-02-03,2.0342977471044352,2121.1881666620156,2123.22246440912
2022-02-04,2.0289251673652253,2190.0561147850094,2192.0850399523747
2022-02-07,2.018180007886806,2206.6417114424157,2208.6598914503024
2022-02-08,1.9644539177110714,2302.6747031349582,2304.6391570526694
2022-02-09,2.000143364712186,2321.5811085477562,2323.5812519124684
2022-02-10,2.003981026234349,2347.653859789781,2349.6578408160153
2022-02-11,2.0765111454973177,2297.350923653801,2299.4274347992987
2022-02-14,2.0055159444513957,2261.7224891895225,2263.728005133974
2022-02-15,1.9732803196243187,2335.9142167936734,2337.8874971132977
2022-02-16,2.0665333719315124,2387.92349517738,2389.990028549312
2022-02-17,2.120259462107247,2311.001661635613,2313.12192109772
2022-02-18,2.102222818932627,2288.2049542012346,2290.3071770201673
2022-02-22,2.0212499907127177,2326.8365676850103,2328.8578176757233
2022-02-23,2.0550206801486604,2262.746252879412,2264.8012735595607
2022-02-24,2.024320119930448,2223.022763655575,2225.0470837755056
2022-02-25,2.118340704542075,2388.810826473195,2390.929167177737
2022-02-28,2.2852751013729766,2354.0016112545595,2356.2868863559324
2022-03-01,2.2737624095901245,2161.9356278694736,2164.209390279064
2022-03-02,2.2507370260244204,2301.377866363188,2303.6286033892125
2022-03-03,2.2584120562851093,2239.471719625175,2241.73013168146
2022-03-04,2.2860426336774093,2080.5771378486324,2082.86318048231
2022-03-07,2.2983228577646937,1897.1113943398138,1899.4097171975786
2022-03-08,2.2825888115033717,1949.9396836754322,1952.2222724869355
2022-03-09,2.2618658784591466,2091.907275368784,2094.1691412472433
2022-03-10,2.3244183705481287,2111.2912983077094,2113.6157166782577
2022-03-11,2.2503531866762945,1974.237980619559,1976.4883338062352
