Company,Recommendations
AZN,1.5
MSFT,1.6
BILI,1.6
JD,1.7
NTES,1.7
BABA,1.7
SKLZ,1.7
RBLX,1.8
FUTU,1.8
XPEV,1.8
LI,1.8
FB,1.8
ET,1.8
BSX,1.8
GM,1.8
UBER,1.8
BBD,1.8
TIGR,1.8
BIDU,1.9
GOLD,1.9
ATVI,1.9
NVDA,1.9
WISH,1.9
MU,1.9
ZNGA,1.9
VALE,2.0
TME,2.0
NIO,2.0
PDD,2.0
RLX,2.0
ROKU,2.0
VIPS,2.0
TSM,2.0
ZTO,2.0
CMCSA,2.0
BEKE,2.0
FCX,2.0
AAPL,2.0
PCG,2.1
CX,2.1
C,2.1
SIRI,2.1
GE,2.1
LVS,2.1
TCOM,2.1
KO,2.1
KGC,2.1
AGNC,2.1
GPK,2.1
SNAP,2.1
TAL,2.2
WFC,2.2
BAC,2.2
NLY,2.2
UPS,2.3
AMD,2.3
PLUG,2.3
MRO,2.3
ITUB,2.3
IQ,2.3
CSCO,2.3
CLF,2.3
NCLH,2.4
PBR,2.4
UAL,2.5
CCL,2.5
MRNA,2.5
F,2.5
AUY,2.6
JBLU,2.6
XOM,2.6
SPCE,2.6
PFE,2.6
TLRY,2.7
VZ,2.7
NOK,2.7
OXY,2.7
UMC,2.7
TWTR,2.7
INTC,2.8
TSLA,2.8
T,2.8
SWN,2.9
X,2.9
TEVA,2.9
GOTU,3.0
KMI,3.0
ABEV,3.1
PLTR,3.2
CLOV,3.3
FCEL,3.3
M,3.4
AAL,3.4
RIG,3.5
AMC,3.6
SOFI,6.0
CCIV,6.0
DIDI,6.0
YMM,6.0
TCEHY,6.0
