Company,Recommendations
QFIN,1.4
RDY,1.5
LEGN,1.5
ZLAB,1.5
IGMS,1.6
HCM,1.6
SE,1.6
SSTK,1.6
DADA,1.6
BILI,1.6
RIOT,1.7
OSTK,1.7
LW,1.7
VZIO,1.7
MARA,1.7
NOAH,1.7
MNSO,1.7
BNR,1.7
CD,1.7
CRCT,1.8
TIGR,1.8
GDS,1.8
LI,1.8
XPEV,1.8
ASAN,1.8
FUTU,1.8
TDUP,1.9
ATVI,1.9
SI,1.9
PTC,1.9
OCFT,1.9
NIO,2.0
NVAX,2.0
TIL,2.0
CVLT,2.0
XPEL,2.0
PDD,2.0
BEAM,2.1
PII,2.1
WB,2.1
LOGI,2.1
IPGP,2.1
DNLI,2.1
OLO,2.1
MSTR,2.2
SANA,2.2
HUYA,2.3
UPS,2.3
MEDP,2.3
CALX,2.4
SM,2.6
QS,2.6
NKLA,2.6
JBLU,2.6
TLRY,2.7
JKS,2.8
RRC,2.9
APPN,2.9
JOBS,3.0
AMC,3.6
SHWGY,6.0
SKIN,6.0
SMNUF,6.0
SHCR,6.0
VEDL,6.0
WDH,6.0
WYNMY,6.0
XMTR,6.0
XNYIF,6.0
YMM,6.0
SHTDY,6.0
ACH,6.0
MPNGF,6.0
RERE,6.0
ALBHF,6.0
AMEH,6.0
BCAUY,6.0
BKRKF,6.0
BYDDF,6.0
BYDDY,6.0
CGC,6.0
CRBJF,6.0
CSPCY,6.0
DLO,6.0
DOCS,6.0
RXRX,6.0
DV,6.0
GNENF,6.0
HKXCY,6.0
KNBE,6.0
LKNCY,6.0
LNVGF,6.0
MCW,6.0
MPNGY,6.0
NDEKY,6.0
NTOIY,6.0
OTLY,6.0
RBGLY,6.0
GCTAF,6.0
ZY,6.0
