date,AA,CEIX,DVN,TRGP,WFC,portfolio
2022-02-15,240.2344201743064,172.26503737776673,6.845779550731946,1544.715481780303,535.939281116892,2500.0
2022-02-16,252.56410258473727,170.23360785700623,7.169296606154392,1558.0746712860152,533.7360210163266,2521.77769935024
2022-02-17,248.1189380986554,169.1308299336676,7.3556852128860735,1545.2102770626498,515.4674700567535,2485.283200364612
2022-02-18,253.73218114795708,167.15744252154602,7.293111800593505,1536.05680027061,510.69376902188793,2474.9333047625946
2022-02-22,240.39663818017212,162.97851033314745,7.012197768218056,1503.8958618984714,507.48068283438135,2421.7638910143905
2022-02-23,244.38757739696817,168.55043098807914,7.129356335531344,1512.5545434081644,495.271053376824,2427.8929615055667
2022-02-24,237.83338079647442,164.95189774526906,7.022848777913852,1536.3041507255082,483.8876070598935,2429.999885105059
2022-02-25,252.59655608781827,171.8007115790558,7.349028585760248,1576.8765145249922,496.7398817706572,2505.3626925482836
2022-02-28,244.4524596483605,178.4173569782869,7.928163779464673,1617.2014334970274,489.94652856190925,2537.945942465049
2022-03-01,258.85874542489194,182.1900054766134,7.888223508841626,1621.6544966655981,461.67157322571296,2532.2630443016583
2022-03-02,267.8788884093797,197.68690530079203,7.808342967595531,1672.1222942492657,479.38933542486814,2624.885766351901
2022-03-03,268.94963121812617,204.07138226546752,7.834969476098832,1682.5129008059982,470.39275713518606,2633.761640900877
2022-03-04,294.1606313270562,208.48247181802142,7.930826531888623,1720.1163985388507,447.9012939011653,2678.5916221169823
2022-03-07,277.09372765758394,201.16934325592402,7.973429554935619,1697.6038266136493,420.544343178753,2604.3846702608457
2022-03-08,267.2624203794585,201.92387959782948,7.9188443999148985,1657.7737029239609,426.5114432076116,2561.3902905087753
2022-03-09,258.0151276281732,197.39668368719722,7.8469516080725565,1690.1819917509977,451.2979529957236,2604.7387076701643
2022-03-10,269.1118739787616,209.7013450290381,8.06396110587751,1723.8273159701766,449.92091105541635,2660.6254071392705
2022-03-11,256.4577060470599,193.21776256919895,7.8070113374495085,1694.882499747017,444.963637113499,2597.328616814224
