rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,78.5,OPCH,"Option Care Health, Inc.",57.0,1.6,87,1.65,24.82,27.81,12.05,$10.52,$26.90,22.45,21.71,18.96,91.5,True
3,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.63,78.59,86.25,9.75,$34.30,$83.72,75.37,74.36,67.85,89.0,True
4,74.66666666666667,GDEN,"Golden Entertainment, Inc.",37.0,1.7,98,3.1,49.26,61.5,24.85,$12.04,$54.86,48.01,46.08,31.54,89.0,True
5,73.83333333333333,DAR,Darling Ingredients Inc.,40.0,1.6,90,1.83,73.71,96.21,30.53,$31.45,$79.65,73.57,69.37,66.6,91.5,True
6,73.16666666666667,HCCI,"Heritage-Crystal Clean, Inc",42.0,1.4,81,1.5,29.55,34.6,17.09,$12.60,$34.91,28.77,28.63,26.44,96.5,True
7,72.5,RWT,"Redwood Trust, Inc.",47.0,1.6,79,1.44,13.16,14.04,6.69,$6.80,$12.71,12.22,12.05,10.28,91.5,True
9,71.83333333333333,ONTO,Onto Innovation Inc.,39.0,1.8,90,1.84,73.06,90.2,23.46,$28.08,$79.45,71.74,70.02,62.01,86.5,True
10,71.83333333333333,LQDT,"Liquidity Services, Inc.",13.0,1.0,96,2.49,21.68,32.5,49.91,$6.63,$30.00,22.61,22.05,19.23,106.5,True
11,71.66666666666667,AGO,Assured Guaranty Ltd.,36.0,1.7,90,1.82,47.53,58.0,22.03,$18.45,$52.28,49.19,47.66,41.94,89.0,True
12,71.0,GLDD,Great Lakes Dredge & Dock Corporation,58.0,1.7,66,1.22,15.1,17.68,17.09,$8.77,$16.28,14.75,14.61,14.16,89.0,True
14,70.66666666666667,WOW,"WideOpenWest, Inc.",41.0,2.3,97,2.79,19.89,25.4,27.7,$4.72,$23.92,21.28,20.83,14.86,74.0,True
