no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,175918.0,44.71,43.29,1.27,11.84,24.56,48.76,59.35,,0.00%,3.23,604.70%,26.65%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.02%,70.40%,0.98%,5.79%,1.27,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-5.70%,0.28%,41.85%,59.51%,55.68%,0.36%,1.86,7.47,4.79%,4.93%,0.88%,1.39%,37.50%,-12.19%,22.26%,-12.19%,99.20%,50.01,-4.36%,0.51%,2.3,54648.78,1.46,144.42,-3.87%,79940231,10/26/2021 4:30:00 PM,142.5,10/15/1979,144.16,-0.18%,59.0,88,1.24,144.42,143.43,142.93,105.36,72.5,164.46,13.0,-1.33,53.333333333333336,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,42429.96,56.32,40.03,3.08,15.31,11.03,12.53,46.4,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.20%,65.90%,0.95%,1.74%,1.75,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-4.30%,14.41%,57.14%,48.08%,93.92%,-3.54%,1.19,4.25,2.35%,3.22%,1.95%,8.75%,42.20%,-6.67%,43.76%,-6.67%,111.63%,55.48,-2.52%,0.01%,2.3,2243.03,1.0,138.66,-2.52%,2245146,11/1/2021 4:30:00 PM,135.51,6/6/2014,139.27,0.44%,59.0,94,1.51,138.66,136.86,128.33,97.84,65.52,148.57,16.0,-2.27,56.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42686.73,20.15,17.81,1.44,2.82,,44.41,14.76,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.74,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,0.99%,11.66%,25.98%,34.27%,76.24%,-0.77%,0.88,48.94,2.31%,2.57%,3.08%,8.77%,27.52%,-1.41%,17.69%,-1.41%,87.12%,62.41,1.07%,0.64%,2.2,158.74,0.93,2080.25,1.72%,148056,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2080.25,0.00%,63.0,91,1.32,2080.25,2028.19,1917.41,1634.98,1111.71,2110.0,16.0,4.67,56.666666666666664,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,36914.1,25.69,19.56,2.34,1.41,4.65,13.34,18.71,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.46,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,2.40%,11.93%,10.43%,29.55%,85.63%,1.65%,1.42,2.72,1.52%,2.22%,5.30%,6.69%,18.55%,0.06%,16.56%,0.06%,87.79%,65.34,0.27%,1.22%,2.1,1351.37,1.03,110.3,1.50%,1390405,10/28/2021 8:30:00 AM,128.17,6/10/2004,110.3,0.00%,66.0,93,1.41,110.3,105.21,103.51,93.21,59.88,111.0,20.0,16.2,59.666666666666664,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,248526.38,48.55,40.38,4.87,1.22,13.55,18.44,8016.98,0.56%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.06,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-0.07%,6.67%,26.44%,39.43%,50.17%,-0.61%,0.64,12.52,1.56%,2.33%,2.17%,6.31%,28.13%,-1.27%,17.90%,-1.27%,83.79%,60.16,0.00%,-0.44%,2.2,2190.98,0.95,564.23,-0.44%,2082685,12/9/2021 4:30:00 PM,549.05,11/27/1985,563.5,-0.13%,63.0,86,1.19,564.23,553.8,532.37,441.52,307.0,571.49,20.0,-2.69,56.333333333333336,True
2073,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA,24090.58,26.27,73.08,4.38,21.75,4.06,2433.39,,1.60%,41.90%,2.43,-31.60%,-60.16%,8.50%,6.00%,4.60%,575.70%,7.00%,379.22,374.26,0.10%,-2.57%,98.50%,-1.28%,1.52%,3.91,9.60%,16.90%,4.60%,,,0.57,0.57,69.40%,92.40%,82.80%,-1.04%,6.79%,28.20%,30.65%,65.79%,-2.91%,0.64,1.33,2.32%,1.84%,1.30%,6.81%,24.55%,-3.76%,16.04%,-3.76%,69.45%,59.87,-1.29%,0.00%,2.1,1455.1,1.12,63.73,-1.29%,1632600,10/27/2021 4:30:00 PM,64.0,2/6/1986,63.73,0.00%,66.0,90,1.3,63.73,63.06,59.83,51.28,37.61,66.22,15.0,0.42,57.0,True
2135,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,31987.49,27.57,9.08,1.1,3.58,3.58,13.78,11.62,0.92%,26.40%,1.73,3266.70%,55.11%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.69%,92.10%,4.00%,2.62%,1.55,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,7.10%,17.94%,22.91%,81.36%,192.13%,8.20%,3.06,2.07,3.15%,4.36%,12.77%,15.13%,56.41%,4.14%,34.06%,4.14%,222.81%,67.97,3.16%,1.38%,1.8,10845.91,1.43,47.66,4.59%,15499905,11/2/2021 4:30:00 PM,51.27,3/17/1992,47.53,-0.27%,75.0,98,2.02,47.66,42.74,42.45,31.77,16.11,47.97,27.0,7.57,66.66666666666667,True
2269,EFX,Equifax Inc.,Industrials,Consulting Services,USA,34695.9,49.68,32.45,3.65,7.24,9.84,17.13,56.69,0.55%,26.80%,5.75,228.40%,15.79%,3.60%,13.60%,9.20%,-10.60%,14.50%,121.9,121.5,0.10%,-30.56%,93.10%,0.34%,1.52%,2.81,7.10%,21.00%,6.90%,1.5,1.5,1.4,1.55,59.60%,22.00%,14.80%,-2.86%,1.10%,10.49%,15.06%,50.42%,-2.45%,1.43,6.76,2.08%,2.17%,-1.07%,0.59%,13.68%,-4.83%,11.78%,-4.83%,76.44%,48.99,0.08%,0.49%,2.3,658.44,0.89,285.61,0.57%,584843,10/20/2021 4:30:00 PM,296.94,5/11/1971,285.61,0.00%,59.0,87,1.22,285.61,288.86,284.28,251.79,161.87,300.11,13.0,3.97,53.0,True
2585,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,29518.0,41.19,39.8,6.86,19.63,9.91,449.97,82.27,2.26%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-46.51%,96.00%,-2.78%,1.67%,3.48,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-0.43%,9.98%,31.99%,29.21%,103.52%,-2.27%,0.35,5.24,2.55%,2.17%,2.73%,8.10%,27.70%,-3.17%,20.88%,-3.17%,107.95%,61.66,1.02%,0.06%,2.1,628.72,1.2,221.59,1.08%,751455,10/27/2021 4:30:00 PM,220.79,8/12/2004,224.31,1.23%,66.0,95,1.58,221.59,216.51,205.7,174.0,106.56,228.84,16.0,-0.36,59.0,True
2600,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,95745.42,34.48,12.21,0.44,0.71,2.65,2.06,8.86,1.65%,0.00%,0.7,290.20%,4.84%,-16.80%,77.67%,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.79%,54.00%,-0.22%,1.70%,0.73,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,17.10%,27.01%,70.12%,70.84%,181.04%,17.04%,1.1,0.91,4.01%,3.77%,19.95%,25.09%,61.73%,11.11%,56.84%,11.11%,188.37%,77.16,8.19%,3.22%,2.4,91580.97,3.39,24.31,11.67%,310092398,10/27/2021 4:30:00 PM,19.55,6/1/1972,24.22,-0.37%,56.0,99,2.19,24.31,20.52,19.59,15.09,8.46,24.56,14.0,-19.58,56.333333333333336,True
