date,AZO,EXR,PLD,portfolio
2021-12-21,970.3255015173851,1528.5724559071532,1.1020425754619776,2500.0
2021-12-22,986.7984872838741,1552.0966382170634,1.1121178537680911,2540.0072433547057
2021-12-23,982.0891229279628,1544.6567560712235,1.1086223896020795,2527.8545013887883
2021-12-27,997.962480776967,1571.2276865082283,1.1369976354524856,2570.327164920648
2021-12-28,1004.2415539041664,1576.8961732916014,1.136312201106555,2582.2740393968743
2021-12-29,1025.7407975022124,1597.2317574551569,1.1492661154169013,2624.1218210727866
2021-12-30,1016.2245905719658,1598.2946595430726,1.1512538122705416,2615.6705039273093
2021-12-31,1022.011273724049,1606.5138518557012,1.1539268388875148,2629.6790524186376
2022-01-03,997.0118003500297,1553.3719909816912,1.130212211925124,2551.514003543646
2022-01-04,1014.1429128671604,1570.0939675280754,1.1034819457553928,2585.3403623409913
2022-01-05,991.6102097201818,1542.814543816519,1.0805212547404868,2535.5052747914415
2022-01-06,1005.4847284968874,1542.1767593168126,1.0731191076339441,2548.734606921334
2022-01-07,982.2207601801935,1476.9894316015054,1.05365388078505,2460.263845662484
2022-01-10,981.1921209827217,1477.4145491897148,1.0487876525097748,2459.6554578249466
2022-01-11,975.4979766765782,1488.3972220604887,1.048582043122515,2464.9437807801896
2022-01-12,1000.7997039403263,1500.0884963232065,1.0502955244047438,2501.9384957879374
2022-01-13,998.6156681551244,1463.9519876819227,1.0496785916603673,2463.617334428707
2022-01-14,991.3420553537482,1442.6952433323186,1.0468685618402862,2435.084167247907
2022-01-18,959.2054267820437,1418.6043096497247,1.0515976823298556,2378.861334114098
2022-01-19,948.6410612064357,1405.8502414164836,1.0526943354503056,2355.5439969583695
2022-01-20,942.2156517305766,1384.380938272775,1.0564640151877287,2327.6530540185395
2022-01-21,946.8275378680639,1385.0894315473263,1.0653055325876868,2332.982274947978
2022-01-24,961.4333218144851,1381.6883827242596,1.0507752447808172,2344.1724797835254
2022-01-25,941.3527493086303,1385.0186146550889,1.055230358864171,2327.4265943225832
2022-01-26,917.347756098276,1367.8715205204956,1.039877528925665,2286.2591541476972
2022-01-27,930.0376586259291,1348.6695472197005,1.018561817591434,2279.725767663221
2022-01-28,951.2102490243848,1395.2218692416816,1.062838219940571,2347.494956486007
2022-01-31,968.3657013408656,1404.2914048481211,1.0748325889161732,2373.731938777903
2022-02-01,980.6606921118265,1399.8274539371387,1.0522146150742324,2381.5403606640393
2022-02-02,1006.3085920230546,1465.3690823484178,1.0783280530821848,2472.756002424555
2022-02-03,989.7284278247087,1449.2847821843475,1.072228063900754,2440.0854380729565
2022-02-04,984.1366415989615,1427.4612864620597,1.0520090056869729,2412.6499370667084
2022-02-07,973.3139408913763,1415.3448946111325,1.0421393367681189,2389.700974839277
2022-02-08,983.3127780727943,1411.1644275038846,1.0362449569739476,2395.5134505336528
2022-02-09,977.608933553218,1454.8824520754831,1.0648943138131675,2433.5562799425143
2022-02-10,945.5453838900756,1409.0387314454456,1.0173280566852783,2355.6014433922064
2022-02-11,950.2108294882355,1395.292686133919,1.0027977688784087,2346.506313391033
2022-02-14,938.2619518542427,1376.0908209505167,0.996149453136753,2315.348922257896
2022-02-15,942.7958197106838,1361.7069911392832,0.9980685438062414,2305.500879393773
2022-02-16,939.6611034985447,1351.6454784545579,0.9895697435792489,2292.2961516966816
2022-02-17,922.9102631521889,1337.2617567607172,0.9820303841044027,2261.15405029701
2022-02-18,936.0242970978564,1328.4047799483822,0.9770270480434218,2265.406104094282
2022-02-22,902.3324803197576,1312.816522382151,0.9757932871372661,2216.1247959890457
2022-02-23,874.7296600939823,1322.2403586845628,0.9647584634964083,2197.9347772420415
2022-02-24,874.9685352885817,1344.4182632202153,0.982373101277368,2220.3691716100748
2022-02-25,909.0259846515385,1375.8781540390191,1.017465164470984,2285.9216038550285
2022-02-28,908.4214768720813,1333.1521065457066,0.9996450218853624,2242.573228439673
2022-03-01,885.8351547539183,1356.038612473303,0.9990280891409857,2242.8727953163625
2022-03-02,915.9193847926517,1372.6188471178198,1.011913501849778,2289.5501454123214
2022-03-03,919.1271799133528,1383.3889611944892,1.0252101333330899,2303.541351241175
2022-03-04,922.0571204541874,1423.4224531392863,1.0338460413457882,2346.5134196348195
2022-03-07,906.9150872854106,1418.8876853360664,1.020618016046628,2326.8233906375235
2022-03-08,901.4646980358389,1392.9544312813753,1.0074584923490222,2295.4265878095634
2022-03-09,918.7420873911175,1402.7325682797589,1.0313786241160745,2322.5060342949923
2022-03-10,910.6201522432002,1390.757918330699,1.035491021026463,2302.4135615949253
2022-03-11,909.006465203649,1392.3875717912988,1.0132157643574877,2302.4072527593053
