rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,76.83333333333333,NOTV,"Inotiv, Inc.",25.0,1.0,99,4.74,33.2,38.0,14.46,$4.85,$50.33,32.75,31.16,24.15,106.5,True
3,75.66666666666667,BPOP,"Popular, Inc.",53.0,1.7,85,1.51,82.0,86.25,5.18,$38.05,$83.72,79.41,76.7,72.73,89.0,True
4,75.5,HCCI,"Heritage-Crystal Clean, Inc",44.0,1.4,86,1.55,30.36,34.6,13.97,$14.11,$34.91,29.66,29.04,28.0,96.5,True
5,75.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,84,1.48,50.59,69.0,36.39,$24.37,$58.39,47.41,46.98,46.67,89.0,True
6,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.41,10.45,11.5,10.05,$2.10,$12.01,10.75,9.65,8.17,81.5,True
8,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.83,49.13,61.5,25.18,$12.30,$54.86,49.95,48.03,37.1,89.0,True
12,71.5,AJX,Great Ajax Corp.,55.0,2.0,78,1.34,14.12,16.9,19.69,$7.57,$14.28,13.84,13.76,12.4,81.5,True
13,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,2.89,51.24,60.06,17.21,$10.61,$53.30,48.44,44.05,38.55,86.5,True
16,69.66666666666667,AKR,Acadia Realty Trust,46.0,2.3,89,1.7,22.77,24.14,6.02,$9.10,$23.00,21.55,21.13,20.14,74.0,True
17,69.5,CARE,"Carter Bankshares, Inc.",42.0,2.0,85,1.53,14.75,16.17,9.63,$6.73,$16.28,14.6,13.54,12.97,81.5,True
18,69.33333333333333,AGO,Assured Guaranty Ltd.,35.0,1.7,84,1.49,54.83,58.0,5.78,$24.02,$54.87,49.55,48.92,45.52,89.0,True
20,69.33333333333333,SB,"Safe Bulkers, Inc.",41.0,2.5,98,3.57,4.76,5.0,5.04,$0.82,$5.44,4.91,4.41,3.38,69.0,True
21,69.16666666666667,KE,"Kimball Electronics, Inc.",10.0,1.0,91,1.78,28.76,33.0,14.74,$11.60,$29.99,27.33,25.42,23.13,106.5,True
23,68.66666666666667,ESTE,"Earthstone Energy, Inc.",30.0,2.1,97,2.95,10.55,14.63,38.67,$2.41,$13.15,10.23,9.03,8.56,79.0,True
25,68.5,AVID,"Avid Technology, Inc.",38.0,2.4,96,2.57,30.25,42.5,40.5,$8.21,$40.48,29.31,27.6,26.81,71.5,True
26,68.5,GPMT,Granite Point Mortgage Trust Inc.,46.0,2.2,83,1.47,13.56,15.0,10.62,$6.51,$15.92,13.51,13.46,12.89,76.5,True
27,68.33333333333333,LPLA,LPL Financial Holdings Inc.,29.0,1.7,87,1.59,174.36,188.88,8.33,$75.25,$175.31,164.09,153.17,141.35,89.0,True
28,68.33333333333333,EVC,Entravision Communications Corporation,14.0,1.5,97,2.95,7.83,10.5,34.1,$1.71,$8.11,7.46,7.22,5.13,94.0,True
31,67.83333333333333,TRTX,"TPG RE Finance Trust, Inc.",50.0,2.0,72,1.22,12.97,14.42,11.18,$7.57,$14.55,12.76,12.6,12.26,81.5,True
32,67.83333333333333,OLN,Olin Corporation,21.0,1.8,96,2.34,52.06,62.25,19.57,$16.03,$52.68,49.68,48.52,41.58,86.5,True
33,67.66666666666667,KRG,Kite Realty Group Trust,42.0,2.1,82,1.43,21.86,23.15,5.9,$10.00,$23.14,21.5,20.65,20.01,79.0,True
36,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.75,192.05,207.44,8.01,$76.58,$196.64,180.94,162.14,153.17,84.0,True
37,67.33333333333333,EVRI,Everi Holdings Inc.,16.0,1.5,92,1.91,24.24,30.75,26.86,$8.15,$26.61,24.51,23.21,19.18,94.0,True
39,67.16666666666667,KFY,Korn Ferry,14.0,1.4,91,1.79,73.89,97.75,32.29,$29.95,$77.93,75.0,72.46,65.05,96.5,True
40,67.16666666666667,MEC,"Mayville Engineering Company, Inc.",10.0,1.0,85,1.54,19.4,24.0,23.71,$8.62,$22.16,18.88,17.1,16.72,106.5,True
42,66.83333333333333,RMNI,"Rimini Street, Inc.",28.0,2.2,96,2.38,10.02,11.9,18.76,$3.04,$11.04,10.01,9.52,8.1,76.5,True
43,66.83333333333333,GTN,"Gray Television, Inc.",24.0,1.4,80,1.39,23.39,29.14,24.58,$11.96,$24.43,23.27,22.46,21.02,96.5,True
48,66.5,PGNY,"Progyny, Inc.",15.0,1.4,88,1.64,59.04,65.5,10.94,$23.56,$66.61,58.29,55.65,53.24,96.5,True
