"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",41668.28,34.92,25.74,2.49,6.59,7.68,26.46,39.27,0.61%,19.10%,3.94,71.00%,10.37%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.64%,90.70%,0.22%,1.42%,2.58,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-5.28%,-10.68%,-12.38%,-9.72%,8.85%,-13.87%,1.02,3.79,2.31%,2.32%,-8.81%,-10.46%,-9.23%,-17.00%,-1.11%,-23.42%,22.26%,28.35,-1.45%,0.04%,,1654.72,1.11,137.51,-1.41%,1844552,11/22/2021 4:30:00 PM,175.32,11/18/1999,137.51,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10366.25,13.09,8.61,,0.93,2.71,7.14,230.36,0.71%,0.00%,4.29,85.00%,3.85%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.17,0.10%,-49.91%,77.60%,0.28%,8.01%,1.80,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,-7.11%,-1.02%,12.44%,51.67%,189.74%,-5.66%,2.42,3.17,5.57%,4.73%,-6.46%,5.26%,26.88%,-12.68%,29.94%,-12.68%,224.91%,45.76,-6.27%,-2.09%,1.80,8176.61,1.33,56.21,-8.23%,10855129,1/19/2022 4:30:00 PM,62.85,10/18/2016,56.28,0.12%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55%,2.48%,2.65%,1.56%,-1.41%,0.17%,,0.15,0.70%,0.67%,1.00%,1.26%,1.58%,-1.97%,4.36%,-4.16%,9.11%,57.21,-0.60%,0.22%,,201.95,0.53,18.21,-0.38%,107822,,,8/15/2018,18.23,0.11%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1220.03,43.48,,,,1.30,1355.59,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,0.00%,0.08%,0.30,,,,1.70,1.70,0.00,0.00,,,,-0.20%,-0.20%,-0.92%,-0.20%,,0.00%,,0.02,0.25%,0.25%,-0.14%,-0.44%,-0.39%,-1.22%,0.41%,-2.60%,2.53%,40.72,0.00%,0.00%,,265.56,4.39,9.74,0.00%,1164821,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",53.52,,,,1.78,1.82,4.54,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.01%,0.01,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-5.91%,47.06%,-27.69%,-57.63%,29.63%,63.48%,1.42,0.30,11.14%,21.18%,2.01%,3.55%,-31.19%,-40.48%,75.00%,-91.14%,75.00%,49.56,-3.31%,-1.09%,1.50,649.70,0.14,1.75,-4.37%,87925,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.75,0.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.45,,,,,222.95,306.35,,,,-0.02,,,,,,,,21.86,17.41,25.41%,0.00%,42.00%,241.16%,0.02%,0.04,,,,4.40,4.40,0.00,0.00,,,,-0.51%,0.31%,,,,0.20%,,0.04,0.17%,0.31%,-0.26%,0.18%,0.18%,-1.01%,5.03%,-1.01%,5.03%,48.34,-0.30%,0.00%,,73.92,2.76,9.81,-0.30%,204116,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,227.05,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,-1.58%,-0.20%,1.42%,,,-0.40%,,0.09,0.62%,0.65%,-0.42%,0.16%,0.49%,-5.13%,1.94%,-5.13%,2.36%,47.43,-1.43%,0.75%,,69.69,0.01,9.99,-0.70%,420,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,68.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.61%,-23.63%,,,,-38.53%,,0.05,3.89%,6.85%,-34.13%,-32.92%,-32.92%,-48.65%,-16.14%,-48.65%,-16.14%,29.21,-16.14%,0.00%,,54.03,0.28,0.34,-16.14%,15012,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",376.77,,,,3767.70,1.20,2.33,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.72%,5.11%,3.18,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-18.31%,-24.18%,-29.24%,-38.81%,-0.26%,-21.33%,1.47,1.64,8.38%,6.60%,-18.80%,-18.44%,-27.13%,-41.54%,1.33%,-61.85%,32.76%,33.90,-3.31%,-0.25%,1.60,199.09,0.86,19.00,-3.55%,170425,,48.75,8/8/2017,19.00,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.36%,-0.07%,-7.29%,-6.63%,-2.40%,-4.42%,,0.78,1.17%,0.87%,-3.66%,-3.26%,-5.68%,-7.36%,0.97%,-11.46%,5.01%,36.70,-2.40%,0.92%,,2.49,2.35,61.41,-1.50%,5850,,,7/21/2010,61.06,-0.57%
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",107.35,,12.87,,5.31,0.58,5.06,21.91,,,-0.15,-743.40%,19.91%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.42,3.40%,4.39%,34.80%,-0.36%,0.77%,1.62,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-4.75%,-2.57%,-12.56%,-11.89%,-11.66%,-2.57%,1.72,0.08,2.11%,2.07%,-3.79%,-5.76%,-11.21%,-12.56%,1.79%,-22.85%,1.79%,33.75,-2.29%,0.29%,2.70,144.84,0.98,3.41,-2.01%,142444,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.41,0.00%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",11039.66,,,,0.45,,0.76,,,,-5.50,-583.80%,96.40%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,641.17,0.50%,0.00%,56.40%,0.03%,14.66%,2.57,-4.80%,43.30%,-30.50%,1.00,0.90,,,54.10%,-11.40%,-13.20%,-15.72%,-10.04%,-18.05%,-23.11%,3.03%,-9.24%,1.62,0.82,4.60%,4.03%,-11.35%,-11.80%,-20.38%,-27.00%,0.93%,-37.52%,8.52%,35.15,-2.69%,-0.06%,3.00,36521.19,1.40,16.30,-2.74%,51267533,1/20/2022 8:30:00 AM,19.06,12/9/2013,16.32,0.12%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",46.44,3.61,,,0.22,0.33,3.25,232.22,0.88%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.70%,,2.30%,4.73,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,-16.07%,-27.02%,-45.58%,-44.66%,-5.00%,-6.94%,0.11,0.26,11.21%,9.41%,-18.95%,-33.74%,-42.24%,-48.30%,-3.80%,-85.72%,2.24%,24.55,-6.17%,-2.01%,,19.57,0.90,2.28,-8.06%,17587,,,3/17/1980,2.20,-3.51%
