rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
1,74.16666666666667,GDEN,"Golden Entertainment, Inc.",38.0,1.8,98,3.38,49.26,61.5,24.85,$10.90,$54.86,45.71,45.25,29.16,86.5,True
2,73.0,CDMO,"Avid Bioservices, Inc.",33.0,1.7,97,2.81,21.09,28.25,33.95,$6.61,$28.20,25.75,24.81,17.63,89.0,True
3,73.0,SGH,"SMART Global Holdings, Inc.",52.0,1.7,78,1.36,45.28,69.0,52.39,$23.54,$58.39,48.75,48.02,42.72,89.0,True
4,70.33333333333333,AGO,Assured Guaranty Ltd.,36.0,1.7,86,1.56,47.53,58.0,22.03,$18.45,$52.28,47.18,47.13,40.5,89.0,True
13,68.33333333333333,GNRC,Generac Holdings Inc.,19.0,1.5,92,1.9,404.95,497.0,22.73,$164.24,$457.00,427.48,399.05,306.79,94.0,True
15,68.0,ASIX,AdvanSix Inc.,16.0,1.5,94,2.08,42.13,44.5,5.63,$11.62,$36.43,31.71,30.75,25.84,94.0,True
17,67.33333333333333,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,77,1.34,28.39,32.36,13.98,$16.18,$30.61,29.02,28.03,23.36,84.0,True
19,66.83333333333333,IIPR,"Innovative Industrial Properties, Inc.",34.0,2.0,85,1.52,234.18,257.0,9.74,$108.50,$230.64,212.62,199.39,180.69,81.5,True
20,66.66666666666667,UTHR,United Therapeutics Corporation,40.0,2.1,81,1.42,185.9,231.89,24.74,$98.37,$216.90,188.58,183.3,170.03,79.0,True
24,66.0,COF,Capital One Financial Corporation,22.0,1.9,92,1.9,166.54,183.18,9.99,$63.39,$168.00,160.23,158.79,125.24,84.0,True
26,66.0,RDNT,"RadNet, Inc.",14.0,1.3,85,1.53,29.1,43.67,50.07,$13.49,$38.84,34.9,33.46,23.6,99.0,True
31,65.5,AXON,"Axon Enterprise, Inc.",20.0,1.8,90,1.75,178.77,213.0,19.15,$78.28,$212.37,183.8,169.85,147.71,86.5,True
34,65.16666666666667,AX,"Axos Financial, Inc.",21.0,1.6,83,1.48,52.65,56.0,6.36,$21.27,$54.36,47.29,47.23,42.96,91.5,True
35,65.16666666666667,CROX,"Crocs, Inc.",17.0,2.0,97,2.83,141.13,157.7,11.74,$36.84,$144.26,128.74,117.4,85.78,81.5,True
39,64.83333333333333,NAVI,Navient Corporation,16.0,1.8,92,1.93,19.12,21.35,11.66,$7.42,$21.80,20.4,19.62,14.05,86.5,True
41,64.66666666666667,DECK,Deckers Outdoor Corporation,16.0,1.5,84,1.5,365.47,486.5,33.12,$192.58,$444.48,405.31,373.96,325.03,94.0,True
45,64.5,SSTK,"Shutterstock, Inc.",22.0,1.6,80,1.4,116.29,126.0,8.35,$45.70,$108.96,103.52,99.0,83.82,91.5,True
46,64.5,JLL,Jones Lang LaSalle Incorporated,20.0,2.0,92,1.92,258.02,310.0,20.15,$90.86,$253.90,213.49,206.54,172.45,81.5,True
47,64.0,ULTA,"Ulta Beauty, Inc.",49.0,2.3,69,1.22,368.03,436.65,18.65,$200.50,$356.64,340.29,339.71,307.56,74.0,True
48,64.0,MODV,ModivCare Inc.,15.0,1.5,83,1.48,187.05,211.88,13.27,$84.32,$184.71,169.36,166.02,149.7,94.0,True
49,64.0,BLFS,"BioLife Solutions, Inc.",25.0,2.1,88,1.66,42.58,62.14,45.94,$18.20,$50.45,46.62,43.17,38.23,79.0,True
53,63.833333333333336,NSA,National Storage Affiliates Trust,43.0,2.2,72,1.27,52.84,58.3,10.33,$31.78,$55.49,53.98,51.43,41.28,76.5,True
54,63.666666666666664,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,97,2.77,90.64,100.0,10.33,$23.48,$93.25,83.16,80.66,61.85,79.0,True
56,63.5,CLH,"Clean Harbors, Inc.",43.0,2.0,66,1.17,107.41,114.5,6.6,$52.22,$101.99,94.28,92.99,84.0,81.5,True
57,63.5,CBRE,"CBRE Group, Inc.",22.0,2.0,87,1.61,100.45,116.43,15.91,$43.17,$98.93,90.11,88.48,74.89,81.5,True
58,63.5,WFC,Wells Fargo & Company,30.0,2.2,84,1.51,47.02,50.35,7.08,$20.76,$49.34,45.44,45.08,37.21,76.5,True
59,63.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,93,1.96,155.36,197.73,27.27,$58.67,$229.04,178.94,168.8,158.01,76.5,True
60,63.333333333333336,RH,RH,22.0,2.1,89,1.68,646.45,764.79,18.31,$292.00,$733.05,672.97,670.12,550.29,79.0,True
61,63.333333333333336,GPI,"Group 1 Automotive, Inc.",25.0,1.9,81,1.43,188.31,251.4,33.5,$82.35,$181.95,167.51,161.18,148.63,84.0,True
62,63.333333333333336,AMN,"AMN Healthcare Services, Inc.",20.0,1.7,81,1.43,114.94,121.56,5.76,$49.87,$110.25,99.63,97.01,79.52,89.0,True
63,63.333333333333336,TPX,"Tempur Sealy International, Inc.",27.0,2.1,84,1.49,46.53,53.33,14.61,$19.88,$43.99,40.58,39.61,33.46,79.0,True
64,63.166666666666664,ALGN,"Align Technology, Inc.",18.0,2.0,90,1.72,662.06,745.36,12.58,$289.52,$714.15,652.85,624.23,561.34,81.5,True
65,63.166666666666664,OMCL,"Omnicell, Inc.",19.0,2.0,89,1.68,153.26,166.8,8.83,$66.04,$160.78,150.38,147.46,128.75,81.5,True
66,63.166666666666664,DFS,Discover Financial Services,21.0,2.2,92,1.87,127.19,135.94,6.88,$48.92,$130.93,124.38,122.0,99.71,76.5,True
69,63.0,TGT,Target Corporation,20.0,1.9,85,1.52,228.42,279.74,22.47,$131.25,$263.46,257.63,245.26,200.91,84.0,True
71,62.833333333333336,JYNT,The Joint Corp.,13.0,2.2,99,4.64,95.92,124.6,29.9,$16.03,$107.89,85.4,81.15,48.44,76.5,True
75,62.333333333333336,DKS,"DICK'S Sporting Goods, Inc.",22.0,2.3,91,1.77,121.72,152.33,25.15,$44.38,$109.26,102.73,99.81,77.17,74.0,True
77,62.166666666666664,EPAM,"EPAM Systems, Inc.",20.0,2.0,85,1.54,575.44,653.4,13.55,$291.51,$609.04,557.67,527.35,414.44,81.5,True
78,62.0,YETI,"YETI Holdings, Inc.",15.0,1.9,87,1.61,85.98,114.47,33.14,$43.09,$105.62,95.63,92.78,77.03,84.0,True
80,62.0,GOOG,Alphabet Inc.,12.0,1.5,80,1.4,2729.25,3103.33,13.71,$1406.55,$2800.22,2695.15,2588.61,2141.52,94.0,True
82,62.0,BLDR,"Builders FirstSource, Inc.",18.0,1.5,74,1.3,52.96,67.71,27.85,$26.83,$53.99,44.23,43.68,42.33,94.0,True
85,61.666666666666664,MIDD,The Middleby Corporation,22.0,1.9,79,1.38,173.84,214.0,23.1,$85.92,$196.49,188.09,176.87,154.59,84.0,True
86,61.5,AMKR,"Amkor Technology, Inc.",16.0,2.0,87,1.63,25.1,28.5,13.55,$10.71,$27.71,24.13,23.4,19.85,81.5,True
89,61.333333333333336,CLF,Cleveland-Cliffs Inc.,12.0,2.3,98,3.11,19.66,29.59,50.51,$5.48,$25.83,22.56,21.87,16.87,74.0,True
90,61.333333333333336,COOP,Mr. Cooper Group Inc.,19.0,2.1,86,1.57,41.57,44.29,6.54,$16.77,$39.30,35.7,34.52,31.31,79.0,True
91,61.166666666666664,TTGT,"TechTarget, Inc.",21.0,2.2,86,1.55,83.12,99.13,19.26,$37.24,$101.12,74.42,73.09,69.34,76.5,True
92,61.166666666666664,ADTN,"ADTRAN, Inc.",17.0,2.0,85,1.52,18.81,25.42,35.14,$9.66,$24.36,21.39,20.92,17.21,81.5,True
94,61.166666666666664,AMP,"Ameriprise Financial, Inc.",24.0,1.8,73,1.28,268.53,292.5,8.93,$141.82,$269.29,251.98,251.52,222.2,86.5,True
96,60.833333333333336,INTU,Intuit Inc.,19.0,1.8,77,1.34,543.97,596.52,9.66,$295.37,$540.63,521.03,494.45,409.92,86.5,True
99,60.833333333333336,PNFP,"Pinnacle Financial Partners, Inc.",12.0,2.0,89,1.67,96.09,102.18,6.34,$32.80,$96.73,89.43,89.06,77.56,81.5,True
101,60.666666666666664,ABG,"Asbury Automotive Group, Inc.",21.0,2.1,82,1.46,197.77,230.86,16.73,$91.52,$216.88,194.55,183.45,168.9,79.0,True
102,60.5,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,81,1.42,416.69,448.0,7.51,$197.33,$420.25,396.51,373.98,301.33,86.5,True
103,60.5,JCI,Johnson Controls International plc,26.0,2.2,79,1.38,69.02,81.25,17.72,$39.08,$72.66,70.67,68.64,57.26,76.5,True
104,60.333333333333336,TRMB,Trimble Inc.,17.0,1.9,80,1.4,84.14,95.25,13.2,$46.78,$90.25,83.97,81.6,72.91,84.0,True
107,60.333333333333336,JBL,Jabil Inc.,18.0,1.7,74,1.3,59.4,74.0,24.58,$30.42,$61.23,57.48,57.38,48.36,89.0,True
109,60.166666666666664,FIVE,"Five Below, Inc.",15.0,2.0,84,1.49,173.65,231.84,33.51,$103.03,$211.42,192.95,191.11,181.14,81.5,True
111,60.166666666666664,AMAT,"Applied Materials, Inc.",10.0,2.0,89,1.67,129.13,162.47,25.82,$54.15,$146.00,137.47,137.23,113.17,81.5,True
113,60.0,KEYS,"Keysight Technologies, Inc.",23.0,1.9,73,1.29,165.42,179.67,8.61,$90.62,$168.17,160.94,154.58,139.58,84.0,True
115,59.833333333333336,ZBRA,Zebra Technologies Corporation,13.0,2.0,85,1.52,510.98,580.0,13.51,$246.83,$570.83,541.74,526.81,452.81,81.5,True
116,59.833333333333336,CARR,Carrier Global Corporation,16.0,2.0,82,1.46,52.46,59.82,14.03,$28.58,$57.90,52.51,49.14,41.87,81.5,True
117,59.833333333333336,MS,Morgan Stanley,12.0,2.0,86,1.55,99.05,104.51,5.51,$45.86,$100.99,94.88,91.72,76.88,81.5,True
120,59.666666666666664,NVEE,"NV5 Global, Inc.",27.0,1.9,68,1.2,101.11,124.57,23.2,$47.78,$109.39,94.07,92.82,87.57,84.0,True
121,59.666666666666664,GOOGL,Alphabet Inc.,11.0,1.7,79,1.39,2730.86,3141.61,15.04,$1402.15,$2765.94,2636.37,2518.05,2113.59,89.0,True
123,59.5,BSIG,BrightSphere Investment Group Inc.,18.0,2.2,84,1.5,26.12,28.75,10.07,$12.35,$26.78,24.52,23.72,20.74,76.5,True
128,59.166666666666664,DE,Deere & Company,17.0,2.2,84,1.49,342.2,411.48,20.25,$184.40,$400.34,354.69,350.41,323.57,76.5,True
129,59.0,AGYS,"Agilysys, Inc.",17.0,2.5,91,1.78,55.2,62.0,12.32,$23.03,$64.09,55.96,55.64,47.76,69.0,True
131,59.0,FLGT,"Fulgent Genetics, Inc.",16.0,2.5,92,1.91,84.33,115.33,36.76,$26.03,$189.89,91.51,85.4,79.17,69.0,True
132,59.0,MAT,"Mattel, Inc.",16.0,2.1,82,1.45,18.71,26.78,43.13,$10.54,$23.31,20.66,20.42,18.96,79.0,True
136,58.833333333333336,MSI,"Motorola Solutions, Inc.",20.0,1.8,70,1.24,234.31,253.36,8.13,$140.21,$231.89,222.42,217.12,187.74,86.5,True
137,58.833333333333336,HCA,"HCA Healthcare, Inc.",14.0,2.0,81,1.43,247.79,266.62,7.6,$114.38,$255.13,241.23,222.79,185.96,81.5,True
138,58.833333333333336,TECH,Bio-Techne Corporation,10.0,1.8,80,1.41,493.82,540.67,9.49,$228.67,$504.34,471.45,452.1,379.82,86.5,True
139,58.833333333333336,CSL,Carlisle Companies Incorporated,15.0,1.6,70,1.23,201.59,234.29,16.22,$115.54,$206.63,199.23,193.02,166.95,91.5,True
140,58.666666666666664,AFG,"American Financial Group, Inc.",17.0,2.5,90,1.74,127.47,145.0,13.75,$62.30,$141.25,126.38,123.22,98.24,69.0,True
141,58.5,LSI,"Life Storage, Inc.",11.0,1.8,78,1.37,115.56,129.4,11.98,$66.22,$121.61,116.0,110.39,89.43,86.5,True
143,58.5,TXT,Textron Inc.,19.0,2.2,80,1.41,71.03,83.75,17.91,$31.82,$72.80,68.71,68.14,55.8,76.5,True
144,58.5,CDW,CDW Corporation,21.0,2.0,73,1.29,185.71,201.6,8.56,$105.87,$192.72,181.08,174.9,155.99,81.5,True
146,58.333333333333336,BC,Brunswick Corporation,21.0,1.9,70,1.24,97.36,122.23,25.54,$56.50,$117.62,100.07,98.41,90.99,84.0,True
147,58.333333333333336,NVDA,NVIDIA Corporation,12.0,1.9,79,1.38,207.42,226.4,9.15,$107.96,$208.75,195.74,190.15,150.63,84.0,True
148,58.333333333333336,GMS,GMS Inc.,16.0,2.1,80,1.4,44.74,61.0,36.34,$21.41,$50.62,47.35,45.97,38.19,79.0,True
151,58.333333333333336,APTV,Aptiv PLC,14.0,2.1,82,1.45,152.7,171.0,11.98,$82.12,$169.94,159.55,157.07,140.2,79.0,True
154,58.166666666666664,LKQ,LKQ Corporation,13.0,1.6,70,1.24,51.25,62.11,21.19,$26.73,$52.99,50.51,49.89,42.51,91.5,True
157,58.0,IQV,IQVIA Holdings Inc.,19.0,1.7,66,1.18,241.55,278.16,15.16,$146.00,$254.05,247.0,244.6,205.03,89.0,True
159,57.833333333333336,MXL,"MaxLinear, Inc.",15.0,2.2,82,1.45,50.12,55.0,9.74,$20.91,$52.22,44.85,42.05,36.05,76.5,True
161,57.666666666666664,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,79,1.38,623.98,717.5,14.99,$347.54,$706.95,681.74,636.09,530.58,84.0,True
163,57.5,CRMT,"America's Car-Mart, Inc.",20.0,2.0,71,1.25,118.66,165.75,39.68,$82.48,$177.45,151.94,148.56,133.91,81.5,True
164,57.5,DHR,Danaher Corporation,21.0,1.8,65,1.16,302.32,322.74,6.75,$192.51,$309.14,292.11,272.2,242.91,86.5,True
167,57.333333333333336,AMG,"Affiliated Managers Group, Inc.",13.0,2.5,90,1.71,153.28,202.0,31.78,$62.19,$180.97,164.85,162.58,134.49,69.0,True
170,57.166666666666664,GS,"The Goldman Sachs Group, Inc.",12.0,2.2,83,1.48,380.0,426.38,12.21,$185.52,$404.60,376.21,374.16,312.74,76.5,True
171,57.0,LH,Laboratory Corporation of America Holdings,13.0,1.7,69,1.22,279.48,327.86,17.31,$170.05,$304.74,286.93,275.62,242.98,89.0,True
172,57.0,DXC,DXC Technology Company,18.0,2.5,84,1.51,34.73,44.92,29.34,$15.64,$44.18,39.91,39.63,30.35,69.0,True
174,56.666666666666664,SKX,"Skechers U.S.A., Inc.",14.0,2.1,77,1.34,42.49,64.08,50.81,$28.25,$55.87,51.68,49.84,41.7,79.0,True
175,56.5,ETN,Eaton Corporation plc,16.0,2.0,72,1.27,150.65,177.68,17.94,$96.24,$164.27,156.92,151.06,133.06,81.5,True
176,56.5,EL,The Estée Lauder Companies Inc.,19.0,2.0,69,1.22,310.68,365.32,17.59,$194.14,$336.56,327.39,315.45,282.51,81.5,True
183,56.0,DIOD,Diodes Incorporated,13.0,2.1,76,1.33,91.66,102.0,11.28,$45.40,$91.02,79.62,78.12,75.05,79.0,True
186,55.833333333333336,SAFE,Safehold Inc.,12.0,2.2,79,1.39,72.68,97.88,34.67,$49.70,$95.29,87.59,81.61,74.04,76.5,True
188,55.666666666666664,NXPI,NXP Semiconductors N.V.,10.0,2.1,78,1.37,192.89,234.26,21.45,$117.25,$218.16,202.03,201.8,182.37,79.0,True
189,55.666666666666664,A,"Agilent Technologies, Inc.",13.0,1.9,70,1.23,155.99,173.35,11.13,$94.53,$156.80,151.51,147.24,128.32,84.0,True
190,55.5,FBC,"Flagstar Bancorp, Inc.",30.0,2.4,65,1.16,53.33,60.31,13.09,$27.79,$51.58,44.59,44.41,42.54,71.5,True
191,55.333333333333336,NKE,"NIKE, Inc.",11.0,1.9,71,1.25,147.06,184.13,25.21,$102.40,$174.38,165.67,151.31,139.36,84.0,True
192,55.333333333333336,MANH,"Manhattan Associates, Inc.",11.0,2.1,76,1.32,155.69,182.0,16.9,$83.74,$167.73,151.69,146.19,123.17,79.0,True
194,55.166666666666664,GRMN,Garmin Ltd.,23.0,2.4,71,1.25,155.11,163.29,5.27,$91.84,$166.25,155.21,148.3,130.14,71.5,True
195,55.0,ANET,"Arista Networks, Inc.",18.0,2.3,73,1.28,350.48,399.78,14.07,$192.96,$384.00,374.03,366.43,311.6,74.0,True
196,54.833333333333336,BRKR,Bruker Corporation,12.0,2.4,81,1.42,78.18,83.58,6.91,$37.27,$84.41,80.97,76.73,63.37,71.5,True
197,54.666666666666664,EXR,Extra Space Storage Inc.,11.0,2.1,74,1.3,168.94,192.86,14.16,$101.89,$178.22,172.63,166.12,134.05,79.0,True
199,54.5,BCO,The Brink's Company,15.0,2.0,67,1.19,64.26,96.67,50.44,$38.67,$84.72,76.61,76.29,72.66,81.5,True
201,54.5,ITT,ITT Inc.,15.0,2.0,67,1.19,86.88,110.18,26.82,$57.13,$101.32,96.28,93.87,84.76,81.5,True
202,54.5,CR,Crane Co.,14.0,2.0,68,1.21,97.11,120.75,24.34,$48.19,$99.93,94.14,92.9,84.24,81.5,True
203,54.166666666666664,RMBS,Rambus Inc.,19.0,2.4,72,1.27,22.33,26.1,16.88,$13.08,$25.19,23.5,22.43,19.59,71.5,True
204,54.0,FRC,First Republic Bank,17.0,2.5,76,1.33,197.8,209.43,5.88,$100.38,$204.68,196.52,191.97,165.76,69.0,True
206,53.833333333333336,HZO,"MarineMax, Inc.",18.0,2.4,72,1.26,51.12,59.67,16.73,$23.24,$70.89,51.38,49.17,45.57,71.5,True
207,53.5,TEL,TE Connectivity Ltd.,15.0,2.2,69,1.22,141.73,156.71,10.57,$90.88,$150.58,141.86,138.18,127.25,76.5,True
208,53.333333333333336,POWI,"Power Integrations, Inc.",13.0,2.3,73,1.28,100.45,105.67,5.2,$50.34,$99.98,87.61,83.82,80.79,74.0,True
210,53.333333333333336,KLAC,KLA Corporation,10.0,2.3,76,1.33,335.02,387.53,15.67,$171.31,$359.69,324.14,318.54,294.2,74.0,True
211,53.0,MLM,"Martin Marietta Materials, Inc.",13.0,2.3,72,1.26,354.01,392.75,10.94,$201.04,$383.71,357.81,354.52,323.04,74.0,True
212,52.833333333333336,DOV,Dover Corporation,16.0,2.2,66,1.18,156.88,181.18,15.49,$105.40,$170.69,163.1,155.38,135.95,76.5,True
213,52.833333333333336,SAFM,"Sanderson Farms, Inc.",14.0,2.4,73,1.29,187.1,199.17,6.45,$112.30,$196.38,183.3,177.74,155.18,71.5,True
215,52.666666666666664,AXP,American Express Company,16.0,2.5,73,1.29,173.94,183.52,5.51,$89.11,$179.67,170.62,167.5,139.69,69.0,True
219,52.0,TT,Trane Technologies plc,15.0,2.5,72,1.26,174.74,205.69,17.71,$115.28,$207.06,197.54,189.21,163.55,69.0,True
220,51.833333333333336,WELL,Welltower Inc.,13.0,2.2,66,1.17,83.85,89.35,6.56,$51.22,$89.80,87.13,83.61,70.93,76.5,True
222,51.166666666666664,SBUX,Starbucks Corporation,11.0,2.2,66,1.17,112.92,131.26,16.24,$75.81,$126.32,120.49,115.96,107.18,76.5,True
225,49.833333333333336,UDR,"UDR, Inc.",11.0,2.4,67,1.19,53.54,56.47,5.47,$29.34,$56.31,54.32,51.37,43.21,71.5,True
226,48.333333333333336,SLAB,Silicon Laboratories Inc.,10.0,2.5,66,1.17,140.34,171.8,22.42,$92.19,$163.43,147.95,145.09,136.2,69.0,True
