date,AFG,CARR,EPAM,EVC,INTU,LSI,NAVI,NET,NVDA,TGT,UTHR,portfolio
2021-08-16,69.438420436218,849.9431611600518,217.598566064632,237.25753614493985,201.32201364099575,130.0556087508281,9.149343824238327,188.75469121950118,29.29399932031131,399.9176044497093,167.26905498857434,2499.9999999999995
2021-08-17,69.48271220495421,828.2078006189316,218.0766733232195,227.31657792657646,198.69675144521304,130.72435966828579,9.216249446353416,187.907976372695,28.57156084083296,388.3302442777429,170.84973812288632,2457.380644247691
2021-08-18,69.03425804649993,828.5096806264472,218.66376091280853,221.3520029955584,197.62884817913195,130.19812943815518,9.191159838060258,183.3451241426838,27.957781807455007,377.54201239349834,170.53946815574454,2433.962226536043
2021-08-19,68.54704859040145,829.7172006565095,217.80598024298976,210.74831422930413,201.50741351357925,130.09946127000566,9.11170941179859,185.258072500283,29.07080694453751,374.23792428080236,168.59399160501766,2424.6979232452286
2021-08-20,69.7539992884636,831.5284807016028,221.5148269915913,211.74241005114044,202.19710103958994,131.12999547067815,9.241339054646575,188.0961352275408,30.56560851386467,386.4246306685601,171.2522505126919,2453.44677752037
2021-08-23,69.9699216610527,839.0754808894918,220.29143488873507,225.32838628290375,204.863151207341,130.87784348540723,9.20788624358903,194.7130549562856,32.242488073954675,385.08762757179477,173.51638270534818,2485.1736579659037
2021-08-24,69.61558751116289,850.0941011638096,222.64330074163973,222.34609881739473,205.43047481744657,130.98747478335113,9.249702257410961,194.46217648315783,32.00020687656864,382.22920715802053,172.3675452594448,2491.4258758694077
2021-08-25,70.13047932272153,866.9993815846807,217.96066200312103,226.985212652631,206.0200464122622,130.55991272136998,9.437874319609646,193.23914392665998,32.61692265173309,382.98223189068153,172.29207418635627,2509.223941671827
2021-08-26,68.96782039339558,861.7164814531586,218.78328772745542,219.03244607794028,204.91877116911604,131.831635777519,9.408603109934294,189.57004625716644,32.40400887221203,379.6474080746116,172.5352587551971,2488.8157676677065
2021-08-27,69.78168164392375,875.753901802632,221.1597620421991,228.64203902235823,209.85040777983778,132.14956654155628,9.651135990101489,193.756580777486,33.23804353957728,379.98550081172465,177.0048234169964,2530.973443368393
2021-08-30,69.59897809788681,871.3766416936563,223.69091811707403,230.29886539208547,209.713211874126,134.30930311105078,9.546595955546664,193.5213822089287,33.31439882602621,380.26212214208994,177.2815506849877,2532.913968103459
