rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp1500
5,75.0,SGH,"SMART Global Holdings, Inc.",51.0,1.7,85,1.51,55.69,72.0,29.29,$26.38,$58.39,50.19,48.57,47.27,89.0,True
8,73.0,GDEN,"Golden Entertainment, Inc.",34.0,1.7,96,2.62,51.85,62.4,20.35,$13.58,$54.86,50.82,48.88,38.49,89.0,True
10,72.16666666666667,PDCE,"PDC Energy, Inc.",32.0,1.8,98,3.16,53.27,64.06,20.26,$11.13,$54.47,50.89,46.57,39.81,86.5,True
15,70.83333333333333,FANG,"Diamondback Energy, Inc.",29.0,1.8,97,2.96,114.45,125.62,9.76,$24.57,$114.73,109.29,93.4,81.83,86.5,True
18,70.33333333333333,DAR,Darling Ingredients Inc.,44.0,1.7,78,1.32,82.69,97.33,17.7,$42.11,$85.98,77.22,75.14,71.31,89.0,True
19,70.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,86,1.53,117.15,118.5,1.15,$55.61,$115.85,110.8,105.78,94.01,84.0,True
21,69.83333333333333,THRY,"Thryv Holdings, Inc.",21.0,1.6,97,2.7,31.67,44.5,40.51,$8.32,$37.26,29.92,29.82,27.62,91.5,True
22,69.83333333333333,DVN,Devon Energy Corporation,25.0,1.8,98,3.17,41.98,45.52,8.43,$9.30,$42.40,40.14,34.75,27.06,86.5,True
23,69.83333333333333,TBK,"Triumph Bancorp, Inc.",44.0,2.4,94,2.13,122.07,125.29,2.64,$40.12,$120.56,111.45,96.68,83.24,71.5,True
26,69.5,CNXC,Concentrix Corporation,13.0,1.0,89,1.67,183.88,208.67,13.48,$80.00,$187.22,181.63,175.52,153.18,106.5,True
27,69.5,PRFT,"Perficient, Inc.",23.0,1.6,94,2.17,125.23,149.83,19.64,$40.50,$134.84,124.94,120.61,84.02,91.5,True
28,69.33333333333333,ASIX,AdvanSix Inc.,19.0,1.5,95,2.25,48.39,54.0,11.59,$14.65,$50.48,45.28,40.74,32.2,94.0,True
29,69.33333333333333,AGO,Assured Guaranty Ltd.,36.0,1.7,83,1.45,56.04,58.0,3.5,$25.93,$56.91,53.21,49.95,46.32,89.0,True
32,69.0,AKR,Acadia Realty Trust,46.0,2.3,87,1.59,22.04,24.29,10.21,$9.34,$23.00,22.14,21.36,20.46,74.0,True
34,68.83333333333333,SMPL,The Simply Good Foods Company,45.0,2.2,85,1.51,40.05,41.45,3.5,$19.01,$40.30,36.74,35.76,33.96,76.5,True
36,68.83333333333333,RWT,"Redwood Trust, Inc.",49.0,1.6,66,1.13,13.52,15.61,15.46,$8.13,$14.10,13.7,13.07,11.45,91.5,True
39,68.16666666666667,TALO,Talos Energy Inc.,28.0,1.6,85,1.52,13.27,18.38,38.51,$5.71,$18.93,12.93,12.92,12.5,91.5,True
42,68.0,TBBK,"The Bancorp, Inc.",15.0,1.5,95,2.36,30.54,34.0,11.33,$8.84,$32.32,30.32,26.83,23.51,94.0,True
45,67.83333333333333,PGNY,"Progyny, Inc.",16.0,1.4,91,1.78,61.69,71.67,16.18,$24.91,$66.61,59.65,58.48,53.97,96.5,True
51,67.5,KFY,Korn Ferry,15.0,1.4,91,1.83,79.38,97.75,23.14,$30.36,$80.61,75.62,73.91,66.34,96.5,True
52,67.33333333333333,WIRE,Encore Wire Corporation,14.0,1.5,94,2.14,140.02,160.0,14.27,$46.26,$140.50,114.46,99.3,79.8,94.0,True
57,67.0,PXD,Pioneer Natural Resources Company,28.0,1.9,89,1.68,189.74,222.73,17.39,$77.10,$196.64,189.95,169.88,155.83,84.0,True
58,67.0,KRG,Kite Realty Group Trust,40.0,2.1,82,1.41,21.0,24.65,17.38,$10.20,$23.14,21.45,20.95,20.24,79.0,True
61,66.5,OLN,Olin Corporation,18.0,1.8,95,2.33,58.9,71.19,20.87,$17.27,$59.37,52.98,50.38,42.92,86.5,True
62,66.33333333333333,CUBI,"Customers Bancorp, Inc.",23.0,2.1,97,2.75,56.05,58.25,3.93,$13.95,$56.49,47.4,43.13,36.05,79.0,True
68,66.0,UIS,Unisys Corporation,21.0,1.5,83,1.46,26.45,40.5,53.12,$13.02,$28.60,25.69,24.87,24.81,94.0,True
69,66.0,CZR,"Caesars Entertainment, Inc.",26.0,1.9,88,1.62,111.74,133.83,19.77,$47.27,$119.81,113.1,109.54,97.44,84.0,True
71,65.83333333333333,ACLS,"Axcelis Technologies, Inc.",20.0,1.8,91,1.78,57.03,57.17,0.25,$22.79,$57.00,50.22,49.29,42.25,86.5,True
78,65.5,CHX,ChampionX Corporation,11.0,1.6,94,2.14,27.01,29.11,7.77,$8.28,$30.48,25.57,23.88,22.85,91.5,True
81,65.33333333333333,ELF,"e.l.f. Beauty, Inc.",45.0,1.9,67,1.15,32.91,34.15,3.77,$18.55,$32.96,30.51,30.2,27.97,84.0,True
