rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,76.83333333333333,NOTV,"Inotiv, Inc.",25.0,1.0,99,4.67,30.55,38.0,24.39,$4.85,$50.33,32.96,29.59,22.86,106.5,True
2,76.16666666666667,OPCH,"Option Care Health, Inc.",57.0,1.6,80,1.46,25.04,27.81,11.06,$13.12,$28.21,25.2,24.0,20.27,91.5,True
3,76.0,BPOP,"Popular, Inc.",53.0,1.7,86,1.64,80.56,86.25,7.06,$38.05,$83.72,75.48,74.94,70.68,89.0,True
4,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.16,10.46,11.5,9.94,$2.10,$10.62,8.32,8.31,7.21,81.5,True
5,73.66666666666667,UEC,Uranium Energy Corp.,32.0,1.5,95,2.38,3.05,3.91,28.2,$0.82,$3.77,3.12,2.62,2.54,94.0,True
6,72.83333333333333,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,78,1.4,235.53,254.4,8.01,$115.00,$264.40,240.26,219.54,206.17,81.5,True
7,72.5,RWT,"Redwood Trust, Inc.",48.0,1.6,78,1.4,13.29,14.04,5.64,$7.71,$13.47,12.63,12.27,10.64,91.5,True
10,71.83333333333333,FANG,"Diamondback Energy, Inc.",32.0,1.8,97,2.84,104.16,112.32,7.83,$23.63,$107.55,86.54,79.99,75.6,86.5,True
12,71.16666666666667,PDCE,"PDC Energy, Inc.",30.0,1.8,97,2.98,46.75,60.06,28.47,$10.61,$51.81,44.83,41.72,36.79,86.5,True
13,70.66666666666667,ORMP,Oramed Pharmaceuticals Inc.,18.0,1.5,100,6.5,21.6,23.0,6.48,$2.40,$24.25,20.74,18.6,12.07,94.0,True
15,70.5,AJX,Great Ajax Corp.,55.0,2.0,75,1.36,13.89,16.9,21.67,$7.57,$14.27,13.58,13.51,11.92,81.5,True
17,70.16666666666667,CARE,"Carter Bankshares, Inc.",42.0,2.0,87,1.65,14.85,16.17,8.89,$6.72,$16.28,14.12,12.84,12.76,81.5,True
19,69.0,EVC,Entravision Communications Corporation,14.0,1.5,99,3.78,7.6,10.5,38.16,$1.53,$8.11,7.19,6.94,4.84,94.0,True
21,68.66666666666667,CMRE,Costamare Inc.,15.0,1.3,92,1.93,14.72,16.0,8.7,$5.50,$16.72,15.58,13.64,10.82,99.0,True
22,68.66666666666667,TH,Target Hospitality Corp.,11.0,1.3,96,2.55,4.02,5.5,36.82,$0.82,$4.70,3.82,3.74,2.92,99.0,True
23,68.5,OLN,Olin Corporation,22.0,1.8,97,2.78,50.09,62.25,24.28,$13.63,$52.01,48.45,47.7,39.99,86.5,True
24,68.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,80,1.45,108.07,114.5,5.95,$52.22,$109.26,102.42,101.05,90.75,84.0,True
25,68.33333333333333,EVRI,Everi Holdings Inc.,17.0,1.5,94,2.17,24.11,30.75,27.54,$8.15,$26.61,23.07,22.82,18.59,94.0,True
27,68.16666666666667,KE,"Kimball Electronics, Inc.",10.0,1.0,88,1.72,27.22,33.0,21.23,$11.60,$29.99,25.79,23.85,22.46,106.5,True
31,67.66666666666667,IHRT,"iHeartMedia, Inc.",18.0,1.7,96,2.48,25.69,32.38,26.04,$7.71,$28.24,24.75,24.4,20.41,89.0,True
33,67.5,KFY,Korn Ferry,14.0,1.4,92,1.99,77.57,97.75,26.02,$29.95,$77.62,73.64,70.68,63.12,96.5,True
34,67.33333333333333,LPLA,LPL Financial Holdings Inc.,28.0,1.7,85,1.59,162.03,188.88,16.57,$75.25,$162.75,150.88,147.01,137.4,89.0,True
37,66.66666666666667,CASH,"Meta Financial Group, Inc.",18.0,1.7,93,2.02,55.49,63.0,13.53,$21.13,$56.19,51.74,50.18,46.96,89.0,True
