no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14463.66,23.28,17.58,1.39,1.32,4.52,23.92,21.97,1.74%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.75,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,1.21%,-0.03%,15.12%,16.25%,50.86%,46.04%,1.26,6.22,3.48%,2.45%,-0.51%,2.48%,12.87%,-5.36%,12.06%,-5.36%,60.68%,52.19,0.01%,1.38%,2.2,605.32,1.07,230.02,1.39%,649100,11/15/2021 4:30:00 PM,254.38,11/29/2001,230.02,0.00%,63.0,82,1.19,226.86,231.19,224.46,203.78,143.15,243.05,18.0,12.13,54.333333333333336,True
24,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2512.53,5.1,6.73,0.51,0.66,0.96,,3.4,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.60%,-17.20%,,,13.42%,6.66,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,-3.87%,-2.63%,18.11%,17.34%,54.60%,59.79%,1.12,2.97,3.30%,3.19%,-1.30%,3.18%,20.52%,-8.26%,14.22%,-8.26%,73.54%,50.24,-0.57%,0.82%,2.0,546.94,0.96,87.15,0.24%,526454,11/3/2021 8:30:00 AM,105.57,7/21/2004,87.15,0.00%,69.0,86,1.26,86.94,88.3,84.47,72.31,50.22,95.0,26.0,21.43,60.333333333333336,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2182.68,28.05,18.21,1.4,3.77,4.16,8.05,22.16,,0.00%,2.26,190.80%,30.19%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-5.94%,89.40%,0.81%,2.20%,2.19,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,1.99%,9.57%,26.77%,52.97%,117.00%,117.89%,1.49,3.07,5.92%,4.39%,1.44%,15.29%,41.29%,-5.57%,40.56%,-5.57%,128.57%,60.76,0.75%,1.65%,1.8,328.23,0.96,63.45,2.40%,315841,11/3/2021 4:30:00 PM,68.5,7/11/2000,63.45,0.00%,75.0,95,1.69,61.96,62.55,55.04,44.91,27.76,67.19,21.0,10.56,63.666666666666664,True
80,ACM,AECOM,Industrials,Engineering & Construction,USA,10271.72,36.46,18.58,1.99,0.77,3.81,8.36,18.07,,0.00%,1.97,83.70%,15.42%,26.20%,18.29%,-5.20%,,-6.00%,143.81,140.52,0.20%,-17.23%,88.60%,-0.84%,1.46%,2.3,1.40%,6.20%,11.00%,1.1,1.1,0.8,0.82,6.00%,4.70%,1.30%,-0.72%,5.17%,8.49%,9.96%,39.84%,44.19%,1.48,2.13,4.10%,2.69%,0.22%,5.44%,10.72%,-5.48%,15.96%,-5.48%,54.00%,54.41,1.69%,1.32%,1.6,893.94,1.27,71.78,3.03%,1134870,11/15/2021 8:30:00 AM,84.44,5/10/2007,71.78,0.00%,81.0,76,1.1,69.67,71.62,68.08,64.83,46.61,75.94,19.0,21.2,58.666666666666664,True
255,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,34926.72,36.16,28.34,2.68,4.4,4.12,12.77,34.8,1.15%,39.30%,4.63,19.40%,7.91%,15.30%,13.50%,5.40%,18.30%,15.60%,207.0,205.46,0.30%,-5.85%,85.10%,-0.37%,0.86%,1.82,3.70%,12.70%,9.80%,1.3,1.3,0.6,0.65,36.50%,15.20%,11.80%,1.60%,4.15%,16.54%,16.28%,44.33%,35.36%,0.69,3.62,2.64%,1.97%,2.20%,4.28%,16.25%,-0.62%,12.69%,-0.62%,48.29%,59.45,0.44%,0.75%,2.3,967.82,1.1,167.45,1.19%,1064325,10/28/2021 4:30:00 PM,178.58,6/20/1984,167.45,0.00%,59.0,79,1.15,165.48,163.84,160.58,144.04,112.92,168.5,13.0,7.92,50.333333333333336,True
273,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,30219.98,131.5,42.37,4.41,9.12,5.11,50.79,,0.63%,80.70%,1.89,-29.90%,46.14%,5.40%,29.83%,2.10%,-465.10%,11.20%,116.97,116.5,0.10%,-38.85%,83.00%,-2.37%,1.80%,1.73,2.00%,3.90%,5.60%,1.3,0.8,0.36,0.36,31.00%,27.80%,6.40%,-9.91%,-8.85%,4.09%,41.21%,78.52%,68.48%,1.59,11.55,5.81%,3.94%,-8.43%,0.29%,26.29%,-14.73%,18.08%,-14.73%,87.99%,40.24,-1.35%,0.19%,2.4,1216.26,0.84,248.54,-1.17%,1024240,11/3/2021 4:30:00 PM,262.9,2/22/1994,249.0,0.19%,56.0,91,1.44,251.47,271.43,247.82,196.8,133.82,291.48,21.0,4.55,56.0,True
348,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5359.06,24.21,18.13,1.25,1.65,5.09,39.12,24.57,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-17.62%,96.60%,-0.08%,1.86%,1.75,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-3.75%,-1.06%,-1.60%,15.20%,69.40%,62.97%,0.26,5.1,3.93%,5.32%,-0.41%,1.89%,15.64%,-10.74%,19.17%,-10.74%,75.14%,50.25,-0.21%,0.99%,1.7,497.05,0.7,111.23,0.78%,345450,11/4/2021 4:30:00 PM,133.33,11/13/2001,111.23,0.00%,78.0,89,1.36,110.37,111.69,109.17,96.19,63.51,124.62,21.0,20.8,62.666666666666664,True
384,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,38022.92,49.41,35.32,2.7,13.72,9.68,11.23,41.58,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.41,0.10%,-88.81%,65.90%,0.96%,1.70%,1.83,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-3.91%,-7.11%,35.37%,37.18%,80.15%,67.46%,1.17,4.62,3.47%,2.88%,-5.36%,10.61%,33.77%,-9.31%,42.82%,-9.31%,85.67%,50.38,-0.69%,1.07%,2.3,2098.49,0.57,121.65,0.37%,1193551,11/1/2021 4:30:00 PM,127.24,6/6/2014,121.65,0.00%,59.0,91,1.41,121.2,128.54,109.98,90.94,65.52,134.14,16.0,4.98,55.333333333333336,True
459,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2629.11,16.05,11.54,0.69,0.73,2.74,5.61,12.04,0.31%,4.80%,6.41,78.10%,14.49%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.15,0.70%,-4.67%,92.60%,-0.45%,6.44%,4.14,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,-3.95%,-9.72%,47.93%,60.59%,128.45%,140.87%,1.53,5.51,5.32%,4.50%,-5.35%,6.60%,36.69%,-12.00%,37.96%,-12.00%,149.34%,48.85,-1.79%,0.88%,1.9,391.5,0.81,102.78,-0.93%,318521,11/2/2021 8:30:00 AM,127.56,5/13/1992,102.77,-0.01%,72.0,96,1.85,102.78,108.23,96.94,75.42,41.22,116.79,25.0,24.11,64.33333333333333,True
521,ASGN,ASGN Incorporated,Industrials,Staffing & Employment Services,USA,6562.2,30.17,21.44,3.02,1.65,3.58,9.66,19.71,,0.00%,4.13,14.80%,10.16%,22.80%,10.00%,13.90%,40.90%,18.70%,52.7,50.52,0.80%,-30.92%,99.40%,0.16%,1.00%,2.18,11.10%,22.40%,9.20%,2.4,2.4,0.56,0.56,27.90%,8.50%,9.60%,0.99%,-0.30%,11.18%,23.83%,51.01%,49.07%,2.05,3.58,3.46%,2.47%,-0.83%,2.67%,16.68%,-4.95%,10.09%,-4.95%,56.94%,52.14,0.41%,1.83%,2.1,232.13,0.74,124.52,2.25%,171797,10/27/2021 4:30:00 PM,124.8,9/22/1992,124.25,-0.22%,66.0,82,1.19,121.78,125.56,121.28,106.72,79.51,131.0,18.0,2.48,55.333333333333336,True
