"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",40898.12,33.90,25.23,2.42,6.47,7.46,25.97,38.55,0.63%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,302.00,301.14,0.20%,-19.47%,90.70%,0.21%,1.42%,2.52,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-4.93%,-15.89%,-15.60%,-11.85%,12.38%,-16.37%,1.04,4.19,3.59%,2.70%,-9.57%,-12.29%,-11.92%,-19.42%,1.70%,-25.65%,18.71%,25.17,-1.50%,0.72%,,1693.99,1.14,133.51,-0.79%,1929395,11/22/2021 4:30:00 PM,175.32,11/18/1999,133.51,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",12385.71,27.55,8.55,,1.02,2.93,8.53,,0.66%,0.00%,2.21,85.00%,-1.80%,28.00%,,-3.70%,769.80%,31.50%,187.00,185.26,0.10%,-51.12%,77.80%,0.50%,7.96%,1.80,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,1.88%,1.54%,22.60%,58.91%,225.56%,1.96%,2.34,3.38,7.71%,5.16%,1.35%,12.47%,35.89%,-5.62%,40.43%,-5.62%,251.16%,56.29,-0.90%,0.15%,1.90,8183.10,1.13,60.75,-0.75%,9246974,1/19/2022 4:30:00 PM,65.30,10/18/2016,60.26,-0.81%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26%,0.39%,1.40%,0.44%,-1.42%,-0.55%,,0.16,0.82%,0.71%,0.01%,0.57%,0.77%,-2.66%,3.61%,-4.84%,8.33%,50.48,-0.93%,-0.65%,,205.23,69.86,18.08,-1.58%,14338158,,,8/15/2018,18.08,0.00%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1213.75,43.35,,,,1.30,1348.61,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.07%,0.08%,0.29,,,,1.70,1.70,0.00,0.00,,,,-0.31%,-0.31%,-1.32%,-0.41%,,-0.31%,,0.03,0.27%,0.26%,-0.41%,-0.68%,-0.67%,-1.42%,0.10%,-2.90%,2.21%,36.15,-0.10%,0.00%,,271.52,0.57,9.71,-0.10%,155088,,,3/25/2021,9.71,0.00%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",55.10,,,,1.84,1.75,4.63,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.01%,0.01,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-7.69%,42.37%,-28.21%,-49.09%,27.27%,56.94%,1.20,0.27,8.38%,21.02%,-6.25%,1.26%,-33.06%,-42.86%,68.00%,-91.49%,68.00%,47.98,-6.15%,4.07%,1.50,650.37,0.10,1.68,-2.33%,64231,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.65,-1.79%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.72,,,,,222.73,306.74,,,,-0.02,,,,,,,,21.91,17.41,25.41%,0.00%,42.00%,239.29%,0.02%,0.04,,,,4.40,4.40,0.00,0.00,,,,-0.51%,-0.15%,,,,0.10%,,0.04,0.28%,0.32%,-0.35%,0.07%,0.07%,-1.11%,4.93%,-1.11%,4.93%,47.01,0.00%,0.00%,,73.85,0.16,9.80,0.00%,0,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,226.14,,,,,-0.09,,,,,,,,,,,,87.84%,,,0.01,,,,,,,,,,,-1.11%,-0.36%,0.30%,,,-0.80%,,0.14,0.40%,0.62%,-1.07%,-0.40%,-0.01%,-5.51%,1.53%,-5.51%,1.95%,46.09,0.00%,-1.68%,,60.18,0.00,9.95,-1.68%,3,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,68.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.12%,-39.64%,,,,-39.15%,,0.05,7.80%,6.11%,-31.55%,-32.31%,-32.31%,-49.16%,13.48%,-49.16%,13.48%,33.49,0.00%,13.29%,,54.12,0.00,0.34,13.29%,165,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",408.51,,,,4085.08,1.19,2.53,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.50%,5.11%,3.06,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-5.42%,-23.30%,-29.91%,-41.79%,3.91%,-21.90%,1.52,1.69,9.85%,7.42%,-16.09%,-18.15%,-27.62%,-41.97%,9.97%,-62.13%,31.78%,35.79,-3.73%,1.03%,1.60,206.66,0.83,18.86,-2.73%,171483,,48.75,8/8/2017,18.86,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.34%,-5.13%,-9.01%,-3.78%,-4.19%,-6.12%,,1.06,2.74%,1.19%,-4.77%,-4.52%,-7.34%,-8.09%,4.43%,-13.03%,4.43%,33.36,-0.97%,1.07%,,3.14,0.40,60.32,0.09%,1260,,,7/21/2010,60.50,0.30%
