no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
419,APA,APA Corporation,Energy,Oil & Gas E&P,USA,11338.83,20.42,6.04,,1.64,,30.08,3.95,1.54%,6.30%,1.59,-36.40%,30.13%,14.80%,,-7.40%,,83.80%,379.0,362.15,0.30%,-1.87%,88.90%,0.12%,3.22%,1.23,4.60%,-48.50%,-60.50%,1.2,0.9,,,64.30%,27.50%,8.70%,1.19%,32.81%,20.55%,75.79%,85.35%,20.42%,4.63,1.41,4.76%,4.65%,12.32%,16.37%,43.34%,-5.86%,41.15%,-5.86%,130.79%,65.48,-2.97%,1.21%,2.4,9477.07,0.85,32.38,-1.79%,8080600,11/3/2021 4:30:00 PM,35.95,8/2/1963,32.38,0.00%,56.0,96,1.58,32.38,29.25,27.87,22.66,14.03,34.4,17.0,11.03,56.333333333333336,True
1635,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,110976.52,25.98,11.19,,3.07,2.64,10.56,19.26,1.74%,51.00%,3.36,-139.20%,32.70%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-10.42%,80.40%,0.11%,1.13%,1.94,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,4.41%,27.56%,16.20%,53.49%,92.95%,20.92%,1.55,2.35,2.86%,2.75%,13.64%,17.93%,38.30%,-2.05%,32.49%,-2.05%,120.46%,77.01,-0.69%,0.43%,1.8,7692.94,0.95,87.28,-0.26%,7309777,2/3/2022 8:30:00 AM,92.73,1/13/1978,87.28,0.00%,75.0,97,1.64,87.28,77.82,74.4,63.44,39.7,89.11,13.0,6.24,61.666666666666664,True
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32632.4,28.3,9.32,1.13,3.66,3.68,14.06,11.86,0.90%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,-1.75%,24.82%,25.49%,94.60%,160.71%,11.08%,3.0,2.01,3.94%,4.31%,6.30%,13.14%,53.55%,-5.89%,37.64%,-5.89%,223.28%,62.11,-3.76%,0.95%,1.8,10896.4,1.12,48.93,-2.84%,12160759,11/2/2021 4:30:00 PM,52.55,3/17/1992,48.77,-0.33%,75.0,99,2.08,48.93,46.56,43.99,33.1,16.11,51.99,29.0,7.4,67.66666666666667,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,59396.35,20.33,10.54,0.27,3.83,2.81,13.84,11.77,2.85%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.2,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,2.87%,25.15%,19.31%,45.00%,80.97%,18.35%,1.94,3.23,3.25%,3.29%,11.64%,16.27%,31.83%,-2.65%,30.32%,-2.65%,117.54%,74.63,-1.55%,1.05%,2.0,4244.95,1.15,105.13,-0.51%,4902731,11/4/2021 4:30:00 PM,114.06,10/4/1989,105.13,0.00%,69.0,95,1.48,105.13,95.24,91.69,81.85,50.08,107.99,12.0,8.49,58.666666666666664,True
2651,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,89110.11,31.84,11.08,,0.66,2.45,1.92,8.25,1.78%,13.90%,0.7,363.40%,6.02%,-16.80%,,-3.20%,-23.80%,-4.80%,3995.0,3914.51,0.10%,8.72%,53.90%,-0.18%,1.84%,0.67,1.10%,8.40%,-2.40%,1.2,1.0,2.66,3.95,10.10%,1.00%,2.10%,-7.80%,13.56%,45.59%,58.21%,106.72%,8.09%,1.03,1.11,5.65%,4.29%,0.07%,7.50%,43.59%,-13.22%,20.60%,-13.22%,125.18%,50.44,-8.96%,1.15%,2.5,106636.4,1.43,22.45,-7.92%,152103981,2/3/2022 4:30:00 PM,21.14,6/1/1972,22.31,-0.62%,53.0,98,1.76,22.45,22.59,20.95,15.68,10.19,25.87,19.0,-5.84,56.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,21871.03,65.24,7.39,1.07,3.94,1.98,47.86,7.6,1.59%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.84,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,1.09%,22.73%,13.31%,58.44%,107.37%,16.56%,2.45,4.94,3.90%,3.98%,9.09%,13.00%,36.23%,-4.58%,32.30%,-4.58%,123.96%,64.11,-1.02%,0.85%,1.9,2759.74,0.76,125.71,-0.18%,2097802,11/1/2021 4:30:00 PM,137.03,10/12/2012,125.62,-0.07%,72.0,98,1.76,125.71,116.56,111.48,92.53,56.13,131.75,23.0,9.0,64.33333333333333,True
2718,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,65097.35,16.77,12.34,0.58,3.07,4.85,8.49,9.96,0.68%,8.50%,2.63,344.60%,15.78%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.85,0.20%,-8.36%,78.10%,0.18%,2.15%,1.82,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,2.71%,16.19%,13.65%,27.43%,42.57%,5.81%,2.04,1.53,3.81%,3.22%,5.43%,11.08%,17.11%,-4.59%,25.08%,-4.59%,78.69%,64.09,-2.46%,2.03%,2.1,17260.38,1.04,44.08,-0.47%,17892316,1/26/2022 8:30:00 AM,43.04,7/10/1995,44.15,0.16%,66.0,88,1.21,44.08,42.2,39.88,37.75,24.71,46.2,19.0,-2.36,57.666666666666664,True
2816,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,32208.02,13.26,14.23,,6.16,1.64,0.85,,2.50%,30.30%,3.62,-45.10%,-9.79%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.83,0.20%,-1.58%,84.10%,0.25%,1.77%,2.72,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,-2.20%,13.51%,9.20%,30.07%,53.11%,10.15%,1.4,1.24,2.87%,2.27%,4.34%,7.57%,16.63%,-5.27%,18.83%,-5.27%,69.81%,58.79,-3.73%,0.42%,1.9,4400.85,1.82,47.97,-3.33%,8027379,1/20/2022 8:30:00 AM,50.39,3/17/1980,47.97,0.00%,72.0,92,1.3,47.97,46.31,44.67,41.18,28.25,50.64,16.0,5.04,60.0,True
3554,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,27896.31,143.9,19.25,,4.25,5.01,11.53,14.0,1.10%,155.80%,0.63,-641.90%,128.78%,0.90%,,-6.40%,146.60%,51.80%,308.1,277.65,10.17%,-0.06%,86.10%,0.08%,1.92%,2.65,1.00%,3.60%,-18.00%,1.4,1.3,1.46,1.55,72.60%,19.20%,3.00%,1.32%,27.38%,1.25%,19.57%,46.53%,23.23%,1.92,3.1,3.28%,3.47%,12.71%,14.48%,15.51%,-3.47%,33.53%,-3.47%,70.75%,69.03,-1.90%,0.89%,2.2,2013.41,1.27,91.23,-1.03%,2559007,1/26/2022 8:30:00 AM,107.38,5/24/1962,91.23,0.00%,63.0,90,1.25,91.23,81.94,79.86,79.08,53.43,94.51,11.0,17.7,54.666666666666664,True
4801,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,25241.05,,134.06,,6.64,,5.45,32.88,,,-4.19,67.00%,130.60%,22.50%,,-23.80%,107.80%,1366.60%,216.89,150.41,1.70%,0.00%,75.00%,2.80%,9.86%,6.32,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-2.34%,7.74%,13.27%,41.60%,53.64%,-5.36%,1.32,4.31,3.07%,3.66%,-3.17%,0.15%,20.53%,-11.33%,15.01%,-11.33%,71.95%,47.1,-1.40%,-0.28%,2.2,2347.37,0.69,113.28,-1.68%,1612709,11/4/2021 4:30:00 PM,115.0,12/14/2005,114.38,0.97%,63.0,92,1.31,113.28,117.31,112.9,94.1,65.88,127.75,21.0,1.52,58.666666666666664,True
