date,AZO,COST,DRE,HD,LOW,PLD,WFC,ZTS,portfolio
2021-12-13,262.9119490080788,875.3360897593677,36.03052133756661,135.7539488101834,193.7819459615761,504.43309274408483,9.434872896000451,482.3175794831419,2500.0
2021-12-14,264.6910907063072,856.6739022195952,35.66321433654709,134.7355670328336,190.1811318978646,497.0738871736307,9.498988988757722,473.41270089043104,2461.930483245967
2021-12-15,271.18413944245617,888.3117278013656,36.08791340032215,136.61489208118684,194.00796052778065,509.067801048059,9.508703931795225,481.7363630843893,2526.5195013173548
2021-12-16,266.23723321155137,868.1257187308282,35.91573941267145,133.8411220744732,190.76871441384188,511.2285910999773,9.772942341846274,483.25166253782623,2499.141723823016
2021-12-17,264.27145300309564,860.239776916045,35.63451830516932,129.97191743181668,186.88914751414043,504.74622094422244,9.31635416452915,486.36525157073777,2477.4346398497564
2021-12-20,263.99744181539654,861.7321497925539,35.7607808432315,130.44760663313463,185.02846570270165,505.40387139722003,9.102631373681149,486.261450465082,2477.734398023001
2021-12-21,263.4771970676244,856.8152294036604,35.73208261123783,130.8060552636227,186.0529697338961,503.52491106060944,9.2891532174207,493.2774471409691,2478.975045499041
2021-12-22,267.9501869151572,863.4758242629805,36.02478213129106,132.53799128950874,188.101977796285,508.1283208797537,9.331897031093172,501.4350973587977,2506.986077664867
2021-12-23,266.6714303344785,864.575472481463,35.921476418331096,133.01703372654626,188.39576905427367,506.5312380423971,9.396013868347573,503.38628531825833,2507.8947192440955
2021-12-27,270.9816003007082,885.1542062100267,36.90287629021895,135.36870496377753,191.11522087655146,519.4959305699606,9.475674316663126,511.6891999807072,2560.183413508614
2021-12-28,272.6865875293753,886.9922266432213,36.96026835297448,136.0822489890341,191.35628539728694,519.1827545858768,9.407671204394871,506.99806889983046,2559.6661116019936
2021-12-29,278.52438158243183,891.9091470321149,37.38496521613364,137.62993084609673,194.03054122584314,525.1014175270699,9.41350061691565,512.7686109281204,2586.762494974726
2021-12-30,275.94039968689674,885.8454054433548,37.39070442240919,137.3284361064434,193.14164824087788,526.0095992105454,9.345497504647398,508.8869825407085,2573.8886731558837
2021-12-31,277.5116858736919,891.7991726222623,37.67192552991131,139.02687044497247,194.71605800532737,527.2309090941583,9.322182088055671,506.54140113824303,2583.8202047966224
2022-01-03,270.723457426173,890.2439983172849,37.052091252151534,136.89294484064195,192.47872369198834,516.395660349737,9.85648832067855,485.78406689603946,2539.4274310946944
2022-01-04,275.37515162735116,886.3481045112338,36.575741532512396,138.2999237001172,195.71795827339494,504.182561513607,10.2489604052384,467.2892604821551,2514.03766204561
2022-01-05,269.2567372826403,863.8685489210068,35.61730068634266,136.42394166420388,191.9062026630742,493.6917872380994,10.159585758382475,449.5209666356979,2450.4450708494473
