no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41343.08,19.51,17.25,1.39,2.73,,43.02,14.3,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-67.67%,95.00%,-0.02%,2.12%,2.77,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-3.89%,1.30%,19.83%,27.72%,60.81%,-3.89%,0.88,51.4,2.56%,2.30%,-0.87%,4.59%,22.70%,-4.51%,13.99%,-4.51%,81.23%,51.55,-1.45%,-0.88%,2.2,157.41,0.83,2014.77,-2.31%,130467,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2020.99,0.31%,63.0,91,1.32,2014.77,2034.84,1930.17,1645.28,1111.71,2110.0,17.0,8.07,57.0,True
1241,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA,35066.72,24.4,18.58,2.22,1.34,4.41,12.67,17.77,,0.00%,4.29,-41.00%,6.52%,6.40%,11.00%,17.00%,134.80%,20.40%,335.37,332.43,0.50%,-39.53%,98.40%,-0.30%,1.41%,3.48,7.90%,19.50%,6.80%,1.4,1.4,0.24,0.42,22.00%,5.40%,5.60%,-3.44%,1.92%,7.91%,22.11%,67.27%,-3.44%,1.42,2.66,2.40%,2.25%,-0.76%,1.17%,12.03%,-5.60%,10.73%,-5.60%,73.39%,49.06,-0.27%,-0.61%,2.1,1345.37,0.76,104.78,-0.88%,1023849,10/28/2021 8:30:00 AM,128.17,6/10/2004,104.78,0.00%,66.0,92,1.37,104.78,105.68,103.6,93.67,60.6,111.0,21.0,22.32,59.666666666666664,True
1608,COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,USA,236171.2,46.13,38.37,4.62,1.16,12.88,17.53,7618.43,0.59%,25.60%,11.62,25.00%,9.01%,16.20%,9.98%,10.50%,13.50%,16.60%,443.38,442.56,0.20%,-2.66%,68.80%,-0.54%,1.02%,2.03,8.80%,30.30%,19.60%,1.0,0.5,0.36,0.4,12.80%,3.40%,2.50%,-5.55%,1.15%,18.66%,31.46%,44.94%,-5.55%,0.64,13.05,2.13%,2.32%,-3.42%,0.25%,20.86%,-6.18%,10.88%,-6.18%,74.65%,42.92,-2.08%,-0.41%,2.2,2223.49,1.03,536.18,-2.48%,2296126,12/9/2021 4:30:00 PM,549.05,11/27/1985,536.57,0.07%,63.0,85,1.19,536.18,555.77,535.8,444.57,307.0,571.49,20.0,2.4,56.0,True
2135,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,32813.01,28.28,9.31,1.13,3.68,3.68,14.14,11.92,0.90%,26.40%,1.73,3266.70%,55.11%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.69%,92.10%,4.00%,2.62%,1.58,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,10.99%,12.52%,26.78%,78.46%,187.26%,10.99%,3.06,2.01,4.20%,4.40%,13.72%,16.74%,58.37%,-0.19%,37.52%,-0.19%,223.02%,68.46,0.93%,0.14%,1.8,10636.88,1.46,48.89,1.08%,15483135,11/2/2021 4:30:00 PM,51.27,3/17/1992,48.88,-0.02%,75.0,99,2.21,48.89,43.32,42.89,32.15,16.11,49.75,27.0,4.87,67.0,True
2585,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,27767.62,38.75,37.44,6.46,18.47,9.32,423.29,77.39,2.40%,77.10%,5.38,14.70%,5.73%,18.90%,6.00%,11.60%,59.40%,20.30%,133.81,131.04,0.60%,-46.65%,96.00%,-2.78%,1.67%,3.43,7.50%,25.00%,7.90%,,,1.87,1.87,74.00%,57.20%,47.50%,-8.06%,-0.43%,21.85%,19.33%,86.03%,-8.06%,0.35,5.47,3.37%,2.29%,-4.11%,0.75%,19.20%,-8.91%,13.71%,-8.91%,93.40%,42.42,-3.94%,-0.30%,2.1,637.72,1.39,208.45,-4.23%,885615,10/27/2021 4:30:00 PM,220.79,8/12/2004,207.47,-0.47%,66.0,95,1.52,208.45,217.53,207.39,175.25,109.27,228.84,16.0,5.92,59.0,True
2667,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,61337.45,15.93,11.8,0.55,2.9,4.61,7.99,9.39,0.72%,8.50%,2.63,344.60%,15.86%,15.30%,28.90%,-0.60%,321.30%,58.00%,1469.0,1459.86,0.20%,-8.43%,77.90%,-0.69%,1.86%,1.5,8.80%,33.60%,7.00%,2.5,1.8,0.66,0.72,36.80%,36.70%,18.40%,0.36%,8.16%,22.71%,14.65%,34.45%,0.36%,2.08,1.42,3.55%,3.15%,4.83%,7.51%,12.17%,-4.21%,18.64%,-9.15%,69.49%,60.15,1.80%,1.51%,2.0,18042.06,0.93,41.88,3.33%,16841842,10/21/2021 8:30:00 AM,42.56,7/10/1995,41.94,0.14%,69.0,79,1.1,41.88,40.12,39.05,37.39,24.71,46.1,14.0,1.62,54.0,True
2762,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,33405.55,13.49,14.61,,6.38,1.67,0.88,,2.46%,30.30%,3.62,-45.10%,-10.60%,-1.80%,-2.98%,6.70%,24.20%,-2.80%,697.46,674.81,0.20%,-1.55%,84.10%,-0.61%,1.42%,2.27,1.30%,12.50%,12.30%,,,0.56,0.56,,97.20%,49.60%,12.06%,11.01%,11.04%,27.12%,56.51%,12.06%,1.45,1.2,2.46%,2.25%,11.38%,11.31%,19.82%,0.66%,20.88%,0.66%,72.74%,73.93,1.22%,-0.33%,2.0,4233.16,1.23,48.8,0.89%,5191196,1/20/2022 8:30:00 AM,49.02,3/17/1980,48.8,0.00%,69.0,90,1.28,48.8,44.07,43.95,40.78,28.25,48.95,19.0,0.45,59.333333333333336,True
4692,LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,USA,26033.74,,140.95,,6.85,,5.62,33.92,,,-4.19,62.10%,124.70%,22.50%,,-23.80%,107.80%,677.40%,216.89,150.41,1.70%,0.00%,73.30%,2.38%,9.02%,5.99,-7.60%,142.30%,-36.60%,1.2,1.2,,,32.90%,-15.70%,-23.60%,-3.20%,4.87%,17.82%,37.29%,57.72%,-3.20%,1.31,4.7,4.14%,4.05%,1.32%,3.89%,24.68%,-9.31%,17.62%,-9.31%,75.87%,52.56,-3.29%,0.39%,2.2,2263.21,0.86,115.86,-2.92%,1935659,11/4/2021 4:30:00 PM,115.0,12/14/2005,115.87,0.01%,63.0,90,1.29,115.86,114.61,111.83,93.08,65.88,127.75,21.0,-0.74,58.0,True
6398,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22625.48,16.42,13.85,1.92,2.28,2.72,3.14,3.57,0.95%,15.00%,6.64,71.00%,15.30%,22.20%,8.54%,12.40%,102.70%,28.70%,205.4,183.15,0.40%,-3.49%,77.30%,-2.40%,1.57%,2.85,2.50%,18.10%,3.20%,,,0.35,4.33,96.00%,18.10%,14.20%,8.64%,10.38%,13.19%,22.08%,60.40%,8.64%,1.19,2.82,3.23%,2.28%,9.06%,9.53%,18.73%,-0.05%,17.25%,-0.05%,73.29%,67.69,2.18%,0.21%,1.8,1010.21,1.3,109.07,2.39%,1313064,1/26/2022 4:30:00 PM,122.0,7/1/1983,109.07,0.00%,75.0,91,1.31,109.07,100.57,99.76,92.01,62.94,109.19,16.0,11.85,60.666666666666664,True
6604,SBNY,Signature Bank,Financial,Banks - Regional,USA,21917.0,26.24,21.24,4.15,10.57,2.82,0.76,63.53,0.61%,15.90%,13.94,-8.00%,18.04%,6.50%,6.32%,11.80%,48.50%,15.40%,59.28,58.67,0.20%,0.00%,96.90%,5.86%,2.68%,1.68,0.90%,11.70%,19.80%,,,0.07,0.07,,81.80%,38.10%,13.06%,13.99%,21.92%,41.94%,152.28%,13.06%,1.89,12.77,3.79%,3.57%,14.95%,14.93%,36.00%,0.85%,26.92%,0.85%,156.95%,75.32,1.02%,-0.13%,1.7,933.57,1.34,365.71,0.90%,1250817,10/19/2021 8:30:00 AM,373.61,3/23/2004,365.71,0.00%,78.0,98,2.06,365.71,320.67,319.62,269.65,142.32,370.9,14.0,2.16,63.333333333333336,True
