date,GNRC,INTU,NVDA,portfolio
2021-07-15,833.3333333333334,833.3333333333334,833.3333333333335,2500.0
2021-07-16,828.4818802076113,830.5774147491451,797.9462291853495,2457.005524142106
2021-07-19,836.0093332717277,826.0616927316798,825.1569341140478,2487.227960117455
2021-07-20,840.1869734633216,842.2485639339908,817.771799335338,2500.20733673265
2021-07-21,861.2099370081165,852.010492412923,852.8511895342091,2566.0716189552486
2021-07-22,855.9156925256818,863.3662051333133,860.9396704823198,2580.221568141315
2021-07-23,865.6378505752438,875.170169671614,859.3571416011678,2600.1651618480255
2021-07-26,856.0312033143896,876.6145366404356,847.7519298060524,2580.3976697608778
2021-07-27,844.9999229928076,866.0225122024106,843.9714441455225,2554.9938793407405
2021-07-28,829.8295060758676,866.3379486668659,856.939389143852,2553.1068438865855
2021-07-29,807.227895085401,870.3224092705117,863.9288917022737,2541.4791960581865
2021-07-30,807.3434058741087,877.7102633064382,856.7635526015018,2541.817221782049
2021-08-02,770.0719247177686,873.6427931068832,867.7972956339788,2511.5120134586305
2021-08-03,774.095550524419,878.0589036092572,870.6546394471701,2522.8090935808464
2021-08-04,770.5339678725993,887.8042301690075,890.7879235462715,2549.1261215878785
2021-08-05,777.2335936176439,891.025002490288,906.745089764555,2575.003685872487
2021-08-06,799.0266290871568,884.8656904738189,894.8321640203269,2578.7244835813026
2021-08-09,804.4556361564171,886.4262708769133,891.7110653936103,2582.592972426941
2021-08-10,806.8236073249241,877.975894013348,875.9736948532646,2560.7731961915365
2021-08-11,803.2235210768687,881.4622970415381,865.5553797190133,2550.2411978374203
2021-08-12,814.9671179288146,889.2319952186473,874.6109616500503,2578.8100747975122
2021-08-13,797.21696006407,895.5573264269349,887.0513970213291,2579.825683512334
2021-08-16,789.6895069999538,899.1931467277617,876.5891227514903,2565.471776479206
2021-08-17,750.8008748017065,887.4721917853703,854.961228042412,2493.234294629489
2021-08-18,750.9163855904142,882.6908390609954,836.5863093668128,2470.193534018222
2021-08-19,754.3817092516442,900.0232426868546,869.9073341421815,2524.3122860806807
2021-08-20,770.6879822575429,903.0945977354983,914.6137750347278,2588.396355027769
2021-08-23,799.0073772890388,915.0147757080719,964.8151078757188,2678.8372608728296
2021-08-24,806.4578231606832,917.5382674237142,957.5618505037719,2681.557941088169
2021-08-25,819.8763264488904,920.1779725736295,976.0246874505461,2716.078986473066
2021-08-26,822.9566141477615,915.2638044957996,969.6506127903504,2707.8710314339114
2021-08-27,841.5153475334597,937.2779493309425,994.5754426684955,2773.368739532898
2021-08-30,852.2771026813905,936.6802802403959,996.8613177190485,2785.818700640835
2021-08-31,841.2650741579264,937.5601819570343,983.7175361783687,2762.5427922933295
2021-09-01,844.5956352323307,932.6294119600226,986.179247771272,2763.404294963625
2021-09-02,872.1257065409909,927.100972872464,984.2010866698319,2783.4277660832868
2021-09-03,873.5503396017189,932.8286349902048,1003.8508202774703,2810.229794869394
2021-09-07,857.7638651450046,928.2299033768304,995.8942167361223,2781.8879852579576
2021-09-08,853.2589443854056,940.0172659959492,981.695415941341,2774.9716263226956
2021-09-09,876.4188575212926,940.2828967028589,974.6179951117443,2791.3197493358957
2021-09-10,868.8529008609404,939.6686256931301,987.8057357880117,2796.327262342082
2021-09-13,844.5571316360948,923.1829199455458,973.5190167220554,2741.259068303696
2021-09-14,834.6424556053536,941.1461965003155,977.431379789348,2753.2200318950167
2021-09-15,850.043894099709,947.5047315469669,981.7833342125163,2779.331959859192
2021-09-16,848.4267430578016,948.7830793239699,977.431379789348,2774.6412021711194
2021-09-17,838.1462828628195,930.5043663047448,962.4413145539908,2731.091963721555
2021-09-20,810.8279813334566,918.1691403526247,927.8454748465828,2656.842596532664
2021-09-21,818.624959571224,919.5803034830826,933.692039879728,2671.8973029340345
2021-09-22,851.4492753623189,932.0815486270212,964.2436391130806,2747.7744631024207
2021-09-23,874.0701381509033,956.220739117442,987.9815723303618,2818.272449598707
2021-09-24,855.9541961219178,957.1338446724441,970.3979180953387,2783.4859588897007
2021-09-27,854.3948004743644,939.0543546834014,951.8911220129769,2745.3402771707424
2021-09-28,818.8559811486392,902.6297439984063,909.6463927133339,2631.1321178603794
2021-09-29,782.6433488887861,905.800710562141,901.6458300363984,2590.0898894873253
2021-09-30,786.7632336860263,893.5152903675665,910.3936980183223,2590.672222071915
2021-10-01,779.601564786151,900.903144403493,911.5366355435989,2592.041344733243
2021-10-04,774.095550524419,870.056778563602,867.1379086001654,2511.290237688186
2021-10-05,775.8474641531519,883.3051100707241,898.7445270876194,2557.897101311495
2021-10-06,780.0251043447458,885.3969518876381,909.6903518489214,2575.112408081305
2021-10-07,803.9165858091146,891.7056811767441,926.1750276942556,2621.797294680114
2021-10-08,783.1246438417348,880.7318125975363,915.4489986108915,2579.305455050163
2021-10-11,788.4958955166412,871.2687186638775,909.4705561709835,2569.2351703515023
2021-10-12,811.3285280845231,873.9914334097023,908.4155369168823,2593.735498411108
2021-10-13,806.4770749588013,887.0737457250059,920.1965852543477,2613.7474059381548
2021-10-14,835.0467433658304,901.7332403625859,955.6716076735069,2692.451591401923
2021-10-15,870.0657641423709,915.6290467178005,960.7708674016636,2746.465678261835
2021-10-18,904.873015139614,936.1988245841219,976.5521970775968,2817.6240368013327
2021-10-19,891.0502240909301,949.8622040707905,979.5414182975509,2820.4538464592715
2021-10-20,882.1558933604399,946.093568416509,971.365019078265,2799.614480855214
2021-10-21,908.1265690215466,959.0596672975395,997.212990803749,2864.3992271228353
2021-10-22,905.4505690831523,979.6958528405884,998.7076014137259,2883.8540233374665
2021-10-25,905.0655331207935,999.2031078792709,1018.0496210722514,2922.3182620723155
2021-10-26,910.051748833341,1009.2306670651127,1086.2302403685535,3005.512656267007
2021-10-27,941.1819063900568,1016.7347345353122,1074.5371103022633,3032.453751227632
2021-10-28,969.3665388347272,1020.5199721087758,1096.0770867401666,3085.96359768367
2021-10-29,959.8176469682269,1038.0515987648173,1123.5955056179778,3121.4647513510217
2021-11-01,973.7559488056185,1009.56270544875,1134.980921735155,3118.299575989524
2021-11-02,930.9784533875464,1025.4507421057874,1160.2134655624134,3116.6426610557473
2021-11-03,872.8765266675907,1032.8884018992596,1168.8734152731622,3074.6383438400126
2021-11-04,870.2390303254324,1037.5369392701798,1309.6305674245225,3217.4065370201347
2021-11-05,852.6236350475134,1019.8226915031378,1307.476569780732,3179.922896331383
2021-11-08,863.5394045803879,1020.254341401866,1353.721580418843,3237.515326401097
2021-11-09,846.6940812271866,1016.1536673639474,1347.259587487472,3210.107336078606
2021-11-10,847.8299373161453,1001.5605804030946,1294.5965430535775,3143.9870607728176
2021-11-11,866.3886707018436,1006.3585350466514,1335.5224982855939,3208.269704034089
2021-11-12,860.3051024965732,1039.7117906830028,1335.5224982855939,3235.53939146517
2021-11-15,835.8360670886661,1038.300627552545,1319.4774137961354,3193.6141084373467
2021-11-16,844.5378798379769,1070.8403891489857,1327.3021399307206,3242.680408917683
2021-11-17,821.358714903972,1053.09293754358,1285.8926342072411,3160.344286654793
2021-11-18,812.5991467603073,1042.9491649234653,1392.0099875156059,3247.558299199379
2021-11-19,836.0093332717277,1148.089119102168,1449.552495999719,3433.6509483736145
2021-11-22,847.0598653914276,1097.1544310522297,1404.3625046157097,3348.576801059367
2021-11-23,833.2755779389795,1112.0795563967195,1395.1310861423224,3340.486220478021
2021-11-24,841.4960957353418,1134.259720423681,1435.8812048319883,3411.637020991011
2021-11-26,833.8916354787536,1105.9202443802503,1384.4490161945457,3324.26089605355
