"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",41914.07,34.32,25.54,2.45,6.63,7.55,26.61,39.50,0.62%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.32%,91.10%,0.20%,1.75%,3.00,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-6.43%,-3.79%,-16.26%,-17.10%,5.85%,-15.35%,1.04,3.99,2.97%,2.87%,-2.63%,-8.10%,-11.05%,-16.89%,3.00%,-24.74%,20.17%,38.35,-0.30%,-0.26%,,1748.69,1.82,135.15,-0.56%,3187459,2/22/2022 4:30:00 PM,175.32,11/18/1999,135.15,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",14098.38,35.30,11.10,,1.16,3.75,9.71,,0.51%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.50%,77.70%,0.20%,5.18%,1.21,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,8.25%,29.63%,61.49%,87.61%,268.56%,30.65%,2.39,3.80,5.52%,6.10%,22.41%,31.58%,65.78%,3.47%,76.39%,3.47%,269.44%,78.10,3.79%,1.30%,2.00,8010.22,0.92,77.84,5.13%,7330568,1/19/2022 4:30:00 PM,67.91,10/18/2016,77.85,0.01%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14%,3.22%,1.09%,4.70%,5.32%,2.31%,,0.17,1.00%,0.78%,2.49%,3.35%,3.48%,-0.13%,6.59%,-2.11%,11.44%,64.20,0.65%,0.38%,,467.14,0.41,18.60,1.03%,192365,,,8/15/2018,,
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1216.92,43.48,,,,1.30,1352.13,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.06%,0.14%,0.54,,,,1.70,1.70,0.00,0.00,,,,-0.10%,0.10%,-0.92%,0.31%,,0.00%,,0.03,0.35%,0.29%,0.01%,-0.16%,-0.30%,-0.81%,0.41%,-2.60%,2.53%,46.88,-0.31%,0.21%,,257.51,0.35,9.74,-0.10%,89779,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",50.84,,,,1.69,1.61,4.31,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-2.52%,-11.93%,-27.91%,-38.49%,-73.04%,44.79%,1.36,0.19,9.39%,9.21%,-4.73%,-2.85%,-35.39%,-47.28%,55.00%,-75.63%,55.00%,45.44,3.33%,-2.60%,1.50,661.92,0.03,1.55,0.65%,19540,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.54,-0.65%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",217.48,,,,,1.39,543.71,,,,-0.02,,,,,,,,20.71,17.41,25.41%,0.00%,16.50%,,1.07%,4.15,,,,0.40,0.40,0.00,0.00,,,,1.70%,0.91%,,,,2.04%,,0.05,0.38%,0.32%,1.47%,1.88%,1.92%,0.40%,6.96%,0.40%,6.96%,65.36,0.00%,1.01%,,44.94,0.00,9.99,1.01%,2,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,83.96%,,0.00%,0.07,,,,,,,,,,,0.30%,-0.10%,1.26%,,,-0.10%,,0.10,0.04%,0.36%,0.05%,0.43%,0.79%,-4.84%,2.24%,-4.84%,2.66%,51.38,0.00%,0.20%,,6.04,0.00,10.02,0.20%,4,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,67.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.43%,-38.55%,,,,-39.59%,,0.05,16.77%,13.88%,-10.12%,-26.78%,-27.86%,-49.53%,60.72%,-49.53%,60.72%,42.28,5.63%,-3.03%,,33.73,0.03,0.34,2.42%,908,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",414.19,,,,4141.90,1.22,2.57,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.40%,-1.78%,4.99%,2.94,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-5.32%,-11.50%,-23.50%,-40.67%,-33.33%,-19.67%,1.53,1.44,6.52%,7.50%,1.96%,-11.24%,-25.84%,-27.07%,13.12%,-61.04%,35.56%,46.71,-2.66%,-0.60%,1.60,210.48,0.51,19.40,-3.24%,107164,,48.75,8/8/2017,19.40,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.70%,-0.02%,-4.08%,-9.38%,-1.28%,-2.17%,,1.09,1.37%,1.47%,1.01%,0.05%,-3.35%,-3.24%,8.82%,-9.38%,8.82%,50.62,0.36%,-0.10%,,3.81,0.51,62.85,0.26%,1937,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",110.16,,11.79,,5.45,0.58,5.20,22.48,,,-0.15,-743.40%,31.22%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.42,3.40%,2.82%,34.90%,0.08%,0.78%,1.85,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,0.00%,-2.84%,-8.80%,-9.04%,-13.20%,-2.29%,1.69,0.08,2.53%,2.76%,0.23%,-2.36%,-9.57%,-8.56%,5.23%,-22.62%,5.23%,47.40,1.48%,-0.88%,2.70,128.74,0.45,3.42,0.59%,57831,11/9/2021 4:30:00 PM,4.62,12/23/1997,3.42,0.00%
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",12947.41,,8.70,,0.43,,0.89,,,,-3.12,-583.80%,200.50%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,640.95,0.50%,0.00%,57.30%,1.56%,15.56%,2.47,-8.60%,77.70%,-25.60%,1.00,0.90,,,57.10%,-20.90%,-19.40%,0.32%,5.14%,-5.14%,-1.67%,6.27%,4.79%,1.62,0.91,5.19%,5.05%,10.36%,6.35%,-6.08%,-4.76%,26.27%,-27.87%,26.27%,59.00,1.40%,-1.49%,3.10,40378.43,0.75,18.82,-0.11%,30388308,1/20/2022 8:30:00 AM,18.32,12/9/2013,18.78,-0.21%
