no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
17,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14575.58,24.2,18.27,1.45,1.33,4.7,24.11,22.14,1.67%,25.10%,9.88,4.40%,10.47%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.10%,-4.84%,,-1.70%,4.89%,4.86,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,2.18%,-1.15%,15.14%,23.02%,49.61%,51.83%,1.26,5.84,2.09%,2.52%,3.39%,4.84%,15.75%,-1.60%,16.38%,-1.60%,67.07%,59.0,-0.24%,0.25%,2.2,625.76,1.3,239.16,0.01%,811461,11/15/2021 4:30:00 PM,254.06,11/29/2001,241.09,0.81%,63.0,84,1.19,239.16,231.72,227.06,205.93,143.15,243.05,16.0,6.23,54.333333333333336,True
81,ACN,Accenture plc,Technology,Information Technology Services,Ireland,241284.12,40.99,33.4,3.82,4.77,12.17,29.52,39.16,0.94%,37.80%,9.15,16.00%,10.93%,7.30%,10.72%,7.70%,10.30%,23.80%,633.52,633.22,0.10%,-9.46%,73.90%,0.08%,0.56%,1.66,14.40%,31.50%,29.90%,1.3,1.3,0.0,0.0,32.40%,15.10%,11.70%,0.21%,1.86%,9.66%,31.79%,51.91%,43.68%,1.13,7.41,1.73%,1.99%,9.08%,11.91%,27.13%,5.10%,24.99%,5.10%,65.72%,70.46,-3.03%,10.07%,2.1,2143.87,2.91,400.6,6.74%,6245934,12/16/2021 8:30:00 AM,383.96,7/19/2001,400.7,0.02%,66.0,85,1.21,400.6,368.13,356.43,314.07,241.73,413.65,30.0,-4.15,60.333333333333336,True
118,ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,USA,36310.74,14.08,13.74,1.41,0.45,1.67,33.53,11.43,2.27%,31.70%,4.62,24.80%,-2.71%,1.00%,10.00%,-1.00%,130.80%,34.50%,564.0,556.85,0.10%,-12.91%,81.20%,1.20%,0.97%,2.14,5.10%,12.40%,3.90%,1.6,1.0,0.37,0.41,7.10%,3.10%,3.30%,1.48%,-2.79%,3.30%,5.09%,31.29%,29.10%,0.88,1.28,1.68%,1.89%,2.75%,2.61%,6.80%,-1.21%,8.67%,-4.52%,35.90%,59.76,1.25%,0.41%,1.8,2515.44,0.98,66.17,1.67%,2458627,10/26/2021 8:30:00 AM,69.93,12/24/1924,65.98,-0.29%,75.0,76,1.07,66.17,64.64,64.39,61.89,48.69,69.3,18.0,5.68,56.333333333333336,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,176340.59,45.36,43.99,1.28,11.87,24.91,48.87,59.49,,0.00%,3.23,604.70%,26.38%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.34%,70.50%,1.04%,5.96%,1.35,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,0.87%,0.01%,37.92%,73.25%,50.84%,59.74%,1.91,8.09,5.95%,5.18%,-6.41%,3.35%,37.14%,-15.70%,38.16%,-15.70%,91.23%,47.27,-5.69%,0.34%,2.3,53201.61,1.18,138.64,-5.37%,63003869,10/26/2021 4:30:00 PM,141.5,10/15/1979,138.55,-0.06%,59.0,81,1.14,138.64,149.21,132.64,100.54,72.5,164.46,18.0,2.06,52.666666666666664,True
348,AMP,"Ameriprise Financial, Inc.",Financial,Asset Management,USA,33319.37,16.09,12.1,0.64,2.59,6.08,4.27,264.44,1.52%,22.90%,18.54,-12.30%,10.68%,7.60%,25.18%,-0.40%,859.90%,-3.60%,116.4,111.63,0.30%,-19.05%,85.10%,-1.98%,1.33%,2.78,1.30%,39.30%,6.00%,,,0.88,4.19,42.30%,22.20%,17.40%,-0.78%,-3.07%,9.95%,21.75%,56.33%,53.47%,1.61,7.21,2.02%,2.45%,1.20%,1.25%,13.77%,-3.82%,12.43%,-3.82%,64.21%,53.67,-0.69%,1.37%,1.9,534.24,1.12,300.23,0.67%,598449,10/26/2021 4:30:00 PM,338.22,9/15/2005,300.23,0.00%,72.0,88,1.26,300.23,298.32,295.63,263.22,182.83,312.15,27.0,12.65,62.333333333333336,True
381,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,41946.04,56.32,40.26,3.08,15.13,11.03,12.39,45.87,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.31%,65.90%,0.99%,1.71%,1.8,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,10.50%,5.01%,51.99%,49.89%,98.38%,90.88%,1.17,4.03,3.27%,3.03%,1.98%,11.54%,39.54%,-6.57%,50.82%,-6.57%,98.63%,56.19,-6.80%,0.70%,2.3,2139.62,1.74,130.14,-6.14%,3729727,11/1/2021 4:30:00 PM,127.28,6/6/2014,130.02,-0.09%,59.0,93,1.45,130.14,127.22,114.72,92.61,65.52,140.53,17.0,-2.2,56.333333333333336,True
394,ANTM,"Anthem, Inc.",Healthcare,Healthcare Plans,USA,104826.53,19.91,15.52,1.49,0.78,3.05,19.09,12.46,1.02%,19.30%,22.28,-2.60%,9.89%,13.90%,13.38%,9.00%,602.40%,14.90%,246.0,241.16,0.20%,0.03%,92.40%,0.42%,0.84%,1.8,5.90%,16.00%,10.10%,,,0.61,0.64,,5.90%,4.10%,6.63%,2.11%,18.30%,17.40%,41.61%,38.14%,1.05,9.31,2.14%,2.18%,7.08%,7.69%,15.91%,0.89%,23.15%,0.89%,56.58%,68.93,0.90%,0.07%,1.9,1127.64,1.03,447.88,0.97%,1158046,10/20/2021 8:30:00 AM,468.78,10/30/2001,447.88,0.00%,72.0,81,1.14,447.88,418.51,413.58,385.24,286.04,451.71,14.0,4.67,55.666666666666664,True
631,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,243255.57,42.65,19.68,2.89,8.86,10.8,21.91,35.33,2.25%,121.50%,15.0,-2.10%,16.39%,5.00%,14.74%,28.50%,188.20%,16.40%,411.0,401.74,0.10%,-6.39%,82.30%,0.03%,1.15%,2.44,6.00%,19.10%,7.30%,2.4,2.2,1.65,1.66,61.40%,23.10%,16.70%,8.72%,13.10%,26.12%,35.80%,53.05%,46.14%,0.96,16.84,2.97%,2.44%,7.52%,13.63%,26.31%,-3.73%,29.43%,-3.73%,48.86%,64.15,-2.62%,-0.39%,2.0,1888.45,2.24,620.68,-3.00%,4236460,12/9/2021 4:30:00 PM,653.93,8/6/2009,620.76,0.01%,69.0,82,1.16,620.68,571.23,540.34,489.84,419.14,644.75,15.0,5.36,55.333333333333336,True
684,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42159.98,19.84,17.66,1.42,2.78,,35.99,13.65,,0.00%,103.26,32.30%,11.56%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-78.22%,93.50%,0.02%,2.10%,2.5,14.80%,-139.10%,63.10%,0.9,0.2,,,52.60%,19.30%,14.00%,3.00%,7.15%,27.45%,47.29%,73.70%,72.81%,0.86,48.84,2.55%,2.42%,5.48%,9.58%,26.91%,-2.04%,22.09%,-2.04%,80.91%,63.28,-2.23%,0.41%,2.2,175.2,0.97,2011.22,-1.82%,169982,12/7/2021 8:30:00 AM,2148.53,4/2/1991,2011.22,0.00%,63.0,91,1.36,2011.22,1896.65,1820.84,1576.47,1111.71,2069.78,17.0,6.83,57.0,True
1292,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,49751.06,74.27,51.73,4.08,16.72,19.13,49.07,52.95,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.87,0.60%,-20.03%,88.30%,0.25%,0.97%,2.12,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,0.03%,1.06%,9.94%,40.76%,50.03%,35.07%,1.08,6.31,3.23%,3.31%,-1.42%,3.64%,20.63%,-5.51%,21.99%,-5.51%,52.08%,50.05,-2.38%,-0.15%,2.3,1244.96,1.24,179.62,-2.52%,1548678,10/25/2021 4:30:00 PM,175.42,6/10/1987,179.62,0.00%,59.0,80,1.13,179.62,182.42,171.98,148.46,118.11,190.09,21.0,-2.34,53.333333333333336,True
